model,condition,seed,update,valid,self_operation_valid,initial_S_target_jump,initial_prediction_rms,S,A,rho,sham_S,sham_rho,S_difference,S_difference_ratio,C_S,C_S_geometry,C_S_readout,C_output,C_output_c_only,prediction_difference_ratio,z_other_rms,z_other_rms_over_sigma,z_other_mean,v_other_rms,z_population_difference,force_z_population_difference,force_b_population_difference,loss,sham_loss
leaky100,hold_plus,5,0,True,True,4.995174266212247,2.4724368336798963,4.63308990878761,7.89486718045896,0.5868483665254353,-0.3620843574246384,0.11882506378747382,4.995174266212248,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.345008647939795,0.08182295365362979,0.009368013851724331,6.093132897817384,0.0037978488069596358
leaky100,hold_plus,5,1,True,True,4.995174266212247,2.4724368336798963,4.645413814683091,7.908539106027881,0.5873921532666332,-0.3593368869042243,0.11782557917199991,5.004750701587316,1.001917137393953,-0.0019171373939530691,-0.0007474518434716505,-0.0011696855504814301,0.04069403062003002,4.926319160077835e-05,0.9601124115266689,0.011908060651785981,0.0069030505309907305,0.0008612942489855636,0.0056802839749058864,0.34582687747633123,0.1188823168588524,0.013029545742723865,5.627252745869631,0.0021273375188434053
leaky100,hold_plus,5,2,True,True,4.995174266212247,2.4724368336798963,4.667494026853841,7.931610797117696,0.5884673550232675,-0.35781285556253617,0.11727157174046933,5.025306882416378,1.0060323453393707,-0.006032345339370851,-0.002361017866656817,-0.0036713274727140453,0.07907590969953109,6.279807735108632e-05,0.9229298251526855,0.023315742847889027,0.013516033865885986,0.002112687058026029,0.01091871872095926,0.34701570064491977,0.12585457450784693,0.013630778794310783,5.202740230699595,0.0016965583673450037
leaky100,hold_plus,5,5,True,True,4.995174266212247,2.4724368336798963,4.761679173715802,8.029016558088827,0.5930588309621371,-0.3558629862318339,0.11656256056603424,5.117542159947636,1.0244972221616158,-0.024497222161615807,-0.008223024677439156,-0.016274197484176658,0.18782731229464625,4.3800761003290244e-05,0.8181729805149022,0.05617695250476541,0.0325655329744479,0.00641533003375173,0.02520471871187768,0.35110321147185913,0.1434417263159591,0.015235211709541391,4.091493645166702,0.0014968137726030688
leaky100,hold_plus,5,10,True,True,4.995174266212247,2.4724368336798963,5.003932725360409,8.277602040986682,0.6045147737935883,-0.35461262752574185,0.11610676260760695,5.358545352886151,1.072744426382033,-0.07274442638203314,-0.023501503690912078,-0.04924292269112109,0.3497571701500517,2.5765249720276628e-05,0.6667993431477842,0.10355513624860377,0.0600304582896568,0.014549867978726438,0.04549926462908464,0.3588310225195852,0.166747034665765,0.017352835953290176,2.722213268981344,0.0014188150871276106
leaky100,hold_plus,5,20,True,True,4.995174266212247,2.4724368336798963,5.608078926829969,8.896420155886744,0.630374783178278,-0.3532870401267345,0.11562111367539973,5.961365966956704,1.1934250236833281,-0.1934250236833283,-0.06192379800095381,-0.13150122568237452,0.6058927747607638,0.0001243104129168283,0.4446876093524385,0.17326951359137202,0.10044357706744095,0.030279464386709136,0.07474847814486033,0.3737741391071687,0.1293924674149373,0.012937052475228621,1.2169703299541226,0.0013396853321272636
leaky100,hold_plus,5,50,True,True,4.995174266212247,2.4724368336798963,6.440558299797118,9.764290323011814,0.6596033184939667,-0.3516932148745979,0.11502716157691897,6.792251514671716,1.3597626734696804,-0.35976267346968066,-0.11233672683656311,-0.24742594663311734,0.8902577622956581,0.00025367959614703027,0.2223543308698173,0.24973173379523722,0.14476839075571005,0.050163822913855745,0.10799714348491941,0.392664279707958,0.027817845382352623,0.00254965804008762,0.3097278042017181,0.0012600852436156715
leaky100,hold_plus,5,100,True,True,4.995174266212247,2.4724368336798963,6.616433386120264,9.958416467538582,0.6644061741831978,-0.3511347032302446,0.11479650641644555,6.967568089350509,1.3948598623434798,-0.39485986234347986,-0.1393153096102074,-0.2555445527332725,0.9604552587074339,0.00020227712512829418,0.14698734037462452,0.27719704953515195,0.1606899138270433,0.05831105175935645,0.11929698882305781,0.4004041471111836,0.006016646090914964,0.00041301048416367866,0.13849316550721316,0.0012184572721135535
leaky100,hold_plus,5,200,True,True,4.995174266212247,2.4724368336798963,6.60238720480672,9.96381011988111,0.6626367950983696,-0.350299070045397,0.11443902158583286,6.952686274852117,1.3918806240416144,-0.39188062404161483,-0.1533885970054248,-0.23849202703619007,0.9807662424057874,1.849957797916781e-05,0.08764057390026088,0.2948713748269254,0.17093564267895178,0.06150567879187323,0.12714236064526008,0.4034390427920746,0.0017844158032034108,9.904115125132195e-05,0.05233280470860985,0.0011703389411087178
leaky100,hold_plus,5,500,True,True,4.995174266212247,2.4724368336798963,6.610948450265343,10.009344876898846,0.6604776368054955,-0.3474415831118491,0.11325032740555205,6.958390033377192,1.3930224778030849,-0.39302247780308514,-0.15401537396919537,-0.23900710383388965,0.994547399493585,-0.0002707350173351921,0.041385556672981216,0.3077492353408749,0.17840088193648873,0.0601776634684764,0.13914509074192521,0.40217742823484753,-0.0005560020783358402,-5.346879201980001e-05,0.013045210617705288,0.001053687875409353
leaky100,hold_plus,5,1000,True,True,4.995174266212247,2.4724368336798963,6.648291913409342,10.07260121287842,0.6600372409173815,-0.34258273777152976,0.1112566824620132,6.990874651180872,1.399525677906314,-0.39952567790631444,-0.15072622253899617,-0.24879945536731837,0.9987600892310483,-0.00043495338974711725,0.022170286556267634,0.31666775481153536,0.18357090855693262,0.060303665597408164,0.14456790422370916,0.40229713025733277,-0.00022761722633186598,-1.0809225235755705e-05,0.004075650985981564,0.000895111554857103
leaky100,hold_plus,5,2000,True,True,4.995174266212247,2.4724368336798963,6.680602569238904,10.130318154123676,0.6594662149400983,-0.3328621174504461,0.10735414648552997,7.013464686689351,1.4040480497605414,-0.4040480497605415,-0.14756679354418398,-0.2564812562163575,0.9998710713089183,-0.0005444670699360126,0.010114906508609208,0.32262241619665666,0.1870227996446948,0.06040777361239298,0.14798463621299712,0.40239603287156833,6.029120339030972e-05,1.0301337623459352e-05,0.0007636618435245492,0.0006447795862626609
leaky100,hold_plus,6,0,True,True,6.98508091207403,3.090237148282901,6.345777289868125,10.351367371010795,0.6130375884097783,-0.6393036222059048,0.17902900982953796,6.98508091207403,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.34856709781209205,-0.031106861018690483,-0.003651092223631416,9.55416300026804,1.600611775819941e-05
leaky100,hold_plus,6,1,True,True,6.98508091207403,3.090237148282901,6.361756047626808,10.381050442131581,0.6128239221155855,-0.6392977772416119,0.17902667882690212,7.0010538248684195,1.0022867183638173,-0.0022867183638175565,-0.005506097221326317,0.003219378857508774,0.21193250531991,0.007627924996815307,0.8183494724088711,0.04426409909273393,0.025397749455168674,-0.0003274406423019887,0.014305594228756397,0.3482560292019051,0.13725559779970972,0.013131549146062342,6.396447745405744,1.4552935692221186e-05
leaky100,hold_plus,6,2,True,True,6.98508091207403,3.090237148282901,6.397516026859543,10.424882238420881,0.613677534244129,-0.6392823840554893,0.1790214264613494,7.036798410915032,1.0074039942402966,-0.007403994240296674,-0.012101962270205519,0.00469796802990883,0.3346925453533517,0.011508541009190873,0.7397857974912211,0.07068431261064136,0.04055707670306068,0.001117355124010544,0.02212888969667081,0.3496285851799021,0.1522208280094419,0.014605237590333955,5.226649882156939,1.4122637442756118e-05
leaky100,hold_plus,6,5,True,True,6.98508091207403,3.090237148282901,6.502768337725431,10.536037468108399,0.6171929776643926,-0.6392424865723407,0.17900809852073982,7.142010824297772,1.0224664415772882,-0.02246644157728838,-0.02661019937414664,0.004143757796858257,0.49103131571807657,0.01494384233275931,0.6326542080879931,0.11089669064034959,0.06363003928737562,0.006557968043191613,0.03315638093674572,0.3547971674531242,0.17966172985018072,0.017556125206013268,3.822330833064623,1.3628429846392798e-05
leaky100,hold_plus,6,10,True,True,6.98508091207403,3.090237148282901,6.6967480920365405,10.725008020911346,0.6244049495328481,-0.6391795526944091,0.17898729327903934,7.335927644730949,1.0502280126849304,-0.05022801268493046,-0.047237338865388626,-0.002990673819541821,0.6090210250687773,0.015431604232040846,0.5059784625455449,0.15677382821717592,0.08995331412587348,0.016312502089318382,0.04612551495222576,0.3640639747969445,0.15679889628064914,0.015228738575689842,2.4449145312492395,1.3154958645335204e-05
leaky100,hold_plus,6,20,True,True,6.98508091207403,3.090237148282901,7.122852456252838,11.142741778395678,0.6392369667996004,-0.6390548149175397,0.17894611718960665,7.761907271170378,1.1112122205704973,-0.11121222057049737,-0.08497461496861552,-0.02623760560188183,0.7709591982481391,0.014802899156960867,0.3177787381816856,0.22650347448114064,0.12996262464407682,0.0316270562375235,0.06739599748887141,0.3786128012377394,0.12433489914492918,0.012159498612097088,0.9648882273975347,1.2566099348122334e-05
leaky100,hold_plus,6,50,True,True,6.98508091207403,3.090237148282901,7.683643813141937,11.70461842885952,0.6564625630338142,-0.638734597178468,0.17884030535557005,8.322378410320406,1.1914505379507911,-0.19145053795079087,-0.1266629218971542,-0.06478761605363668,0.9332101505441801,0.014776904733484648,0.16798769013536874,0.2885767199094063,0.16557886370845834,0.048656988820257624,0.09286668093998883,0.3947912371913369,0.0184604685432763,0.0017060410045134503,0.27030997299032783,1.1555601188441498e-05
leaky100,hold_plus,6,100,True,True,6.98508091207403,3.090237148282901,7.770662483449029,11.812861609080791,0.6578137237699933,-0.6384126147262561,0.1787328240377455,8.409075098175284,1.2038622320952383,-0.20386223209523846,-0.1311199287480846,-0.07274230334715381,0.969922748069381,0.01623404323037477,0.11909878418973256,0.3007888750899977,0.17258592505030354,0.05319804838127631,0.10506777204092672,0.39910524377430456,0.005479703755685706,0.0004247236203275556,0.13607095545873782,1.0639561029894136e-05
leaky100,hold_plus,6,200,True,True,6.98508091207403,3.090237148282901,7.7645202585720865,11.845471651494966,0.6554842632705267,-0.6379493940907719,0.17857747148211364,8.402469652662859,1.2029165815586773,-0.20291658155867726,-0.12631140844570743,-0.07660517311296981,0.9842219378904469,0.018273881908456042,0.07501870732127826,0.30551491740305464,0.1752976223635162,0.053919193157258745,0.11737215688902744,0.3997903313114877,-0.0015505157665794186,-0.0002273402257244969,0.05408443242622431,9.46620819313002e-06
leaky100,hold_plus,6,500,True,True,6.98508091207403,3.090237148282901,7.836621267744221,11.96139997001464,0.6551592027178595,-0.6368130026977208,0.17819693809019485,8.473434270441942,1.2130760369282518,-0.2130760369282516,-0.12688341159160949,-0.08619262533664213,0.9965254334248803,0.019537814382386533,0.03785566075663582,0.3090070641836452,0.17730133803404868,0.05301295181074048,0.1291360030901815,0.39892940203229554,-0.00047095533783224374,-7.961498435105717e-05,0.013769756711691753,7.004103132002992e-06
leaky100,hold_plus,6,1000,True,True,6.98508091207403,3.090237148282901,7.904901287855103,12.057635706778782,0.6555929769391673,-0.6352569846716022,0.17767785891042007,8.540158272526705,1.222628396152814,-0.22262839615281388,-0.12845523402071796,-0.09417316213209592,0.9989243160555029,0.020061026374638392,0.017409270163260587,0.3111366665161943,0.17852325619323026,0.05190540371972767,0.13439365405569664,0.3978772313458333,-0.0001699680990860935,-2.8922004339667723e-05,0.0029009436787789033,4.3277288519625714e-06
leaky100,hold_plus,6,2000,True,True,6.98508091207403,3.090237148282901,7.945357656953276,12.119974475889116,0.6555589430290784,-0.6331001998112867,0.17696017222722335,8.578457856764564,1.2281114513557474,-0.22811145135574723,-0.1285697994589094,-0.09954165189683786,0.999744677706946,0.020567015346777063,0.004164052111490596,0.31105342588594254,0.17847549458246764,0.04944740188143553,0.13812811156131666,0.39554212959945595,-0.00020113643382762943,-2.287637930477886e-05,0.00016221044239511233,1.6704527384925615e-06
leaky100,hold_plus,7,0,True,True,12.956533148381713,4.450236670138743,13.891974728590515,18.073546615132454,0.7686357871210053,0.935441580208804,0.1717529019105694,12.95653314838171,1.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3574439970274556,1.1454780908382582,0.11127831238790352,19.805970635703837,5.6413796098886814e-08
leaky100,hold_plus,7,1,True,True,12.956533148381713,4.450236670138743,14.69926958055616,18.89135887509657,0.7780948780732438,0.9354786673686047,0.17175853624579152,13.763790913187556,1.0623050746338478,-0.06230507463384773,-0.03428987449122654,-0.028015200142621207,0.4467996785895231,0.01003488648188946,0.6320584580926296,0.09633984256272386,0.05390485970607805,0.012057664114086932,0.028904258399098753,0.3688987779358382,0.4149019272064599,0.04118615232300228,7.91201198037742,1.7145911653297422e-08
leaky100,hold_plus,7,2,True,True,12.956533148381713,4.450236670138743,15.150452032787046,19.349237270163787,0.7829999612516406,0.9354924743502461,0.17176063778246087,14.2149595584368,1.097126785046837,-0.09712678504683706,-0.04849359215915339,-0.048633192887683696,0.618173239967115,0.01275855176217093,0.539617434160713,0.1313444347840564,0.07349091654991075,0.016425052821523366,0.03987810536315925,0.37304779720790276,0.168262963823134,0.01734594694798,5.766849786635897,1.277412409775839e-08
leaky100,hold_plus,7,5,True,True,12.956533148381713,4.450236670138743,15.776616129319201,19.973660210479835,0.7898710583371936,0.9355054251222915,0.17176261756782002,14.84111070419691,1.145453844344973,-0.14545384434497305,-0.062378448588061616,-0.08307539575691146,0.7481733658706221,0.012395804252006412,0.4214041484868848,0.16175523680107617,0.0905066181814499,0.020341305734505745,0.052398731705508836,0.3767682374752361,0.12708551888491643,0.013172819066451135,3.5169486608417486,1.0878925799062203e-08
leaky100,hold_plus,7,10,True,True,12.956533148381713,4.450236670138743,16.516734200836577,20.70704501728882,0.797638397320639,0.9355145967020004,0.17176402074223598,15.581219604134576,1.2025762930325765,-0.20257629303257652,-0.07672938659506577,-0.12584690643751076,0.841548005852146,0.01039477653514216,0.30565247746223645,0.19732493922487088,0.11040887012558456,0.026187055702992762,0.0669053848986261,0.3823216999452987,0.12094650177529345,0.012492333098469763,1.850248508599917,9.552680742693859e-09
leaky100,hold_plus,7,20,True,True,12.956533148381713,4.450236670138743,17.328910492406116,21.51319429811105,0.8055015100164679,0.9355234377632077,0.17176536186355656,16.393387054642908,1.2652603028064235,-0.2652603028064237,-0.09473607336280908,-0.17052422944361464,0.9267816014228311,0.007934901750218486,0.21168735429092325,0.24180036281354064,0.13529412429604615,0.03534592247954558,0.08194660904646345,0.39102262338302396,0.06506329799643779,0.007040292150097997,0.8875109154678191,8.3610289200728e-09
leaky100,hold_plus,7,50,True,True,12.956533148381713,4.450236670138743,17.68989487944776,21.89170611467638,0.8080637839180705,0.9355343860167786,0.171766980264858,16.75436049343098,1.2931206443541283,-0.29312064435412843,-0.10734758027628277,-0.18577306407784566,0.9678058335721015,0.006846707576633542,0.15713301595555249,0.2752245470559971,0.15399589829164587,0.0411982485334848,0.09409707576516223,0.3965823331342662,0.005800794085566178,0.0010833625878961242,0.48901998058665247,6.812142749242714e-09
leaky100,hold_plus,7,100,True,True,12.956533148381713,4.450236670138743,17.693706968256677,21.93636986769899,0.8065922974024259,0.9355481466728913,0.17176898146684863,16.758158821583788,1.2934138036513962,-0.29341380365139597,-0.11107687055339664,-0.18233693309799937,0.9782333758988327,0.007747352837520502,0.1258677567825843,0.28967319776167594,0.16208032596469982,0.0428831401525429,0.10298976344811477,0.3981829801723713,0.0020779521577562253,0.0005895184942812874,0.3137787012249242,5.651566357447182e-09
leaky100,hold_plus,7,200,True,True,12.956533148381713,4.450236670138743,17.675088071110174,21.97194676287121,0.8044388720701807,0.9355683287740845,0.17177187232203078,16.73951974233609,1.2919752182648394,-0.2919752182648394,-0.1097045740322786,-0.18227064423256076,0.9866513220957868,0.00828678413234467,0.08968782662815437,0.30090170553986456,0.16836299282807765,0.043492142118787984,0.11653676497417202,0.3987615320403042,-0.0018382487930325502,7.37693828493148e-06,0.15931599419512574,4.575865064837845e-09
leaky100,hold_plus,7,500,True,True,12.956533148381713,4.450236670138743,17.536122163028114,21.917037094561852,0.8001137237377424,0.9356151348216831,0.1717785691400999,16.60050702820643,1.2812460585013712,-0.28124605850137113,-0.10426225249639383,-0.17698380600497732,0.995689373878015,0.009983038792573068,0.04150373009960221,0.3207344984192929,0.17945999993652545,0.05192006876703131,0.1387355998081872,0.40676806235613533,0.0014358150907320302,0.00019551835342685017,0.03411795394685621,2.757328181180245e-09
leaky100,hold_plus,7,1000,True,True,12.956533148381713,4.450236670138743,17.45921488979729,21.86946762548754,0.7983374441840383,0.9356741309021849,0.17178706664946308,16.523540758895106,1.2753057140874848,-0.275305714087485,-0.10367970916658731,-0.17162600492089766,0.9989034055321605,0.010788800008334744,0.016762975881306465,0.3429133904741544,0.19186971571818842,0.058474606589561884,0.14919375435825633,0.4129948732875394,0.0007397969335969706,8.320629376367673e-05,0.005566764841634302,1.2207151527886434e-09
leaky100,hold_plus,7,2000,True,True,12.956533148381713,4.450236670138743,17.45905776706406,21.88355942999552,0.7978161789865478,0.9357426235765081,0.1717969758515887,16.52331514348755,1.275288300833108,-0.2752883008331079,-0.1039584356419137,-0.17132986519119422,0.9998248376210377,0.010717367196371166,0.003996595637059593,0.35381396094607664,0.19796889240744467,0.060356069310274436,0.15408728258498483,0.41478226287221637,0.00015114013737349734,1.5943268165808484e-05,0.00031664899639837347,2.4356947139462934e-10
leaky100,hold_plus,8,0,True,True,5.835852278115947,4.7227657960617515,6.154432524221089,9.937869010953154,0.6192909684599283,0.3185802461051424,0.07577681105317069,5.835852278115946,1.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3597145247396195,-1.205326212232354,-0.116872591519644,22.304230649063932,1.3065799954941657e-09
leaky100,hold_plus,8,1,True,True,5.835852278115947,4.7227657960617515,5.887027763010385,9.723472606978243,0.6054449887363742,0.3185824144110951,0.07577729182825686,5.56844534859929,0.9541785986394115,0.045821401360588654,0.029423237750941786,0.01639816360964689,0.49626466367291905,0.017529928535298205,0.5326617212629134,0.10222265323418736,0.0568354326577063,-0.012687644339288066,0.03529342533255461,0.3476612626172958,-0.4055267707995443,-0.03985469654700284,6.328344652445596,6.488652087707649e-10
leaky100,hold_plus,8,2,True,True,5.835852278115947,4.7227657960617515,5.855549527436669,9.728512074509638,0.6018956940783584,0.3185832037728103,0.07577746699460593,5.536966323663859,0.9487845236294123,0.05121547637058777,0.03467997710561076,0.016535499264977032,0.7115601371830145,0.025320113830484048,0.3693412296917254,0.14420483836182507,0.08017737869562436,-0.016956347189809665,0.051228904598391474,0.3436059949093003,-0.1261388930604764,-0.012599799784355416,3.0425842546313717,5.043178871952436e-10
leaky100,hold_plus,8,5,True,True,5.835852278115947,4.7227657960617515,5.990911268074035,9.895247680789275,0.6054331797782935,0.31858335421697664,0.07577750074140795,5.672327913857058,0.9719793516926235,0.028020648307376408,0.027220500174058,0.0008001481333184043,0.902323626200257,0.031529003390943916,0.24971906580696965,0.17958996767098842,0.09985138509543653,-0.017439241138561455,0.06629226942987436,0.3431472456579862,0.08691615307075763,0.007867651874703842,1.3908814359001576,4.0623372698334026e-10
leaky100,hold_plus,8,10,True,True,5.835852278115947,4.7227657960617515,6.221425147101185,10.122880335731129,0.6145904071533056,0.31858294381422764,0.0757774096057408,5.902842203286958,1.011479030307573,-0.011479030307572816,0.014545450142066168,-0.02602448044963896,0.9447851270601962,0.032356981377078806,0.18016141257019475,0.18834096600368774,0.10471690913232871,-0.012716200721322747,0.0736390002705809,0.34763413405436294,0.08055471536993197,0.0072808978308117655,0.7239531599760252,3.366024981715812e-10
leaky100,hold_plus,8,20,True,True,5.835852278115947,4.7227657960617515,6.445386033246946,10.338761065123714,0.6234195753869876,0.31858280699031416,0.0757773774174295,6.126803226256632,1.049855776718635,-0.0498557767186345,0.0020077423161018555,-0.05186351903473635,0.9712777974442517,0.03308134555929401,0.11986586420420112,0.19489528827863037,0.10836108907178876,-0.006149661953507578,0.08294529953309435,0.3538723458837873,0.045894735062026015,0.004039504802638992,0.3204641443550912,2.7762345836276563e-10
leaky100,hold_plus,8,50,True,True,5.835852278115947,4.7227657960617515,6.596995733517283,10.483943793828908,0.6292475296748946,0.3185834465981945,0.07577751253587571,6.278412286919089,1.07583468321546,-0.07583468321545991,-0.010571051185231764,-0.06526363203022817,0.9902151330608219,0.03464387991195101,0.07057546506451337,0.20239291438725387,0.11252974259727577,0.0007530589253092194,0.09388733023898117,0.36042993071866325,0.00815695082291097,0.0005856403776940645,0.11109655206899764,2.3130839413018336e-10
leaky100,hold_plus,8,100,True,True,5.835852278115947,4.7227657960617515,6.6677899214646965,10.557761012939423,0.6315534054325306,0.31858411817977855,0.07577765374380219,6.349205803284918,1.0879654762842461,-0.08796547628424625,-0.021003283704868876,-0.0669621925793774,0.995274489770673,0.03635902056589679,0.051263939749094524,0.21101761366956734,0.11732504481008271,0.001900234514508311,0.09899978040422712,0.36151974752840255,-0.001845813981152431,-0.0002667560111599528,0.0586166220400908,2.048181278937734e-10
leaky100,hold_plus,8,200,True,True,5.835852278115947,4.7227657960617515,6.682932650413014,10.581447140529919,0.6315707635882338,0.31858488070494206,0.07577781229176446,6.364347769708072,1.0905601215393934,-0.09056012153939308,-0.023076550302716076,-0.067483571236677,0.9975458261058703,0.038049496771453015,0.03811853511454474,0.2198910234844257,0.12225862919691359,-0.0030192403185183726,0.10225678758515168,0.3568462464370271,-0.004315036852249146,-0.00047255229724015794,0.032409605137461016,1.6924654070844484e-10
leaky100,hold_plus,8,500,True,True,5.835852278115947,4.7227657960617515,6.72748228779207,10.636796183273953,0.6324726141101431,0.3185865729994749,0.07577816431922545,6.408895714792595,1.0981936158366317,-0.09819361583663158,-0.026411917986366232,-0.07178169785026528,0.9991929551388944,0.03935761949161412,0.021688864749928226,0.2347286806996317,0.1305083139856756,-0.010347002317993443,0.10583284656252363,0.3498848725375258,-0.0013225806305946042,-0.00014572344980473572,0.01049267681033169,9.951598179499513e-11
leaky100,hold_plus,8,1000,True,True,5.835852278115947,4.7227657960617515,6.764861091362533,10.68271506653284,0.6332529744760966,0.31858861625619,0.07577859137846542,6.446272475106343,1.1045982947991044,-0.10459829479910436,-0.025718076107325752,-0.0788802186917786,0.9997697613892956,0.039465867789294784,0.009280003283631924,0.2449470954490005,0.13618971634593083,-0.014434076556593371,0.10788120497721568,0.3460021520108559,-0.00013163669832418954,-2.347773958967721e-05,0.0019209792269398232,4.2175846641514944e-11
leaky100,hold_plus,8,2000,True,True,5.835852278115947,4.7227657960617515,6.797875159576546,10.724693302029378,0.6338526397104726,0.3185908608247471,0.07577906183955303,6.479284298751799,1.1102550218840666,-0.1102550218840663,-0.02779870511586045,-0.0824563167682058,0.9999212354923644,0.03942067957061512,0.003554719385565983,0.24829014284479647,0.1380484388416187,-0.013338356313976684,0.10907343037781399,0.3470430862413418,0.00019170844796644474,1.6910885153383606e-05,0.0002818772709256594,7.692872570484723e-12
leaky100,hold_plus,9,0,True,True,17.27803403370167,4.820761770099861,18.312445978099475,22.100937746449002,0.8285823066960935,1.0344119443978037,0.20192698986118848,17.278034033701672,1.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.355039596076452,0.8400782374202536,0.08037548742454798,23.03123457570936,0.0036914006530715804
leaky100,hold_plus,9,1,True,True,17.27803403370167,4.820761770099861,19.110958687673563,22.86887396031239,0.8356755440097107,1.028160637587427,0.2009374214855103,18.082798050086136,1.0465772908430861,-0.04657729084308618,-0.034890585514104275,-0.011686705328981934,0.1573821904079789,0.0016200384167745125,0.8701612783518198,0.0684180145553298,0.03854106151055731,0.008842928814950095,0.01519988240763538,0.3634403784506546,0.5318175464597433,0.05074877814512848,17.47440394128701,0.003268433721492416
leaky100,hold_plus,9,2,True,True,17.27803403370167,4.820761770099861,19.834020389487424,23.583326094714646,0.841018790556965,1.024411917112665,0.20034545314841795,18.80960847237476,1.0886428650207352,-0.08864286502073533,-0.061683989799402004,-0.026958875221333355,0.2576935857416506,0.001847839978989088,0.8043431488075374,0.10950195006945701,0.061684359310659846,0.014441008251368345,0.024263357939301684,0.3687585539152519,0.2922121491209124,0.027305302123915288,14.941810351703474,0.0031296808743355234
leaky100,hold_plus,9,5,True,True,17.27803403370167,4.820761770099861,21.352238792133594,25.110535883060436,0.8503298731484983,1.0178048474111807,0.19930507296774577,20.334433944722413,1.176895120420476,-0.1768951204204762,-0.10344442023843786,-0.07345070018203839,0.4154308140519497,0.0004146258819702594,0.666822091945743,0.17234867729329892,0.09708701744702664,0.023545551374760266,0.04581010946444967,0.3774078698824744,0.2772166658293649,0.02546108873017158,10.27819193294745,0.0029341186933965844
leaky100,hold_plus,9,10,True,True,17.27803403370167,4.820761770099861,23.820171773238375,27.60682300705195,0.8628363997970246,1.0154136532740208,0.1989268897383396,22.804758119964355,1.3198699617955683,-0.3198699617955686,-0.15975901561902914,-0.16011094617653943,0.6146639465833482,-0.002298730954187874,0.4855901303219194,0.2577464396697295,0.14519306720607467,0.03619854371380262,0.07619797894716111,0.3894282126045644,0.20201162631277328,0.018096038014529227,5.455066333034713,0.002864996791146842
leaky100,hold_plus,9,20,True,True,17.27803403370167,4.820761770099861,26.857373226376364,30.696816188803485,0.8749237400122447,1.0123345985842898,0.19843425761117495,25.845038627792075,1.495832140241189,-0.4958321402411889,-0.21190833908353757,-0.2839238011576515,0.8162933845268374,-0.005729350474568353,0.3151433478798478,0.33558960735526994,0.1890434819461693,0.04693442189199349,0.11143726794424944,0.3996272968738459,0.03137655832728348,0.0019069147024831778,2.3114211984609043,0.00279736197221266
leaky100,hold_plus,9,50,True,True,17.27803403370167,4.820761770099861,29.44389050150201,33.39338937184532,0.8817281221033161,1.0109490423430747,0.19819384003338839,28.432941459158936,1.6456120762176447,-0.6456120762176452,-0.25231080432916525,-0.39330127188847985,0.9431136757777585,-0.009947983243099381,0.20952828218226943,0.3777195358459148,0.2127760058427844,0.044162478087952324,0.14387383158692707,0.39699395026000667,-0.020831539740775076,-0.002645943542815315,1.030197067049436,0.002713548868773656
leaky100,hold_plus,9,100,True,True,17.27803403370167,4.820761770099861,30.378505134461758,34.430763421212276,0.882307045092878,1.013987053721129,0.19863877645312605,29.36451808074063,1.6995288945179563,-0.6995288945179564,-0.277948392314326,-0.42158050220363025,0.9696211860771771,-0.012495984852071236,0.16110148136169547,0.40090712663961625,0.22583798036616032,0.03583864620236494,0.15948447428937748,0.3890863099686987,-0.00975683615091035,-0.0012999472719501123,0.6066726533622582,0.00263581694209232
leaky100,hold_plus,9,200,True,True,17.27803403370167,4.820761770099861,30.71348990920854,34.875468657275235,0.8806617112742805,1.02077248840998,0.1996422134112494,29.69271742079856,1.7185240729866271,-0.7185240729866273,-0.28279525236115616,-0.4357288206254711,0.9832626605767462,-0.014137182711275585,0.11075224529383382,0.4183243929603492,0.23564943042030154,0.028489182341721885,0.18005864830311644,0.38210431930108785,-4.8655367204679215e-05,-0.00033040643851467417,0.2890565181945715,0.002525256210731259
leaky100,hold_plus,9,500,True,True,17.27803403370167,4.820761770099861,31.33741211008616,35.68872850593857,0.8780758918007304,1.0415253704125969,0.20270306592343496,30.295886739673563,1.7534336765733831,-0.7534336765733832,-0.2985067133308959,-0.45492696324248727,0.9959758446602942,-0.016629902166418627,0.050605589360934455,0.45427699171052716,0.25590215667815597,0.016796197150860177,0.2152783213289018,0.3709959833697692,-0.00502154107655798,-0.0005890193136337871,0.06559951051556809,0.0022667563607267436
leaky100,hold_plus,9,1000,True,True,17.27803403370167,4.820761770099861,31.622616907381822,36.071372623342555,0.8766679670769765,1.0746201214213185,0.20752035700661342,30.547996785960503,1.7680250384028127,-0.7680250384028132,-0.30904216634448245,-0.4589828720583305,0.9992492202992564,-0.01734192252239053,0.02667385516597236,0.46987747303184735,0.2646901800387734,0.007428825002066059,0.2335714721514098,0.3620969798284147,-0.0021377821946281907,-0.00023074286973819968,0.021799511495860083,0.0019079794999768442
