env,endpoint,family,contrast,seed,c,se,m,state,note
pmnist,L,H,D5A_N_share_gate,2,1.559721584,nan,nan,,
pmnist,L,H,D5A_N_share_forward,0,-0.4748071124,nan,nan,,
pmnist,L,H,D5A_N_share_forward,1,-0.8749447612,nan,nan,,
pmnist,L,H,D5A_N_share_forward,2,-1.729903739,nan,nan,,
pmnist,A,H,D5A_N_LR-SMAXH,0,1.107499599,0.1402897816,0.1614485489,DIR+,
pmnist,A,H,D5A_N_LR-SMAXH,1,0.8494997025,0.09318769506,0.1227532388,DIR+,
pmnist,A,H,D5A_N_LR-SMAXH,2,1.084499359,0.07679245355,0.1108218933,DIR+,
pmnist,A,H,D5A_N_LR-GN,0,0.8409997821,0.07911974279,0.1124470756,DIR+,
pmnist,A,H,D5A_N_LR-GN,1,1.023000181,0.1209308184,0.1449436924,DIR+,
pmnist,A,H,D5A_N_LR-GN,2,1.260999739,0.1583048989,0.1773269639,DIR+,
pmnist,A,H,D5A_N_LR-FN,0,-1.589500606,0.1205218794,0.1446026781,DIR-,
pmnist,A,H,D5A_N_LR-FN,1,-1.633499861,0.1185945659,0.1430002873,DIR-,
pmnist,A,H,D5A_N_LR-FN,2,-1.596000493,0.1895290563,0.2056834322,DIR-,
pmnist,A,H,D5A_N_share_gate,0,0.7593680237,nan,nan,,
pmnist,A,H,D5A_N_share_gate,1,1.204238421,nan,nan,,
pmnist,A,H,D5A_N_share_gate,2,1.162748257,nan,nan,,
pmnist,A,H,D5A_N_share_forward,0,-1.435215513,nan,nan,,
pmnist,A,H,D5A_N_share_forward,1,-1.922896331,nan,nan,,
pmnist,A,H,D5A_N_share_forward,2,-1.471647244,nan,nan,,
pmnist,L,H,D5A_D_ELU1-SMAXH,0,0.940001905,0.215901595,0.215901595,DIR+,
pmnist,L,H,D5A_D_ELU1-SMAXH,1,0.8085006475,0.310773971,0.310773971,DIR+,
pmnist,L,H,D5A_D_ELU1-SMAXH,2,0.4419994354,0.2043959336,0.2043959336,DIR+,
pmnist,L,H,D5A_D_ELU1-GD,0,0.2800020576,0.4681318283,0.4681318283,UNRES,
pmnist,L,H,D5A_D_ELU1-GD,1,0.5390006304,0.1722207251,0.1722207251,UNRES,
pmnist,L,H,D5A_D_ELU1-GD,2,0.1014983654,0.1053563291,0.1053563291,UNRES,
pmnist,L,H,D5A_D_ELU1-FD,0,0.3570014238,0.2376094545,0.2376094545,EQ,
pmnist,L,H,D5A_D_ELU1-FD,1,0.02849847078,0.2066816091,0.2066816091,EQ,
pmnist,L,H,D5A_D_ELU1-FD,2,-0.07650047541,0.10751492,0.10751492,EQ,
pmnist,L,H,D5A_D_share_gate,0,0.2978739257,nan,nan,,
pmnist,L,H,D5A_D_share_gate,1,0.6666669124,nan,nan,,
pmnist,L,H,D5A_D_share_gate,2,0.2296346042,nan,nan,,
pmnist,L,H,D5A_D_share_forward,0,0.3797879791,nan,nan,,
pmnist,L,H,D5A_D_share_forward,1,0.03524854417,nan,nan,,
pmnist,L,H,D5A_D_share_forward,2,-0.1730782197,nan,nan,,
pmnist,A,H,D5A_D_ELU1-SMAXH,0,0.7360002398,0.1137004055,0.1389683177,DIR+,
pmnist,A,H,D5A_D_ELU1-SMAXH,1,0.5584996939,0.1177291974,0.142283432,DIR+,
pmnist,A,H,D5A_D_ELU1-SMAXH,2,0.3899991512,0.1789939375,0.1960184705,DIR+,
pmnist,A,H,D5A_D_ELU1-GD,0,0.2459999919,0.09009679046,0.1204235972,DIR+,
pmnist,A,H,D5A_D_ELU1-GD,1,0.3930002451,0.09866531976,0.1269616337,DIR+,
pmnist,A,H,D5A_D_ELU1-GD,2,0.1854991913,0.09216241845,0.1219767293,DIR+,
pmnist,A,H,D5A_D_ELU1-FD,0,0.008999705315,0.1029994733,0.1303583623,UNRES,
pmnist,A,H,D5A_D_ELU1-FD,1,0.00649958849,0.1475240659,0.1677729452,UNRES,
pmnist,A,H,D5A_D_ELU1-FD,2,-0.3285005689,0.09140769243,0.1214074847,UNRES,
pmnist,L,H,D6_resid_SMAXH,0,-0.4705593029,0.1872820095,0.1872820095,,s0:LR02<SMAXH<LR03 lam=0.18 G=0.362
pmnist,L,H,D6_resid_SMAXH,1,-0.4054898412,0.3129111797,0.3129111797,,s1:LR02<SMAXH<LR03 lam=0.01 G=0.336
pmnist,L,H,D6_resid_SMAXH,2,-0.1409458188,0.3962350777,0.3962350777,,s2:LR02<SMAXH<LR03 lam=0.11 G=0.350
pmnist,A,H,D6_resid_SMAXH,0,-0.452064232,0.1130213759,0.1349059337,,s0:LR02<SMAXH<LR03 lam=0.18 G=0.362
pmnist,A,H,D6_resid_SMAXH,1,-0.4009433993,0.1071444317,0.1333209954,,s1:LR02<SMAXH<LR03 lam=0.01 G=0.336
pmnist,A,H,D6_resid_SMAXH,2,-0.5320181243,0.06498588383,0.09996359049,,s2:LR02<SMAXH<LR03 lam=0.11 G=0.350
pmnist,L,H,D6_resid_SMINH,0,-0.1245645412,0.2039002468,0.2039002468,,s0:LR<SMINH<LR02 lam=0.11 G=0.257
pmnist,L,H,D6_resid_SMINH,1,-0.4263116712,0.1234160734,0.1234160734,,s1:LR001<SMINH<LR lam=0.87 G=0.234
pmnist,L,H,D6_resid_SMINH,2,-0.243553254,0.1362545535,0.1362545535,,s2:LR001<SMINH<LR lam=0.49 G=0.206
pmnist,A,H,D6_resid_SMINH,0,-0.402134506,0.1675831143,0.1839640232,,s0:LR<SMINH<LR02 lam=0.11 G=0.257
pmnist,A,H,D6_resid_SMINH,1,-0.3203839213,0.09344935382,0.1199075297,,s1:LR001<SMINH<LR lam=0.87 G=0.234
pmnist,A,H,D6_resid_SMINH,2,-0.7258296091,0.0980743718,0.1200342921,,s2:LR001<SMINH<LR lam=0.49 G=0.206
pmnist,L,H,D6_counterfactual_N/GN-D/GD,0,8.228124022,3.972237624,nan,REPORT,GN=0.05097 GD=0.05096
pmnist,L,H,D6_counterfactual_N/GN-D/GD,1,7.144699757,2.346953835,nan,REPORT,GN=0.04726 GD=0.05362
pmnist,L,H,D6_counterfactual_N/GN-D/GD,2,4.51973633,4.011238617,nan,REPORT,GN=0.04807 GD=0.05352
pmnist,L,S,D6_resid_SMAXS,0,-0.4221762804,0.1160622289,0.1160622289,,s0:LR02<SMAXS<LR03 lam=0.52 G=0.397
pmnist,L,S,D6_resid_SMAXS,1,-0.1533454201,0.1858353531,0.1858353531,,s1:LR02<SMAXS<LR03 lam=0.46 G=0.386
pmnist,L,S,D6_resid_SMAXS,2,-0.04345437889,0.3862735935,0.3862735935,,s2:LR02<SMAXS<LR03 lam=0.29 G=0.369
pmnist,A,S,D6_resid_SMAXS,0,-0.4574307924,0.08087662228,0.1064529202,,s0:LR02<SMAXS<LR03 lam=0.52 G=0.397
pmnist,A,S,D6_resid_SMAXS,1,-0.3821395702,0.08148389728,0.1069552456,,s1:LR02<SMAXS<LR03 lam=0.46 G=0.386
pmnist,A,S,D6_resid_SMAXS,2,-0.4852495362,0.1616241768,0.1765898479,,s2:LR02<SMAXS<LR03 lam=0.29 G=0.369
pmnist,L,S,D6_resid_SMINS,0,-0.2110473066,0.1737861295,0.1737861295,,s0:LR001<SMINS<LR lam=0.66 G=0.238
pmnist,L,S,D6_resid_SMINS,1,0.01697612316,0.2229535993,0.2229535993,,s1:LR<SMINS<LR02 lam=0.02 G=0.245
pmnist,L,S,D6_resid_SMINS,2,0.04290482023,0.2138580614,0.2138580614,,s2:LR<SMINS<LR02 lam=0.15 G=0.236
pmnist,A,S,D6_resid_SMINS,0,-0.4296138132,0.1409081289,0.1574731225,,s0:LR001<SMINS<LR lam=0.66 G=0.238
pmnist,A,S,D6_resid_SMINS,1,-0.1047115236,0.1087132955,0.1344112666,,s1:LR<SMINS<LR02 lam=0.02 G=0.245
pmnist,A,S,D6_resid_SMINS,2,-0.4505496036,0.09553531536,0.1213169258,,s2:LR<SMINS<LR02 lam=0.15 G=0.236
pmnist,L,S,D6_counterfactual_N/GN-D/GD,0,6.593315047,3.099753884,nan,REPORT,GN=0.06465 GD=0.06571
pmnist,L,S,D6_counterfactual_N/GN-D/GD,1,5.005865944,1.856212879,nan,REPORT,GN=0.06426 GD=0.06611
pmnist,L,S,D6_counterfactual_N/GN-D/GD,2,3.40710865,3.190641964,nan,REPORT,GN=0.06264 GD=0.06713
pmnist,late,H,D7_NEAR_BAND_SINKING_c1_l0,0,-0.1277208919,nan,0.04008112998,UNRES,m_all=0.03516
pmnist,late,H,D7_NEAR_BAND_SINKING_c1_l0,1,-0.03866540978,nan,0.04051051855,UNRES,m_all=0.03701
pmnist,late,H,D7_NEAR_BAND_SINKING_c1_l0,2,-0.151831853,nan,0.05394085916,UNRES,m_all=0.04401
pmnist,late,H,D7_NEAR_BAND_SINKING_c2_l0,0,-0.08983590002,nan,0.04660723144,DIR-,m_all=0.04469
pmnist,late,H,D7_NEAR_BAND_SINKING_c2_l0,1,-0.09864609818,nan,0.05000508555,DIR-,m_all=0.04886
pmnist,late,H,D7_NEAR_BAND_SINKING_c2_l0,2,-0.1002329188,nan,0.06593534839,DIR-,m_all=0.06113
pmnist,late,H,D7_NEAR_BAND_STEP_c1_l0,0,-0.03149585316,nan,0.02172919002,DIR-,m_all=0.01917
pmnist,late,H,D7_NEAR_BAND_STEP_c1_l0,1,-0.04605199055,nan,0.02723908711,DIR-,m_all=0.0275
pmnist,late,H,D7_NEAR_BAND_STEP_c1_l0,2,-0.07152997933,nan,0.0328352907,DIR-,m_all=0.03443
pmnist,late,H,D7_NEAR_BAND_STEP_c2_l0,0,0.164800343,nan,0.03080998555,DIR+,m_all=0.03266
pmnist,late,H,D7_NEAR_BAND_STEP_c2_l0,1,0.07486407528,nan,0.04506647956,DIR+,m_all=0.04311
pmnist,late,H,D7_NEAR_BAND_STEP_c2_l0,2,0.07048407285,nan,0.04577445559,DIR+,m_all=0.04531
pmnist,late,H,D7_NEAR_BAND_ADAM_c1_l0,0,0.005581577703,nan,0.004710685983,DIR+,m_all=0.004786
pmnist,late,H,D7_NEAR_BAND_ADAM_c1_l0,1,0.004001817067,nan,0.003461365922,DIR+,m_all=0.00374
pmnist,late,H,D7_NEAR_BAND_ADAM_c1_l0,2,0.01157773016,nan,0.003898444109,DIR+,m_all=0.003452
pmnist,late,H,D7_NEAR_BAND_ADAM_c2_l0,0,0.01228117532,nan,0.003363987991,UNRES,m_all=0.003468
pmnist,late,H,D7_NEAR_BAND_ADAM_c2_l0,1,0.002607350361,nan,0.005938761392,UNRES,m_all=0.0059
pmnist,late,H,D7_NEAR_BAND_ADAM_c2_l0,2,0.01063596731,nan,0.005265534209,UNRES,m_all=0.005086
pmnist,late,H,D7_DEEP_BAND_VELOCITY_c1_l0,0,0.05542517174,nan,0.02312423364,DIR+,m_all=0.02251
pmnist,late,H,D7_DEEP_BAND_VELOCITY_c1_l0,1,0.06776086819,nan,0.02285843381,DIR+,m_all=0.01766
pmnist,late,H,D7_DEEP_BAND_VELOCITY_c1_l0,2,0.08123607024,nan,0.02806447719,DIR+,m_all=0.0254
pmnist,late,H,D7_DEEP_BAND_VELOCITY_c2_l0,0,-0.01328953646,nan,0.02292529666,UNRES,m_all=0.02321
pmnist,late,H,D7_DEEP_BAND_VELOCITY_c2_l0,1,-0.07427386691,nan,0.03422235854,UNRES,m_all=0.02822
pmnist,late,H,D7_DEEP_BAND_VELOCITY_c2_l0,2,-0.02541019382,nan,0.03021752161,UNRES,m_all=0.02977
pmnist,late,H,D7_DEEP_BAND_VELOCITY_c1_l1,0,0.1366855179,nan,0.04984664419,DIR+,m_all=0.05738
pmnist,late,H,D7_DEEP_BAND_VELOCITY_c1_l1,1,0.09401192837,nan,0.04930203503,DIR+,m_all=0.04559
pmnist,late,H,D7_DEEP_BAND_VELOCITY_c1_l1,2,0.06257765113,nan,0.03939959131,DIR+,m_all=0.04427
pmnist,late,H,D7_DEEP_BAND_VELOCITY_c2_l1,0,0.09764370635,nan,0.03499908352,UNRES,m_all=0.03057
pmnist,late,H,D7_DEEP_BAND_VELOCITY_c2_l1,1,0.0810634384,nan,0.04663879024,UNRES,m_all=0.04183
pmnist,late,H,D7_DEEP_BAND_VELOCITY_c2_l1,2,0.03655995898,nan,0.04228824163,UNRES,m_all=0.04291
pmnist,late,H,D7_DEEP_BAND_RETURN_c1_l0,0,-0.01920208442,nan,0.01587083965,UNRES,m_all=0.01595
pmnist,late,H,D7_DEEP_BAND_RETURN_c1_l0,1,0.007119083359,nan,0.01579170366,UNRES,m_all=0.01961
pmnist,late,H,D7_DEEP_BAND_RETURN_c1_l0,2,-0.001674062733,nan,0.01056021627,UNRES,m_all=0.01306
pmnist,late,H,D7_DEEP_BAND_RETURN_c2_l0,0,-0.04884698952,nan,0.01609481804,DIR-,m_all=0.0151
pmnist,late,H,D7_DEEP_BAND_RETURN_c2_l0,1,-0.05340494585,nan,0.01553086491,DIR-,m_all=0.01146
pmnist,late,H,D7_DEEP_BAND_RETURN_c2_l0,2,-0.03153939543,nan,0.01335917055,DIR-,m_all=0.01019
pmnist,late,H,D7_DEEP_BAND_RETURN_c1_l1,0,0.05332656002,nan,0.01105488922,DIR+,m_all=0.0123
pmnist,late,H,D7_DEEP_BAND_RETURN_c1_l1,1,0.06452412365,nan,0.01663222717,DIR+,m_all=0.0166
pmnist,late,H,D7_DEEP_BAND_RETURN_c1_l1,2,0.02746269237,nan,0.01259189117,DIR+,m_all=0.01268
pmnist,late,H,D7_DEEP_BAND_RETURN_c2_l1,0,0.006683786148,nan,0.01615178294,UNRES,m_all=0.0144
pmnist,late,H,D7_DEEP_BAND_RETURN_c2_l1,1,0.02076760412,nan,0.01303527646,UNRES,m_all=0.01314
pmnist,late,H,D7_DEEP_BAND_RETURN_c2_l1,2,0.01573993777,nan,0.01770680522,UNRES,m_all=0.01586
pmnist,E_ident,all,E_ident_LR_row0,0,-4.79423997e-10,0,-0.06496894624,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_LR_row1,0,-1.005873362e-08,0,0.02245146254,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_LR_row2,0,1.160476357e-08,0,0.1231997094,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_LR_row3,0,-8.530626106e-09,0,-0.2048577382,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_LR_row4,0,-5.109071038e-09,0,-0.04147962145,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_LR_row5,0,6.372868899e-09,0,-0.2353779884,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_LR_row0,1,8.324234392e-09,0,-0.03656309704,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_LR_row1,1,9.797987345e-09,0,0.04079705367,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_LR_row2,1,-1.738669682e-08,0,0.1386533464,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_LR_row3,1,-1.772824313e-08,0,0.06044679666,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_LR_row4,1,-4.160027808e-09,0,0.003155041249,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_LR_row5,1,-4.961768e-09,0,-0.000211263136,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_LR_row0,2,3.587049286e-09,0,-0.04244131172,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_LR_row1,2,-2.441906295e-09,0,0.01770467639,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_LR_row2,2,-7.627898759e-09,0,0.05239694844,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_LR_row3,2,-1.561123758e-09,0,0.05469860835,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_LR_row4,2,-2.553474036e-09,0,-0.05117272233,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_LR_row5,2,-2.091175778e-09,0,0.05329760126,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_ELU1_row0,0,-0.002086788993,-0.002086791561,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_ELU1_row1,0,-0.02313699398,-0.02313699137,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_ELU1_row2,0,-0.1778353907,-0.1778353878,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_ELU1_row3,0,-0.01039827005,-0.0103982724,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_ELU1_row4,0,-0.03108316414,-0.0310831772,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_ELU1_row5,0,-0.08491656064,-0.08491656278,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_ELU1_row0,1,0.00163946613,0.001639460214,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_ELU1_row1,1,0.01528867491,0.01528867407,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_ELU1_row2,1,-0.03577287729,-0.03577286822,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_ELU1_row3,1,0.01851164017,0.01851165383,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_ELU1_row4,1,-0.06008339366,-0.06008339362,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_ELU1_row5,1,0.02333925307,0.02333924318,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_ELU1_row0,2,0.007619979094,0.007619985303,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_ELU1_row1,2,-0.06859621002,-0.06859620267,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_ELU1_row2,2,-0.03529471081,-0.03529470317,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_ELU1_row3,2,0.04734384165,0.0473438412,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_ELU1_row4,2,-0.107324289,-0.1073242884,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_ELU1_row5,2,0.05374803333,0.05374802527,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMAXH_row0,0,0.009276696824,0.009276695945,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMAXH_row1,0,-0.03701707776,-0.03701707653,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMAXH_row2,0,-0.07169609899,-0.07169610688,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMAXH_row3,0,-0.027091749,-0.02709174474,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMAXH_row4,0,-0.009011575327,-0.009011568005,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMAXH_row5,0,-0.02185777965,-0.02185777912,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMAXH_row0,1,0.008125394994,0.00812539237,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMAXH_row1,1,0.002967680804,0.002967688819,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMAXH_row2,1,0.01420646489,0.01420646384,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMAXH_row3,1,0.04569552737,0.04569554163,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMAXH_row4,1,-0.00566061399,-0.005660605074,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMAXH_row5,1,0.01015512045,0.01015511538,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMAXH_row0,2,-0.001035715155,-0.001035716314,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMAXH_row1,2,0.005441212749,0.005441213994,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMAXH_row2,2,-0.072374101,-0.07237410915,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMAXH_row3,2,-0.004736820716,-0.004736816697,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMAXH_row4,2,-0.01194236208,-0.01194237562,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMAXH_row5,2,0.02408972816,0.02408972852,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMINH_row0,0,-0.01910988509,-0.01910988165,-0.1180484312,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMINH_row1,0,0.02280428386,0.02280427013,0.1272204909,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMINH_row2,0,-0.0103907687,-0.01039076621,-0.04720553269,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMINH_row3,0,0.02940404497,0.0294040479,0.1350583785,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMINH_row4,0,0.003830042712,0.003830049651,0.02510251194,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMINH_row5,0,-0.01892034819,-0.01892032152,-0.07779285141,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMINH_row0,1,-0.02665054598,-0.02665054865,-0.05009302283,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMINH_row1,1,-0.01808561976,-0.01808561084,-0.06555217207,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMINH_row2,1,-0.01640891743,-0.01640889377,-0.0423367544,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMINH_row3,1,-0.001051283268,-0.001051274866,0.001393185144,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMINH_row4,1,0.006068993886,0.00606898884,0.05551288163,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMINH_row5,1,0.007516709503,0.007516732501,0.04436665585,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMINH_row0,2,-0.01153753468,-0.01153753493,-0.04472653677,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMINH_row1,2,0.02131757156,0.02131757979,0.1266187011,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMINH_row2,2,-0.01335542676,-0.01335541206,-0.03197458656,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMINH_row3,2,-0.004781232784,-0.004781227248,-0.00803643071,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMINH_row4,2,-0.006883477189,-0.006883466569,-0.02220804446,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_SMINH_row5,2,-0.01252235525,-0.01252235213,-0.04742913222,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_VMIN_row0,0,0.007942433627,0.00794244122,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_VMIN_row1,0,-0.05558061338,-0.05558061263,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_VMIN_row2,0,-0.06334160148,-0.06334160115,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_VMIN_row3,0,-0.0324950236,-0.0324950193,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_VMIN_row4,0,-0.008833583751,-0.00883359664,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_VMIN_row5,0,-0.03019059292,-0.03019059764,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_VMIN_row0,1,-0.001861270153,-0.001861279496,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_VMIN_row1,1,-0.02491115645,-0.02491115629,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_VMIN_row2,1,0.06479169711,0.06479168156,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_VMIN_row3,1,-0.006748073308,-0.00674806282,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_VMIN_row4,1,-0.002134858141,-0.002134856451,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_VMIN_row5,1,0.01179711168,0.01179709891,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_VMIN_row0,2,0.009715776945,0.009715774234,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_VMIN_row1,2,-0.04982689988,-0.04982690998,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_VMIN_row2,2,0.04003726098,0.04003725976,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_VMIN_row3,2,0.01426293569,0.01426294445,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_VMIN_row4,2,-0.01677132436,-0.01677132936,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_VMIN_row5,2,0.05510478171,0.05510477826,0,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_VMAX_row0,0,-0.0002308791798,-0.000230871518,0.09567015214,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_VMAX_row1,0,-0.001530168766,-0.00153016562,-0.0622831774,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_VMAX_row2,0,0.003936153836,0.003936148461,0.00439630266,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_VMAX_row3,0,-0.001683131812,-0.001683124432,-0.01992935368,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_VMAX_row4,0,-0.03939893496,-0.03939892575,-0.2862474356,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_VMAX_row5,0,0.006973371839,0.006973368927,0.02328593178,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_VMAX_row0,1,-0.0001130692651,-0.0001130733573,-0.06034797359,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_VMAX_row1,1,-0.0004563017707,-0.0004562991982,0.08651216953,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_VMAX_row2,1,0.001824915528,0.001824911736,0.1795638875,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_VMAX_row3,1,-0.001096220114,-0.001096229103,0.01274982444,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_VMAX_row4,1,-0.007691255667,-0.007691252585,-0.04050910766,REPORT,"E, E_pred, E_pred_wrong"
pmnist,E_ident,all,E_ident_VMAX_row5,1,0.00826487453,0.008264871602,0.02760681267,REPORT,"E, E_pred, E_pred_wrong"
