arm,seed,step,L1_strict_dead_frac,L1_submerged_frac,L1_M_median_alive,L1_B_median_alive,L1_sigma_median_alive,L2_strict_dead_frac,L2_submerged_frac,L2_M_median_alive,L2_B_median_alive,L2_sigma_median_alive,task_boundary,side
bwd,2,4100000,0.51,0.51,-1.2959287261564665,-0.0069136614538816,1.442524679406915,0.5,0.5,-1.392248877387288,0.0032108718584745,1.0821945613140904,410,pre
bwd,2,4110000,0.63,0.63,-1.2909288485907209,-0.0022504698180894,1.5970688062215015,0.4,0.4,-1.3596139359473298,-0.0024353284163742,0.9503466937829924,411,post
bwd,2,4110000,0.56,0.56,-1.2822841181295992,-0.0129469880107457,1.5161324765367128,0.49,0.49,-1.331778790812731,0.0019932882101074,1.1042980481169558,411,pre
bwd,2,4120000,0.52,0.52,-1.3031333670663685,-0.0001489393497198,1.398144891447143,0.5,0.5,-1.5435696302723545,-0.0030118364940813,1.148224856083402,412,post
bwd,2,4120000,0.67,0.67,-1.1715014684348657,0.0111208864629326,1.6354260331129065,0.57,0.57,-1.3780104943532754,0.0139158459767197,1.0676229869877636,412,pre
bwd,2,4130000,0.46,0.46,-1.3814492741852482,-0.009001602602435,1.2972046351130386,0.54,0.54,-1.3731934683306235,-0.0001764909651224,1.1753611750198667,413,post
bwd,2,4130000,0.54,0.54,-1.1821552010317555,-0.0036734830163689,1.4494782219949327,0.52,0.52,-1.3662093175096248,0.0027095179266197,1.0593089860918417,413,pre
bwd,2,4140000,0.38,0.38,-1.2517274652110029,-0.0103428712014755,1.2210012968488426,0.32,0.32,-1.5409813804489028,-0.0018818137205452,1.1444347607973455,414,post
bwd,2,4140000,0.49,0.49,-1.28273981593761,-0.0154542367543547,1.3913670691799314,0.43,0.43,-1.4725587677692205,-0.0004407207872818,1.1395340719453348,414,pre
bwd,2,4150000,0.25,0.25,-1.058905410751974,-0.0042259566845017,1.1592970750975855,0.61,0.61,-1.5411164583078525,0.0088039514008226,1.400453954660982,415,post
bwd,2,4150000,0.38,0.38,-1.2407086752836407,-0.0064699954530843,1.2261538355286228,0.31,0.31,-1.5107714017881626,-0.0025461394170754,1.0310766158361335,415,pre
bwd,2,4160000,0.18,0.18,-0.8561099814421209,-0.0079226207034179,1.1588997683685065,0.67,0.67,-1.606404785845931,0.0082990255182149,1.428995102967209,416,post
bwd,2,4160000,0.26,0.26,-1.066439143924349,-0.0099466006573526,1.1631782844773877,0.55,0.55,-1.5280465874677196,0.0003773512017165,1.2465007213181325,416,pre
bwd,2,4170000,0.24,0.24,-1.0655484452038588,-0.0062009537683093,1.157692773299694,0.51,0.51,-1.5856883670753612,0.0080453079408359,1.2453256314543069,417,post
bwd,2,4170000,0.19,0.19,-0.8974513399345708,-0.0042140740540177,1.154156561504346,0.75,0.75,-1.4111325820977128,0.0154527713633955,1.4400404197752277,417,pre
bwd,2,4180000,0.18,0.18,-0.97701858555808,-0.0045076206266292,1.112769065574445,0.66,0.66,-1.714027961976385,0.006504206740664,1.4423532308594675,418,post
bwd,2,4180000,0.24,0.24,-1.150080039629075,-0.0051411172883707,1.1556438876010555,0.57,0.57,-1.55272994078996,0.0059326184128698,1.2660888149085816,418,pre
bwd,2,4190000,0.3,0.3,-1.0883944132046353,-0.0082233961025027,1.183050021078926,0.42,0.42,-1.5585823293704073,-0.0005148618555015,1.2874704398141823,419,post
bwd,2,4190000,0.19,0.19,-0.9842441895922264,-0.0069351374935136,1.1449234482557564,0.69,0.69,-1.4820880502104408,0.0053496022490226,1.5950914564713834,419,pre
bwd,2,4200000,0.42,0.42,-1.2994109366470368,0.000781600485182,1.3778355309967418,0.46,0.46,-1.4301257795426856,-0.0008378246578947,1.0315166760126653,420,post
bwd,2,4200000,0.33,0.33,-1.068166991500496,-0.0017191383423749,1.1789044810047626,0.52,0.52,-1.5109362994204585,-0.0010874342090634,1.293845603755491,420,pre
bwd,2,4210000,0.51,0.51,-1.368388977184665,0.0016993004620517,1.4300924735799714,0.33,0.33,-1.4342385105949171,-0.0013568269782534,0.9051679905326478,421,post
bwd,2,4210000,0.43,0.43,-1.2320790361806888,0.0016993004620517,1.3845502402388703,0.36,0.36,-1.530614523234001,-0.0009708079815162,1.0972302994253695,421,pre
bwd,2,4220000,0.57,0.57,-1.3869299496938885,0.0006131158391827,1.4215821755929756,0.53,0.53,-1.3222145926552855,0.0062032407571719,1.1250684654922585,422,post
bwd,2,4220000,0.54,0.54,-1.3359447213535502,-0.0023968942984594,1.3388488478010694,0.51,0.51,-1.343491962452618,0.004620048092336,0.933826695106597,422,pre
bwd,2,4230000,0.47,0.47,-1.3133843518944797,7.123253177151121e-05,1.3687300359372163,0.52,0.52,-1.3949964966664727,0.0142934904114189,1.1825000833482917,423,post
bwd,2,4230000,0.59,0.59,-1.3325960773849994,0.0054547281732826,1.4435999238875188,0.49,0.49,-1.2932795708809928,0.020318982344569,1.0941464375015526,423,pre
bwd,2,4240000,0.53,0.53,-1.4564711212489103,0.0110695753138187,1.3891744540799855,0.51,0.51,-1.446821441213508,0.0302650806058758,1.2404577074892151,424,post
bwd,2,4240000,0.5,0.5,-1.2889611893829809,0.0101800362997781,1.376366294536404,0.6,0.6,-1.4694385219440522,0.0356065055158003,1.2902840814689196,424,pre
bwd,2,4250000,0.59,0.59,-1.4740389489525565,0.0101982441227659,1.4563986071874162,0.56,0.56,-1.319137710996608,0.0043492836782217,1.3019660641754305,425,post
bwd,2,4250000,0.55,0.55,-1.487337447378671,0.009077156383603,1.4132834157549936,0.64,0.64,-1.2410822854168124,0.005854988179785,1.3705949643054218,425,pre
bwd,2,4260000,0.56,0.56,-1.2678620171087056,0.0074408138123599,1.4287494228116076,0.37,0.37,-1.424194218920489,0.0067458479540908,1.168136624463428,426,post
bwd,2,4260000,0.67,0.67,-1.218379994726244,0.0126889375815683,1.5123507837304493,0.39,0.39,-1.3216159890621328,0.0115614001494737,1.0993874669495765,426,pre
bwd,2,4270000,0.47,0.47,-1.253365241984029,0.003167113091018,1.2231576677491205,0.52,0.52,-1.4532450395849943,0.0142333521677762,1.5088829508752255,427,post
bwd,2,4270000,0.57,0.57,-1.1740550905451776,0.0051584816118769,1.4511497632228716,0.47,0.47,-1.4240025221633317,0.012767960805063,1.2256179751123175,427,pre
bwd,2,4280000,0.55,0.55,-1.1723100594258171,-0.0015452983327896,1.37607873488721,0.26,0.26,-1.4035792706408596,-0.0002756264867348,1.192575983174929,428,post
bwd,2,4280000,0.51,0.51,-1.1879423477630615,-0.0109891010774458,1.22913805527086,0.49,0.49,-1.4725796544934395,0.0160128571011712,1.4312610126817429,428,pre
bwd,2,4290000,0.49,0.49,-1.2763883110155294,-0.0192772268556435,1.2234671524087672,0.5,0.5,-1.3898717558681757,0.0159622254176978,1.3908482673803908,429,post
bwd,2,4290000,0.6,0.6,-1.1700317888605178,-0.0022247445971682,1.4566713373673623,0.44,0.44,-1.2829001181062545,0.0175830320606488,1.2324782613501188,429,pre
bwd,2,4300000,0.59,0.59,-1.027939012990314,0.0117565415626,1.3673880103078218,0.61,0.61,-1.2402120852837717,0.0192441544989518,1.4323342948398536,430,post
bwd,2,4300000,0.55,0.55,-1.1145419315492633,0.0093305500102543,1.2291908601534305,0.61,0.61,-1.325391596066854,0.0176462380768889,1.4991494269680476,430,pre
bwd,2,4310000,0.64,0.64,-1.0838216478474243,0.0081423378945501,1.3939003476059204,0.51,0.51,-1.238669588698133,0.0090628759390216,1.172596110934691,431,post
bwd,2,4310000,0.62,0.62,-1.0895104183659714,0.0055870004750472,1.3767951675820826,0.6,0.6,-1.2403974424961124,0.0336418824886847,1.385723904869257,431,pre
bwd,2,4320000,0.56,0.56,-0.9857184190925694,-0.0003373188691245,1.374650435933903,0.61,0.61,-1.2713670947464528,0.0224119155997302,1.4316575149291335,432,post
bwd,2,4320000,0.68,0.68,-0.8542919860644249,0.0196351529355301,1.3976522156837556,0.48,0.48,-1.311814410987847,0.0137661193310855,1.3761952266594082,432,pre
bwd,2,4330000,0.44,0.44,-1.4516415811367829,0.0010061630942098,1.291547246774272,0.63,0.63,-1.2987754927003294,0.010005724524103,1.691862918218574,433,post
bwd,2,4330000,0.6,0.6,-1.0385352541066517,0.0104367369120368,1.4269594190819077,0.64,0.64,-1.260572724807379,0.0228815524881893,1.483179131141113,433,pre
bwd,2,4340000,0.55,0.55,-1.316461372249581,-0.0058345134007249,1.266718461986553,0.53,0.53,-1.234518765108955,0.0055185924825317,1.320157126387254,434,post
bwd,2,4340000,0.55,0.55,-1.113439871633662,-0.0057464836671463,1.266718461986553,0.62,0.62,-1.227539370266114,0.0065267001585519,1.451412137435729,434,pre
bwd,2,4350000,0.57,0.57,-1.4425823121946384,-0.0187443408783574,1.3808719465429828,0.48,0.48,-1.2303347779874154,-0.0028442069148705,1.3024827614437675,435,post
bwd,2,4350000,0.57,0.57,-1.3049719803900262,-0.0071418405564572,1.3808719465429828,0.48,0.48,-1.306142351098058,-0.0016877726694492,1.3624727539446668,435,pre
bwd,2,4360000,0.57,0.57,-1.3753728763666355,-0.0027847080244762,1.3794872886280105,0.53,0.53,-1.3308234682626343,0.0052942034169816,1.31138789690713,436,post
bwd,2,4360000,0.59,0.59,-1.3752578629440264,-0.0115075411019057,1.3794872886280105,0.53,0.53,-1.2567663368466364,0.0053033231135795,1.1535767675361144,436,pre
bwd,2,4370000,0.67,0.67,-1.437849921017451,-0.005165238553317,1.4183053395361618,0.53,0.53,-1.317541114858103,0.006706984348346,1.3138845764638551,437,post
bwd,2,4370000,0.58,0.58,-1.2413583528959966,-0.0056435501528615,1.3902424022947937,0.47,0.47,-1.3685789810255655,-0.0016127959339876,1.3926627335103918,437,pre
bwd,2,4380000,0.73,0.73,-1.3085542957915388,0.0057838281550552,1.448415217836356,0.31,0.31,-1.1113107745448167,0.0095379033617143,1.116934482634233,438,post
bwd,2,4380000,0.68,0.68,-1.2136393165849966,0.0035104763536141,1.430621591544977,0.4,0.4,-1.1833384253180037,0.0086940268415064,1.1799435609691056,438,pre
bwd,2,4390000,0.74,0.74,-1.3576398052393306,-0.0021254207481089,1.463153530145009,0.29,0.29,-0.9858087248232994,7.741148503569277e-05,1.15481087945577,439,post
bwd,2,4390000,0.74,0.74,-0.987673547843528,0.0014151822542574,1.4631535301450092,0.33,0.33,-1.1454098368532886,8.062032673343925e-05,1.2280865685360012,439,pre
bwd,2,4400000,0.7,0.7,-1.2716230504283366,-0.0022428040370246,1.3812881879967982,0.25,0.25,-0.995823463176631,-0.0318294952201749,1.105420968280974,440,post
bwd,2,4400000,0.78,0.78,-1.1421174966766832,0.0056254453112097,1.4445377765986498,0.23,0.23,-0.8836150939461015,-0.0359823484139327,1.0406143862018709,440,pre
bwd,2,4410000,0.76,0.76,-1.241094591458523,0.0135867010285317,1.571185058132606,0.36,0.36,-1.0599772553369324,-0.0210867218914412,1.2533385623771778,441,post
bwd,2,4410000,0.73,0.73,-1.2528222298444145,0.00312484139756,1.3603257584301514,0.44,0.44,-1.064767842121359,-0.0117415393046098,1.3109951443769918,441,pre
bwd,2,4420000,0.8,0.8,-1.1112565037040674,0.0326446573953257,1.5715039406773583,0.31,0.31,-0.9394129242102032,-0.014041070136193,1.1389827460004445,442,post
bwd,2,4420000,0.8,0.8,-0.9838441638573868,0.0326446573953257,1.5715039406773583,0.28,0.28,-0.8909293329991229,-0.0175439268605534,1.0769292173815828,442,pre
bwd,2,4430000,0.74,0.74,-1.3317378480776028,-0.0045676515244143,1.443569031243198,0.35,0.35,-0.9611823068466744,-0.0001981236846735,1.009118912807952,443,post
bwd,2,4430000,0.84,0.84,-0.8093755806682377,0.02938865746685,1.6817636385587027,0.37,0.37,-0.985759897878334,0.0013583973865601,1.1681284944465622,443,pre
bwd,2,4440000,0.66,0.66,-1.7331315511792982,-0.0033707106575161,1.4162185530475169,0.26,0.26,-0.8767767791623224,1.6993171942662776e-05,0.7670790332168722,444,post
bwd,2,4440000,0.81,0.81,-1.064897765176283,0.0119197503003299,1.381699107014001,0.28,0.28,-0.95015397347014,2.7954393123862172e-05,0.9290206059696636,444,pre
bwd,2,4450000,0.53,0.53,-1.4869866078786174,0.0003841304029413,1.3101975975665885,0.15,0.15,-0.9626007974321676,-0.0137347743323062,0.7737144005074744,445,post
bwd,2,4450000,0.7,0.7,-1.1718139321885683,0.017072307926273,1.3626233141010948,0.2,0.2,-0.871467411053939,-0.0031392066759622,0.838883379047399,445,pre
bwd,2,4460000,0.48,0.48,-1.3420112760968443,-0.0030737904780394,1.342802155689805,0.17,0.17,-1.1384063127330573,-0.0074769819664234,0.8821499003483524,446,post
bwd,2,4460000,0.58,0.58,-1.41220208279756,-0.0027505753203412,1.4083471730462915,0.17,0.17,-1.0589420239422138,-0.0083849493380335,0.8234822542765944,446,pre
bwd,2,4470000,0.42,0.42,-1.1980652804038248,-0.0106423821682118,1.2799526265083954,0.18,0.18,-1.2070260012026732,-0.0151336069633844,0.9264133870285864,447,post
bwd,2,4470000,0.54,0.54,-1.1924630805875722,-0.0088693943395248,1.343386977889855,0.25,0.25,-1.0200676824196149,-0.006754815236954,0.9109477641432108,447,pre
bwd,2,4480000,0.31,0.31,-1.3056297361212332,-0.0067573196126716,1.2851788765801009,0.27,0.27,-1.2302316240586888,-0.0020702453716199,0.9817790925232958,448,post
bwd,2,4480000,0.42,0.42,-1.2162302377534409,0.0003429543210746,1.277759357229764,0.24,0.24,-1.064082128829086,-0.0122182066611098,0.8517594663632777,448,pre
bwd,2,4490000,0.41,0.41,-1.2963333290127914,-0.0058371243675416,1.2777898884359786,0.25,0.25,-1.1569202937867236,-0.0122405297774959,0.988910158032498,449,post
bwd,2,4490000,0.32,0.32,-1.3601643011778313,-0.0098507709113748,1.2710559825702687,0.3,0.3,-1.202896174050502,-0.0089160566538081,0.9672818734701392,449,pre
bwd,2,4500000,0.35,0.35,-1.3560625320763415,-0.0003118389616321,1.2680826799844824,0.34,0.34,-1.2166481411459604,-0.0040441396543637,1.0310065982679133,450,post
bwd,2,4500000,0.42,0.42,-1.3737929640770032,4.549414727386156e-05,1.3084865328188422,0.26,0.26,-1.1469071223487246,-0.0042634141501345,1.0189031002024915,450,pre
bwd,2,4510000,0.44,0.44,-1.437208225347565,-0.0002663224632241,1.3528541185551326,0.25,0.25,-1.130128446615321,-0.0069485750494494,0.9646537481262868,451,post
bwd,2,4510000,0.36,0.36,-1.3985923270602263,-0.0035713668828044,1.26720029174097,0.33,0.33,-1.1777378136826242,-0.0103028422209063,0.99690498523741,451,pre
bwd,2,4520000,0.58,0.58,-1.4629735954943428,0.002569321570282,1.398079238420315,0.21,0.21,-1.0208092073845452,0.0026911396354638,0.8594340504568231,452,post
bwd,2,4520000,0.45,0.45,-1.3934850232888882,0.0009556555285066,1.3604510730573516,0.24,0.24,-1.1036104592694205,-0.0030633859323627,0.9390773420610656,452,pre
bwd,2,4530000,0.47,0.47,-1.374474050309166,-4.062030501564693e-05,1.3409068386436924,0.29,0.29,-1.217409116592863,-0.0035510661140762,0.960304333827702,453,post
bwd,2,4530000,0.6,0.6,-1.4218901393940069,0.0114857658926227,1.4027833207362153,0.25,0.25,-1.0962466145884897,-0.0001339362398019,0.8933565237877321,453,pre
bwd,2,4540000,0.34,0.34,-1.3555980749694043,-0.0016399334909485,1.1978252534423102,0.34,0.34,-1.3140789466124734,0.0193023741411192,1.1099025855832547,454,post
bwd,2,4540000,0.51,0.51,-1.2611419533631767,0.0041029103289788,1.3689100616292649,0.35,0.35,-1.269733813273752,0.0223173037598783,1.0628595890265102,454,pre
bwd,2,4550000,0.46,0.46,-1.3237286957021683,-0.0009308233375039,1.2458519755357402,0.35,0.35,-1.2643350676396086,0.0323262126122399,1.0028992418758371,455,post
bwd,2,4550000,0.35,0.35,-1.306397140463463,-0.0025770034483786,1.2210589849945748,0.39,0.39,-1.2826493820103484,0.0307904256848731,1.096672755135662,455,pre
bwd,2,4560000,0.56,0.56,-1.445202104636322,0.018045630676768,1.4091948012743876,0.41,0.41,-1.218076598481206,0.0314209061699392,1.0244509222280076,456,post
bwd,2,4560000,0.48,0.48,-1.336762187992723,0.0161007140415068,1.2758211272676514,0.38,0.38,-1.2861681002209313,0.032182811187492,1.0637265101028404,456,pre
bwd,2,4570000,0.47,0.47,-1.3583362696122705,0.0123400223680822,1.2773616841822115,0.43,0.43,-1.308701828093458,0.0166289032089307,1.077919620036738,457,post
bwd,2,4570000,0.56,0.56,-1.4204971476577737,0.0159525098705504,1.415302356555206,0.47,0.47,-1.2158636189316303,0.0220597631657386,1.0837773069069006,457,pre
bwd,2,4580000,0.56,0.56,-1.3756794325189312,0.0186629554810694,1.419071263931138,0.35,0.35,-1.1979094010174272,0.0229226595285232,0.9021051999836136,458,post
bwd,2,4580000,0.47,0.47,-1.4008965609724977,0.0121936979347964,1.2657912651914591,0.45,0.45,-1.2723548579880064,0.0283076033913469,1.0203419902835422,458,pre
bwd,2,4590000,0.65,0.65,-1.4616791174882933,0.0025486348396149,1.5244976141859343,0.41,0.41,-1.238348862205816,0.0109492018635578,0.9780674555769048,459,post
bwd,2,4590000,0.56,0.56,-1.4229362354310684,0.0057550833259599,1.4216762476321954,0.52,0.52,-1.1762395801668175,0.0224935744443016,0.9698921271942568,459,pre
bwd,2,4600000,0.55,0.55,-1.39629218174423,0.0068539507597736,1.4589965996544054,0.37,0.37,-1.2907706772733143,0.0118758893436236,0.90796242365684,460,post
bwd,2,4600000,0.65,0.65,-1.357761564995843,0.0084398215758348,1.5412391551554796,0.35,0.35,-1.275727151977554,0.0216384402492553,0.9056062996144444,460,pre
bwd,2,4610000,0.64,0.64,-1.4248680613666111,0.0030387602377919,1.5099618694343442,0.27,0.27,-1.1545126502680254,0.0078274924067406,0.7881151661367208,461,post
bwd,2,4610000,0.59,0.59,-1.433569117708294,0.0007748118025802,1.4623849097121868,0.44,0.44,-1.1807137067497782,-0.0009169219464825,0.8511295434017467,461,pre
bwd,2,4620000,0.68,0.68,-1.359482061589836,0.0025852372549036,1.5758740716349946,0.22,0.22,-1.0531149309323669,0.0008921362083027,0.6544006828525466,462,post
bwd,2,4620000,0.64,0.64,-1.4681570179367438,0.0028165086524323,1.5116302962707118,0.26,0.26,-1.141649541958223,0.0039705573174401,0.7552889121654709,462,pre
bwd,2,4630000,0.66,0.66,-1.1942038703954885,0.0063387919214903,1.518998813867248,0.42,0.42,-1.069822395488924,0.0025284730977025,0.8855812062198068,463,post
bwd,2,4630000,0.7,0.7,-1.257710183292987,0.0105507280186281,1.6043820163733689,0.47,0.47,-1.064177398581721,0.008634801953179,0.8468167302449213,463,pre
bwd,2,4640000,0.7,0.7,-1.3174375343436455,0.0177572299853848,1.6066652004747517,0.47,0.47,-1.1115648757189012,0.0310401147166642,0.8444448383411156,464,post
bwd,2,4640000,0.67,0.67,-1.1623409550563897,0.018665243528876,1.51372342559435,0.45,0.45,-1.1441073116424945,0.0096741959050002,0.924569374944889,464,pre
bwd,2,4650000,0.74,0.74,-1.2837655305987357,0.0053049972883654,1.6259101262508937,0.38,0.38,-0.8936069915484558,-0.0023094682113251,0.7350722647419246,465,post
bwd,2,4650000,0.7,0.7,-1.374941354516501,0.0053049972883654,1.605049276173801,0.53,0.53,-0.960059154062113,0.0286855885226087,0.812541509414408,465,pre
bwd,2,4660000,0.66,0.66,-1.4518392604118224,0.0040354792404793,1.5316441883263328,0.34,0.34,-1.007414614395462,0.0057590520251203,0.9448003014310986,466,post
bwd,2,4660000,0.75,0.75,-1.041654058719911,0.0085010748246396,1.6336374297137417,0.34,0.34,-0.964177407850154,0.006858304813396,0.8767304761635415,466,pre
bwd,2,4670000,0.72,0.72,-1.4037360601298643,0.0160510189208873,1.6176289331563691,0.32,0.32,-1.1293396587882734,0.0093157832727307,0.8711423936076159,467,post
bwd,2,4670000,0.71,0.71,-1.2348894514466988,0.0176427365812737,1.6342834996131788,0.31,0.31,-1.141082431653657,0.0077037868048564,0.8993570047194055,467,pre
bwd,2,4680000,0.78,0.78,-0.9344411023001736,0.0324757659417328,1.644065020468993,0.34,0.34,-1.0937149068221963,-0.0041655720544053,0.9560803552196184,468,post
bwd,2,4680000,0.77,0.77,-0.912512683584088,0.0335550998917705,1.6475301624321153,0.35,0.35,-1.1041067600791223,-0.0043567078638224,0.8736072207395974,468,pre
bwd,2,4690000,0.72,0.72,-1.0656141349625283,0.0140451618819755,1.5822397994443345,0.29,0.29,-1.392483064634973,-0.0039513597667341,1.0447966181026327,469,post
bwd,2,4690000,0.8,0.8,-0.7289172363176333,0.0351444809193383,1.648029027255164,0.46,0.46,-1.1925982185467214,0.0104112780347426,1.103773490197567,469,pre
bwd,2,4700000,0.65,0.65,-1.3010032444924062,0.0087063817159605,1.475151342592258,0.42,0.42,-1.3073367322152685,-0.0026385482587966,1.2089750953483125,470,post
bwd,2,4700000,0.76,0.76,-1.044505474316401,0.0284696902566392,1.5858807788465747,0.58,0.58,-1.111312110986605,0.0181329232083795,1.183162567006991,470,pre
bwd,2,4710000,0.71,0.71,-1.047775935078654,0.0248543995242124,1.6127083520511143,0.65,0.65,-1.2233290453184096,0.00105491339523,1.4581236936885835,471,post
bwd,2,4710000,0.68,0.68,-1.1518853617931164,0.0182675387453101,1.564855460131806,0.62,0.62,-1.25514355948624,0.0088941312948825,1.383863282274458,471,pre
bwd,2,4720000,0.73,0.73,-0.8988377165977364,0.0404628803360253,1.5583589831374551,0.75,0.75,-1.1400760399105376,-0.0272381895302676,1.2932798171892623,472,post
bwd,2,4720000,0.74,0.74,-0.8935794116744276,0.041218294818542,1.5922770029990636,0.79,0.79,-0.8988813516750693,-0.0025056901969607,1.3706760960558104,472,pre
bwd,2,4730000,0.79,0.79,-0.9532484783067756,0.0520894722674025,1.551066719420344,0.61,0.61,-1.1969870417247226,-0.0017209189256159,1.2631938938725091,473,post
bwd,2,4730000,0.75,0.75,-0.851882935211616,0.0333624504299366,1.535761067699468,0.63,0.63,-1.0608923247457314,-0.0129525610074377,1.290223364704407,473,pre
bwd,2,4740000,0.71,0.71,-1.3373536158961836,0.0290476370863568,1.5324156116366416,0.58,0.58,-1.325539187556614,-0.0055913405266529,1.2427503635022956,474,post
bwd,2,4740000,0.81,0.81,-0.609004056147858,0.0425174354374534,1.5324156116366414,0.55,0.55,-1.3985665165870862,0.0129900693458617,1.337945321353471,474,pre
bwd,2,4750000,0.69,0.69,-1.2058549045574138,0.0150606949756095,1.5040415017014588,0.36,0.36,-1.1786112318022886,-0.0094343962069791,1.162769023744596,475,post
bwd,2,4750000,0.73,0.73,-0.9396560053802536,0.0346882761637844,1.519374924337478,0.52,0.52,-1.1325235515522838,-0.0107356090879924,1.296662816210693,475,pre
bwd,2,4760000,0.75,0.75,-1.1610294923265705,0.0183529859189095,1.507391594543653,0.32,0.32,-1.1964730461500777,0.0021067826880814,1.0203911462551138,476,post
bwd,2,4760000,0.71,0.71,-1.3154962295645172,0.009609058636288,1.4870551569722008,0.35,0.35,-1.2141861971644865,-0.0003586104690611,1.1134346233647174,476,pre
bwd,2,4770000,0.74,0.74,-1.4939000521027304,0.0176682759637221,1.5812232316242574,0.48,0.48,-1.2035739994495789,-0.009169436412578,1.1455586812719354,477,post
bwd,2,4770000,0.8,0.8,-0.8073490386587359,0.0378442620884339,1.593018444171803,0.47,0.47,-1.2422552981326784,-0.0040814676784716,1.2605558301685436,477,pre
bwd,2,4780000,0.71,0.71,-1.4674080925212352,0.0089678743155093,1.4993578068525306,0.56,0.56,-1.2222316062591534,-0.0107871564794054,1.0934250432831512,478,post
bwd,2,4780000,0.76,0.76,-1.2810039454059152,0.0243290098012506,1.5438794701152576,0.6,0.6,-1.0890829492132923,-0.0033395340390463,1.1663840387886046,478,pre
bwd,2,4790000,0.6,0.6,-1.4689603062605894,0.005809953648885,1.4360682662775417,0.62,0.62,-1.1528122055271368,0.0281591148508506,1.3361601277512096,479,post
bwd,2,4790000,0.74,0.74,-1.07517523370618,0.0368988779919585,1.525959082526191,0.61,0.61,-1.0270306620721266,0.0167051389018989,1.2765251613703932,479,pre
bwd,2,4800000,0.67,0.67,-1.2347937689495676,0.009279732055775,1.4888518613958588,0.77,0.77,-1.111547825836265,0.0015852072699815,1.4538404717607234,480,post
bwd,2,4800000,0.65,0.65,-1.110809687366967,0.0201812177537275,1.447965177158228,0.76,0.76,-1.1102317587418868,0.0301129438281215,1.3470287242805867,480,pre
bwd,2,4810000,0.61,0.61,-1.463996843581515,-0.0005846652352728,1.473280001916034,0.55,0.55,-1.2599556759369734,0.0089889099198056,1.1788477268198567,481,post
bwd,2,4810000,0.7,0.7,-1.0319753123542064,0.0132818816404644,1.4738901367711987,0.63,0.63,-1.2034853995582695,0.0111153718348341,1.2923714964437254,481,pre
bwd,2,4820000,0.5,0.5,-1.4220106683737024,-0.0024816569990655,1.2580246676525568,0.67,0.67,-1.3247767803999793,0.0091836157473429,1.2916677843199529,482,post
bwd,2,4820000,0.7,0.7,-1.28592349848568,0.0077584400301942,1.49722084850797,0.67,0.67,-1.3581895951298046,0.0096002379185259,1.215317401580106,482,pre
bwd,2,4830000,0.46,0.46,-1.2810118496343208,-0.0008863440975647,1.2523850629308226,0.53,0.53,-1.4341862921512838,0.0089756566490162,1.3332444790685287,483,post
bwd,2,4830000,0.53,0.53,-1.259160424424989,-0.0068224198566624,1.3177524654662742,0.58,0.58,-1.3790790078654973,0.0117811399963733,1.3737557005560856,483,pre
bwd,2,4840000,0.65,0.65,-1.1073038801402244,0.0091054279795647,1.4561194228678225,0.61,0.61,-1.3546815152654184,-0.0070826154583772,1.19064216047202,484,post
bwd,2,4840000,0.49,0.49,-1.2724107563452411,-0.0040355045825959,1.2530339865154283,0.65,0.65,-1.2412520128783957,-0.0030613947590471,1.2497989944386052,484,pre
bwd,2,4850000,0.46,0.46,-1.4706200607842406,0.0008770963465847,1.3350890799784725,0.54,0.54,-1.392594284082366,-0.0059296227645445,1.3788878416950232,485,post
bwd,2,4850000,0.66,0.66,-1.0111078559975746,0.0168939377532962,1.4723643179659498,0.69,0.69,-1.3924291302063148,-0.0042673751968854,1.4106112953568044,485,pre
bwd,2,4860000,0.59,0.59,-1.299396577711565,-0.0049148431903442,1.3628345511583098,0.56,0.56,-1.275856404478221,-0.0015979831274361,1.2391154208954325,486,post
bwd,2,4860000,0.48,0.48,-1.3966024208939452,-0.0053848104177745,1.34360361581433,0.59,0.59,-1.3592525111290858,-0.0033876411191747,1.280713763079386,486,pre
bwd,2,4870000,0.51,0.51,-1.3073321212887363,1.0848480532236044e-05,1.2712302087018728,0.43,0.43,-1.1751316902047042,-0.0068825752570181,1.1563584905198814,487,post
bwd,2,4870000,0.62,0.62,-1.276669929486842,0.0127145778383162,1.337760592837333,0.51,0.51,-1.2006561727283425,0.0011531436988042,1.2662550972179796,487,pre
bwd,2,4880000,0.35,0.35,-1.2397380819097827,-0.0005572147910568,1.2140357691821455,0.45,0.45,-1.336724801257123,-0.00602070071783,1.1447035039887012,488,post
bwd,2,4880000,0.55,0.55,-1.3143658375064498,0.0020768050237739,1.246887688269941,0.37,0.37,-1.1742218310160282,-0.0055889791973221,1.0539928117143658,488,pre
bwd,2,4890000,0.49,0.49,-1.2045441634601308,0.0030760069908415,1.2406135286442066,0.51,0.51,-1.349847416425613,0.0075871133798332,1.4177719343696789,489,post
bwd,2,4890000,0.36,0.36,-1.2842218982683695,0.0031565046689208,1.2158109850962435,0.45,0.45,-1.2678610128809051,0.0013664876446592,1.2079712328405925,489,pre
bwd,2,4900000,0.38,0.38,-1.136398211957705,-0.0002446799778486,1.24194270357655,0.51,0.51,-1.4856708814392086,-0.0037398919665902,1.3829875131690683,490,post
bwd,2,4900000,0.51,0.51,-1.129532412966099,-0.0020554429856534,1.2544999994591164,0.46,0.46,-1.37472805248861,0.0001629544671854,1.305640364828362,490,pre
