scope,window,metric,arm,baseline,layer,seed,arm_level,baseline_level,gap
block,B03,strict_dead_frac,L2_Aall,L2_A1,2,8,0.16140000000000002,0.76859999999999995,-0.60719999999999996
block,B03,strict_dead_frac,L2_Aall,L2_A1,2,9,0.22140000000000001,0.7802,-0.55879999999999996
block,B03,strict_dead_frac,L2_Aall,L2_none,1,0,0.041000000000000009,0.65720000000000001,-0.61619999999999997
block,B03,strict_dead_frac,L2_Aall,L2_none,1,1,0.077800000000000008,0.51660000000000006,-0.43880000000000008
block,B03,strict_dead_frac,L2_Aall,L2_none,1,2,0.0258,0.755,-0.72919999999999996
block,B03,strict_dead_frac,L2_Aall,L2_none,1,3,0.022600000000000002,0.7118000000000001,-0.68920000000000015
block,B03,strict_dead_frac,L2_Aall,L2_none,1,4,0.013600000000000001,0.69499999999999995,-0.68140000000000001
block,B03,strict_dead_frac,L2_Aall,L2_none,1,5,0.023599999999999999,0.63319999999999999,-0.60960000000000003
block,B03,strict_dead_frac,L2_Aall,L2_none,1,6,0.0078000000000000005,0.54579999999999995,-0.53799999999999992
block,B03,strict_dead_frac,L2_Aall,L2_none,1,7,0.024,0.81620000000000004,-0.79220000000000002
block,B03,strict_dead_frac,L2_Aall,L2_none,1,8,0.046600000000000003,0.75879999999999992,-0.71219999999999994
block,B03,strict_dead_frac,L2_Aall,L2_none,1,9,0.042199999999999994,0.59260000000000002,-0.5504
block,B03,strict_dead_frac,L2_Aall,L2_none,2,0,0.16760000000000003,0.66379999999999995,-0.49619999999999992
block,B03,strict_dead_frac,L2_Aall,L2_none,2,1,0.20660000000000001,0.66720000000000002,-0.46060000000000001
block,B03,strict_dead_frac,L2_Aall,L2_none,2,2,0.064199999999999993,0.64119999999999999,-0.57699999999999996
block,B03,strict_dead_frac,L2_Aall,L2_none,2,3,0.20300000000000001,0.67799999999999994,-0.47499999999999992
block,B03,strict_dead_frac,L2_Aall,L2_none,2,4,0.30159999999999998,0.6764,-0.37480000000000002
block,B03,strict_dead_frac,L2_Aall,L2_none,2,5,0.18080000000000002,0.56619999999999993,-0.38539999999999991
block,B03,strict_dead_frac,L2_Aall,L2_none,2,6,0.13739999999999999,0.63700000000000001,-0.49960000000000004
block,B03,strict_dead_frac,L2_Aall,L2_none,2,7,0.27639999999999998,0.71019999999999994,-0.43379999999999996
block,B03,strict_dead_frac,L2_Aall,L2_none,2,8,0.16140000000000002,0.59819999999999995,-0.43679999999999997
block,B03,strict_dead_frac,L2_Aall,L2_none,2,9,0.22140000000000001,0.67400000000000004,-0.4526
block,B04,log10_unfit,L2_A1,L2_none,,0,-2.7501987761334261,-3.9846744203740938,1.2344756442406677
block,B04,log10_unfit,L2_A1,L2_none,,1,-2.551026840300564,-6.7168869141303036,4.1658600738297391
block,B04,log10_unfit,L2_A1,L2_none,,2,-2.4102506440238871,-2.7104498593979662,0.30019921537407912
block,B04,log10_unfit,L2_A1,L2_none,,3,-2.4311052577492704,-10.139332622021145,7.7082273642718748
block,B04,log10_unfit,L2_A1,L2_none,,4,-2.3473067740727469,-7.2064205915538455,4.8591138174810986
block,B04,log10_unfit,L2_A1,L2_none,,5,-2.7297552391521531,-8.0452889911410921,5.315533751988939
block,B04,log10_unfit,L2_A1,L2_none,,6,-2.7806290470252106,-9.4374255395583084,6.6567964925330978
block,B04,log10_unfit,L2_A1,L2_none,,7,-2.3124000705760897,-4.4317919371943333,2.1193918666182436
block,B04,log10_unfit,L2_A1,L2_none,,8,-2.5726924345536224,-6.7564904150023617,4.1837979804487393
block,B04,log10_unfit,L2_A1,L2_none,,9,-2.8020822451831822,-6.4593628340772229,3.6572805888940407
block,B04,log10_unfit,L2_Aall,L2_A1,,0,-2.4175722940948554,-2.7501987761334261,0.3326264820385707
block,B04,log10_unfit,L2_Aall,L2_A1,,1,-2.4436969248496645,-2.551026840300564,0.10732991545089954
block,B04,log10_unfit,L2_Aall,L2_A1,,2,-2.5720820676160923,-2.4102506440238871,-0.16183142359220515
block,B04,log10_unfit,L2_Aall,L2_A1,,3,-2.4866110420811913,-2.4311052577492704,-0.055505784331920882
block,B04,log10_unfit,L2_Aall,L2_A1,,4,-2.44356786447949,-2.3473067740727469,-0.096261090406743133
block,B04,log10_unfit,L2_Aall,L2_A1,,5,-2.5526151892577018,-2.7297552391521531,0.17714004989445131
block,B04,log10_unfit,L2_Aall,L2_A1,,6,-2.5781490329930206,-2.7806290470252106,0.20248001403219007
block,B04,log10_unfit,L2_Aall,L2_A1,,7,-2.5288603217569814,-2.3124000705760897,-0.21646025118089174
block,B04,log10_unfit,L2_Aall,L2_A1,,8,-2.4184508211239151,-2.5726924345536224,0.15424161342970732
block,B04,log10_unfit,L2_Aall,L2_A1,,9,-2.5099194287710263,-2.8020822451831822,0.29216281641215591
block,B04,log10_unfit,L2_Aall,L2_none,,0,-2.4175722940948554,-3.9846744203740938,1.5671021262792384
block,B04,log10_unfit,L2_Aall,L2_none,,1,-2.4436969248496645,-6.7168869141303036,4.2731899892806391
block,B04,log10_unfit,L2_Aall,L2_none,,2,-2.5720820676160923,-2.7104498593979662,0.13836779178187397
block,B04,log10_unfit,L2_Aall,L2_none,,3,-2.4866110420811913,-10.139332622021145,7.6527215799399535
block,B04,log10_unfit,L2_Aall,L2_none,,4,-2.44356786447949,-7.2064205915538455,4.762852727074355
block,B04,log10_unfit,L2_Aall,L2_none,,5,-2.5526151892577018,-8.0452889911410921,5.4926738018833898
block,B04,log10_unfit,L2_Aall,L2_none,,6,-2.5781490329930206,-9.4374255395583084,6.8592765065652879
block,B04,log10_unfit,L2_Aall,L2_none,,7,-2.5288603217569814,-4.4317919371943333,1.9029316154373519
block,B04,log10_unfit,L2_Aall,L2_none,,8,-2.4184508211239151,-6.7564904150023617,4.3380395938784471
block,B04,log10_unfit,L2_Aall,L2_none,,9,-2.5099194287710263,-6.4593628340772229,3.9494434053061966
block,B04,strict_dead_frac,L2_A1,L2_none,1,0,0.20019999999999999,0.76700000000000002,-0.56679999999999997
block,B04,strict_dead_frac,L2_A1,L2_none,1,1,0.17120000000000002,0.74239999999999995,-0.57119999999999993
block,B04,strict_dead_frac,L2_A1,L2_none,1,2,0.10800000000000001,0.84140000000000004,-0.73340000000000005
block,B04,strict_dead_frac,L2_A1,L2_none,1,3,0.11800000000000001,0.67900000000000005,-0.56100000000000005
block,B04,strict_dead_frac,L2_A1,L2_none,1,4,0.19899999999999998,0.70519999999999994,-0.50619999999999998
block,B04,strict_dead_frac,L2_A1,L2_none,1,5,0.151,0.73040000000000005,-0.57940000000000003
block,B04,strict_dead_frac,L2_A1,L2_none,1,6,0.113,0.78459999999999996,-0.67159999999999997
block,B04,strict_dead_frac,L2_A1,L2_none,1,7,0.1032,0.78400000000000003,-0.68080000000000007
block,B04,strict_dead_frac,L2_A1,L2_none,1,8,0.08900000000000001,0.80159999999999998,-0.71260000000000001
block,B04,strict_dead_frac,L2_A1,L2_none,1,9,0.1288,0.79079999999999995,-0.66199999999999992
block,B04,strict_dead_frac,L2_A1,L2_none,2,0,0.75840000000000007,0.73599999999999999,0.022400000000000087
block,B04,strict_dead_frac,L2_A1,L2_none,2,1,0.82980000000000009,0.72620000000000007,0.10360000000000003
block,B04,strict_dead_frac,L2_A1,L2_none,2,2,0.82400000000000007,0.73340000000000005,0.090600000000000014
block,B04,strict_dead_frac,L2_A1,L2_none,2,3,0.85040000000000004,0.69679999999999997,0.15360000000000007
block,B04,strict_dead_frac,L2_A1,L2_none,2,4,0.85400000000000009,0.73120000000000007,0.12280000000000002
block,B04,strict_dead_frac,L2_A1,L2_none,2,5,0.82799999999999996,0.68559999999999999,0.14239999999999997
block,B04,strict_dead_frac,L2_A1,L2_none,2,6,0.84920000000000007,0.61499999999999999,0.23420000000000007
block,B04,strict_dead_frac,L2_A1,L2_none,2,7,0.84739999999999993,0.77540000000000009,0.071999999999999842
block,B04,strict_dead_frac,L2_A1,L2_none,2,8,0.84140000000000004,0.68879999999999997,0.15260000000000007
block,B04,strict_dead_frac,L2_A1,L2_none,2,9,0.79680000000000006,0.75840000000000007,0.03839999999999999
block,B04,strict_dead_frac,L2_Aall,L2_A1,1,0,0.029399999999999999,0.20019999999999999,-0.17079999999999998
block,B04,strict_dead_frac,L2_Aall,L2_A1,1,1,0.070000000000000007,0.17120000000000002,-0.10120000000000001
block,B04,strict_dead_frac,L2_Aall,L2_A1,1,2,0.031800000000000002,0.10800000000000001,-0.076200000000000018
block,B04,strict_dead_frac,L2_Aall,L2_A1,1,3,0.028399999999999998,0.11800000000000001,-0.089600000000000013
block,B04,strict_dead_frac,L2_Aall,L2_A1,1,4,0.028999999999999998,0.19899999999999998,-0.16999999999999998
block,B04,strict_dead_frac,L2_Aall,L2_A1,1,5,0.021400000000000002,0.151,-0.12959999999999999
block,B04,strict_dead_frac,L2_Aall,L2_A1,1,6,0.0011999999999999999,0.113,-0.1118
block,B04,strict_dead_frac,L2_Aall,L2_A1,1,7,0.035400000000000001,0.1032,-0.067799999999999999
block,B04,strict_dead_frac,L2_Aall,L2_A1,1,8,0.027999999999999997,0.08900000000000001,-0.061000000000000013
block,B04,strict_dead_frac,L2_Aall,L2_A1,1,9,0.0212,0.1288,-0.1076
block,B04,strict_dead_frac,L2_Aall,L2_A1,2,0,0.39039999999999997,0.75840000000000007,-0.3680000000000001
block,B04,strict_dead_frac,L2_Aall,L2_A1,2,1,0.35899999999999999,0.82980000000000009,-0.47080000000000011
block,B04,strict_dead_frac,L2_Aall,L2_A1,2,2,0.11220000000000001,0.82400000000000007,-0.7118000000000001
block,B04,strict_dead_frac,L2_Aall,L2_A1,2,3,0.30659999999999998,0.85040000000000004,-0.54380000000000006
block,B04,strict_dead_frac,L2_Aall,L2_A1,2,4,0.3256,0.85400000000000009,-0.52840000000000009
block,B04,strict_dead_frac,L2_Aall,L2_A1,2,5,0.25980000000000003,0.82799999999999996,-0.56819999999999993
block,B04,strict_dead_frac,L2_Aall,L2_A1,2,6,0.20760000000000001,0.84920000000000007,-0.64160000000000006
block,B04,strict_dead_frac,L2_Aall,L2_A1,2,7,0.35119999999999996,0.84739999999999993,-0.49619999999999997
block,B04,strict_dead_frac,L2_Aall,L2_A1,2,8,0.24960000000000002,0.84140000000000004,-0.59179999999999999
block,B04,strict_dead_frac,L2_Aall,L2_A1,2,9,0.17460000000000001,0.79680000000000006,-0.62220000000000009
block,B04,strict_dead_frac,L2_Aall,L2_none,1,0,0.029399999999999999,0.76700000000000002,-0.73760000000000003
block,B04,strict_dead_frac,L2_Aall,L2_none,1,1,0.070000000000000007,0.74239999999999995,-0.67239999999999989
block,B04,strict_dead_frac,L2_Aall,L2_none,1,2,0.031800000000000002,0.84140000000000004,-0.80959999999999999
block,B04,strict_dead_frac,L2_Aall,L2_none,1,3,0.028399999999999998,0.67900000000000005,-0.65060000000000007
block,B04,strict_dead_frac,L2_Aall,L2_none,1,4,0.028999999999999998,0.70519999999999994,-0.67619999999999991
block,B04,strict_dead_frac,L2_Aall,L2_none,1,5,0.021400000000000002,0.73040000000000005,-0.70900000000000007
block,B04,strict_dead_frac,L2_Aall,L2_none,1,6,0.0011999999999999999,0.78459999999999996,-0.78339999999999999
block,B04,strict_dead_frac,L2_Aall,L2_none,1,7,0.035400000000000001,0.78400000000000003,-0.74860000000000004
block,B04,strict_dead_frac,L2_Aall,L2_none,1,8,0.027999999999999997,0.80159999999999998,-0.77359999999999995
block,B04,strict_dead_frac,L2_Aall,L2_none,1,9,0.0212,0.79079999999999995,-0.76959999999999995
block,B04,strict_dead_frac,L2_Aall,L2_none,2,0,0.39039999999999997,0.73599999999999999,-0.34560000000000002
block,B04,strict_dead_frac,L2_Aall,L2_none,2,1,0.35899999999999999,0.72620000000000007,-0.36720000000000008
block,B04,strict_dead_frac,L2_Aall,L2_none,2,2,0.11220000000000001,0.73340000000000005,-0.62120000000000009
block,B04,strict_dead_frac,L2_Aall,L2_none,2,3,0.30659999999999998,0.69679999999999997,-0.39019999999999999
block,B04,strict_dead_frac,L2_Aall,L2_none,2,4,0.3256,0.73120000000000007,-0.40560000000000007
block,B04,strict_dead_frac,L2_Aall,L2_none,2,5,0.25980000000000003,0.68559999999999999,-0.42579999999999996
block,B04,strict_dead_frac,L2_Aall,L2_none,2,6,0.20760000000000001,0.61499999999999999,-0.40739999999999998
block,B04,strict_dead_frac,L2_Aall,L2_none,2,7,0.35119999999999996,0.77540000000000009,-0.42420000000000013
block,B04,strict_dead_frac,L2_Aall,L2_none,2,8,0.24960000000000002,0.68879999999999997,-0.43919999999999992
block,B04,strict_dead_frac,L2_Aall,L2_none,2,9,0.17460000000000001,0.75840000000000007,-0.5838000000000001
block,B05,log10_unfit,L2_A1,L2_none,,0,-2.7193786029750329,-4.8441197787953278,2.124741175820295
block,B05,log10_unfit,L2_A1,L2_none,,1,-2.771547073483378,-5.8742091862262917,3.1026621127429137
block,B05,log10_unfit,L2_A1,L2_none,,2,-2.332942085641005,-3.3357633337216002,1.0028212480805951
block,B05,log10_unfit,L2_A1,L2_none,,3,-2.4840658730307523,-7.3043180774076681,4.8202522043769154
block,B05,log10_unfit,L2_A1,L2_none,,4,-2.3757536651550692,-6.1673371975541338,3.7915835323990645
block,B05,log10_unfit,L2_A1,L2_none,,5,-2.7444105006057185,-6.114349226753915,3.3699387261481966
block,B05,log10_unfit,L2_A1,L2_none,,6,-2.6859038987164467,-3.6480392577559457,0.96213535903949898
block,B05,log10_unfit,L2_A1,L2_none,,7,-1.7102661564155273,-2.4051112025049139,0.69484504608938669
block,B05,log10_unfit,L2_A1,L2_none,,8,-2.5845205262792064,-7.5660706672790425,4.9815501409998362
block,B05,log10_unfit,L2_A1,L2_none,,9,-2.6024345110265519,-7.0676427167555032,4.4652082057289508
block,B05,log10_unfit,L2_Aall,L2_A1,,0,-2.4601908358925799,-2.7193786029750329,0.25918776708245295
block,B05,log10_unfit,L2_Aall,L2_A1,,1,-2.3646511269362258,-2.771547073483378,0.40689594654715222
block,B05,log10_unfit,L2_Aall,L2_A1,,2,-2.5030350789893507,-2.332942085641005,-0.17009299334834571
block,B05,log10_unfit,L2_Aall,L2_A1,,3,-2.4810360894088235,-2.4840658730307523,0.0030297836219288499
block,B05,log10_unfit,L2_Aall,L2_A1,,4,-2.383267746295024,-2.3757536651550692,-0.0075140811399547758
block,B05,log10_unfit,L2_Aall,L2_A1,,5,-2.416098398588181,-2.7444105006057185,0.32831210201753747
block,B05,log10_unfit,L2_Aall,L2_A1,,6,-2.4340998422198852,-2.6859038987164467,0.25180405649656157
block,B05,log10_unfit,L2_Aall,L2_A1,,7,-2.3140602416437783,-1.7102661564155273,-0.60379408522825107
block,B05,log10_unfit,L2_Aall,L2_A1,,8,-2.2841633921058087,-2.5845205262792064,0.30035713417339771
block,B05,log10_unfit,L2_Aall,L2_A1,,9,-2.5073769840123559,-2.6024345110265519,0.095057527014196008
block,B05,log10_unfit,L2_Aall,L2_none,,0,-2.4601908358925799,-4.8441197787953278,2.3839289429027479
block,B05,log10_unfit,L2_Aall,L2_none,,1,-2.3646511269362258,-5.8742091862262917,3.5095580592900659
block,B05,log10_unfit,L2_Aall,L2_none,,2,-2.5030350789893507,-3.3357633337216002,0.83272825473224943
block,B05,log10_unfit,L2_Aall,L2_none,,3,-2.4810360894088235,-7.3043180774076681,4.8232819879988451
block,B05,log10_unfit,L2_Aall,L2_none,,4,-2.383267746295024,-6.1673371975541338,3.7840694512591098
block,B05,log10_unfit,L2_Aall,L2_none,,5,-2.416098398588181,-6.114349226753915,3.698250828165734
block,B05,log10_unfit,L2_Aall,L2_none,,6,-2.4340998422198852,-3.6480392577559457,1.2139394155360606
block,B05,log10_unfit,L2_Aall,L2_none,,7,-2.3140602416437783,-2.4051112025049139,0.091050960861135621
block,B05,log10_unfit,L2_Aall,L2_none,,8,-2.2841633921058087,-7.5660706672790425,5.2819072751732339
block,B05,log10_unfit,L2_Aall,L2_none,,9,-2.5073769840123559,-7.0676427167555032,4.5602657327431473
block,B05,strict_dead_frac,L2_A1,L2_none,1,0,0.29399999999999998,0.754,-0.46000000000000002
block,B05,strict_dead_frac,L2_A1,L2_none,1,1,0.1948,0.75879999999999992,-0.56399999999999995
block,B05,strict_dead_frac,L2_A1,L2_none,1,2,0.12839999999999999,0.83900000000000008,-0.71060000000000012
block,B05,strict_dead_frac,L2_A1,L2_none,1,3,0.1898,0.6826000000000001,-0.49280000000000013
block,B05,strict_dead_frac,L2_A1,L2_none,1,4,0.35580000000000001,0.67200000000000004,-0.31620000000000004
block,B05,strict_dead_frac,L2_A1,L2_none,1,5,0.17679999999999998,0.72160000000000002,-0.54480000000000006
block,B05,strict_dead_frac,L2_A1,L2_none,1,6,0.18679999999999999,0.87260000000000004,-0.68580000000000008
block,B05,strict_dead_frac,L2_A1,L2_none,1,7,0.183,0.80059999999999998,-0.61759999999999993
block,B05,strict_dead_frac,L2_A1,L2_none,1,8,0.23300000000000001,0.71779999999999999,-0.48480000000000001
block,B05,strict_dead_frac,L2_A1,L2_none,1,9,0.2072,0.70680000000000009,-0.4996000000000001
block,B05,strict_dead_frac,L2_A1,L2_none,2,0,0.81900000000000006,0.7742,0.044800000000000062
block,B05,strict_dead_frac,L2_A1,L2_none,2,1,0.7904000000000001,0.83400000000000007,-0.043599999999999972
block,B05,strict_dead_frac,L2_A1,L2_none,2,2,0.87439999999999996,0.79400000000000004,0.080399999999999916
block,B05,strict_dead_frac,L2_A1,L2_none,2,3,0.88879999999999992,0.77320000000000011,0.11559999999999981
block,B05,strict_dead_frac,L2_A1,L2_none,2,4,0.88560000000000005,0.76179999999999992,0.12380000000000013
block,B05,strict_dead_frac,L2_A1,L2_none,2,5,0.81400000000000006,0.76359999999999995,0.050400000000000111
block,B05,strict_dead_frac,L2_A1,L2_none,2,6,0.86099999999999999,0.77659999999999996,0.084400000000000031
block,B05,strict_dead_frac,L2_A1,L2_none,2,7,0.89760000000000006,0.84999999999999998,0.047600000000000087
block,B05,strict_dead_frac,L2_A1,L2_none,2,8,0.87459999999999993,0.70239999999999991,0.17220000000000002
block,B05,strict_dead_frac,L2_A1,L2_none,2,9,0.86919999999999997,0.73120000000000007,0.1379999999999999
block,B05,strict_dead_frac,L2_Aall,L2_A1,1,0,0.022799999999999997,0.29399999999999998,-0.2712
block,B05,strict_dead_frac,L2_Aall,L2_A1,1,1,0.070000000000000007,0.1948,-0.12479999999999999
block,B05,strict_dead_frac,L2_Aall,L2_A1,1,2,0.029999999999999999,0.12839999999999999,-0.098399999999999987
block,B05,strict_dead_frac,L2_Aall,L2_A1,1,3,0.020799999999999999,0.1898,-0.16899999999999998
block,B05,strict_dead_frac,L2_Aall,L2_A1,1,4,0.025000000000000001,0.35580000000000001,-0.33079999999999998
block,B05,strict_dead_frac,L2_Aall,L2_A1,1,5,0.023,0.17679999999999998,-0.15379999999999999
block,B05,strict_dead_frac,L2_Aall,L2_A1,1,6,0,0.18679999999999999,-0.18679999999999999
block,B05,strict_dead_frac,L2_Aall,L2_A1,1,7,0.026200000000000001,0.183,-0.15679999999999999
block,B05,strict_dead_frac,L2_Aall,L2_A1,1,8,0.036400000000000002,0.23300000000000001,-0.1966
block,B05,strict_dead_frac,L2_Aall,L2_A1,1,9,0.011599999999999999,0.2072,-0.1956
block,B05,strict_dead_frac,L2_Aall,L2_A1,2,0,0.43159999999999998,0.81900000000000006,-0.38740000000000008
block,B05,strict_dead_frac,L2_Aall,L2_A1,2,1,0.34999999999999998,0.7904000000000001,-0.44040000000000012
block,B05,strict_dead_frac,L2_Aall,L2_A1,2,2,0.19339999999999999,0.87439999999999996,-0.68099999999999994
block,B05,strict_dead_frac,L2_Aall,L2_A1,2,3,0.34460000000000002,0.88879999999999992,-0.54419999999999991
block,B05,strict_dead_frac,L2_Aall,L2_A1,2,4,0.3528,0.88560000000000005,-0.53280000000000005
block,B05,strict_dead_frac,L2_Aall,L2_A1,2,5,0.30599999999999999,0.81400000000000006,-0.50800000000000001
block,B05,strict_dead_frac,L2_Aall,L2_A1,2,6,0.31940000000000002,0.86099999999999999,-0.54159999999999997
block,B05,strict_dead_frac,L2_Aall,L2_A1,2,7,0.49020000000000002,0.89760000000000006,-0.40740000000000004
block,B05,strict_dead_frac,L2_Aall,L2_A1,2,8,0.39880000000000004,0.87459999999999993,-0.47579999999999989
block,B05,strict_dead_frac,L2_Aall,L2_A1,2,9,0.22120000000000001,0.86919999999999997,-0.64799999999999991
block,B05,strict_dead_frac,L2_Aall,L2_none,1,0,0.022799999999999997,0.754,-0.73119999999999996
block,B05,strict_dead_frac,L2_Aall,L2_none,1,1,0.070000000000000007,0.75879999999999992,-0.68879999999999986
block,B05,strict_dead_frac,L2_Aall,L2_none,1,2,0.029999999999999999,0.83900000000000008,-0.80900000000000005
block,B05,strict_dead_frac,L2_Aall,L2_none,1,3,0.020799999999999999,0.6826000000000001,-0.66180000000000005
block,B05,strict_dead_frac,L2_Aall,L2_none,1,4,0.025000000000000001,0.67200000000000004,-0.64700000000000002
block,B05,strict_dead_frac,L2_Aall,L2_none,1,5,0.023,0.72160000000000002,-0.6986
block,B05,strict_dead_frac,L2_Aall,L2_none,1,6,0,0.87260000000000004,-0.87260000000000004
block,B05,strict_dead_frac,L2_Aall,L2_none,1,7,0.026200000000000001,0.80059999999999998,-0.77439999999999998
block,B05,strict_dead_frac,L2_Aall,L2_none,1,8,0.036400000000000002,0.71779999999999999,-0.68140000000000001
block,B05,strict_dead_frac,L2_Aall,L2_none,1,9,0.011599999999999999,0.70680000000000009,-0.69520000000000004
block,B05,strict_dead_frac,L2_Aall,L2_none,2,0,0.43159999999999998,0.7742,-0.34260000000000002
block,B05,strict_dead_frac,L2_Aall,L2_none,2,1,0.34999999999999998,0.83400000000000007,-0.4840000000000001
block,B05,strict_dead_frac,L2_Aall,L2_none,2,2,0.19339999999999999,0.79400000000000004,-0.60060000000000002
block,B05,strict_dead_frac,L2_Aall,L2_none,2,3,0.34460000000000002,0.77320000000000011,-0.42860000000000009
block,B05,strict_dead_frac,L2_Aall,L2_none,2,4,0.3528,0.76179999999999992,-0.40899999999999992
block,B05,strict_dead_frac,L2_Aall,L2_none,2,5,0.30599999999999999,0.76359999999999995,-0.45759999999999995
block,B05,strict_dead_frac,L2_Aall,L2_none,2,6,0.31940000000000002,0.77659999999999996,-0.45719999999999994
block,B05,strict_dead_frac,L2_Aall,L2_none,2,7,0.49020000000000002,0.84999999999999998,-0.35979999999999995
block,B05,strict_dead_frac,L2_Aall,L2_none,2,8,0.39880000000000004,0.70239999999999991,-0.30359999999999987
block,B05,strict_dead_frac,L2_Aall,L2_none,2,9,0.22120000000000001,0.73120000000000007,-0.51000000000000001
block,B06,log10_unfit,L2_A1,L2_none,,0,-2.2047066759761509,-2.4405461971661717,0.23583952119002083
block,B06,log10_unfit,L2_A1,L2_none,,1,-1.9076948274174268,-2.844171304544322,0.93647647712689519
block,B06,log10_unfit,L2_A1,L2_none,,2,-1.9744726456347328,-2.2211111320159667,0.24663848638123387
block,B06,log10_unfit,L2_A1,L2_none,,3,-2.4344528815861128,-6.1882654559576133,3.7538125743715005
block,B06,log10_unfit,L2_A1,L2_none,,4,-2.359571345549385,-1.3974179008566574,-0.96215344469272757
block,B06,log10_unfit,L2_A1,L2_none,,5,-2.7156060922483052,-2.8146318336016414,0.099025741353336194
block,B06,log10_unfit,L2_A1,L2_none,,6,-2.490855919898125,-2.2768431625864842,-0.21401275731164082
block,B06,log10_unfit,L2_A1,L2_none,,7,-1.9073925199158859,-2.6195230406838363,0.71213052076795047
block,B06,log10_unfit,L2_A1,L2_none,,8,-2.7017299022559254,-7.4336615632250584,4.7319316609691331
block,B06,log10_unfit,L2_A1,L2_none,,9,-2.4996773289288985,-6.6480697632285617,4.1483924342996632
block,B06,log10_unfit,L2_Aall,L2_A1,,0,-2.3180359808132733,-2.2047066759761509,-0.11332930483712245
block,B06,log10_unfit,L2_Aall,L2_A1,,1,-2.2074451905800725,-1.9076948274174268,-0.29975036316264569
block,B06,log10_unfit,L2_Aall,L2_A1,,2,-2.4173767144987024,-1.9744726456347328,-0.4429040688639696
block,B06,log10_unfit,L2_Aall,L2_A1,,3,-2.2954588720457325,-2.4344528815861128,0.13899400954038033
block,B06,log10_unfit,L2_Aall,L2_A1,,4,-2.3113158300866399,-2.359571345549385,0.048255515462745091
block,B06,log10_unfit,L2_Aall,L2_A1,,5,-2.4561013212735485,-2.7156060922483052,0.25950477097475666
block,B06,log10_unfit,L2_Aall,L2_A1,,6,-2.4117916117931117,-2.490855919898125,0.079064308105013303
block,B06,log10_unfit,L2_Aall,L2_A1,,7,-2.2236353228689238,-1.9073925199158859,-0.31624280295303797
block,B06,log10_unfit,L2_Aall,L2_A1,,8,-2.3559697080245368,-2.7017299022559254,0.3457601942313886
block,B06,log10_unfit,L2_Aall,L2_A1,,9,-2.4786081398650679,-2.4996773289288985,0.021069189063830596
block,B06,log10_unfit,L2_Aall,L2_none,,0,-2.3180359808132733,-2.4405461971661717,0.12251021635289838
block,B06,log10_unfit,L2_Aall,L2_none,,1,-2.2074451905800725,-2.844171304544322,0.6367261139642495
block,B06,log10_unfit,L2_Aall,L2_none,,2,-2.4173767144987024,-2.2211111320159667,-0.19626558248273573
block,B06,log10_unfit,L2_Aall,L2_none,,3,-2.2954588720457325,-6.1882654559576133,3.8928065839118808
block,B06,log10_unfit,L2_Aall,L2_none,,4,-2.3113158300866399,-1.3974179008566574,-0.91389792922998248
block,B06,log10_unfit,L2_Aall,L2_none,,5,-2.4561013212735485,-2.8146318336016414,0.35853051232809285
block,B06,log10_unfit,L2_Aall,L2_none,,6,-2.4117916117931117,-2.2768431625864842,-0.13494844920662752
block,B06,log10_unfit,L2_Aall,L2_none,,7,-2.2236353228689238,-2.6195230406838363,0.3958877178149125
block,B06,log10_unfit,L2_Aall,L2_none,,8,-2.3559697080245368,-7.4336615632250584,5.0776918552005217
block,B06,log10_unfit,L2_Aall,L2_none,,9,-2.4786081398650679,-6.6480697632285617,4.1694616233634942
block,B06,strict_dead_frac,L2_A1,L2_none,1,0,0.28539999999999999,0.79519999999999991,-0.50979999999999992
block,B06,strict_dead_frac,L2_A1,L2_none,1,1,0.2278,0.79280000000000006,-0.56500000000000006
block,B06,strict_dead_frac,L2_A1,L2_none,1,2,0.21719999999999998,0.8488,-0.63160000000000005
block,B06,strict_dead_frac,L2_A1,L2_none,1,3,0.24160000000000001,0.7238,-0.48219999999999996
block,B06,strict_dead_frac,L2_A1,L2_none,1,4,0.35839999999999994,0.72180000000000011,-0.36340000000000017
block,B06,strict_dead_frac,L2_A1,L2_none,1,5,0.22080000000000002,0.72319999999999995,-0.50239999999999996
block,B06,strict_dead_frac,L2_A1,L2_none,1,6,0.24780000000000002,0.76439999999999997,-0.51659999999999995
block,B06,strict_dead_frac,L2_A1,L2_none,1,7,0.26839999999999997,0.82779999999999998,-0.55940000000000001
block,B06,strict_dead_frac,L2_A1,L2_none,1,8,0.32119999999999999,0.69220000000000004,-0.37100000000000005
block,B06,strict_dead_frac,L2_A1,L2_none,1,9,0.28420000000000001,0.7994,-0.51519999999999999
block,B06,strict_dead_frac,L2_A1,L2_none,2,0,0.89260000000000006,0.8448,0.047800000000000065
block,B06,strict_dead_frac,L2_A1,L2_none,2,1,0.87760000000000005,0.85699999999999998,0.020600000000000063
block,B06,strict_dead_frac,L2_A1,L2_none,2,2,0.92320000000000002,0.88040000000000007,0.042799999999999949
block,B06,strict_dead_frac,L2_A1,L2_none,2,3,0.90659999999999996,0.78180000000000005,0.12479999999999991
block,B06,strict_dead_frac,L2_A1,L2_none,2,4,0.8862000000000001,0.86060000000000003,0.025600000000000067
block,B06,strict_dead_frac,L2_A1,L2_none,2,5,0.86140000000000005,0.79700000000000004,0.064400000000000013
