seed,boundary_step,step_post,pair_index,n_old,n_new,overlap,flipped_bit,n_flipped_bits,flip_direction,q_other_ones,c_formula,c_direct,n_risk_005,n_death_005,r005,n_risk_strict,n_death_strict,r_strict
2,210000,210001,4310,6,5,5,13,1,-1,5,0.9284766908852593,0.9284766908852593,38,1,0.02631578947368421,43,1,0.023255813953488372
2,220000,220001,4520,5,6,5,13,1,1,5,0.9284766908852593,0.9284766908852593,50,9,0.18,58,8,0.13793103448275862
2,230000,230001,4730,6,7,6,10,1,1,6,0.9374368665610922,0.9374368665610922,37,3,0.08108108108108109,42,6,0.14285714285714285
2,240000,240001,4940,7,6,6,5,1,-1,6,0.9374368665610922,0.9374368665610922,35,2,0.05714285714285714,38,2,0.05263157894736842
2,250000,250001,5150,6,5,5,7,1,-1,5,0.9284766908852593,0.9284766908852593,36,3,0.08333333333333333,41,1,0.024390243902439025
2,260000,260001,5360,5,6,5,4,1,1,5,0.9284766908852593,0.9284766908852593,43,7,0.16279069767441862,45,6,0.13333333333333333
2,270000,270001,5570,6,7,6,5,1,1,6,0.9374368665610922,0.9374368665610922,29,7,0.2413793103448276,33,5,0.15151515151515152
2,280000,280001,5780,7,6,6,2,1,-1,6,0.9374368665610922,0.9374368665610922,18,0,0.0,20,1,0.05
2,290000,290001,5990,6,5,5,5,1,-1,5,0.9284766908852593,0.9284766908852593,13,0,0.0,19,1,0.05263157894736842
2,300000,300001,6200,5,6,5,8,1,1,5,0.9284766908852593,0.9284766908852593,17,2,0.11764705882352941,24,1,0.041666666666666664
2,310000,310001,6410,6,7,6,11,1,1,6,0.9374368665610922,0.9374368665610922,18,1,0.05555555555555555,22,1,0.045454545454545456
2,320000,320001,6620,7,8,7,9,1,1,7,0.9444002816030351,0.9444002816030351,22,2,0.09090909090909091,26,3,0.11538461538461539
2,330000,330001,6830,8,9,8,3,1,1,8,0.9499679070317291,0.9499679070317292,12,0,0.0,15,0,0.0
2,340000,340001,7040,9,10,9,5,1,1,9,0.9545214042184236,0.9545214042184236,11,2,0.18181818181818182,13,0,0.0
2,350000,350001,7250,10,11,10,6,1,1,10,0.9583148474999099,0.9583148474999099,3,0,0.0,4,0,0.0
2,360000,360001,7460,11,10,10,12,1,-1,10,0.9583148474999099,0.9583148474999099,5,0,0.0,5,0,0.0
2,370000,370001,7670,10,9,9,13,1,-1,9,0.9545214042184236,0.9545214042184236,6,0,0.0,7,0,0.0
2,380000,380001,7880,9,8,8,1,1,-1,8,0.9499679070317291,0.9499679070317292,6,0,0.0,14,1,0.07142857142857142
2,390000,390001,8090,8,7,7,4,1,-1,7,0.9444002816030351,0.9444002816030351,16,1,0.0625,19,0,0.0
2,400000,400001,8300,7,8,7,1,1,1,7,0.9444002816030351,0.9444002816030351,17,1,0.058823529411764705,28,3,0.10714285714285714
2,410000,410001,8510,8,7,7,10,1,-1,7,0.9444002816030351,0.9444002816030351,12,0,0.0,16,0,0.0
2,420000,420001,8720,7,8,7,4,1,1,7,0.9444002816030351,0.9444002816030351,21,5,0.23809523809523808,29,5,0.1724137931034483
2,430000,430001,8930,8,7,7,6,1,-1,7,0.9444002816030351,0.9444002816030351,12,0,0.0,16,0,0.0
2,440000,440001,9140,7,8,7,0,1,1,7,0.9444002816030351,0.9444002816030351,11,1,0.09090909090909091,19,4,0.21052631578947367
2,450000,450001,9350,8,9,8,10,1,1,8,0.9499679070317291,0.9499679070317292,9,1,0.1111111111111111,14,1,0.07142857142857142
2,460000,460001,9560,9,10,9,13,1,1,9,0.9545214042184236,0.9545214042184236,3,0,0.0,4,0,0.0
2,470000,470001,9770,10,9,9,9,1,-1,9,0.9545214042184236,0.9545214042184236,0,0,,1,0,0.0
2,480000,480001,9980,9,8,8,3,1,-1,8,0.9499679070317291,0.9499679070317292,2,0,0.0,5,0,0.0
2,490000,490001,10190,8,9,8,14,1,1,8,0.9499679070317291,0.9499679070317292,4,1,0.25,7,0,0.0
2,500000,500001,10400,9,8,8,4,1,-1,8,0.9499679070317291,0.9499679070317292,3,0,0.0,6,0,0.0
2,510000,510001,10610,8,9,8,6,1,1,8,0.9499679070317291,0.9499679070317292,6,3,0.5,9,0,0.0
2,520000,520001,10820,9,8,8,6,1,-1,8,0.9499679070317291,0.9499679070317292,1,0,0.0,5,0,0.0
2,530000,530001,11030,8,7,7,1,1,-1,7,0.9444002816030351,0.9444002816030351,4,0,0.0,8,0,0.0
2,540000,540001,11240,7,6,6,14,1,-1,6,0.9374368665610922,0.9374368665610922,14,6,0.42857142857142855,23,2,0.08695652173913043
2,550000,550001,11450,6,5,5,10,1,-1,5,0.9284766908852593,0.9284766908852593,9,0,0.0,18,0,0.0
2,560000,560001,11660,5,4,4,0,1,-1,4,0.9165151389911681,0.9165151389911681,18,2,0.1111111111111111,28,2,0.07142857142857142
2,570000,570001,11870,4,5,4,2,1,1,4,0.9165151389911681,0.9165151389911681,20,4,0.2,35,3,0.08571428571428572
2,580000,580001,12080,5,4,4,5,1,-1,4,0.9165151389911681,0.9165151389911681,16,0,0.0,30,0,0.0
2,590000,590001,12290,4,5,4,6,1,1,4,0.9165151389911681,0.9165151389911681,27,8,0.2962962962962963,54,12,0.2222222222222222
2,600000,600001,12500,5,4,4,8,1,-1,4,0.9165151389911681,0.9165151389911681,21,2,0.09523809523809523,37,2,0.05405405405405406
2,610000,610001,12710,4,3,3,2,1,-1,3,0.8997354108424374,0.8997354108424374,22,1,0.045454545454545456,41,0,0.0
2,620000,620001,12920,3,2,2,6,1,-1,2,0.8744746321952062,0.8744746321952063,25,1,0.04,49,2,0.04081632653061224
2,630000,630001,13130,2,3,2,8,1,1,2,0.8744746321952062,0.8744746321952063,39,12,0.3076923076923077,60,8,0.13333333333333333
2,640000,640001,13340,3,2,2,11,1,-1,2,0.8744746321952062,0.8744746321952063,26,4,0.15384615384615385,48,3,0.0625
2,650000,650001,13550,2,3,2,9,1,1,2,0.8744746321952062,0.8744746321952063,27,9,0.3333333333333333,55,14,0.2545454545454545
2,660000,660001,13760,3,4,3,14,1,1,3,0.8997354108424374,0.8997354108424374,18,2,0.1111111111111111,35,4,0.11428571428571428
2,670000,670001,13970,4,5,4,12,1,1,4,0.9165151389911681,0.9165151389911681,18,3,0.16666666666666666,27,3,0.1111111111111111
2,680000,680001,14180,5,6,5,6,1,1,5,0.9284766908852593,0.9284766908852593,11,2,0.18181818181818182,22,4,0.18181818181818182
2,690000,690001,14390,6,7,6,7,1,1,6,0.9374368665610922,0.9374368665610922,11,0,0.0,14,1,0.07142857142857142
2,700000,700001,14600,7,8,7,10,1,1,7,0.9444002816030351,0.9444002816030351,7,1,0.14285714285714285,11,0,0.0
2,710000,710001,14810,8,7,7,6,1,-1,7,0.9444002816030351,0.9444002816030351,9,2,0.2222222222222222,13,2,0.15384615384615385
2,720000,720001,15020,7,6,6,10,1,-1,6,0.9374368665610922,0.9374368665610922,9,0,0.0,11,0,0.0
2,730000,730001,15230,6,5,5,12,1,-1,5,0.9284766908852593,0.9284766908852593,12,2,0.16666666666666666,15,0,0.0
2,740000,740001,15440,5,4,4,8,1,-1,4,0.9165151389911681,0.9165151389911681,10,1,0.1,12,0,0.0
2,750000,750001,15650,4,5,4,11,1,1,4,0.9165151389911681,0.9165151389911681,15,1,0.06666666666666667,29,6,0.20689655172413793
2,760000,760001,15860,5,6,5,10,1,1,5,0.9284766908852593,0.9284766908852593,13,5,0.38461538461538464,18,3,0.16666666666666666
2,770000,770001,16070,6,5,5,13,1,-1,5,0.9284766908852593,0.9284766908852593,8,0,0.0,12,0,0.0
2,780000,780001,16280,5,6,5,3,1,1,5,0.9284766908852593,0.9284766908852593,20,6,0.3,27,2,0.07407407407407407
2,790000,790001,16490,6,7,6,1,1,1,6,0.9374368665610922,0.9374368665610922,17,6,0.35294117647058826,23,5,0.21739130434782608
2,800000,800001,16700,7,8,7,4,1,1,7,0.9444002816030351,0.9444002816030351,10,1,0.1,11,1,0.09090909090909091
2,810000,810001,16910,8,7,7,3,1,-1,7,0.9444002816030351,0.9444002816030351,7,0,0.0,8,0,0.0
2,820000,820001,17120,7,8,7,2,1,1,7,0.9444002816030351,0.9444002816030351,6,1,0.16666666666666666,11,1,0.09090909090909091
2,830000,830001,17330,8,7,7,14,1,-1,7,0.9444002816030351,0.9444002816030351,5,0,0.0,7,0,0.0
2,840000,840001,17540,7,8,7,13,1,1,7,0.9444002816030351,0.9444002816030351,5,1,0.2,10,3,0.3
2,850000,850001,17750,8,9,8,8,1,1,8,0.9499679070317291,0.9499679070317292,6,0,0.0,7,0,0.0
2,860000,860001,17960,9,8,8,13,1,-1,8,0.9499679070317291,0.9499679070317292,6,0,0.0,6,0,0.0
2,870000,870001,18170,8,9,8,0,1,1,8,0.9499679070317291,0.9499679070317292,6,0,0.0,7,0,0.0
2,880000,880001,18380,9,10,9,14,1,1,9,0.9545214042184236,0.9545214042184236,7,0,0.0,10,1,0.1
2,890000,890001,18590,10,9,9,1,1,-1,9,0.9545214042184236,0.9545214042184236,4,0,0.0,6,0,0.0
2,900000,900001,18800,9,8,8,2,1,-1,8,0.9499679070317291,0.9499679070317292,1,0,0.0,8,0,0.0
2,910000,910001,19010,8,9,8,1,1,1,8,0.9499679070317291,0.9499679070317292,1,0,0.0,7,2,0.2857142857142857
2,920000,920001,19220,9,10,9,12,1,1,9,0.9545214042184236,0.9545214042184236,2,0,0.0,4,1,0.25
2,930000,930001,19430,10,9,9,1,1,-1,9,0.9545214042184236,0.9545214042184236,2,0,0.0,3,0,0.0
2,940000,940001,19640,9,10,9,1,1,1,9,0.9545214042184236,0.9545214042184236,1,0,0.0,3,2,0.6666666666666666
2,950000,950001,19850,10,9,9,4,1,-1,9,0.9545214042184236,0.9545214042184236,1,0,0.0,1,0,0.0
2,960000,960001,20060,9,8,8,14,1,-1,8,0.9499679070317291,0.9499679070317292,3,0,0.0,3,0,0.0
2,970000,970001,20270,8,7,7,9,1,-1,7,0.9444002816030351,0.9444002816030351,4,0,0.0,6,0,0.0
2,980000,980001,20480,7,8,7,9,1,1,7,0.9444002816030351,0.9444002816030351,5,0,0.0,8,2,0.25
2,990000,990001,20690,8,7,7,11,1,-1,7,0.9444002816030351,0.9444002816030351,4,0,0.0,4,0,0.0
3,10000,10001,110,6,7,6,8,1,1,6,0.9374368665610922,0.9374368665610922,73,7,0.0958904109589041,74,6,0.08108108108108109
3,20000,20001,320,7,6,6,11,1,-1,6,0.9374368665610922,0.9374368665610922,63,1,0.015873015873015872,63,1,0.015873015873015872
3,30000,30001,530,6,7,6,0,1,1,6,0.9374368665610922,0.9374368665610922,69,9,0.13043478260869565,70,5,0.07142857142857142
3,40000,40001,740,7,6,6,10,1,-1,6,0.9374368665610922,0.9374368665610922,63,3,0.047619047619047616,65,2,0.03076923076923077
3,50000,50001,950,6,7,6,10,1,1,6,0.9374368665610922,0.9374368665610922,62,7,0.11290322580645161,68,4,0.058823529411764705
3,60000,60001,1160,7,8,7,3,1,1,7,0.9444002816030351,0.9444002816030351,59,7,0.11864406779661017,64,5,0.078125
3,70000,70001,1370,8,7,7,10,1,-1,7,0.9444002816030351,0.9444002816030351,53,5,0.09433962264150944,58,1,0.017241379310344827
3,80000,80001,1580,7,6,6,12,1,-1,6,0.9374368665610922,0.9374368665610922,50,2,0.04,53,2,0.03773584905660377
3,90000,90001,1790,6,7,6,5,1,1,6,0.9374368665610922,0.9374368665610922,42,4,0.09523809523809523,47,4,0.0851063829787234
3,100000,100001,2000,7,8,7,13,1,1,7,0.9444002816030351,0.9444002816030351,43,3,0.06976744186046512,47,2,0.0425531914893617
3,110000,110001,2210,8,7,7,3,1,-1,7,0.9444002816030351,0.9444002816030351,35,3,0.08571428571428572,40,1,0.025
3,120000,120001,2420,7,6,6,7,1,-1,6,0.9374368665610922,0.9374368665610922,37,2,0.05405405405405406,41,0,0.0
3,130000,130001,2630,6,5,5,13,1,-1,5,0.9284766908852593,0.9284766908852593,37,3,0.08108108108108109,42,2,0.047619047619047616
3,140000,140001,2840,5,6,5,7,1,1,5,0.9284766908852593,0.9284766908852593,34,6,0.17647058823529413,39,5,0.1282051282051282
3,150000,150001,3050,6,7,6,12,1,1,6,0.9374368665610922,0.9374368665610922,31,6,0.1935483870967742,32,2,0.0625
3,160000,160001,3260,7,8,7,2,1,1,7,0.9444002816030351,0.9444002816030351,22,2,0.09090909090909091,25,1,0.04
3,170000,170001,3470,8,9,8,13,1,1,8,0.9499679070317291,0.9499679070317292,20,1,0.05,21,1,0.047619047619047616
3,180000,180001,3680,9,10,9,3,1,1,9,0.9545214042184236,0.9545214042184236,11,1,0.09090909090909091,15,0,0.0
3,190000,190001,3890,10,9,9,7,1,-1,9,0.9545214042184236,0.9545214042184236,4,0,0.0,6,0,0.0
3,200000,200001,4100,9,10,9,7,1,1,9,0.9545214042184236,0.9545214042184236,8,4,0.5,13,4,0.3076923076923077
3,210000,210001,4310,10,11,10,9,1,1,10,0.9583148474999099,0.9583148474999099,1,0,0.0,2,0,0.0
3,220000,220001,4520,11,10,10,5,1,-1,10,0.9583148474999099,0.9583148474999099,7,0,0.0,9,0,0.0
3,230000,230001,4730,10,9,9,9,1,-1,9,0.9545214042184236,0.9545214042184236,9,2,0.2222222222222222,10,1,0.1
3,240000,240001,4940,9,8,8,3,1,-1,8,0.9499679070317291,0.9499679070317292,4,0,0.0,5,0,0.0
3,250000,250001,5150,8,7,7,0,1,-1,7,0.9444002816030351,0.9444002816030351,4,0,0.0,5,0,0.0
3,260000,260001,5360,7,8,7,6,1,1,7,0.9444002816030351,0.9444002816030351,8,2,0.25,13,1,0.07692307692307693
3,270000,270001,5570,8,9,8,11,1,1,8,0.9499679070317291,0.9499679070317292,12,1,0.08333333333333333,17,1,0.058823529411764705
3,280000,280001,5780,9,10,9,5,1,1,9,0.9545214042184236,0.9545214042184236,10,1,0.1,11,0,0.0
3,290000,290001,5990,10,9,9,7,1,-1,9,0.9545214042184236,0.9545214042184236,7,0,0.0,11,0,0.0
3,300000,300001,6200,9,10,9,14,1,1,9,0.9545214042184236,0.9545214042184236,8,0,0.0,11,1,0.09090909090909091
3,310000,310001,6410,10,9,9,2,1,-1,9,0.9545214042184236,0.9545214042184236,8,0,0.0,11,1,0.09090909090909091
3,320000,320001,6620,9,10,9,0,1,1,9,0.9545214042184236,0.9545214042184236,8,2,0.25,13,2,0.15384615384615385
3,330000,330001,6830,10,9,9,1,1,-1,9,0.9545214042184236,0.9545214042184236,6,0,0.0,10,0,0.0
3,340000,340001,7040,9,10,9,2,1,1,9,0.9545214042184236,0.9545214042184236,10,0,0.0,19,4,0.21052631578947367
3,350000,350001,7250,10,9,9,0,1,-1,9,0.9545214042184236,0.9545214042184236,8,0,0.0,9,0,0.0
3,360000,360001,7460,9,8,8,12,1,-1,8,0.9499679070317291,0.9499679070317292,14,0,0.0,17,0,0.0
3,370000,370001,7670,8,9,8,7,1,1,8,0.9499679070317291,0.9499679070317292,17,3,0.17647058823529413,19,2,0.10526315789473684
3,380000,380001,7880,9,8,8,5,1,-1,8,0.9499679070317291,0.9499679070317292,12,0,0.0,14,0,0.0
3,390000,390001,8090,8,7,7,8,1,-1,7,0.9444002816030351,0.9444002816030351,14,0,0.0,20,0,0.0
3,400000,400001,8300,7,8,7,0,1,1,7,0.9444002816030351,0.9444002816030351,23,7,0.30434782608695654,28,3,0.10714285714285714
3,410000,410001,8510,8,7,7,11,1,-1,7,0.9444002816030351,0.9444002816030351,14,0,0.0,14,0,0.0
3,420000,420001,8720,7,8,7,9,1,1,7,0.9444002816030351,0.9444002816030351,14,2,0.14285714285714285,18,0,0.0
3,430000,430001,8930,8,7,7,7,1,-1,7,0.9444002816030351,0.9444002816030351,7,0,0.0,12,0,0.0
3,440000,440001,9140,7,8,7,8,1,1,7,0.9444002816030351,0.9444002816030351,8,2,0.25,19,2,0.10526315789473684
3,450000,450001,9350,8,9,8,5,1,1,8,0.9499679070317291,0.9499679070317292,5,0,0.0,10,1,0.1
3,460000,460001,9560,9,10,9,1,1,1,9,0.9545214042184236,0.9545214042184236,4,1,0.25,6,0,0.0
3,470000,470001,9770,10,11,10,11,1,1,10,0.9583148474999099,0.9583148474999099,2,0,0.0,2,0,0.0
3,480000,480001,9980,11,10,10,13,1,-1,10,0.9583148474999099,0.9583148474999099,3,0,0.0,3,0,0.0
3,490000,490001,10190,10,9,9,4,1,-1,9,0.9545214042184236,0.9545214042184236,3,0,0.0,4,0,0.0
3,500000,500001,10400,9,8,8,14,1,-1,8,0.9499679070317291,0.9499679070317292,4,0,0.0,6,0,0.0
3,510000,510001,10610,8,9,8,4,1,1,8,0.9499679070317291,0.9499679070317292,5,2,0.4,10,5,0.5
3,520000,520001,10820,9,10,9,12,1,1,9,0.9545214042184236,0.9545214042184236,2,1,0.5,4,2,0.5
3,530000,530001,11030,10,9,9,8,1,-1,9,0.9545214042184236,0.9545214042184236,1,0,0.0,1,0,0.0
3,540000,540001,11240,9,8,8,4,1,-1,8,0.9499679070317291,0.9499679070317292,1,0,0.0,1,0,0.0
3,550000,550001,11450,8,7,7,1,1,-1,7,0.9444002816030351,0.9444002816030351,1,0,0.0,7,0,0.0
3,560000,560001,11660,7,6,6,5,1,-1,6,0.9374368665610922,0.9374368665610922,6,3,0.5,19,1,0.05263157894736842
3,570000,570001,11870,6,7,6,10,1,1,6,0.9374368665610922,0.9374368665610922,8,2,0.25,16,1,0.0625
3,580000,580001,12080,7,8,7,1,1,1,7,0.9444002816030351,0.9444002816030351,9,1,0.1111111111111111,13,2,0.15384615384615385
3,590000,590001,12290,8,7,7,9,1,-1,7,0.9444002816030351,0.9444002816030351,5,0,0.0,5,0,0.0
3,600000,600001,12500,7,6,6,6,1,-1,6,0.9374368665610922,0.9374368665610922,7,0,0.0,10,0,0.0
3,610000,610001,12710,6,7,6,9,1,1,6,0.9374368665610922,0.9374368665610922,14,2,0.14285714285714285,17,0,0.0
3,620000,620001,12920,7,8,7,8,1,1,7,0.9444002816030351,0.9444002816030351,9,2,0.2222222222222222,11,2,0.18181818181818182
3,630000,630001,13130,8,7,7,8,1,-1,7,0.9444002816030351,0.9444002816030351,5,0,0.0,8,0,0.0
3,640000,640001,13340,7,8,7,4,1,1,7,0.9444002816030351,0.9444002816030351,10,4,0.4,11,2,0.18181818181818182
3,650000,650001,13550,8,9,8,13,1,1,8,0.9499679070317291,0.9499679070317292,3,0,0.0,4,0,0.0
3,660000,660001,13760,9,8,8,2,1,-1,8,0.9499679070317291,0.9499679070317292,1,0,0.0,2,0,0.0
3,670000,670001,13970,8,7,7,4,1,-1,7,0.9444002816030351,0.9444002816030351,2,0,0.0,2,0,0.0
3,680000,680001,14180,7,6,6,9,1,-1,6,0.9374368665610922,0.9374368665610922,8,0,0.0,11,0,0.0
3,690000,690001,14390,6,7,6,6,1,1,6,0.9374368665610922,0.9374368665610922,10,0,0.0,13,1,0.07692307692307693
3,700000,700001,14600,7,8,7,5,1,1,7,0.9444002816030351,0.9444002816030351,7,0,0.0,8,0,0.0
3,710000,710001,14810,8,9,8,9,1,1,8,0.9499679070317291,0.9499679070317292,7,1,0.14285714285714285,8,0,0.0
3,720000,720001,15020,9,8,8,11,1,-1,8,0.9499679070317291,0.9499679070317292,5,0,0.0,7,0,0.0
3,730000,730001,15230,8,9,8,7,1,1,8,0.9499679070317291,0.9499679070317292,7,1,0.14285714285714285,7,0,0.0
3,740000,740001,15440,9,10,9,11,1,1,9,0.9545214042184236,0.9545214042184236,6,0,0.0,7,0,0.0
3,750000,750001,15650,10,11,10,14,1,1,10,0.9583148474999099,0.9583148474999099,5,0,0.0,6,0,0.0
3,760000,760001,15860,11,10,10,7,1,-1,10,0.9583148474999099,0.9583148474999099,4,0,0.0,6,0,0.0
3,770000,770001,16070,10,9,9,14,1,-1,9,0.9545214042184236,0.9545214042184236,4,0,0.0,4,0,0.0
3,780000,780001,16280,9,8,8,0,1,-1,8,0.9499679070317291,0.9499679070317292,3,0,0.0,4,0,0.0
3,790000,790001,16490,8,9,8,0,1,1,8,0.9499679070317291,0.9499679070317292,5,1,0.2,6,0,0.0
3,800000,800001,16700,9,10,9,4,1,1,9,0.9545214042184236,0.9545214042184236,2,0,0.0,2,0,0.0
3,810000,810001,16910,10,11,10,2,1,1,10,0.9583148474999099,0.9583148474999099,2,0,0.0,2,0,0.0
3,820000,820001,17120,11,10,10,0,1,-1,10,0.9583148474999099,0.9583148474999099,1,0,0.0,1,0,0.0
3,830000,830001,17330,10,9,9,2,1,-1,9,0.9545214042184236,0.9545214042184236,2,0,0.0,2,0,0.0
3,840000,840001,17540,9,10,9,0,1,1,9,0.9545214042184236,0.9545214042184236,1,0,0.0,2,1,0.5
3,850000,850001,17750,10,11,10,7,1,1,10,0.9583148474999099,0.9583148474999099,1,0,0.0,1,0,0.0
3,860000,860001,17960,11,12,11,2,1,1,11,0.9615239476408232,0.9615239476408232,1,0,0.0,1,0,0.0
3,870000,870001,18170,12,11,11,0,1,-1,11,0.9615239476408232,0.9615239476408232,1,0,0.0,1,0,0.0
3,880000,880001,18380,11,10,10,2,1,-1,10,0.9583148474999099,0.9583148474999099,0,0,,1,0,0.0
3,890000,890001,18590,10,11,10,14,1,1,10,0.9583148474999099,0.9583148474999099,1,1,1.0,2,0,0.0
3,900000,900001,18800,11,10,10,7,1,-1,10,0.9583148474999099,0.9583148474999099,0,0,,2,0,0.0
3,910000,910001,19010,10,9,9,11,1,-1,9,0.9545214042184236,0.9545214042184236,0,0,,2,0,0.0
3,920000,920001,19220,9,8,8,5,1,-1,8,0.9499679070317291,0.9499679070317292,1,0,0.0,3,0,0.0
3,930000,930001,19430,8,7,7,4,1,-1,7,0.9444002816030351,0.9444002816030351,1,0,0.0,5,0,0.0
3,940000,940001,19640,7,8,7,5,1,1,7,0.9444002816030351,0.9444002816030351,3,0,0.0,11,3,0.2727272727272727
3,950000,950001,19850,8,9,8,11,1,1,8,0.9499679070317291,0.9499679070317292,1,0,0.0,6,1,0.16666666666666666
3,960000,960001,20060,9,10,9,8,1,1,9,0.9545214042184236,0.9545214042184236,1,0,0.0,2,0,0.0
3,970000,970001,20270,10,9,9,14,1,-1,9,0.9545214042184236,0.9545214042184236,1,0,0.0,1,0,0.0
3,980000,980001,20480,9,8,8,5,1,-1,8,0.9499679070317291,0.9499679070317292,1,0,0.0,2,0,0.0
3,990000,990001,20690,8,9,8,2,1,1,8,0.9499679070317291,0.9499679070317292,2,0,0.0,4,1,0.25
4,10000,10001,110,8,9,8,7,1,1,8,0.9499679070317291,0.9499679070317292,71,7,0.09859154929577464,71,4,0.056338028169014086
4,20000,20001,320,9,10,9,13,1,1,9,0.9545214042184236,0.9545214042184236,60,6,0.1,62,4,0.06451612903225806
4,30000,30001,530,10,9,9,3,1,-1,9,0.9545214042184236,0.9545214042184236,51,3,0.058823529411764705,56,1,0.017857142857142856
4,40000,40001,740,9,8,8,5,1,-1,8,0.9499679070317291,0.9499679070317292,46,7,0.15217391304347827,46,3,0.06521739130434782
4,50000,50001,950,8,7,7,0,1,-1,7,0.9444002816030351,0.9444002816030351,41,3,0.07317073170731707,46,1,0.021739130434782608
4,60000,60001,1160,7,6,6,1,1,-1,6,0.9374368665610922,0.9374368665610922,37,4,0.10810810810810811,47,2,0.0425531914893617
4,70000,70001,1370,6,5,5,2,1,-1,5,0.9284766908852593,0.9284766908852593,35,5,0.14285714285714285,43,3,0.06976744186046512
4,80000,80001,1580,5,4,4,11,1,-1,4,0.9165151389911681,0.9165151389911681,33,6,0.18181818181818182,36,2,0.05555555555555555
4,90000,90001,1790,4,5,4,10,1,1,4,0.9165151389911681,0.9165151389911681,37,4,0.10810810810810811,47,0,0.0
4,100000,100001,2000,5,6,5,1,1,1,5,0.9284766908852593,0.9284766908852593,40,7,0.175,46,6,0.13043478260869565
4,110000,110001,2210,6,7,6,4,1,1,6,0.9374368665610922,0.9374368665610922,35,3,0.08571428571428572,38,0,0.0
4,120000,120001,2420,7,8,7,9,1,1,7,0.9444002816030351,0.9444002816030351,35,6,0.17142857142857143,37,2,0.05405405405405406
4,130000,130001,2630,8,7,7,12,1,-1,7,0.9444002816030351,0.9444002816030351,30,4,0.13333333333333333,34,2,0.058823529411764705
4,140000,140001,2840,7,8,7,11,1,1,7,0.9444002816030351,0.9444002816030351,28,3,0.10714285714285714,29,2,0.06896551724137931
4,150000,150001,3050,8,9,8,2,1,1,8,0.9499679070317291,0.9499679070317292,24,8,0.3333333333333333,25,3,0.12
4,160000,160001,3260,9,10,9,0,1,1,9,0.9545214042184236,0.9545214042184236,18,2,0.1111111111111111,20,1,0.05
4,170000,170001,3470,10,11,10,6,1,1,10,0.9583148474999099,0.9583148474999099,6,0,0.0,6,0,0.0
4,180000,180001,3680,11,12,11,5,1,1,11,0.9615239476408232,0.9615239476408232,9,1,0.1111111111111111,11,0,0.0
4,190000,190001,3890,12,13,12,3,1,1,12,0.964274111134126,0.964274111134126,3,0,0.0,3,0,0.0
4,200000,200001,4100,13,12,12,14,1,-1,12,0.964274111134126,0.964274111134126,6,0,0.0,6,0,0.0
4,210000,210001,4310,12,11,11,5,1,-1,11,0.9615239476408232,0.9615239476408232,5,0,0.0,8,0,0.0
4,220000,220001,4520,11,10,10,11,1,-1,10,0.9583148474999099,0.9583148474999099,9,1,0.1111111111111111,11,1,0.09090909090909091
4,230000,230001,4730,10,9,9,13,1,-1,9,0.9545214042184236,0.9545214042184236,13,1,0.07692307692307693,16,1,0.0625
4,240000,240001,4940,9,10,9,11,1,1,9,0.9545214042184236,0.9545214042184236,13,3,0.23076923076923078,17,4,0.23529411764705882
4,250000,250001,5150,10,9,9,0,1,-1,9,0.9545214042184236,0.9545214042184236,8,0,0.0,9,0,0.0
4,260000,260001,5360,9,8,8,3,1,-1,8,0.9499679070317291,0.9499679070317292,9,0,0.0,11,0,0.0
4,270000,270001,5570,8,9,8,13,1,1,8,0.9499679070317291,0.9499679070317292,17,2,0.11764705882352941,23,6,0.2608695652173913
4,280000,280001,5780,9,10,9,8,1,1,9,0.9545214042184236,0.9545214042184236,7,0,0.0,7,0,0.0
4,290000,290001,5990,10,11,10,14,1,1,10,0.9583148474999099,0.9583148474999099,12,0,0.0,12,0,0.0
4,300000,300001,6200,11,10,10,4,1,-1,10,0.9583148474999099,0.9583148474999099,6,0,0.0,7,0,0.0
4,310000,310001,6410,10,9,9,9,1,-1,9,0.9545214042184236,0.9545214042184236,2,0,0.0,7,0,0.0
4,320000,320001,6620,9,8,8,6,1,-1,8,0.9499679070317291,0.9499679070317292,8,1,0.125,11,0,0.0
4,330000,330001,6830,8,7,7,2,1,-1,7,0.9444002816030351,0.9444002816030351,4,0,0.0,11,0,0.0
4,340000,340001,7040,7,6,6,10,1,-1,6,0.9374368665610922,0.9374368665610922,8,1,0.125,20,0,0.0
4,350000,350001,7250,6,7,6,10,1,1,6,0.9374368665610922,0.9374368665610922,11,3,0.2727272727272727,17,2,0.11764705882352941
4,360000,360001,7460,7,6,6,1,1,-1,6,0.9374368665610922,0.9374368665610922,5,0,0.0,8,0,0.0
4,370000,370001,7670,6,7,6,6,1,1,6,0.9374368665610922,0.9374368665610922,11,1,0.09090909090909091,18,2,0.1111111111111111
4,380000,380001,7880,7,8,7,12,1,1,7,0.9444002816030351,0.9444002816030351,11,0,0.0,14,1,0.07142857142857142
4,390000,390001,8090,8,7,7,8,1,-1,7,0.9444002816030351,0.9444002816030351,5,0,0.0,7,0,0.0
4,400000,400001,8300,7,8,7,1,1,1,7,0.9444002816030351,0.9444002816030351,8,0,0.0,8,0,0.0
4,410000,410001,8510,8,9,8,4,1,1,8,0.9499679070317291,0.9499679070317292,5,0,0.0,9,0,0.0
4,420000,420001,8720,9,10,9,3,1,1,9,0.9545214042184236,0.9545214042184236,4,1,0.25,7,1,0.14285714285714285
