a,start,seed,geometry,phase_start,phase_end,nupdates,erosion,recovery,injection,inward,net,self_linear,rest_linear
0.55,0,6,variance,1000,10000,9000,2.1182683390544836,2.1322375195793275,0.029228239173085292,-0.01396918052484386,0.04319741969792901,-1.9281781178023158,1.9421472477753319
0.55,0,7,variance,0,20,20,0.011085806477782473,0.010152428993689623,0.0003261442418849785,0.00093337748409285,-0.0006072332422078722,-0.004359358110613047,0.003425978676394948
0.55,0,7,variance,20,100,80,0.036589086260704735,0.032869825135974154,0.0009253131023950308,0.0037192611247305815,-0.0027939480223355476,-0.012757138946829418,0.009037881617510036
0.55,0,7,variance,100,1000,900,0.2026104530524902,0.1955598378733154,0.003021163271311966,0.007050615179174796,-0.00402945190786283,-0.08347241932844475,0.07642181445393306
0.55,0,7,variance,1000,10000,9000,1.8044158060551017,1.8184704135248357,0.02298601019916721,-0.014054607469734082,0.03704061766890132,-1.3747309472729146,1.3887855546543393
0.55,0,8,variance,0,20,20,0.011171707198844968,0.010142771287867617,0.00040091684222444207,0.0010289359109773508,-0.0006280190687529084,-0.0042880863482022006,0.0032591524534318628
0.55,0,8,variance,20,100,80,0.031888144143463845,0.02775054167459996,0.0007914314567521301,0.004137602468863886,-0.0033461710121117545,-0.01299276997735794,0.008855167847069864
0.55,0,8,variance,100,1000,900,0.16686777556733967,0.15904941554977928,0.00244775763576389,0.007818360017560394,-0.005370602381796513,-0.08824581585015313,0.08042745761073838
0.55,0,8,variance,1000,10000,9000,1.6834211182095564,1.700710298944772,0.02384339870113415,-0.01728918073521557,0.04113257943634974,-1.664961817461301,1.682251048394035
0.55,0,9,variance,0,20,20,0.014159311298850067,0.012138377064930995,0.000499921623349797,0.002020934233919072,-0.0015210126105692744,-0.006505202491220388,0.004484268846421257
0.55,0,9,variance,20,100,80,0.04056762339526193,0.0351258988864627,0.0010259080886818167,0.005441724508799234,-0.004415816420117416,-0.017396019548869407,0.011954297397353817
0.55,0,9,variance,100,1000,900,0.2381230094091789,0.223014722673527,0.003927127376291791,0.015108286735651899,-0.011181159359360121,-0.10638419304345692,0.09127593183887732
0.55,0,9,variance,1000,10000,9000,2.786324243236062,2.784584370611042,0.04894666353486763,0.0017398726250199559,0.047206790909847474,-2.4307595360374608,2.429019727085418
0.6,0,0,full,0,20,20,0.032845780609720876,0.02612669134322109,0.0035121971604402157,0.006719089266499785,-0.0032068921060595702,0.0,0.0
0.6,0,0,full,20,100,80,0.09881034427319385,0.0814176064684946,0.007745933886129536,0.017392737804699257,-0.009646803918569716,0.0,0.0
0.6,0,0,full,100,1000,900,0.5915976791490705,0.5316880186027816,0.03122968141551109,0.05990966054628888,-0.0286799791307778,0.0,0.0
0.6,0,0,full,1000,10000,9000,5.411694080804939,5.211118866921704,0.32102428423077123,0.2005752138832353,0.1204490703475356,0.0,0.0
0.6,0,1,full,0,20,20,0.04065786665348621,0.029407604788731216,0.004653727075057743,0.011250261864754994,-0.006596534789697253,0.0,0.0
0.6,0,1,full,20,100,80,0.10702177842334733,0.08721606473712142,0.009185875942993402,0.019805713686225912,-0.01061983774323251,0.0,0.0
0.6,0,1,full,100,1000,900,0.6764646484113281,0.6092214283915964,0.04114581638956469,0.06724322001973171,-0.026097403630166993,0.0,0.0
0.6,0,1,full,1000,10000,9000,6.229592215691833,5.943826314277573,0.4210115258667659,0.2857659014142593,0.13524562445250687,0.0,0.0
0.6,0,2,full,0,20,20,0.03263711614486932,0.027143471353922248,0.003196745615874371,0.005493644790947071,-0.002296899175072701,0.0,0.0
0.6,0,2,full,20,100,80,0.09030948753173752,0.0764051591918001,0.007125626481999339,0.013904328339937419,-0.00677870185793808,0.0,0.0
0.6,0,2,full,100,1000,900,0.5918196893097173,0.5388543998692331,0.03370136250723929,0.052965289440484176,-0.019263926933244857,0.0,0.0
0.6,0,2,full,1000,10000,9000,4.659096139851766,4.527806091034732,0.24590119251454828,0.13129004881703388,0.11461114369751435,0.0,0.0
0.6,0,3,full,0,20,20,0.03751767889969719,0.02932237844338586,0.00374094172779976,0.008195300456311332,-0.004454358728511569,0.0,0.0
0.6,0,3,full,20,100,80,0.09334705014508882,0.07533949995736236,0.00729973749884402,0.018007550187726457,-0.010707812688882434,0.0,0.0
0.6,0,3,full,100,1000,900,0.5861910772155328,0.5238390114226856,0.031540978869013546,0.06235206579284713,-0.030811086923833608,0.0,0.0
0.6,0,3,full,1000,10000,9000,5.231851674180024,5.019918610596113,0.3207308743397622,0.21193306358391073,0.10879781075585182,0.0,0.0
0.6,0,4,full,0,20,20,0.042985999950988264,0.033444167507628485,0.004636549181797352,0.00954183244335978,-0.004905283261562428,0.0,0.0
0.6,0,4,full,20,100,80,0.11750507046184293,0.09372055573741603,0.010535679334538748,0.0237845147244269,-0.01324883538988815,0.0,0.0
0.6,0,4,full,100,1000,900,0.7203666019232982,0.6345981537330314,0.0476978720337017,0.08576844819026674,-0.03807057615656506,0.0,0.0
0.6,0,4,full,1000,10000,9000,7.041004419807862,6.632349524349793,0.5389747976147887,0.4086548954580689,0.13031990215672007,0.0,0.0
0.6,0,5,full,0,20,20,0.038155744445565486,0.02780372244047149,0.005219306684416746,0.010352022005093997,-0.005132715320677252,0.0,0.0
0.6,0,5,full,20,100,80,0.0950343709536312,0.07685035206054072,0.007751604870533303,0.018184018893090473,-0.010432414022557165,0.0,0.0
0.6,0,5,full,100,1000,900,0.5725199602353647,0.5033563580473734,0.033165835222788084,0.06916360218799122,-0.03599776696520318,0.0,0.0
0.6,0,5,full,1000,10000,9000,5.794478711647462,5.507175095030987,0.41907939895679414,0.28730361661647486,0.13177578234031895,0.0,0.0
0.6,0,6,full,0,20,20,0.03745462286641091,0.028877921735892254,0.004011162160374721,0.008576701130518654,-0.004565538970143931,0.0,0.0
0.6,0,6,full,20,100,80,0.11444248204158805,0.09171160384580038,0.010432801346338989,0.022730878195787674,-0.012298076849448683,0.0,0.0
0.6,0,6,full,100,1000,900,0.6655950479987174,0.5850772234908301,0.04210728828238057,0.08051782450788725,-0.03841053622550672,0.0,0.0
0.6,0,6,full,1000,10000,9000,6.812147533294166,6.413112469402398,0.5142997322826501,0.3990350638917679,0.11526466839088201,0.0,0.0
0.6,0,7,full,0,20,20,0.03247034429573475,0.02598102235182767,0.0032605354753459355,0.006489321943907077,-0.003228786468561142,0.0,0.0
0.6,0,7,full,20,100,80,0.11002732360072673,0.0892591819096845,0.00975762021483337,0.020768141691042227,-0.01101052147620886,0.0,0.0
0.6,0,7,full,100,1000,900,0.6334112600719826,0.5720739173627187,0.038710511863241766,0.06133734270926383,-0.022626830846022017,0.0,0.0
0.6,0,7,full,1000,10000,9000,5.586017902425754,5.344057799278006,0.3556174088828379,0.24196010314774785,0.11365730573509047,0.0,0.0
0.6,0,8,full,0,20,20,0.03568241852623612,0.027252680605157915,0.004225145198611866,0.008429737921078203,-0.004204592722466337,0.0,0.0
0.6,0,8,full,20,100,80,0.09860643388814136,0.0765240994666585,0.008469373174223877,0.022082334421482858,-0.013612961247258984,0.0,0.0
0.6,0,8,full,100,1000,900,0.5372349232092712,0.4776191460981899,0.03014695659602603,0.05961577711108135,-0.029468820515055283,0.0,0.0
0.6,0,8,full,1000,10000,9000,5.193086426833076,4.96658360656957,0.35413632963555125,0.226502820263506,0.12763350937204532,0.0,0.0
0.6,0,9,full,0,20,20,0.03667406317105508,0.027498559379757502,0.004033993583542776,0.009175503791297578,-0.005141510207754801,0.0,0.0
0.6,0,9,full,20,100,80,0.11100070449669916,0.08715220698006503,0.009486322117790921,0.023848497516634135,-0.014362175398843213,0.0,0.0
0.6,0,9,full,100,1000,900,0.6824124982705406,0.5918921583147179,0.0458849904673669,0.09052033995582276,-0.04463534948845582,0.0,0.0
0.6,0,9,full,1000,10000,9000,7.559909014898215,7.0404803109499525,0.6295737674683278,0.5194287039482628,0.11014506352006492,0.0,0.0
0.6,0,0,centered,0,20,20,0.032727205066165985,0.028838593413168283,0.0016263771083037553,0.003888611652997701,-0.0022622345446939446,0.0,0.0
0.6,0,0,centered,20,100,80,0.1011671710686197,0.08955901583384204,0.0036143486318288127,0.01160815523477765,-0.007993806602948836,0.0,0.0
0.6,0,0,centered,100,1000,900,0.6340044752919278,0.5936532817020992,0.014759331244897467,0.04035119358982864,-0.02559186234493116,0.0,0.0
0.6,0,0,centered,1000,10000,9000,6.249664256730543,6.219590169790406,0.15129428701483605,0.0300740869401368,0.12122020007469914,0.0,0.0
0.6,0,1,centered,0,20,20,0.038684301912412414,0.03164125867200963,0.001951063262603103,0.007043043240402787,-0.005091979977799685,0.0,0.0
0.6,0,1,centered,20,100,80,0.10689535185367043,0.09433452798348987,0.003939460356250831,0.012560823870180551,-0.008621363513929725,0.0,0.0
0.6,0,1,centered,100,1000,900,0.7155499012666072,0.6728455222989221,0.01742631840437956,0.042704378967685086,-0.025278060563305504,0.0,0.0
0.6,0,1,centered,1000,10000,9000,6.970896853141082,6.929197956031102,0.1768990759396694,0.041698897109980315,0.13520017882968904,0.0,0.0
0.6,0,2,centered,0,20,20,0.033068051824477966,0.029770241664600777,0.0014040732041634926,0.0032978101598771896,-0.0018937369557136957,0.0,0.0
0.6,0,2,centered,20,100,80,0.09505363880980162,0.08549262253069663,0.0031937130116358797,0.009561016279104995,-0.006367303267469121,0.0,0.0
0.6,0,2,centered,100,1000,900,0.6503234785808634,0.6195112168568915,0.015070310859319171,0.03081226172397189,-0.015741950864652687,0.0,0.0
0.6,0,2,centered,1000,10000,9000,5.47003248607287,5.474834037361737,0.11061644178621029,-0.0048015512888675005,0.11541799307507805,0.0,0.0
0.6,0,3,centered,0,20,20,0.03787071086719675,0.03295259663667259,0.001753755440101432,0.0049181142305241565,-0.0031643587904227263,0.0,0.0
0.6,0,3,centered,20,100,80,0.09598895634939422,0.08413577904149391,0.0033820861940093787,0.011853177307900309,-0.008471091113890925,0.0,0.0
0.6,0,3,centered,100,1000,900,0.6312051540664516,0.5894345127051566,0.014563676403718565,0.04177064136129505,-0.027206964957576463,0.0,0.0
0.6,0,3,centered,1000,10000,9000,6.194225189200205,6.155704146098632,0.148237795420743,0.03852104310157323,0.10971675231916933,0.0,0.0
0.6,0,4,centered,0,20,20,0.04148666703226083,0.03649621237691453,0.0020983238761677265,0.004990454655346303,-0.0028921307791785755,0.0,0.0
0.6,0,4,centered,20,100,80,0.11928741407022106,0.10302318345942447,0.004732768647524873,0.016264230610796584,-0.011531461963271705,0.0,0.0
0.6,0,4,centered,100,1000,900,0.781520146822541,0.7246904972011091,0.021732514917584263,0.05682964962143189,-0.03509713470384768,0.0,0.0
0.6,0,4,centered,1000,10000,9000,8.12179774439788,8.006813447131815,0.24557625509657394,0.11498429726606396,0.1305919578305108,0.0,0.0
0.6,0,5,centered,0,20,20,0.03759170724335965,0.031527402009729415,0.0020555514475749286,0.006064305233630232,-0.004008753786055301,0.0,0.0
0.6,0,5,centered,20,100,80,0.09727140406657725,0.08520202967887643,0.0032288653925040033,0.012069374387700824,-0.008840508995196825,0.0,0.0
0.6,0,5,centered,100,1000,900,0.6262348565267228,0.5800250250439514,0.013597574477286215,0.04620983148277147,-0.0326122570054852,0.0,0.0
0.6,0,5,centered,1000,10000,9000,6.824978361243824,6.785189800147885,0.17159869345212503,0.0397885610959392,0.13181013235618622,0.0,0.0
0.6,0,6,centered,0,20,20,0.04012764766791317,0.03385228232223846,0.001804670143902966,0.006275365345674709,-0.004470695201771742,0.0,0.0
0.6,0,6,centered,20,100,80,0.122244854146484,0.10781478193785814,0.004493632981094083,0.014430072208625869,-0.00993643922753179,0.0,0.0
0.6,0,6,centered,100,1000,900,0.7666968934020812,0.7115103987116056,0.018861183058472425,0.05518649469047565,-0.036325311632003254,0.0,0.0
0.6,0,6,centered,1000,10000,9000,8.279222520095763,8.164376993917035,0.22907162124894928,0.11484552617872801,0.11422609507022052,0.0,0.0
0.6,0,7,centered,0,20,20,0.0338442308242784,0.029905818418390163,0.001552676087986421,0.003938412405888235,-0.0023857363179018154,0.0,0.0
0.6,0,7,centered,20,100,80,0.11578362757358962,0.10227422155335393,0.004532914239707362,0.01350940602023569,-0.008976491780528326,0.0,0.0
0.6,0,7,centered,100,1000,900,0.7209263974641097,0.6834596822989867,0.0179120037678762,0.03746671516512301,-0.01955471139724685,0.0,0.0
0.6,0,7,centered,1000,10000,9000,6.828278713737177,6.776145771961177,0.164689270662346,0.0521329417759997,0.11255632888634626,0.0,0.0
0.6,0,8,centered,0,20,20,0.035099913128660835,0.030326383996559104,0.0018851697588081484,0.004773529132101731,-0.0028883593732935836,0.0,0.0
0.6,0,8,centered,20,100,80,0.09969521952494281,0.08485512423865414,0.0038413046776607945,0.014840095286288671,-0.010998790608627879,0.0,0.0
0.6,0,8,centered,100,1000,900,0.5755382182823012,0.5349742482591644,0.013708709428909912,0.04056397002313683,-0.026855260594226937,0.0,0.0
0.6,0,8,centered,1000,10000,9000,6.008480619837169,5.974322185992991,0.16102577738372945,0.03415843384417805,0.1268673435395513,0.0,0.0
0.6,0,9,centered,0,20,20,0.03722004912863537,0.03073950731632697,0.00185193001989861,0.0064805418123084005,-0.004628611792409788,0.0,0.0
0.6,0,9,centered,20,100,80,0.1149360588005651,0.09688860091871877,0.004430642612701598,0.01804745788184632,-0.013616815269144725,0.0,0.0
0.6,0,9,centered,100,1000,900,0.7609141621606625,0.6969788335340273,0.021388928335139994,0.0639353286266352,-0.04254640029149526,0.0,0.0
0.6,0,9,centered,1000,10000,9000,8.927076080108304,8.74519178779981,0.29396205234299966,0.181884292308494,0.11207776003450576,0.0,0.0
0.6,0,0,variance,0,20,20,0.008404247774429292,0.007608451832053121,0.00023020674110059476,0.0007957959423761703,-0.0005655892012755761,-0.0026696728009702303,0.001873877857735605
0.6,0,0,variance,20,100,80,0.024594871816453,0.02227793438588849,0.000490724300771821,0.002316937430564509,-0.0018262131297926872,-0.009138755275077732,0.006821823090051464
0.6,0,0,variance,100,1000,900,0.15153622649375376,0.14439218736074538,0.0019287156624289662,0.007144039133008373,-0.005215323470579403,-0.05933499676531536,0.052190953160156275
0.6,0,0,variance,1000,10000,9000,1.557165747200797,1.5681641880168056,0.019990214538986466,-0.010998440816008648,0.030988655354995176,-1.0692002501672568,1.08019866316557
0.6,0,1,variance,0,20,20,0.01442152617330956,0.012555390336810704,0.0004360902667022609,0.001866135836498856,-0.001430045569796595,-0.0029806612755985842,0.001114521774685281
0.6,0,1,variance,20,100,80,0.039119121021672705,0.03672642919580298,0.0008055449411916108,0.002392691825869722,-0.001587146884678113,-0.00926692539726581,0.006874229903942429
0.6,0,1,variance,100,1000,900,0.2798339144384792,0.27140919985452155,0.0036795944840663647,0.00842471458395766,-0.004745120099891309,-0.06908555389662868,0.06066082764727805
0.6,0,1,variance,1000,10000,9000,2.847353389486414,2.84004779293801,0.0382872572241894,0.007305596548403681,0.030981660675785783,-1.2014054131892589,1.1940998015408293
0.6,0,2,variance,0,20,20,0.008233273219011055,0.007655667078587132,0.0001846486087212679,0.000577606140423923,-0.0003929575317026552,-0.0030049264807712832,0.0024273213675058253
0.6,0,2,variance,20,100,80,0.023104088458735843,0.021395484142030453,0.00040049065867520236,0.00170860431670539,-0.001308113658030189,-0.01046524848207282,0.008756645843593511
0.6,0,2,variance,100,1000,900,0.16263558070205503,0.15742916938236168,0.0019903017617916136,0.005206411319693349,-0.0032161095579017474,-0.07149442022505974,0.06628801499086193
0.6,0,2,variance,1000,10000,9000,1.402175099996615,1.4163874163116277,0.0146976983764045,-0.01421231631501274,0.028910014691417185,-1.1721460608091663,1.18635837591816
0.6,0,3,variance,0,20,20,0.00961176079455554,0.008691866222196597,0.00024468563669366645,0.0009198945723589425,-0.0006752089356652762,-0.003552830545455433,0.0026329359254024408
0.6,0,3,variance,20,100,80,0.02489417685276195,0.02249666891025294,0.0005037693810561645,0.0023975079425090084,-0.001893738561452845,-0.011500448023591762,0.009102941797700465
0.6,0,3,variance,100,1000,900,0.16572471446591713,0.15719322751651513,0.0021891016085796356,0.008531486949402006,-0.006342385340822376,-0.07212949637608848,0.06359800609632567
0.6,0,3,variance,1000,10000,9000,1.654901649706519,1.659917495886121,0.02212079590105655,-0.005015846179601935,0.02713664208065847,-1.1560437719215106,1.1610595502749104
0.6,0,4,variance,0,20,20,0.010402080671918806,0.009449203638747265,0.0003118589010720986,0.0009528770331715414,-0.0006410181320994426,-0.003202651929465678,0.002249776052629512
0.6,0,4,variance,20,100,80,0.03017071241263562,0.02675872129843786,0.0007287727779568546,0.0034119911141977585,-0.0026832183362409043,-0.01012648044789014,0.00671448626406068
0.6,0,4,variance,100,1000,900,0.19650167992991266,0.18492194837721565,0.0032052294316043768,0.011579731552697009,-0.008374502121092642,-0.05861912407577409,0.04703939732089015
0.6,0,4,variance,1000,10000,9000,2.083228631929681,2.079915975949699,0.03649257351026733,0.003312655979982093,0.03317991753028515,-1.0866650488568965,1.0833524085583828
0.6,0,5,variance,0,20,20,0.010979293610818366,0.009436515952237736,0.00053895776221159,0.0015427776585806297,-0.0010038198963690393,-0.0037062084012868487,0.002163428423862108
0.6,0,5,variance,20,100,80,0.027177836283661383,0.0245706887182787,0.0007035752414225453,0.0026071475653826823,-0.0019035723239601357,-0.010186467450715591,0.007579321102707895
0.6,0,5,variance,100,1000,900,0.18040864784933594,0.17002395686535737,0.0031351716031780157,0.010384690983978567,-0.00724951938080054,-0.060702658388579335,0.050317954542766205
0.6,0,5,variance,1000,10000,9000,1.993067947694085,1.984995593737827,0.039828002961326,0.008072353956257938,0.03175564900506789,-1.2237629481079069,1.215690605341504
0.6,0,6,variance,0,20,20,0.007995959030281812,0.007360827840192642,0.00019630763317450973,0.0006351311900891698,-0.00043882355691465987,-0.003508164257106614,0.0028730329579629618
0.6,0,6,variance,20,100,80,0.028078886179750028,0.024904268111929792,0.0005676306389538938,0.003174618067820236,-0.0026069874288663433,-0.011958029178716278,0.008783408661653327
0.6,0,6,variance,100,1000,900,0.17166182345083605,0.16140384330763513,0.0022176678982474937,0.010257980143200923,-0.00804031224495344,-0.0686323740232326,0.05837439570654508
0.6,0,6,variance,1000,10000,9000,1.9076383978934206,1.9084989605265317,0.028292832611501118,-0.0008605626331110727,0.029153395244612135,-1.3840586142346074,1.3849191528846267
0.6,0,7,variance,0,20,20,0.008015128851515401,0.007491801047155536,0.0002040039570707269,0.0005233278043598657,-0.00031932384728913885,-0.0031757922965086937,0.002652466005163066
0.6,0,7,variance,20,100,80,0.02900247234259639,0.026343439381711187,0.0006634916090704884,0.0026590329608852034,-0.0019955413518147162,-0.00973241500221789,0.007073376871874921
0.6,0,7,variance,100,1000,900,0.1787734895532126,0.17189115348000125,0.0026603873818271833,0.0068823360732113426,-0.0042219486913841475,-0.06146824497917144,0.05458590855284334
0.6,0,7,variance,1000,10000,9000,1.7593504430413223,1.7632643058527624,0.024315619611390636,-0.0039138628114401275,0.028229482422830854,-0.9866731567474117,0.9905870598883734
0.6,0,8,variance,0,20,20,0.00907191041498226,0.008290443750089044,0.0002962330322742637,0.0007814666648932149,-0.00048523363261895186,-0.0033518895408846173,0.002570422934080864
0.6,0,8,variance,20,100,80,0.025518593194502854,0.02222756362590002,0.0005841824753899966,0.0032910295686028324,-0.002706847093212835,-0.010090710119625916,0.006799681068220008
0.6,0,8,variance,100,1000,900,0.1438512123981211,0.13584150324722025,0.002037625802756484,0.008009709150900851,-0.005972083348144364,-0.06368845776447167,0.05567875218234292
0.6,0,8,variance,1000,10000,9000,1.5923204736169005,1.5999699690226101,0.02402045368262593,-0.007649495405709583,0.031669949088335425,-1.2875606720086084,1.2952101644858498
0.6,0,9,variance,0,20,20,0.008965134153228149,0.007690169268326691,0.00028953384182223434,0.0012749648849014576,-0.0009854310430792226,-0.004091045792896926,0.002816079684023692
0.6,0,9,variance,20,100,80,0.027742510370129037,0.024464815702112282,0.0006492311057925166,0.003277694668016754,-0.002628463562224237,-0.011837565285929998,0.008559870142166245
0.6,0,9,variance,100,1000,900,0.18567443525464816,0.1734217007173992,0.003143907404113702,0.012252734537248955,-0.009108827133135267,-0.07965896698671614,0.06740622992651717
0.6,0,9,variance,1000,10000,9000,2.2399917756285026,2.2247075277978086,0.04276572944857133,0.015284247830694042,0.027481481617877446,-1.6036595998098924,1.5883753642626335
0.65,0,0,full,0,20,20,0.02398622925770233,0.019178182134008622,0.002168534913720691,0.004808047123693707,-0.0026395122099730148,0.0,0.0
0.65,0,0,full,20,100,80,0.0754971389409709,0.06219863187602139,0.005420783477196353,0.013298507064949512,-0.007877723587753155,0.0,0.0
0.65,0,0,full,100,1000,900,0.476381984158193,0.42359899478535584,0.025260800423193407,0.05278298937283715,-0.027522188949643756,0.0,0.0
0.65,0,0,full,1000,10000,9000,4.49450474641904,4.283676969382288,0.28384783054454205,0.21082777703675237,0.07302005350778984,0.0,0.0
0.65,0,1,full,0,20,20,0.03310680022925323,0.023367984224607726,0.003671272001716865,0.009738816004645507,-0.006067544002928641,0.0,0.0
0.65,0,1,full,20,100,80,0.08496127458161129,0.06941132786964291,0.006875177539471279,0.015549946711968382,-0.008674769172497099,0.0,0.0
0.65,0,1,full,100,1000,900,0.5712698277276119,0.5118395549396209,0.03542684191645044,0.05943027278799107,-0.024003430871540665,0.0,0.0
0.65,0,1,full,1000,10000,9000,5.562260430885506,5.2620620227257175,0.39810007477418463,0.3001984081597886,0.09790166661439592,0.0,0.0
0.65,0,2,full,0,20,20,0.02824663793272237,0.02371866578115129,0.00247940489243551,0.00452797215157108,-0.0020485672591355683,0.0,0.0
0.65,0,2,full,20,100,80,0.0785227182931399,0.06710065067067014,0.0056906636196621865,0.011422067622469764,-0.005731404002807583,0.0,0.0
0.65,0,2,full,100,1000,900,0.5376313116547867,0.4876434337195287,0.03039843113581926,0.04998787793525805,-0.019589446799438748,0.0,0.0
0.65,0,2,full,1000,10000,9000,4.728924663183762,4.556192820163841,0.2700089488026219,0.17273184301992117,0.09727710578270088,0.0,0.0
0.65,0,3,full,0,20,20,0.029440600858367156,0.02276099568589158,0.0026261643065444125,0.006679605172475577,-0.0040534408659311655,0.0,0.0
0.65,0,3,full,20,100,80,0.07347652048046034,0.059142596287304824,0.005225373608102347,0.014333924193155517,-0.009108550585053166,0.0,0.0
0.65,0,3,full,100,1000,900,0.48095381982980195,0.42665694363696244,0.02627947542181281,0.054296876192839516,-0.028017400771026713,0.0,0.0
0.65,0,3,full,1000,10000,9000,4.413231728871516,4.191480453584703,0.2870051004694301,0.22175127528681315,0.06525382518261669,0.0,0.0
0.65,0,4,full,0,20,20,0.03532388320499828,0.02713106112265772,0.0036443463776929365,0.008192822082340564,-0.004548475704647628,0.0,0.0
0.65,0,4,full,20,100,80,0.09434741660851834,0.07557692847630064,0.008016174023243946,0.018770488132217697,-0.010754314108973748,0.0,0.0
0.65,0,4,full,100,1000,900,0.6059221988681209,0.5292854242155277,0.041224996732335185,0.07663677465259322,-0.03541177792025807,0.0,0.0
0.65,0,4,full,1000,10000,9000,5.966649335353484,5.565907733224423,0.48670886162644644,0.4007416021290613,0.08596725949738548,0.0,0.0
0.65,0,5,full,0,20,20,0.027337879300419983,0.019989608010798902,0.0033711545777608764,0.0073482712896210806,-0.0039771167118602055,0.0,0.0
0.65,0,5,full,20,100,80,0.0718961157677853,0.05846513715500925,0.0054484548793199946,0.013430978612776055,-0.007982523733456065,0.0,0.0
0.65,0,5,full,100,1000,900,0.4485518609815543,0.3887590482129703,0.026270023548485167,0.059792812768584,-0.033522789220098825,0.0,0.0
0.65,0,5,full,1000,10000,9000,4.636782183610271,4.360727828236857,0.3510521896391098,0.2760543553734145,0.0749978342656954,0.0,0.0
0.65,0,6,full,0,20,20,0.028408596725050757,0.02178534536827824,0.0028142978927509993,0.006623251356772518,-0.0038089534640215195,0.0,0.0
0.65,0,6,full,20,100,80,0.08887919593042218,0.07104146846669032,0.007927078531319607,0.017837727463731856,-0.009910648932412253,0.0,0.0
0.65,0,6,full,100,1000,900,0.5438616847358723,0.47227624903826343,0.035408389974936,0.07158543569760883,-0.036177045722672885,0.0,0.0
0.65,0,6,full,1000,10000,9000,5.603127485574565,5.2169031125151095,0.4539155208933412,0.3862243730594557,0.06769114783388552,0.0,0.0
0.65,0,7,full,0,20,20,0.02637940668681013,0.0212429676810908,0.0023840578384610005,0.005136439005719331,-0.0027523811672583304,0.0,0.0
0.65,0,7,full,20,100,80,0.0882089762673893,0.07186571776233243,0.007386837816812451,0.01634325850505687,-0.008956420688244426,0.0,0.0
0.65,0,7,full,100,1000,900,0.5553468697962775,0.4993901794677318,0.03494125276535228,0.055956690328545666,-0.02101543756319335,0.0,0.0
0.65,0,7,full,1000,10000,9000,4.988944871952609,4.719046851481209,0.3428618454071727,0.2698980204714001,0.07296382493577269,0.0,0.0
0.65,0,8,full,0,20,20,0.027754798604498886,0.021210017550529058,0.0028529279512691658,0.006544781053969828,-0.0036918531027006624,0.0,0.0
0.65,0,8,full,20,100,80,0.07573622249195808,0.05844569782195891,0.005998517217994961,0.01729052466999917,-0.011292007452004205,0.0,0.0
0.65,0,8,full,100,1000,900,0.42354051446170937,0.3695371197604038,0.02270181440997336,0.05400339470130555,-0.031301580291332176,0.0,0.0
0.65,0,8,full,1000,10000,9000,4.2567473372191085,4.036317924460877,0.3045698134154228,0.22042941275823136,0.08414040065719153,0.0,0.0
0.65,0,9,full,0,20,20,0.027179267220067128,0.01995424530429705,0.0027671879963539216,0.0072250219157700794,-0.004457833919416159,0.0,0.0
0.65,0,9,full,20,100,80,0.07814814393789869,0.061848247026104385,0.006118589180712769,0.016299896911794308,-0.010181307731081543,0.0,0.0
0.65,0,9,full,100,1000,900,0.5308789343365248,0.45826130280049127,0.038456281241003185,0.07261763153603351,-0.03416135029503031,0.0,0.0
0.65,0,9,full,1000,10000,9000,5.772082066565313,5.3233332581834825,0.5034806772152972,0.44874880838183095,0.054731868833465924,0.0,0.0
0.65,0,0,centered,0,20,20,0.023802883419244976,0.021456272145626266,0.0010062928652763052,0.0023466112736187095,-0.001340318408342405,0.0,0.0
0.65,0,0,centered,20,100,80,0.07838116517817537,0.06988987270390438,0.002537907335499081,0.008491292474270981,-0.005953385138771902,0.0,0.0
0.65,0,0,centered,100,1000,900,0.530771404489492,0.49523460672241326,0.01195423841944262,0.03553679776707874,-0.02358255934763609,0.0,0.0
0.65,0,0,centered,1000,10000,9000,5.451750718215898,5.391528894172102,0.13395037737399768,0.06022182404379617,0.07372855333020123,0.0,0.0
0.65,0,1,centered,0,20,20,0.03160090049768868,0.025675569396078058,0.001545358877265906,0.005925331101610625,-0.004379972224344719,0.0,0.0
0.65,0,1,centered,20,100,80,0.0859655271750219,0.07665573346358724,0.0029438799289450016,0.009309793711434658,-0.006365913782489657,0.0,0.0
0.65,0,1,centered,100,1000,900,0.6238574440408333,0.5867847824612386,0.015012400814076312,0.03707266157959477,-0.02206026076551848,0.0,0.0
0.65,0,1,centered,1000,10000,9000,6.429277043315173,6.358307882223705,0.16781935812382667,0.070969161091468,0.09685019703235831,0.0,0.0
0.65,0,2,centered,0,20,20,0.02884135668399428,0.026400620803336383,0.0010914383369665223,0.0024407358806578967,-0.001349297543691376,0.0,0.0
0.65,0,2,centered,20,100,80,0.08376458087393251,0.07623179646947902,0.0025401399894931106,0.007532784404453499,-0.00499264441496039,0.0,0.0
0.65,0,2,centered,100,1000,900,0.610427478357823,0.5809687734747391,0.01360254055348666,0.029458704883083886,-0.015856164329597244,0.0,0.0
0.65,0,2,centered,1000,10000,9000,5.725231516748186,5.701466251466276,0.12120459727790034,0.023765265281910253,0.09743933199599031,0.0,0.0
0.65,0,3,centered,0,20,20,0.029617530011034576,0.02591847600076857,0.0012379845746981766,0.003699054010266007,-0.0024610694355678316,0.0,0.0
