a,start,seed,geometry,phase,expected_linear,expected_injection,fullbatch_injection,noise_injection,expected_net,q,self_variance_rate
0.45,0,8,variance,1000,4.068530737343187e-06,2.2566868737340918e-06,2.1394028443127582e-07,2.0427465893028162e-06,6.3252176110772795e-06,0.010332440413137035,-0.017661587750456932
0.45,0,8,variance,5000,2.681809476259644e-06,1.897346439834224e-06,3.5810324873920744e-07,1.5392431910950167e-06,4.579155916093864e-06,0.01405924789673505,-0.02984912053872504
0.45,0,8,variance,9999,2.9066426397650707e-06,1.1140600465027462e-06,2.151605190291522e-07,8.988995274735939e-07,4.020702686267819e-06,0.019900370510805447,-0.041470638551459
0.45,0,9,variance,0,-0.0001427290530656863,4.295365937670389e-05,6.910912580284503e-06,3.604274679641939e-05,-9.977539368898241e-05,0.06523252280810239,-0.05419066427467414
0.45,0,9,variance,20,-0.0001383716743576894,3.0544773724318756e-05,5.957473015505874e-06,2.458730070881289e-05,-0.00010782690063337062,0.048402044976170046,-0.038815092009101555
0.45,0,9,variance,100,-3.3801194527705356e-05,1.6536782984707092e-05,4.616558260688436e-06,1.1920224724018658e-05,-1.726441154299825e-05,0.02041175040539251,-0.024331778331299205
0.45,0,9,variance,1000,-6.486655599975532e-05,9.058348290025246e-06,2.912678160069731e-06,6.145670129955516e-06,-5.580820770973007e-05,-0.00035682906752613607,-0.024517114326812566
0.45,0,9,variance,5000,-6.358959681804724e-07,4.5419767027216825e-06,1.0354439748735577e-06,3.5065327278481244e-06,3.906080734541212e-06,0.013855462530388659,-0.043345394800243096
0.45,0,9,variance,9999,7.804360382116297e-06,2.620418094047696e-06,5.082323319861782e-07,2.112185762061518e-06,1.042477847616399e-05,0.01764600491594048,-0.05977489693208087
0.55,0,0,full,0,-0.00020602598282247573,0.00021512453021207124,5.7824362974894676e-05,0.00015730016723717656,9.098547389595514e-06,0.05959994325237079,-0.021983339089048676
0.55,0,0,full,20,-0.00039119468622319587,0.00024416035685085946,9.881962047472132e-05,0.00014534073637613817,-0.0001470343293723364,0.047938710227427024,-0.019217958533520037
0.55,0,0,full,100,-0.0002610129392359664,8.467043937085044e-05,2.340465626386721e-05,6.126578310698321e-05,-0.00017634249986511592,0.024102724365521976,-0.013946745624408669
0.55,0,0,full,1000,9.349754405936548e-06,3.378654248163547e-05,8.722091717133739e-06,2.5064450764501723e-05,4.313629688757201e-05,-0.0024222368373259546,-0.008964741564399397
0.55,0,0,full,5000,-2.7760552877244283e-05,3.910877583020195e-05,1.1483069395633539e-05,2.762570643456841e-05,1.1348222952957649e-05,0.004974318231027167,-0.016894243706256466
0.55,0,0,full,9999,1.305121248539126e-06,2.591880485051424e-05,5.235239349419364e-06,2.0683565501094873e-05,2.7223926099053378e-05,0.00726767926564697,-0.02477467625803982
0.55,0,1,full,0,-0.0004367902920367919,0.00027035147536041157,9.166050787797772e-05,0.00017869096748243386,-0.00016643881667638028,0.06867365062093955,-0.023249398217228646
0.55,0,1,full,20,-0.00032680486976022536,0.00017609612688956034,4.0440369607320016e-05,0.00013565575728224027,-0.00015070874287066504,0.05710118351638716,-0.019524940446951015
0.55,0,1,full,100,-0.00021637954571483156,0.00012809392182949983,4.134435568316241e-05,8.674956614633743e-05,-8.828562388533176e-05,0.03667742262814604,-0.01568786177065322
0.55,0,1,full,1000,-8.090816965247255e-05,4.381601526423465e-05,8.863799944146762e-06,3.495221532008789e-05,-3.709215438823791e-05,0.004995706643970897,-0.011271411083670373
0.55,0,1,full,5000,-4.3278146279267956e-05,5.652182431774017e-05,2.0436375926307114e-05,3.608544839143305e-05,1.3243678038472216e-05,0.007358130110080472,-0.018171019708651953
0.55,0,1,full,9999,1.7009476621951687e-05,3.753239886562909e-05,4.216936669935789e-06,3.3315462195693314e-05,5.454187548758078e-05,0.009041785335910331,-0.02323533542580919
0.55,0,2,full,0,-0.00015003273940235662,0.00025622775812967746,9.787653311150717e-05,0.00015835122501817026,0.00010619501872732082,0.0711210813934275,-0.019425426030239598
0.55,0,2,full,20,-0.0004045270541727607,0.0001970950946026909,7.35536628134737e-05,0.00012354143178921722,-0.00020743195957006983,0.06413318288336728,-0.01781919081174083
0.55,0,2,full,100,-0.00022402349291362046,8.094090747848006e-05,1.9543509628044093e-05,6.139739785043598e-05,-0.00014308258543514044,0.0491628980963906,-0.013948242467946471
0.55,0,2,full,1000,-4.793161371992333e-05,2.5219124038147717e-05,3.349117270173444e-06,2.1870006767974272e-05,-2.2712489681775606e-05,0.0247267694474309,-0.009046058078499472
0.55,0,2,full,5000,3.109721991056675e-05,2.0621747689390647e-05,3.520683486818356e-06,1.7101064202572296e-05,5.1718967599957415e-05,0.01888980758036944,-0.01595618361060307
0.55,0,2,full,9999,3.422925744986426e-05,1.6542234986749384e-05,3.2999314180959373e-06,1.3242303568653447e-05,5.0771492436613634e-05,0.020739128200468256,-0.021792285704414573
0.55,0,3,full,0,-0.00024277391886492805,0.00022566293795966608,6.713785669685074e-05,0.00015852508126281534,-1.7110980905261974e-05,0.07340064156611448,-0.024782071893603982
0.55,0,3,full,20,-0.0003213950884025945,0.00016038501371432417,4.0767104217761975e-05,0.00011961790949656219,-0.00016101007468827033,0.060191067046065715,-0.022824637823160868
0.55,0,3,full,100,-0.00020149527998427063,0.00011970038089972049,5.168047623776565e-05,6.801990466195485e-05,-8.179489908455012e-05,0.037301317108948864,-0.017369652681121575
0.55,0,3,full,1000,-0.00012419366035329302,3.4568644251678297e-05,7.701103989006514e-06,2.686754026267179e-05,-8.962501610161472e-05,0.004428087235997103,-0.009533871874354243
0.55,0,3,full,5000,3.0137229651144848e-05,2.8093301763535353e-05,3.2143258276764677e-06,2.487897593585889e-05,5.823053141468021e-05,0.011214917062694955,-0.017572436295380647
0.55,0,3,full,9999,-4.604037211075145e-06,3.7475401110022715e-05,1.1923297102233998e-05,2.5552104007788712e-05,3.287136389894757e-05,0.013648504446814336,-0.02551533969340653
0.55,0,4,full,0,-0.0003508275680317046,0.000469044759202504,0.0002195518143854664,0.0002494929448170376,0.00011821719117079937,0.07026857433635522,-0.025279364293458385
0.55,0,4,full,20,-0.00022948432611058888,0.00026704799627379704,7.065418694613407e-05,0.00019639380932766305,3.75636701632082e-05,0.0524999316377171,-0.022142727195167376
0.55,0,4,full,100,-0.0002996616416482722,0.00012437810743211607,2.7883201926802076e-05,9.6494905505314e-05,-0.0001752835342161561,0.024522622113871243,-0.013381724618959784
0.55,0,4,full,1000,-0.00022570255028201553,5.9653009511863946e-05,1.296856162480516e-05,4.6684447887058776e-05,-0.00016604954077015157,-0.001539939460952604,-0.008891914094543107
0.55,0,4,full,5000,2.2370784702235923e-05,4.560382785438092e-05,6.430146786676501e-06,3.917368106770443e-05,6.797461255661685e-05,0.006780740803742834,-0.01731605932228549
0.55,0,4,full,9999,-9.553949739983556e-05,5.920592436713399e-05,1.8908722648413128e-05,4.029720171872085e-05,-3.633357303270155e-05,0.008632883290629636,-0.025245860104281523
0.55,0,5,full,0,-0.0003720833575494145,0.0002702675183237062,6.097881544315593e-05,0.00020928870288055028,-0.00010181583922570832,0.08130577287709036,-0.027374101156480413
0.55,0,5,full,20,-0.0004660476345209376,0.00025254330532934285,7.004267488896316e-05,0.00018250063044037963,-0.00021350432919159488,0.06507091384720227,-0.023563272112322942
0.55,0,5,full,100,-0.0003283643834092315,0.0001256682528073757,4.6443791080245475e-05,7.922446172713022e-05,-0.00020269613060185579,0.04022276975405393,-0.01749108029102594
0.55,0,5,full,1000,-0.00011158832620499855,4.4908848243749456e-05,1.1076496053505847e-05,3.383235219024361e-05,-6.667947796124913e-05,0.011800852232791155,-0.010866451791046835
0.55,0,5,full,5000,-5.5186846665383815e-05,4.641138264941914e-05,8.903450698758417e-06,3.750793195066073e-05,-8.775464015964668e-06,0.017664408958357462,-0.022070534833182286
0.55,0,5,full,9999,-3.787034502500764e-05,5.737780358815654e-05,1.8992175143899797e-05,3.838562844425674e-05,1.9507458563148884e-05,0.0176360574087614,-0.03222197981919399
0.55,0,6,full,0,-0.00029965045246394044,0.0002715906423911316,6.101718899970438e-05,0.00021057345339142724,-2.805981007280882e-05,0.06544290076657032,-0.026591423725788318
0.55,0,6,full,20,-0.0006834010276468984,0.0003029863118432782,8.255789821080786e-05,0.00022042841363247034,-0.0003804147158036202,0.05100252176584528,-0.023533500291041457
0.55,0,6,full,100,-0.00034398882254733546,0.0001456551471868856,4.581707320886592e-05,9.983807397801969e-05,-0.00019833367536044994,0.023772405088602143,-0.015182416469448807
0.55,0,6,full,1000,-2.5299914940446925e-05,4.6816101853747516e-05,5.853748707249092e-06,4.096235314649843e-05,2.1516186913300598e-05,-0.006773562681069546,-0.010811267656437407
0.55,0,6,full,5000,2.1034260612966394e-05,4.959035067271345e-05,1.0412412977942882e-05,3.917793769477056e-05,7.062461128567984e-05,0.0021034779273777604,-0.020910161156707654
0.55,0,6,full,9999,-3.26917795091836e-05,5.626544964405652e-05,1.544089750777291e-05,4.08245521362836e-05,2.3573670134872896e-05,0.002972410869631818,-0.029045469055610583
0.55,0,7,full,0,-0.0003353882734763538,0.00040602960052619976,0.000193555510356626,0.00021247409016957378,7.064132704984596e-05,0.04931236813327199,-0.021501639186884667
0.55,0,7,full,20,-0.0005889249610265683,0.0002541742190803693,6.81087814453246e-05,0.00018606543763504473,-0.00033475074194619896,0.03706527908730573,-0.020047789014801927
0.55,0,7,full,100,-0.00011494097139827553,8.997476378196106e-05,1.5601865604976157e-05,7.437289817698492e-05,-2.4966207616314455e-05,0.010601362761627061,-0.013581246046305877
0.55,0,7,full,1000,-3.9939428554880404e-05,3.336821903199494e-05,2.5883701310257983e-06,3.077984890096914e-05,-6.5712095228854725e-06,-0.007796153438154204,-0.00884656191657436
0.55,0,7,full,5000,4.719879411134314e-05,2.826987975520251e-05,3.692411566967647e-06,2.4577468188234864e-05,7.546867386654567e-05,0.002588915135000374,-0.01473843658064317
0.55,0,7,full,9999,-1.1814174911121081e-05,3.326280562568401e-05,9.30126324547782e-06,2.3961542380206187e-05,2.1448630714562915e-05,0.0032412544009342925,-0.021311868142983432
0.55,0,8,full,0,-0.00034089252787363486,0.0003555949037471808,0.0001593796373835287,0.00019621526636365218,1.4702375873546073e-05,0.08556254578773417,-0.02251292614683641
0.55,0,8,full,20,-0.0003377572975169691,0.00019848609073160357,4.2059786766402175e-05,0.00015642630396520138,-0.00013927120678536558,0.07783403338101084,-0.02028718108010694
0.55,0,8,full,100,-0.00017424402500612949,6.97725656734725e-05,9.845374728886792e-06,5.992719094458571e-05,-0.000104471459332657,0.05022572658779359,-0.012925940543654367
0.55,0,8,full,1000,-3.217631435035222e-05,2.9676123603528913e-05,4.084741153742766e-06,2.5591382449786148e-05,-2.5001907468232892e-06,0.01864729511269456,-0.009502100250909503
0.55,0,8,full,5000,-1.0914973731540687e-05,3.993502828950696e-05,1.0975013676069836e-05,2.896001461343712e-05,2.902005455796628e-05,0.024698195356127772,-0.018163864050823854
0.55,0,8,full,9999,-9.490317340961071e-06,4.0710567192206615e-05,1.2251157117687987e-05,2.845941007451863e-05,3.122024985124555e-05,0.027941845559399842,-0.02515275159750232
0.55,0,9,full,0,-0.0004359220950556639,0.0004160431212030645,0.00010982013209556227,0.00030622298910750227,-1.9878973852599458e-05,0.06085661691654612,-0.03355143392887043
0.55,0,9,full,20,-0.0002844037480966183,0.00021852129990214986,3.024445065436838e-05,0.0001882768492477815,-6.588244819446847e-05,0.048389526663478476,-0.027777445174069708
0.55,0,9,full,100,-0.00048738187639382454,0.0001489179489938884,4.8460850618058195e-05,0.00010045709837583022,-0.00033846392739993614,0.02209019254820886,-0.016220583057831
0.55,0,9,full,1000,-0.00010396001193271426,9.366982112683958e-05,3.922740520049131e-05,5.4442415926348265e-05,-1.0290190805874704e-05,-0.004095002278790599,-0.01293989859332722
0.55,0,9,full,5000,-4.755721576265845e-05,8.449113125467713e-05,2.2526432403904018e-05,6.196469885077313e-05,3.693391549201873e-05,0.014466793907276777,-0.026786142451006932
0.55,0,9,full,9999,-1.1076233769842265e-05,7.225903923027335e-05,1.4904454373877965e-05,5.7354584856395376e-05,6.118280546043107e-05,0.015524877958141137,-0.03602568494836529
0.55,0,0,centered,0,-5.824758903646994e-05,0.00010035636525271928,2.360998545781827e-05,7.674637979490101e-05,4.210877621624934e-05,0.05959994325237079,-0.021983339089048676
0.55,0,0,centered,20,-0.0001764547026168519,0.00011453706491873385,4.025192036139726e-05,7.428514455733658e-05,-6.1917637698118e-05,0.047938710227427024,-0.019217958533520037
0.55,0,0,centered,100,-8.583573219880882e-05,3.960456182782831e-05,9.379718181817449e-06,3.0224843646010856e-05,-4.6231170370980485e-05,0.024102724365521976,-0.013946745624408669
0.55,0,0,centered,1000,2.4999220767448412e-05,1.5910355474922178e-05,3.524084771944902e-06,1.2386270702977278e-05,4.0909576242370577e-05,-0.0024222368373259546,-0.008964741564399397
0.55,0,0,centered,5000,-1.2570770519723234e-05,1.8346835617617036e-05,4.648930777311377e-06,1.3697904840305662e-05,5.776065097893822e-06,0.004974318231027167,-0.016894243706256466
0.55,0,0,centered,9999,-3.973385324883848e-06,1.2172584538694605e-05,2.1593270546108953e-06,1.001325748408371e-05,8.199199213810755e-06,0.00726767926564697,-0.02477467625803982
0.55,0,1,centered,0,-0.00027913331696551014,0.00011411432551129462,3.3290411464682226e-05,8.082391404661239e-05,-0.0001650189914542155,0.06867365062093955,-0.023249398217228646
0.55,0,1,centered,20,-0.00014450362995262566,7.523427055079407e-05,1.5438414268098755e-05,5.979585628269532e-05,-6.926935940183157e-05,0.05710118351638716,-0.019524940446951015
0.55,0,1,centered,100,-0.00025307023099272705,5.461326830610955e-05,1.5599149162625127e-05,3.901411914348442e-05,-0.00019845696268661756,0.03667742262814604,-0.01568786177065322
0.55,0,1,centered,1000,-6.1013946868660824e-05,1.8434760200396214e-05,3.140944480466085e-06,1.529381571993013e-05,-4.257918666826462e-05,0.004995706643970897,-0.011271411083670373
0.55,0,1,centered,5000,-6.497682552012753e-05,2.3721635994853233e-05,7.158622430460816e-06,1.6563013564392418e-05,-4.125518952527428e-05,0.007358130110080472,-0.018171019708651953
0.55,0,1,centered,9999,2.8745319486908754e-05,1.5646318159677005e-05,1.565397057544446e-06,1.4080921102132561e-05,4.439163764658576e-05,0.009041785335910331,-0.02323533542580919
0.55,0,2,centered,0,-0.0001674728311178419,0.00011514663941024652,3.880572748719567e-05,7.634091192305087e-05,-5.232619170759538e-05,0.0711210813934275,-0.019425426030239598
0.55,0,2,centered,20,-0.00041902044982741033,8.83970936085733e-05,2.7960991372064905e-05,6.043610223650839e-05,-0.0003306233562188371,0.06413318288336728,-0.01781919081174083
0.55,0,2,centered,100,-3.9722431498542365e-05,3.618051031065625e-05,7.418624013558524e-06,2.8761886297097726e-05,-3.541921187886078e-06,0.0491628980963906,-0.013948242467946471
0.55,0,2,centered,1000,5.995438781932873e-05,1.1253692913544333e-05,1.3229695404533794e-06,9.930723373090955e-06,7.120808073287306e-05,0.0247267694474309,-0.009046058078499472
0.55,0,2,centered,5000,-4.2332144028181424e-05,9.35712285826627e-06,1.421265739895442e-06,7.935857118370829e-06,-3.2975021169915174e-05,0.01888980758036944,-0.01595618361060307
0.55,0,2,centered,9999,6.373981834915821e-05,7.3732009560893514e-06,1.2358665580828012e-06,6.137334398006551e-06,7.111301930524758e-05,0.020739128200468256,-0.021792285704414573
0.55,0,3,centered,0,-0.00016876301888100795,0.00010457535750223794,2.75650851607698e-05,7.701027234146815e-05,-6.418766137877003e-05,0.07340064156611448,-0.024782071893603982
0.55,0,3,centered,20,-0.00022076652115862917,7.388827801417858e-05,1.6584315314824678e-05,5.73039626993539e-05,-0.00014687824314445064,0.060191067046065715,-0.022824637823160868
0.55,0,3,centered,100,-0.0001959272795227402,5.5265184907166286e-05,2.0933385486274826e-05,3.4331799420891464e-05,-0.0001406620946155739,0.037301317108948864,-0.017369652681121575
0.55,0,3,centered,1000,-9.788010743335917e-05,1.5955415052816998e-05,3.0946610282143598e-06,1.286075402460264e-05,-8.192469238054218e-05,0.004428087235997103,-0.009533871874354243
0.55,0,3,centered,5000,3.261355631910648e-05,1.293190720875761e-05,1.3313419432169193e-06,1.160056526554069e-05,4.554546352786408e-05,0.011214917062694955,-0.017572436295380647
0.55,0,3,centered,9999,7.283234912975731e-06,1.7358050758428096e-05,4.86093338555278e-06,1.2497117372875315e-05,2.4641285671403833e-05,0.013648504446814336,-0.02551533969340653
0.55,0,4,centered,0,-0.00023113784755825575,0.0002098669447354439,8.508343007801916e-05,0.0001247835146574247,-2.127090282281187e-05,0.07026857433635522,-0.025279364293458385
0.55,0,4,centered,20,-0.0003496826009128908,0.00011827607446429048,2.7024404780978796e-05,9.125166968331168e-05,-0.00023140652644860037,0.0524999316377171,-0.022142727195167376
0.55,0,4,centered,100,-0.00012304864970257346,5.6373830158805485e-05,1.1033420950420633e-05,4.534040920838485e-05,-6.667481954376797e-05,0.024522622113871243,-0.013381724618959784
0.55,0,4,centered,1000,-0.00011831443045669723,2.729418491665573e-05,5.271089576854233e-06,2.20230953398015e-05,-9.102024554004148e-05,-0.001539939460952604,-0.008891914094543107
0.55,0,4,centered,5000,4.198407782126601e-05,2.0784999654835892e-05,2.6174509118829643e-06,1.816754874295293e-05,6.276907747610189e-05,0.006780740803742834,-0.01731605932228549
0.55,0,4,centered,9999,4.3652129051381406e-05,2.7052381374331317e-05,7.499495601297752e-06,1.955288577303356e-05,7.070451042571272e-05,0.008632883290629636,-0.025245860104281523
0.55,0,5,centered,0,-0.0002933504434761015,0.00011032746284824454,2.185253830057324e-05,8.847492454767131e-05,-0.00018302298062785696,0.08130577287709036,-0.027374101156480413
0.55,0,5,centered,20,-0.00036846720273224054,0.00010394514111024252,2.5104534598476048e-05,7.884060651176647e-05,-0.000264522061621998,0.06507091384720227,-0.023563272112322942
0.55,0,5,centered,100,-0.0001626667862983891,5.112907002023385e-05,1.610549892533387e-05,3.502357109489998e-05,-0.00011153771627815524,0.04022276975405393,-0.01749108029102594
0.55,0,5,centered,1000,-6.298391162486154e-05,1.801333996893511e-05,3.5856431448570426e-06,1.4427696824078068e-05,-4.497057165592642e-05,0.011800852232791155,-0.010866451791046835
0.55,0,5,centered,5000,-1.5597958796425575e-05,1.8662643380971253e-05,3.105923578009628e-06,1.5556719802961628e-05,3.0646845845456684e-06,0.017664408958357462,-0.022070534833182286
0.55,0,5,centered,9999,1.1229284245906527e-05,2.3614738218856603e-05,6.8852456047974786e-06,1.6729492614059128e-05,3.484402246476315e-05,0.0176360574087614,-0.03222197981919399
0.55,0,6,centered,0,-0.000310496589890316,0.00012068752711055788,2.404973763321039e-05,9.66377894773475e-05,-0.00018980906277975818,0.06544290076657032,-0.026591423725788318
0.55,0,6,centered,20,-0.0001088189406886405,0.0001288775209743356,3.0007047541151062e-05,9.887047343318454e-05,2.005858028569506e-05,0.05100252176584528,-0.023533500291041457
0.55,0,6,centered,100,-3.485729900352609e-05,6.201255314414364e-05,1.579042635157894e-05,4.6222126792564694e-05,2.7155254140617605e-05,0.023772405088602143,-0.015182416469448807
0.55,0,6,centered,1000,-2.671697403229266e-05,2.0950359023780866e-05,2.390196812457822e-06,1.8560162211323047e-05,-5.766615008511781e-06,-0.006773562681069546,-0.010811267656437407
0.55,0,6,centered,5000,3.0166170892878755e-05,2.2478283926296442e-05,4.1956381587859405e-06,1.8282645767510502e-05,5.2644454819175194e-05,0.0021034779273777604,-0.020910161156707654
0.55,0,6,centered,9999,3.2811750445193246e-05,2.5159073905377963e-05,6.124432171834794e-06,1.9034641733543168e-05,5.797082435057118e-05,0.002972410869631818,-0.029045469055610583
0.55,0,7,centered,0,-0.00020453391203638924,0.00019272766089903706,7.979950460308084e-05,0.00011292815629595624,-1.1806251137352174e-05,0.04931236813327199,-0.021501639186884667
0.55,0,7,centered,20,-0.0005492220329466977,0.00011822224275981802,2.8723637467123002e-05,8.949860529269502e-05,-0.00043099979018687963,0.03706527908730573,-0.020047789014801927
0.55,0,7,centered,100,-0.0001564690556539733,4.1860312072225486e-05,6.5926442017803e-06,3.526766787044519e-05,-0.00011460874358174782,0.010601362761627061,-0.013581246046305877
0.55,0,7,centered,1000,-1.3431687991086926e-05,1.5466823590088405e-05,1.0918550383331504e-06,1.4374968551755254e-05,2.0351355990014843e-06,-0.007796153438154204,-0.00884656191657436
0.55,0,7,centered,5000,9.45156634440667e-05,1.2942499763047185e-05,1.4793711066066532e-06,1.1463128656440531e-05,0.00010745816320711391,0.002588915135000374,-0.01473843658064317
0.55,0,7,centered,9999,-4.178156119872708e-05,1.533314064118656e-05,3.781938825368092e-06,1.1551201815818468e-05,-2.6448420557540522e-05,0.0032412544009342925,-0.021311868142983432
0.55,0,8,centered,0,-0.00024056732858721176,0.00016315834630905847,6.381521731071952e-05,9.934312899833891e-05,-7.74089822781533e-05,0.08556254578773417,-0.02251292614683641
0.55,0,8,centered,20,-0.00025035611469433847,8.949614904572528e-05,1.7101958510992722e-05,7.239419053473258e-05,-0.00016085996564861317,0.07783403338101084,-0.02028718108010694
0.55,0,8,centered,100,-0.00011244062946356695,3.1743560366597644e-05,3.96098144358153e-06,2.7782578923016116e-05,-8.06970690969693e-05,0.05022572658779359,-0.012925940543654367
0.55,0,8,centered,1000,-7.55555030086982e-06,1.3497826558557042e-05,1.6837999610478328e-06,1.1814026597509211e-05,5.942276257687224e-06,0.01864729511269456,-0.009502100250909503
0.55,0,8,centered,5000,4.1079607136266186e-05,1.837341019542859e-05,4.475464870605595e-06,1.3897945324822994e-05,5.945301733169476e-05,0.024698195356127772,-0.018163864050823854
0.55,0,8,centered,9999,4.842134630037532e-05,1.8341171116249357e-05,4.817097459334906e-06,1.3524073656914452e-05,6.676251741662468e-05,0.027941845559399842,-0.02515275159750232
0.55,0,9,centered,0,-0.00022542025021852712,0.00019521837946570442,4.54075440974949e-05,0.00014981083536820956,-3.020187075282263e-05,0.06085661691654612,-0.03355143392887043
0.55,0,9,centered,20,-0.00024419585608347814,0.00010293202853879577,1.2649221265917684e-05,9.028280727287808e-05,-0.00014126382754468244,0.048389526663478476,-0.027777445174069708
0.55,0,9,centered,100,-0.0004934662172702707,6.931105390859622e-05,1.9452104392599013e-05,4.985894951599719e-05,-0.0004241551633616745,0.02209019254820886,-0.016220583057831
0.55,0,9,centered,1000,0.0001563189597842607,4.3093156947628026e-05,1.5521813163521018e-05,2.7571343784107004e-05,0.00019941211673188877,-0.004095002278790599,-0.01293989859332722
0.55,0,9,centered,5000,4.985221198085597e-05,3.928166407586549e-05,9.010794263479372e-06,3.0270869812386115e-05,8.913387605672146e-05,0.014466793907276777,-0.026786142451006932
0.55,0,9,centered,9999,6.524124357068242e-06,3.3837842908384273e-05,6.163169462458819e-06,2.767467344592545e-05,4.036196726545249e-05,0.015524877958141137,-0.03602568494836529
0.55,0,0,variance,0,-6.50352582605327e-05,1.4112415956998058e-05,2.84539671263314e-06,1.1267019244364919e-05,-5.092284230353465e-05,0.05959994325237079,-0.021983339089048676
0.55,0,0,variance,20,-7.547606849971186e-05,1.5067650978832251e-05,3.938274238360078e-06,1.1129376740472172e-05,-6.040841752087962e-05,0.047938710227427024,-0.019217958533520037
0.55,0,0,variance,100,-2.9774611548680782e-05,5.362889768452632e-06,1.03843089706232e-06,4.324458871390311e-06,-2.441172178022815e-05,0.024102724365521976,-0.013946745624408669
0.55,0,0,variance,1000,-2.9470582092888552e-06,2.0535984633718654e-06,3.278645002935179e-07,1.7257339630783475e-06,-8.934597459169889e-07,-0.0024222368373259546,-0.008964741564399397
0.55,0,0,variance,5000,6.4075528489363605e-06,2.464825454564527e-06,5.096282767629934e-07,1.9551971778015335e-06,8.872378303500892e-06,0.004974318231027167,-0.016894243706256466
0.55,0,0,variance,9999,1.0426987559063676e-05,1.6370807530083798e-06,2.5402111062520433e-07,1.3830596423831755e-06,1.2064068312072055e-05,0.00726767926564697,-0.02477467625803982
0.55,0,1,variance,0,-0.00011419343120228794,2.4523747583450486e-05,6.636781353926442e-06,1.7886966229524042e-05,-8.966968361883748e-05,0.06867365062093955,-0.023249398217228646
0.55,0,1,variance,20,-4.055582375432447e-05,1.5429213772644745e-05,2.6624282418015316e-06,1.2766785530843212e-05,-2.512660998167974e-05,0.05710118351638716,-0.019524940446951015
0.55,0,1,variance,100,-0.00011142520382711777,1.1290458272020389e-05,2.6522469106131116e-06,8.638211361407278e-06,-0.00010013474555509737,0.03667742262814604,-0.01568786177065322
0.55,0,1,variance,1000,-4.870848767278796e-05,3.94894226547038e-06,6.753776124525535e-07,3.2735646530178274e-06,-4.475954540731757e-05,0.004995706643970897,-0.011271411083670373
0.55,0,1,variance,5000,-3.952834950350348e-06,5.092803192972498e-06,1.434045106731893e-06,3.6587580862406046e-06,1.1399682426221566e-06,0.007358130110080472,-0.018171019708651953
0.55,0,1,variance,9999,2.7407583765974577e-07,3.485198605827233e-06,3.986290997915e-07,3.0865695060357333e-06,3.7592744434869807e-06,0.009041785335910331,-0.02323533542580919
0.55,0,2,variance,0,-2.0494198228096817e-06,1.40814373051602e-05,3.20944568521811e-06,1.0871991619942092e-05,1.2032017482350534e-05,0.0711210813934275,-0.019425426030239598
0.55,0,2,variance,20,-3.626482123446843e-05,1.040157792963979e-05,2.07551937531774e-06,8.32605855432205e-06,-2.5863243304828643e-05,0.06413318288336728,-0.01781919081174083
0.55,0,2,variance,100,-2.9125972982015615e-05,4.536573747793328e-06,6.405591483075236e-07,3.896014599485805e-06,-2.4589399234222285e-05,0.0491628980963906,-0.013948242467946471
0.55,0,2,variance,1000,-7.696493946656537e-06,1.5791626498890223e-06,1.6339481367289314e-07,1.4157678362161292e-06,-6.117331296767515e-06,0.0247267694474309,-0.009046058078499472
0.55,0,2,variance,5000,1.604417704478418e-05,1.2733748120432792e-06,1.4859090624476593e-07,1.1247839057985134e-06,1.731755185682746e-05,0.01888980758036944,-0.01595618361060307
0.55,0,2,variance,9999,1.4355618710809123e-06,1.031138447335062e-06,1.3463383704395204e-07,8.9650461029111e-07,2.4667003184159746e-06,0.020739128200468256,-0.021792285704414573
0.55,0,3,variance,0,-3.4439473745372453e-05,1.5348657865718972e-05,3.0979325318640634e-06,1.2250725333854907e-05,-1.9090815879653492e-05,0.07340064156611448,-0.024782071893603982
0.55,0,3,variance,20,-4.094588235470911e-05,1.134448055346584e-05,2.138085920752389e-06,9.206394632713455e-06,-2.9601401801243265e-05,0.060191067046065715,-0.022824637823160868
0.55,0,3,variance,100,-1.1179444445052605e-05,8.325102348397097e-06,2.248742421258051e-06,6.076359927139047e-06,-2.854342096655511e-06,0.037301317108948864,-0.017369652681121575
0.55,0,3,variance,1000,-9.739740750200866e-06,2.4200381922471483e-06,4.16925831691045e-07,2.0031123605561037e-06,-7.319702557953719e-06,0.004428087235997103,-0.009533871874354243
0.55,0,3,variance,5000,3.3257098414258693e-06,1.9726672093052124e-06,1.9582631525750045e-07,1.776840894047712e-06,5.298377050731081e-06,0.011214917062694955,-0.017572436295380647
0.55,0,3,variance,9999,5.5618479312131755e-06,2.5663875970012573e-06,5.627328684728038e-07,2.0036547285284538e-06,8.128235528214432e-06,0.013648504446814336,-0.02551533969340653
0.55,0,4,variance,0,-0.00012602960594208651,3.35424233798583e-05,1.0651238981736796e-05,2.2891184398121496e-05,-9.248718256222823e-05,0.07026857433635522,-0.025279364293458385
0.55,0,4,variance,20,-8.31240064376001e-05,1.962777950913683e-05,4.477146584675903e-06,1.5150632924460926e-05,-6.349622692846325e-05,0.0524999316377171,-0.022142727195167376
0.55,0,4,variance,100,-8.899576304941066e-05,8.759000803424185e-06,1.607629179792077e-06,7.151371623632106e-06,-8.023676224598649e-05,0.024522622113871243,-0.013381724618959784
