seed,branch,task,step,ce,acc
2,AF,22,6000,2.28330659866333,0.1066666692495346
2,BF,22,6000,1.8029108047485352,0.36500000953674316
0,A,23,0,2.629248857498169,0.09666667133569717
0,B,23,0,9.017361640930176,0.09916666895151138
0,C,23,0,2.9827158451080322,0.09833333641290665
0,D,23,0,3.0630526542663574,0.09916666895151138
0,AF,23,0,2.4267632961273193,0.0925000011920929
0,BF,23,0,2.9194154739379883,0.10083333402872086
1,A,23,0,2.608569622039795,0.09833333641290665
1,B,23,0,9.668993949890137,0.10083333402872086
1,C,23,0,3.108710289001465,0.10166666656732559
1,D,23,0,2.841550827026367,0.10583333671092987
1,AF,23,0,2.561202049255371,0.10166666656732559
1,BF,23,0,3.3647613525390625,0.09166666865348816
2,A,23,0,2.4473540782928467,0.09333333373069763
2,B,23,0,9.876359939575195,0.09416666626930237
2,C,23,0,4.129072189331055,0.09333333373069763
2,D,23,0,3.373434543609619,0.09666667133569717
2,AF,23,0,2.539553165435791,0.10583333671092987
2,BF,23,0,3.077108383178711,0.1041666716337204
0,A,23,1,2.629120111465454,0.09666667133569717
0,B,23,1,9.002963066101074,0.09916666895151138
0,C,23,1,3.0002925395965576,0.09583333879709244
0,D,23,1,3.05533504486084,0.09916666895151138
0,AF,23,1,2.4256820678710938,0.09333333373069763
0,BF,23,1,2.922515630722046,0.10500000417232513
1,A,23,1,2.6092493534088135,0.09833333641290665
1,B,23,1,9.486647605895996,0.10166666656732559
1,C,23,1,3.1022212505340576,0.09916666895151138
1,D,23,1,2.8272571563720703,0.10583333671092987
1,AF,23,1,2.565039873123169,0.10166666656732559
1,BF,23,1,3.3603250980377197,0.09000000357627869
2,A,23,1,2.4477670192718506,0.09333333373069763
2,B,23,1,9.855059623718262,0.08916667103767395
2,C,23,1,4.127591133117676,0.09416666626930237
2,D,23,1,3.348737955093384,0.10083333402872086
2,AF,23,1,2.539482593536377,0.10583333671092987
2,BF,23,1,3.0785458087921143,0.10166666656732559
0,A,23,2,2.629835367202759,0.09750000387430191
0,B,23,2,8.878484725952148,0.09916666895151138
0,C,23,2,3.0024702548980713,0.09333333373069763
0,D,23,2,3.0337538719177246,0.10750000178813934
0,AF,23,2,2.4255411624908447,0.09333333373069763
0,BF,23,2,2.9116976261138916,0.10166666656732559
1,A,23,2,2.6083548069000244,0.09833333641290665
1,B,23,2,9.353927612304688,0.10833333432674408
1,C,23,2,3.0851974487304688,0.09833333641290665
1,D,23,2,2.803746461868286,0.10583333671092987
1,AF,23,2,2.568394899368286,0.10166666656732559
1,BF,23,2,3.3406217098236084,0.0949999988079071
2,A,23,2,2.447186231613159,0.10916666686534882
2,B,23,2,9.86229133605957,0.09000000357627869
2,C,23,2,4.108519077301025,0.08833333849906921
2,D,23,2,3.32712721824646,0.0949999988079071
2,AF,23,2,2.538499116897583,0.1066666692495346
2,BF,23,2,3.076939821243286,0.10000000149011612
0,A,23,5,2.6337332725524902,0.10750000178813934
0,B,23,5,9.553539276123047,0.1041666716337204
0,C,23,5,2.977893114089966,0.09750000387430191
0,D,23,5,2.99239182472229,0.10916666686534882
0,AF,23,5,2.428286552429199,0.1066666692495346
0,BF,23,5,2.888303279876709,0.10333333909511566
1,A,23,5,2.572314500808716,0.09833333641290665
1,B,23,5,9.95690631866455,0.12000000476837158
1,C,23,5,3.032205581665039,0.09750000387430191
1,D,23,5,2.7510712146759033,0.10833333432674408
1,AF,23,5,2.5669870376586914,0.10083333402872086
1,BF,23,5,3.3045153617858887,0.09750000387430191
2,A,23,5,2.441394567489624,0.10916666686534882
2,B,23,5,9.700017929077148,0.07999999821186066
2,C,23,5,4.01253080368042,0.10000000149011612
2,D,23,5,3.2757222652435303,0.10166666656732559
2,AF,23,5,2.531802177429199,0.1066666692495346
2,BF,23,5,3.046003818511963,0.09333333373069763
0,A,23,10,2.5880818367004395,0.10583333671092987
0,B,23,10,8.118697166442871,0.13333334028720856
0,C,23,10,2.9666030406951904,0.09416666626930237
0,D,23,10,2.934070348739624,0.1066666692495346
0,AF,23,10,2.4269144535064697,0.10583333671092987
0,BF,23,10,2.827146530151367,0.10249999910593033
1,A,23,10,2.5233094692230225,0.09750000387430191
1,B,23,10,9.875843048095703,0.12166666984558105
1,C,23,10,2.8911776542663574,0.10583333671092987
1,D,23,10,2.6891841888427734,0.10750000178813934
1,AF,23,10,2.548441171646118,0.10083333402872086
1,BF,23,10,3.349714756011963,0.10083333402872086
2,A,23,10,2.420067548751831,0.10000000149011612
2,B,23,10,8.912052154541016,0.09000000357627869
2,C,23,10,3.6767916679382324,0.09916666895151138
2,D,23,10,3.1653268337249756,0.10083333402872086
2,AF,23,10,2.518832206726074,0.09916666895151138
2,BF,23,10,3.0306074619293213,0.09083333611488342
0,A,23,20,2.472888231277466,0.10583333671092987
0,B,23,20,7.827417373657227,0.14000000059604645
0,C,23,20,2.673358201980591,0.09416666626930237
0,D,23,20,2.8703112602233887,0.10750000178813934
0,AF,23,20,2.405207395553589,0.10833333432674408
0,BF,23,20,2.8388640880584717,0.1066666692495346
1,A,23,20,2.4451863765716553,0.13250000774860382
1,B,23,20,8.121630668640137,0.14666667580604553
1,C,23,20,2.7761456966400146,0.12000000476837158
1,D,23,20,2.5929596424102783,0.13750000298023224
1,AF,23,20,2.512558937072754,0.13166667520999908
1,BF,23,20,3.2179980278015137,0.125
2,A,23,20,2.3936820030212402,0.10333333909511566
2,B,23,20,9.399474143981934,0.125
2,C,23,20,3.328674077987671,0.09750000387430191
2,D,23,20,2.8960225582122803,0.10000000149011612
2,AF,23,20,2.483058452606201,0.10166666656732559
2,BF,23,20,3.059000015258789,0.12166666984558105
0,A,23,25,2.4334781169891357,0.10000000149011612
0,B,23,25,7.173242568969727,0.14166666567325592
0,C,23,25,2.6707022190093994,0.09750000387430191
0,D,23,25,2.75223445892334,0.10833333432674408
0,AF,23,25,2.395277976989746,0.10166666656732559
0,BF,23,25,2.7961225509643555,0.10000000149011612
1,A,23,25,2.420093536376953,0.13250000774860382
1,B,23,25,8.970568656921387,0.12916666269302368
1,C,23,25,2.658846616744995,0.12250000238418579
1,D,23,25,2.53922963142395,0.1366666704416275
1,AF,23,25,2.506413459777832,0.13166667520999908
1,BF,23,25,3.169689178466797,0.12333333492279053
2,A,23,25,2.403622627258301,0.10333333909511566
2,B,23,25,8.565184593200684,0.12083333730697632
2,C,23,25,3.175215721130371,0.10249999910593033
2,D,23,25,2.7952728271484375,0.10500000417232513
2,AF,23,25,2.485349655151367,0.10166666656732559
2,BF,23,25,3.021925210952759,0.12416666746139526
0,A,23,50,2.334352493286133,0.10583333671092987
0,B,23,50,6.551815986633301,0.12583333253860474
0,C,23,50,2.537618637084961,0.10333333909511566
0,D,23,50,2.4749042987823486,0.10833333432674408
0,AF,23,50,2.368943691253662,0.10583333671092987
0,BF,23,50,2.7601258754730225,0.11250000447034836
1,A,23,50,2.3619256019592285,0.13250000774860382
1,B,23,50,5.968535900115967,0.17666667699813843
1,C,23,50,2.504784345626831,0.11250000447034836
1,D,23,50,2.337801218032837,0.13166667520999908
1,AF,23,50,2.4076132774353027,0.13166667520999908
1,BF,23,50,3.0404109954833984,0.13333334028720856
2,A,23,50,2.382878303527832,0.10916666686534882
2,B,23,50,6.6132917404174805,0.13750000298023224
2,C,23,50,2.756989002227783,0.10333333909511566
2,D,23,50,2.436293601989746,0.10916666686534882
2,AF,23,50,2.4176928997039795,0.10750000178813934
2,BF,23,50,2.8424901962280273,0.1274999976158142
0,A,23,75,2.30949330329895,0.10833333432674408
0,B,23,75,4.939535617828369,0.1641666740179062
0,C,23,75,2.47421932220459,0.10500000417232513
0,D,23,75,2.3284595012664795,0.11083333939313889
0,AF,23,75,2.3567557334899902,0.1066666692495346
0,BF,23,75,2.6513547897338867,0.1133333370089531
1,A,23,75,2.343217372894287,0.1341666728258133
1,B,23,75,5.3311638832092285,0.1850000023841858
1,C,23,75,2.5019543170928955,0.13250000774860382
1,D,23,75,2.3411905765533447,0.13250000774860382
1,AF,23,75,2.3829805850982666,0.13333334028720856
1,BF,23,75,2.98856258392334,0.14166666567325592
2,A,23,75,2.341627597808838,0.09916666895151138
2,B,23,75,5.198556900024414,0.1599999964237213
2,C,23,75,2.6404271125793457,0.10750000178813934
2,D,23,75,2.3835506439208984,0.1066666692495346
2,AF,23,75,2.388584613800049,0.09583333879709244
2,BF,23,75,2.7316243648529053,0.12833333015441895
0,A,23,150,2.3119161128997803,0.09916666895151138
0,B,23,150,3.5048410892486572,0.20499999821186066
0,C,23,150,2.4335920810699463,0.11250000447034836
0,D,23,150,2.3001868724823,0.10000000149011612
0,AF,23,150,2.3536927700042725,0.09916666895151138
0,BF,23,150,2.5402588844299316,0.1274999976158142
1,A,23,150,2.3087451457977295,0.13583333790302277
1,B,23,150,3.727181911468506,0.20750001072883606
1,C,23,150,2.3703653812408447,0.14000000059604645
1,D,23,150,2.2963850498199463,0.1366666704416275
1,AF,23,150,2.341193199157715,0.13333334028720856
1,BF,23,150,2.7132678031921387,0.16083334386348724
2,A,23,150,2.3038575649261475,0.1041666716337204
2,B,23,150,3.663398504257202,0.21250000596046448
2,C,23,150,2.530442237854004,0.12416666746139526
2,D,23,150,2.304806709289551,0.10833333432674408
2,AF,23,150,2.341078281402588,0.10333333909511566
2,BF,23,150,2.611189365386963,0.14750000834465027
0,A,23,375,2.299999713897705,0.10750000178813934
0,B,23,375,2.178096055984497,0.3008333444595337
0,C,23,375,2.4579217433929443,0.1274999976158142
0,D,23,375,2.2874655723571777,0.1133333370089531
0,AF,23,375,2.3178040981292725,0.10833333432674408
0,BF,23,375,2.360548257827759,0.15416666865348816
1,A,23,375,2.295480728149414,0.1366666704416275
1,B,23,375,2.1855714321136475,0.3525000214576721
1,C,23,375,2.3199410438537598,0.16333334147930145
1,D,23,375,2.2876880168914795,0.13583333790302277
1,AF,23,375,2.2959554195404053,0.13750000298023224
1,BF,23,375,2.3364264965057373,0.19500000774860382
2,A,23,375,2.307729482650757,0.0949999988079071
2,B,23,375,2.2982850074768066,0.30416667461395264
2,C,23,375,2.478844404220581,0.1300000101327896
2,D,23,375,2.287332773208618,0.10249999910593033
2,AF,23,375,2.3160653114318848,0.09416666626930237
2,BF,23,375,2.3461854457855225,0.15666666626930237
0,A,23,750,2.308534860610962,0.1066666692495346
0,B,23,750,1.6533375978469849,0.4283333420753479
0,C,23,750,2.4149093627929688,0.12666666507720947
0,D,23,750,2.2958850860595703,0.11083333939313889
0,AF,23,750,2.3134703636169434,0.10583333671092987
0,BF,23,750,2.2471370697021484,0.1758333444595337
1,A,23,750,2.2979934215545654,0.1366666704416275
1,B,23,750,1.4553130865097046,0.5099999904632568
1,C,23,750,2.2740085124969482,0.17000000178813934
1,D,23,750,2.2900125980377197,0.13750000298023224
1,AF,23,750,2.2862696647644043,0.13833333551883698
1,BF,23,750,2.158250331878662,0.24000000953674316
2,A,23,750,2.3231799602508545,0.10916666686534882
2,B,23,750,1.6119050979614258,0.4491666853427887
2,C,23,750,2.439917802810669,0.12833333015441895
2,D,23,750,2.2984628677368164,0.11833333969116211
2,AF,23,750,2.318249225616455,0.10249999910593033
2,BF,23,750,2.2088277339935303,0.19416667520999908
0,A,23,1500,2.308427572250366,0.10166666656732559
0,B,23,1500,1.2745616436004639,0.550000011920929
0,C,23,1500,2.443251371383667,0.11083333939313889
0,D,23,1500,2.2909584045410156,0.10833333432674408
0,AF,23,1500,2.313500165939331,0.10083333402872086
0,BF,23,1500,2.18806791305542,0.20499999821186066
1,A,23,1500,2.298241376876831,0.13583333790302277
1,B,23,1500,1.0529062747955322,0.6425000429153442
1,C,23,1500,2.2980315685272217,0.18666666746139526
1,D,23,1500,2.2749712467193604,0.11083333939313889
1,AF,23,1500,2.2812094688415527,0.10833333432674408
1,BF,23,1500,2.0405423641204834,0.26500001549720764
2,A,23,1500,2.2897889614105225,0.11083333939313889
2,B,23,1500,1.1749662160873413,0.5925000309944153
2,C,23,1500,2.355149984359741,0.16583333909511566
2,D,23,1500,2.2670438289642334,0.11833333969116211
2,AF,23,1500,2.2940573692321777,0.10750000178813934
2,BF,23,1500,2.091179132461548,0.23750001192092896
0,A,23,3000,2.303373336791992,0.09750000387430191
0,B,23,3000,0.9612101316452026,0.6516667008399963
0,C,23,3000,2.2655246257781982,0.15666666626930237
0,D,23,3000,2.2792956829071045,0.11833333969116211
0,AF,23,3000,2.3106255531311035,0.09666667133569717
0,BF,23,3000,2.0130085945129395,0.2591666877269745
1,A,23,3000,2.2974064350128174,0.10500000417232513
1,B,23,3000,0.7896144986152649,0.7266666889190674
1,C,23,3000,2.1348483562469482,0.20499999821186066
1,D,23,3000,2.257972002029419,0.12166666984558105
1,AF,23,3000,2.270850419998169,0.11416666954755783
1,BF,23,3000,1.8747143745422363,0.3316666781902313
2,A,23,3000,2.27713942527771,0.11250000447034836
2,B,23,3000,0.8634515404701233,0.6916666626930237
2,C,23,3000,2.1311683654785156,0.21666666865348816
2,D,23,3000,2.250332832336426,0.12000000476837158
2,AF,23,3000,2.285903215408325,0.10999999940395355
2,BF,23,3000,1.918393850326538,0.3016666769981384
0,A,23,6000,2.2867045402526855,0.11500000208616257
0,B,23,6000,0.7227547764778137,0.737500011920929
0,C,23,6000,2.13332200050354,0.2199999988079071
0,D,23,6000,2.2574856281280518,0.1274999976158142
0,AF,23,6000,2.3009376525878906,0.10999999940395355
0,BF,23,6000,1.8668758869171143,0.3283333480358124
1,A,23,6000,2.2971630096435547,0.1366666704416275
1,B,23,6000,0.6206653118133545,0.7766667008399963
1,C,23,6000,1.8901020288467407,0.2874999940395355
1,D,23,6000,2.255382537841797,0.15000000596046448
1,AF,23,6000,2.2628283500671387,0.14416666328907013
1,BF,23,6000,1.6932144165039062,0.398333340883255
2,A,23,6000,2.2375500202178955,0.13333334028720856
2,B,23,6000,0.6852080821990967,0.7441666722297668
2,C,23,6000,1.7568103075027466,0.34833332896232605
2,D,23,6000,2.234320640563965,0.13750000298023224
2,AF,23,6000,2.2789418697357178,0.11500000208616257
2,BF,23,6000,1.7498571872711182,0.3633333444595337
0,A,24,0,2.5317018032073975,0.0949999988079071
0,B,24,0,8.680524826049805,0.09833333641290665
0,C,24,0,3.154092311859131,0.10500000417232513
0,D,24,0,2.7433478832244873,0.08916667103767395
0,AF,24,0,2.35724139213562,0.09416666626930237
0,BF,24,0,2.7840678691864014,0.10333333909511566
1,A,24,0,2.498335123062134,0.10916666686534882
1,B,24,0,9.732427597045898,0.10583333671092987
1,C,24,0,3.4748873710632324,0.10500000417232513
1,D,24,0,2.732133626937866,0.1066666692495346
1,AF,24,0,2.6229615211486816,0.10999999940395355
1,BF,24,0,3.347951650619507,0.1066666692495346
2,A,24,0,2.6487462520599365,0.09166666865348816
2,B,24,0,9.841551780700684,0.08916667103767395
2,C,24,0,4.232998847961426,0.08916667103767395
2,D,24,0,2.983045816421509,0.08666666597127914
2,AF,24,0,2.4979546070098877,0.09000000357627869
2,BF,24,0,3.039576292037964,0.08500000089406967
0,A,24,1,2.531235933303833,0.0949999988079071
0,B,24,1,8.610310554504395,0.09833333641290665
0,C,24,1,3.133402109146118,0.10916666686534882
0,D,24,1,2.7430925369262695,0.08916667103767395
0,AF,24,1,2.3566200733184814,0.09416666626930237
0,BF,24,1,2.787339925765991,0.10333333909511566
1,A,24,1,2.4971811771392822,0.10916666686534882
1,B,24,1,9.674103736877441,0.1066666692495346
1,C,24,1,3.4482531547546387,0.10083333402872086
1,D,24,1,2.722486972808838,0.10750000178813934
1,AF,24,1,2.6204981803894043,0.10999999940395355
1,BF,24,1,3.332251787185669,0.10833333432674408
2,A,24,1,2.650892496109009,0.09166666865348816
2,B,24,1,9.81750202178955,0.08833333849906921
2,C,24,1,4.220108985900879,0.08833333849906921
2,D,24,1,2.950917959213257,0.08666666597127914
2,AF,24,1,2.498228073120117,0.09000000357627869
2,BF,24,1,3.0524239540100098,0.07999999821186066
0,A,24,2,2.5316267013549805,0.0949999988079071
0,B,24,2,8.559626579284668,0.10166666656732559
0,C,24,2,3.093813419342041,0.11083333939313889
0,D,24,2,2.7436108589172363,0.08916667103767395
0,AF,24,2,2.3569068908691406,0.09416666626930237
0,BF,24,2,2.796215057373047,0.10166666656732559
1,A,24,2,2.4926462173461914,0.10916666686534882
1,B,24,2,9.669876098632812,0.11083333939313889
1,C,24,2,3.4171502590179443,0.09583333879709244
1,D,24,2,2.701612949371338,0.10750000178813934
1,AF,24,2,2.618391513824463,0.10999999940395355
1,BF,24,2,3.3264055252075195,0.11083333939313889
2,A,24,2,2.6508684158325195,0.09166666865348816
2,B,24,2,9.78811264038086,0.08833333849906921
2,C,24,2,4.200004577636719,0.09000000357627869
2,D,24,2,2.9245686531066895,0.08666666597127914
2,AF,24,2,2.4984617233276367,0.08916667103767395
2,BF,24,2,3.0733895301818848,0.08083333820104599
0,A,24,5,2.5322887897491455,0.0949999988079071
0,B,24,5,8.211661338806152,0.10999999940395355
0,C,24,5,2.989546060562134,0.10249999910593033
0,D,24,5,2.744227886199951,0.08916667103767395
0,AF,24,5,2.3573834896087646,0.09416666626930237
0,BF,24,5,2.786311626434326,0.1066666692495346
1,A,24,5,2.4728338718414307,0.09666667133569717
1,B,24,5,9.694795608520508,0.11666666716337204
1,C,24,5,3.302414894104004,0.11416666954755783
1,D,24,5,2.6545398235321045,0.10750000178813934
1,AF,24,5,2.5926930904388428,0.09416666626930237
1,BF,24,5,3.319843292236328,0.10916666686534882
2,A,24,5,2.6511495113372803,0.09166666865348816
2,B,24,5,10.110089302062988,0.09083333611488342
2,C,24,5,4.0981974601745605,0.09083333611488342
2,D,24,5,2.8739447593688965,0.10500000417232513
2,AF,24,5,2.4991445541381836,0.10000000149011612
2,BF,24,5,3.1233227252960205,0.09833333641290665
0,A,24,10,2.5319690704345703,0.0949999988079071
0,B,24,10,7.899892807006836,0.125
0,C,24,10,2.9249322414398193,0.10083333402872086
0,D,24,10,2.6651206016540527,0.08916667103767395
0,AF,24,10,2.3567986488342285,0.09416666626930237
0,BF,24,10,2.807938814163208,0.11083333939313889
1,A,24,10,2.4411096572875977,0.1158333346247673
1,B,24,10,9.339778900146484,0.12166666984558105
1,C,24,10,3.1391072273254395,0.11500000208616257
1,D,24,10,2.578113555908203,0.11416666954755783
1,AF,24,10,2.5495259761810303,0.11666666716337204
1,BF,24,10,3.258809804916382,0.11250000447034836
2,A,24,10,2.601566791534424,0.10249999910593033
2,B,24,10,9.448963165283203,0.10916666686534882
2,C,24,10,3.8267781734466553,0.10249999910593033
2,D,24,10,2.715276002883911,0.10999999940395355
2,AF,24,10,2.492133855819702,0.10916666686534882
2,BF,24,10,3.0547752380371094,0.11166667193174362
0,A,24,20,2.5008444786071777,0.0949999988079071
0,B,24,20,7.513509273529053,0.12166666984558105
0,C,24,20,2.7470691204071045,0.10916666686534882
0,D,24,20,2.4885897636413574,0.09166666865348816
0,AF,24,20,2.3408968448638916,0.09416666626930237
0,BF,24,20,2.7599308490753174,0.12000000476837158
1,A,24,20,2.4336280822753906,0.1158333346247673
1,B,24,20,8.15548324584961,0.12833333015441895
1,C,24,20,2.971545934677124,0.11666666716337204
1,D,24,20,2.480750322341919,0.11500000208616257
1,AF,24,20,2.5182783603668213,0.11833333969116211
1,BF,24,20,3.2415010929107666,0.10916666686534882
2,A,24,20,2.4691505432128906,0.0949999988079071
2,B,24,20,8.14870834350586,0.11666666716337204
2,C,24,20,3.3335416316986084,0.10000000149011612
2,D,24,20,2.5398826599121094,0.10833333432674408
2,AF,24,20,2.463501453399658,0.10999999940395355
2,BF,24,20,3.006016254425049,0.10500000417232513
0,A,24,25,2.4858508110046387,0.10333333909511566
0,B,24,25,7.2502899169921875,0.10750000178813934
0,C,24,25,2.648989677429199,0.10833333432674408
0,D,24,25,2.446795701980591,0.10583333671092987
0,AF,24,25,2.3394272327423096,0.10333333909511566
0,BF,24,25,2.786444902420044,0.11416666954755783
1,A,24,25,2.4369425773620605,0.1158333346247673
1,B,24,25,8.074280738830566,0.13166667520999908
1,C,24,25,2.9521164894104004,0.1300000101327896
1,D,24,25,2.4658188819885254,0.1158333346247673
1,AF,24,25,2.513685941696167,0.11749999970197678
1,BF,24,25,3.1656270027160645,0.11666666716337204
2,A,24,25,2.4419360160827637,0.09666667133569717
2,B,24,25,8.077152252197266,0.1158333346247673
2,C,24,25,3.1099870204925537,0.1066666692495346
2,D,24,25,2.504814624786377,0.09666667133569717
2,AF,24,25,2.440223455429077,0.09833333641290665
2,BF,24,25,2.9452216625213623,0.10166666656732559
0,A,24,50,2.392503499984741,0.09916666895151138
0,B,24,50,5.983201503753662,0.14249999821186066
0,C,24,50,2.5595386028289795,0.11666666716337204
0,D,24,50,2.3351686000823975,0.10083333402872086
0,AF,24,50,2.332674980163574,0.09916666895151138
0,BF,24,50,2.740971326828003,0.12000000476837158
1,A,24,50,2.433645486831665,0.0925000011920929
1,B,24,50,6.032166004180908,0.14750000834465027
1,C,24,50,2.74515962600708,0.11166667193174362
1,D,24,50,2.3817949295043945,0.09916666895151138
1,AF,24,50,2.4649360179901123,0.09333333373069763
1,BF,24,50,3.0855648517608643,0.11500000208616257
2,A,24,50,2.3940935134887695,0.10166666656732559
2,B,24,50,6.181849002838135,0.1458333432674408
2,C,24,50,2.728736162185669,0.10916666686534882
2,D,24,50,2.327017068862915,0.09166666865348816
2,AF,24,50,2.3990252017974854,0.10333333909511566
2,BF,24,50,2.8126425743103027,0.11749999970197678
0,A,24,75,2.354794502258301,0.12000000476837158
0,B,24,75,5.298886299133301,0.1391666680574417
0,C,24,75,2.47391414642334,0.11250000447034836
0,D,24,75,2.329242706298828,0.12083333730697632
0,AF,24,75,2.336611270904541,0.11916667222976685
0,BF,24,75,2.6666924953460693,0.12833333015441895
1,A,24,75,2.3555378913879395,0.10166666656732559
1,B,24,75,4.9058122634887695,0.148333340883255
1,C,24,75,2.5714361667633057,0.10833333432674408
1,D,24,75,2.320998191833496,0.10500000417232513
1,AF,24,75,2.3818047046661377,0.1041666716337204
1,BF,24,75,2.893826723098755,0.10999999940395355
2,A,24,75,2.326185464859009,0.09916666895151138
2,B,24,75,5.4330735206604,0.14416666328907013
2,C,24,75,2.621502637863159,0.1066666692495346
2,D,24,75,2.3082311153411865,0.10000000149011612
2,AF,24,75,2.3836100101470947,0.10166666656732559
2,BF,24,75,2.795989513397217,0.11666666716337204
0,A,24,150,2.30976939201355,0.11083333939313889
0,B,24,150,3.504371404647827,0.19583334028720856
0,C,24,150,2.451650381088257,0.10916666686534882
0,D,24,150,2.3055057525634766,0.11250000447034836
0,AF,24,150,2.315866231918335,0.10833333432674408
0,BF,24,150,2.5617330074310303,0.125
1,A,24,150,2.3125832080841064,0.09416666626930237
1,B,24,150,3.516284704208374,0.2016666680574417
1,C,24,150,2.4869136810302734,0.12166666984558105
1,D,24,150,2.310732364654541,0.09416666626930237
1,AF,24,150,2.342843532562256,0.0949999988079071
1,BF,24,150,2.6774566173553467,0.11833333969116211
2,A,24,150,2.3150634765625,0.10083333402872086
2,B,24,150,3.6572775840759277,0.18666666746139526
2,C,24,150,2.502636671066284,0.11500000208616257
2,D,24,150,2.3098652362823486,0.10083333402872086
2,AF,24,150,2.350928783416748,0.10000000149011612
2,BF,24,150,2.63026762008667,0.12583333253860474
0,A,24,375,2.302609920501709,0.10583333671092987
0,B,24,375,2.237131357192993,0.29750001430511475
0,C,24,375,2.3026881217956543,0.12666666507720947
0,D,24,375,2.2986319065093994,0.1066666692495346
0,AF,24,375,2.310106039047241,0.10333333909511566
0,BF,24,375,2.3540520668029785,0.15166667103767395
1,A,24,375,2.3070156574249268,0.10083333402872086
1,B,24,375,2.228512763977051,0.3199999928474426
1,C,24,375,2.403589963912964,0.11083333939313889
1,D,24,375,2.3030004501342773,0.10166666656732559
1,AF,24,375,2.3023109436035156,0.10166666656732559
1,BF,24,375,2.345381021499634,0.14750000834465027
2,A,24,375,2.3078508377075195,0.1041666716337204
2,B,24,375,2.350884437561035,0.30250000953674316
2,C,24,375,2.4254109859466553,0.13083334267139435
2,D,24,375,2.304391384124756,0.10583333671092987
2,AF,24,375,2.3056206703186035,0.1066666692495346
2,BF,24,375,2.345367193222046,0.16500000655651093
0,A,24,750,2.3140251636505127,0.12000000476837158
0,B,24,750,1.7001477479934692,0.40666666626930237
0,C,24,750,2.288405418395996,0.1341666728258133
0,D,24,750,2.308184862136841,0.12083333730697632
0,AF,24,750,2.319434881210327,0.11916667222976685
0,BF,24,750,2.2317376136779785,0.17499999701976776
1,A,24,750,2.3068177700042725,0.10999999940395355
1,B,24,750,1.6278674602508545,0.445000022649765
1,C,24,750,2.309331178665161,0.14500001072883606
1,D,24,750,2.3026123046875,0.11166667193174362
1,AF,24,750,2.298020839691162,0.11416666954755783
1,BF,24,750,2.183851480484009,0.18416666984558105
2,A,24,750,2.305910348892212,0.09916666895151138
2,B,24,750,1.7329884767532349,0.3916666805744171
2,C,24,750,2.3532116413116455,0.1341666728258133
2,D,24,750,2.291886329650879,0.10333333909511566
2,AF,24,750,2.295344114303589,0.10500000417232513
2,BF,24,750,2.198176383972168,0.1875
0,A,24,1500,2.2956607341766357,0.12083333730697632
0,B,24,1500,1.306970238685608,0.5391666889190674
0,C,24,1500,2.2595601081848145,0.14916667342185974
0,D,24,1500,2.293217420578003,0.12250000238418579
0,AF,24,1500,2.3032331466674805,0.11916667222976685
0,BF,24,1500,2.134214401245117,0.22083333134651184
1,A,24,1500,2.3039755821228027,0.10083333402872086
1,B,24,1500,1.2034016847610474,0.5925000309944153
1,C,24,1500,2.2367961406707764,0.16750000417232513
1,D,24,1500,2.3001155853271484,0.10999999940395355
1,AF,24,1500,2.2936084270477295,0.11500000208616257
1,BF,24,1500,2.063309669494629,0.2408333420753479
2,A,24,1500,2.31302547454834,0.10083333402872086
2,B,24,1500,1.2070286273956299,0.5716666579246521
2,C,24,1500,2.2256648540496826,0.1574999988079071
2,D,24,1500,2.294635534286499,0.1066666692495346
2,AF,24,1500,2.3000144958496094,0.10500000417232513
2,BF,24,1500,2.070666551589966,0.2516666650772095
0,A,24,3000,2.300076484680176,0.10500000417232513
0,B,24,3000,0.990439772605896,0.6458333730697632
0,C,24,3000,2.174915075302124,0.18250000476837158
0,D,24,3000,2.293163776397705,0.10833333432674408
0,AF,24,3000,2.3109710216522217,0.09916666895151138
0,BF,24,3000,2.0310983657836914,0.24500000476837158
1,A,24,3000,2.3150172233581543,0.11083333939313889
1,B,24,3000,0.8627126216888428,0.6966666579246521
1,C,24,3000,2.206112861633301,0.1808333396911621
1,D,24,3000,2.307756185531616,0.1133333370089531
1,AF,24,3000,2.304219961166382,0.11500000208616257
1,BF,24,3000,1.9447673559188843,0.2691666781902313
2,A,24,3000,2.31337308883667,0.11250000447034836
2,B,24,3000,0.8938800096511841,0.6791666746139526
2,C,24,3000,2.076017379760742,0.20000000298023224
2,D,24,3000,2.2950539588928223,0.11666666716337204
2,AF,24,3000,2.2986903190612793,0.11749999970197678
2,BF,24,3000,1.9561983346939087,0.2900000214576721
0,A,24,6000,2.282733917236328,0.11416666954755783
0,B,24,6000,0.7449749708175659,0.7075000405311584
0,C,24,6000,1.6822184324264526,0.3733333349227905
0,D,24,6000,2.2619168758392334,0.11666666716337204
0,AF,24,6000,2.300581216812134,0.10333333909511566
0,BF,24,6000,1.89039945602417,0.2991666793823242
1,A,24,6000,2.3108322620391846,0.10333333909511566
1,B,24,6000,0.6200588345527649,0.7708333730697632
1,C,24,6000,1.9553135633468628,0.2758333384990692
1,D,24,6000,2.303593397140503,0.10833333432674408
1,AF,24,6000,2.2969675064086914,0.10999999940395355
1,BF,24,6000,1.7451303005218506,0.3774999976158142
2,A,24,6000,2.2962324619293213,0.1158333346247673
2,B,24,6000,0.6648557782173157,0.7441666722297668
