seed,env,act1,act2,task,floor_acc,online_acc,online_ce,finite,train_acc,train_ce,a1_rms,wnorm_l1,wnorm_l2,wnorm_l3,cnorm_l1,lowgate_l1,nearzero_l1
0,RL,LR,LR,30,0.12,0.4806979,1.571333,True,0.79,0.7390902,1.039454,18.83949,3.827364,5.840113,18.6731,0,0.02669167
0,PM,ELU1,ELU1,30,0.1191667,0.9914271,0.03898931,True,1,5.545775e-05,2.516902,8.493142,3.880768,2.67682,8.417035,0.4173833,0.1553
0,PM,ELU1,LR,30,0.1191667,0.9921042,0.03293976,True,1,2.759258e-05,1.972739,8.3783,2.949876,2.716011,8.315537,0.4229583,0.1751833
0,PM,LR,ELU1,30,0.1191667,0.9913229,0.03779421,True,1,5.862157e-05,1.683782,7.718731,3.977895,2.852995,7.616177,0,0.1392417
0,PM,LR,LR,30,0.1191667,0.9902917,0.04232682,True,1,3.370682e-05,1.498197,7.75657,3.390226,3.553509,7.673547,0,0.1544083
1,RL,ELU1,ELU1,30,0.1108333,0.1063437,2.302746,True,0.1141667,2.286948,16.86135,12.40291,4.020446,3.815445,12.23432,0.633175,0.04615
1,RL,ELU1,LR,30,0.1108333,0.3277604,1.842667,True,0.5233334,1.257096,1.34405,21.85331,4.131611,3.516165,21.77734,0.9503667,0.01085
1,RL,LR,ELU1,30,0.1108333,0.1104062,2.29597,True,0.1125,2.271697,12.19139,15.6037,5.037943,4.510392,14.97037,0,0.03979167
1,RL,LR,LR,30,0.1108333,0.48125,1.565467,True,0.8,0.6638252,1.130125,18.02786,3.736735,5.773204,17.87922,0,0.0289
1,PM,ELU1,ELU1,30,0.1141667,0.9911458,0.03904041,True,1,4.816373e-05,2.429131,8.689695,3.898384,2.645041,8.608465,0.4638833,0.1429417
1,PM,ELU1,LR,30,0.1141667,0.9908333,0.03767945,True,1,3.401319e-05,1.706602,8.32945,2.980811,2.777487,8.269236,0.4830167,0.1540333
1,PM,LR,ELU1,30,0.1141667,0.9893958,0.04734538,True,1,9.636243e-05,1.647521,7.844095,3.903301,2.952577,7.723719,0,0.1287917
1,PM,LR,LR,30,0.1141667,0.9888021,0.047757,True,1,4.276832e-05,1.371336,7.930023,3.465065,3.603928,7.803559,0,0.139225
2,RL,ELU1,ELU1,30,0.1125,0.1003333,2.316503,True,0.1041667,2.312855,18.43603,13.22978,4.493872,4.101764,13.05947,0.6873082,0.0412
2,RL,ELU1,LR,30,0.1125,0.3237708,1.819055,True,0.52,1.240723,1.348005,22.48063,4.112607,3.404119,22.39592,0.9554752,0.00955
2,RL,LR,ELU1,30,0.1125,0.1085104,2.291891,True,0.09833334,2.265109,6.141264,17.84316,5.445657,4.701583,17.05224,0,0.02678333
2,RL,LR,LR,30,0.1125,0.5212812,1.44408,True,0.8425,0.5585099,1.178441,18.07696,3.847915,5.851865,17.91027,0,0.03300834
2,PM,ELU1,ELU1,30,0.1158333,0.9884375,0.05275248,True,1,6.543875e-05,2.522559,8.789898,3.971957,2.768565,8.713908,0.487825,0.1307
2,PM,ELU1,LR,30,0.1158333,0.9901875,0.04119626,True,1,2.569358e-05,2.208723,8.531376,3.024029,2.849387,8.464835,0.4224667,0.17
2,PM,LR,ELU1,30,0.1158333,0.98925,0.04441378,True,1,6.728411e-05,1.527419,8.117776,3.933609,3.055119,8.003197,0,0.1159333
2,PM,LR,LR,30,0.1158333,0.9883437,0.04837471,True,1,5.985657e-05,1.706966,7.921708,3.43237,3.566943,7.822492,0,0.1288
0,RL,ELU1,ELU1,31,0.1258333,0.1080417,2.316217,True,0.1,2.312157,18.61424,13.04011,4.200289,3.805489,12.84271,0.7058083,0.03815
0,RL,ELU1,LR,31,0.1258333,0.3897187,1.698827,True,0.605,1.085197,1.468397,22.22549,4.180406,3.550376,22.13269,0.929675,0.01486667
0,RL,LR,ELU1,31,0.1258333,0.112625,2.303934,True,0.105,2.288941,15.85311,14.92117,5.10136,4.45708,14.40786,0,0.0477
0,RL,LR,LR,31,0.1258333,0.5042083,1.491009,True,0.8225,0.629522,1.066767,19.13264,3.873605,5.868192,18.96144,0,0.02929167
0,PM,ELU1,ELU1,31,0.1191667,0.9895937,0.04779554,True,1,4.948219e-05,2.471695,8.644988,3.947608,2.705107,8.567993,0.4058917,0.162625
0,PM,ELU1,LR,31,0.1191667,0.9917083,0.03908372,True,1,3.641049e-05,2.07744,8.531071,2.985816,2.735452,8.464587,0.4092751,0.1782917
0,PM,LR,ELU1,31,0.1191667,0.9884479,0.0511141,True,1,7.834991e-05,1.652082,7.889922,4.066705,2.885805,7.775144,0,0.145825
0,PM,LR,LR,31,0.1191667,0.9877188,0.05728674,True,1,7.55175e-05,1.634848,7.924934,3.461941,3.619669,7.829252,0,0.1170167
1,RL,ELU1,ELU1,31,0.1075,0.1045833,2.297677,True,0.1108333,2.239306,17.25218,12.52852,4.031241,3.812922,12.35361,0.621575,0.04888333
1,RL,ELU1,LR,31,0.1075,0.3496146,1.755968,True,0.5416667,1.214261,1.403052,22.30346,4.159058,3.497232,22.22252,0.9497667,0.011325
1,RL,LR,ELU1,31,0.1075,0.1019375,2.309883,True,0.1133333,2.288055,12.85858,15.62834,5.038749,4.50658,14.97062,0,0.0399
1,RL,LR,LR,31,0.1075,0.4995729,1.532636,True,0.7991667,0.6564831,1.194202,18.33307,3.756645,5.715749,18.16857,0,0.03204167
1,PM,ELU1,ELU1,31,0.1141667,0.9904271,0.03911008,True,1,3.485521e-05,2.276577,8.839157,3.953604,2.660921,8.753358,0.454625,0.153925
1,PM,ELU1,LR,31,0.1141667,0.9908229,0.038472,True,1,4.311641e-05,1.913214,8.474756,3.015592,2.806743,8.410885,0.476725,0.1616834
1,PM,LR,ELU1,31,0.1141667,0.9910104,0.04179326,True,1,8.005301e-05,1.692535,7.981053,3.960716,2.980504,7.86314,0,0.1389083
1,PM,LR,LR,31,0.1141667,0.9878646,0.04780272,True,1,4.956087e-05,1.461405,8.091644,3.527296,3.633029,7.969308,0,0.120975
2,RL,ELU1,ELU1,31,0.115,0.1018438,2.314679,True,0.1241667,2.282819,18.65981,13.32286,4.502347,4.099029,13.15162,0.6539,0.04749167
2,RL,ELU1,LR,31,0.115,0.2885729,1.91458,True,0.4691667,1.404571,1.31008,22.86593,4.095024,3.288319,22.79099,0.9608833,0.008825
2,RL,LR,ELU1,31,0.115,0.1084062,2.29692,True,0.14,2.248054,6.239817,18.03498,5.444747,4.697342,17.21176,0,0.02933333
2,RL,LR,LR,31,0.115,0.4978646,1.550777,True,0.8216667,0.6694877,1.242631,18.43279,3.844771,5.769983,18.24858,0,0.02968333
2,PM,ELU1,ELU1,31,0.1158333,0.9900938,0.041702,True,1,6.246011e-05,2.511557,8.939852,4.021764,2.781583,8.863374,0.4132667,0.1602333
2,PM,ELU1,LR,31,0.1158333,0.9906146,0.03633731,True,1,2.703508e-05,2.068754,8.649505,3.049377,2.84138,8.584112,0.4234584,0.1687333
2,PM,LR,ELU1,31,0.1158333,0.9888125,0.04821018,True,1,8.601825e-05,1.684906,8.290756,3.995068,3.123585,8.175757,0,0.131175
2,PM,LR,LR,31,0.1158333,0.9894062,0.0433917,True,1,3.310998e-05,1.594688,8.038506,3.460726,3.571738,7.941061,0,0.14765
0,RL,ELU1,ELU1,32,0.12,0.1025521,2.318051,True,0.1075,2.316646,19.30743,13.06252,4.200446,3.803839,12.86096,0.7016751,0.03911667
0,RL,ELU1,LR,32,0.12,0.3852604,1.705598,True,0.6208333,1.04782,1.480982,22.59121,4.195675,3.495774,22.50236,0.9319,0.01534167
0,RL,LR,ELU1,32,0.12,0.1045208,2.310071,True,0.11,2.303909,16.2262,15.00839,5.110223,4.454586,14.45729,0,0.04409167
0,RL,LR,LR,32,0.12,0.4681979,1.609752,True,0.7741667,0.7398825,1.068089,19.35747,3.845236,5.710184,19.18084,0,0.03003333
0,PM,ELU1,ELU1,32,0.1191667,0.9911042,0.04148013,True,1,4.322211e-05,2.410405,8.781501,4.007765,2.725797,8.703752,0.4272,0.157075
0,PM,ELU1,LR,32,0.1191667,0.9910625,0.04063658,True,1,3.483137e-05,1.94921,8.665958,3.00721,2.729718,8.602257,0.422125,0.1706833
0,PM,LR,ELU1,32,0.1191667,0.9903437,0.044115,True,1,7.559657e-05,1.708943,8.041235,4.13537,2.928438,7.919745,0,0.1470417
0,PM,LR,LR,32,0.1191667,0.9883333,0.05442472,True,1,6.262541e-05,1.660618,8.072027,3.506464,3.64112,7.97255,0,0.14225
1,RL,ELU1,ELU1,32,0.1191667,0.1065625,2.310105,True,0.11,2.299918,17.38416,12.59266,4.034028,3.809652,12.41564,0.6245083,0.04802499
1,RL,ELU1,LR,32,0.1191667,0.3373854,1.805237,True,0.5308334,1.224166,1.430637,22.66663,4.173754,3.411891,22.57743,0.9494834,0.01095
1,RL,LR,ELU1,32,0.1191667,0.1065625,2.308295,True,0.1083333,2.293678,13.27796,15.74242,5.041616,4.503635,15.06217,0,0.03688333
1,RL,LR,LR,32,0.1191667,0.4949479,1.538617,True,0.7866667,0.7023966,1.131662,18.68467,3.748822,5.695915,18.51857,0,0.02880833
1,PM,ELU1,ELU1,32,0.1141667,0.9912916,0.03928446,True,1,4.477898e-05,2.471273,8.984933,4.003094,2.670781,8.891914,0.4281583,0.15855
1,PM,ELU1,LR,32,0.1141667,0.9900938,0.04263687,True,1,3.684123e-05,2.127256,8.624621,3.055563,2.783722,8.555507,0.4453833,0.167525
1,PM,LR,ELU1,32,0.1141667,0.9894896,0.05185745,True,1,0.0001065381,1.565125,8.171064,4.028103,3.023375,8.033817,0,0.1290583
1,PM,LR,LR,32,0.1141667,0.9871562,0.05866462,True,1,7.780473e-05,1.535017,8.24734,3.559771,3.64791,8.105842,0,0.1140833
2,RL,ELU1,ELU1,32,0.1125,0.1011562,2.314465,True,0.1175,2.297204,19.27577,13.40534,4.503884,4.09457,13.23442,0.6658834,0.0483
2,RL,ELU1,LR,32,0.1125,0.3139896,1.825987,True,0.5108333,1.322073,1.364504,23.269,4.122487,3.275026,23.18972,0.9580417,0.008958333
2,RL,LR,ELU1,32,0.1125,0.1175833,2.26369,True,0.1291667,2.199144,6.431219,18.1797,5.452377,4.695508,17.33716,0,0.03241666
2,RL,LR,LR,32,0.1125,0.4958437,1.511093,True,0.8391667,0.5924606,1.261208,18.77612,3.857801,5.756081,18.58254,0,0.02955
2,PM,ELU1,ELU1,32,0.1158333,0.9905,0.04183043,True,1,4.859209e-05,2.634763,9.082645,4.072482,2.797911,9.006885,0.4400833,0.1459917
2,PM,ELU1,LR,32,0.1158333,0.9900208,0.04081693,True,1,2.196392e-05,2.123146,8.80649,3.080694,2.873158,8.741476,0.4388,0.158325
2,PM,LR,ELU1,32,0.1158333,0.9884375,0.04909374,True,1,7.712205e-05,1.702077,8.438197,4.065535,3.156083,8.327008,0,0.1234833
2,PM,LR,LR,32,0.1158333,0.9880208,0.05105035,True,1,6.615798e-05,1.753161,8.204142,3.54709,3.623334,8.098295,0,0.136625
0,RL,ELU1,ELU1,33,0.1175,0.1025104,2.316297,True,0.1216667,2.311476,19.48681,13.10262,4.202189,3.802228,12.90146,0.6853082,0.042625
0,RL,ELU1,LR,33,0.1175,0.3573333,1.788894,True,0.5591667,1.209289,1.501077,22.92845,4.190253,3.393117,22.8252,0.935125,0.01443334
0,RL,LR,ELU1,33,0.1175,0.105875,2.304044,True,0.1266667,2.28591,16.48248,15.12331,5.120689,4.45332,14.56788,0,0.04213334
0,RL,LR,LR,33,0.1175,0.5015312,1.503547,True,0.8233334,0.624147,1.077372,19.6871,3.877552,5.691335,19.50532,0,0.031075
0,PM,ELU1,ELU1,33,0.1191667,0.9915625,0.03827497,True,1,5.542199e-05,2.264695,8.926187,4.074753,2.757752,8.843768,0.4716167,0.1461667
0,PM,ELU1,LR,33,0.1191667,0.9911458,0.04009786,True,1,3.796021e-05,2.084011,8.820615,3.06156,2.765455,8.754397,0.4316583,0.167075
0,PM,LR,ELU1,33,0.1191667,0.9909791,0.04874985,True,1,9.743373e-05,1.655803,8.187714,4.198908,2.967144,8.070585,0,0.1327667
0,PM,LR,LR,33,0.1191667,0.9891667,0.04587714,True,1,4.30123e-05,1.518879,8.211418,3.541997,3.650234,8.119926,0,0.1358417
1,RL,ELU1,ELU1,33,0.1133333,0.09836458,2.32432,True,0.1075,2.328255,18.1181,12.58841,4.02884,3.804725,12.39884,0.6586,0.03826667
1,RL,ELU1,LR,33,0.1133333,0.3159375,1.851164,True,0.5108333,1.28116,1.46464,22.98839,4.173676,3.296156,22.90452,0.95,0.01068333
1,RL,LR,ELU1,33,0.1133333,0.1,2.318758,True,0.1108333,2.319433,13.72962,15.78175,5.045969,4.500009,15.06973,0,0.037175
1,RL,LR,LR,33,0.1133333,0.4820833,1.570788,True,0.805,0.6454124,1.138026,18.85025,3.743802,5.669233,18.67495,0,0.02876667
1,PM,ELU1,ELU1,33,0.1141667,0.9910208,0.04074053,True,1,3.732681e-05,2.449391,9.122501,4.069074,2.694716,9.030973,0.4423167,0.1501334
1,PM,ELU1,LR,33,0.1141667,0.9909062,0.04057827,True,1,3.674666e-05,1.899463,8.759547,3.089064,2.816144,8.687762,0.4820667,0.1526417
1,PM,LR,ELU1,33,0.1141667,0.9908854,0.05167517,True,1,9.017468e-05,1.468224,8.304105,4.086635,3.036239,8.169073,0,0.1327333
1,PM,LR,LR,33,0.1141667,0.9883229,0.0518345,True,1,4.176299e-05,1.587487,8.370704,3.594359,3.620959,8.24089,0,0.1365167
2,RL,ELU1,ELU1,33,0.1191667,0.1088542,2.307608,True,0.1158333,2.308644,19.92973,13.43333,4.509383,4.091865,13.24828,0.6975999,0.0405
2,RL,ELU1,LR,33,0.1191667,0.2908125,1.909991,True,0.4658333,1.409143,1.341402,23.59565,4.108896,3.190359,23.51646,0.9616249,0.00815
2,RL,LR,ELU1,33,0.1191667,0.1182812,2.276637,True,0.1333333,2.251754,6.551161,18.36959,5.464177,4.689927,17.4959,0,0.03035
2,RL,LR,LR,33,0.1191667,0.5191562,1.462429,True,0.8333334,0.5890745,1.255518,19.09602,3.900249,5.800365,18.89732,0,0.02965833
2,PM,ELU1,ELU1,33,0.1158333,0.9900208,0.04831919,True,1,5.50588e-05,2.593062,9.246096,4.128959,2.817086,9.163752,0.472725,0.137775
2,PM,ELU1,LR,33,0.1158333,0.9903854,0.04033459,True,1,3.325383e-05,2.387151,8.940383,3.104058,2.873769,8.883346,0.4321334,0.1582333
2,PM,LR,ELU1,33,0.1158333,0.9870833,0.05571094,True,1,9.040316e-05,1.968188,8.617442,4.149555,3.180114,8.493048,0,0.1175833
2,PM,LR,LR,33,0.1158333,0.9862292,0.06377239,True,1,7.826329e-05,1.859519,8.380783,3.609192,3.676829,8.266144,0,0.12445
0,RL,ELU1,ELU1,34,0.1091667,0.09834375,2.318777,True,0.1066667,2.297601,19.68776,13.11405,4.203401,3.800735,12.90664,0.7111167,0.03555
0,RL,ELU1,LR,34,0.1091667,0.3526875,1.787899,True,0.5525,1.191968,1.453268,23.27417,4.183725,3.311205,23.18154,0.9381416,0.01451667
0,RL,LR,ELU1,34,0.1091667,0.09954166,2.318919,True,0.1116667,2.296397,17.26066,15.17206,5.119991,4.447645,14.58945,0,0.04175
0,RL,LR,LR,34,0.1091667,0.4801667,1.573404,True,0.7841667,0.7261947,1.096519,20.02497,3.883656,5.58848,19.83053,0,0.0287
0,PM,ELU1,ELU1,34,0.1191667,0.9909375,0.04120522,True,1,5.366564e-05,2.553505,9.081214,4.125618,2.764489,8.993188,0.408575,0.1659334
0,PM,ELU1,LR,34,0.1191667,0.9918646,0.03603387,True,1,3.524383e-05,2.052246,8.951332,3.094178,2.781729,8.890973,0.3972834,0.1806167
0,PM,LR,ELU1,34,0.1191667,0.9908125,0.0426598,True,1,6.841977e-05,1.460512,8.319931,4.274389,2.98676,8.204541,0,0.123125
0,PM,LR,LR,34,0.1191667,0.9887812,0.04747224,True,1,4.483779e-05,1.437555,8.356454,3.598954,3.711501,8.264327,0,0.13105
1,RL,ELU1,ELU1,34,0.1158333,0.1042708,2.313362,True,0.1166667,2.305005,17.80609,12.60791,4.032155,3.804125,12.42585,0.6309584,0.043775
1,RL,ELU1,LR,34,0.1158333,0.3267604,1.818179,True,0.5025,1.261666,1.462139,23.33297,4.173844,3.233086,23.24703,0.9498583,0.01056667
1,RL,LR,ELU1,34,0.1158333,0.1055729,2.309951,True,0.1225,2.29459,14.10927,15.94528,5.046392,4.497909,15.22712,0,0.038125
1,RL,LR,LR,34,0.1158333,0.514375,1.466408,True,0.81,0.6393425,1.199052,19.26551,3.820432,5.705564,19.07943,0,0.0338
1,PM,ELU1,ELU1,34,0.1141667,0.9905,0.0391891,True,1,3.65909e-05,2.431026,9.268532,4.123899,2.719012,9.182691,0.4736,0.1370417
1,PM,ELU1,LR,34,0.1141667,0.9911562,0.03499248,True,1,2.574245e-05,2.114952,8.890172,3.118325,2.824888,8.82059,0.462025,0.1602667
1,PM,LR,ELU1,34,0.1141667,0.990052,0.04534847,True,1,7.590135e-05,1.515637,8.440826,4.169482,3.059206,8.308331,0,0.1271333
1,PM,LR,LR,34,0.1141667,0.9878646,0.04583755,True,1,5.323728e-05,1.526065,8.524208,3.645829,3.675437,8.398464,0,0.1173417
2,RL,ELU1,ELU1,34,0.1208333,0.1063229,2.318115,True,0.1066667,2.311534,20.27709,13.43798,4.507804,4.090014,13.24808,0.7107584,0.0377
2,RL,ELU1,LR,34,0.1208333,0.3002813,1.888896,True,0.5041667,1.370903,1.364697,23.96035,4.114049,3.127352,23.87619,0.96245,0.008125
2,RL,LR,ELU1,34,0.1208333,0.1178542,2.287224,True,0.1416667,2.242448,6.735862,18.51036,5.474499,4.686959,17.60751,0,0.028325
2,RL,LR,LR,34,0.1208333,0.5224062,1.469872,True,0.85,0.5450753,1.221518,19.35535,3.917325,5.773712,19.15399,0,0.03246666
2,PM,ELU1,ELU1,34,0.1158333,0.9888542,0.04801381,True,1,5.170743e-05,2.391049,9.407066,4.188818,2.848076,9.321264,0.468,0.1469834
2,PM,ELU1,LR,34,0.1158333,0.9882917,0.04899552,True,1,3.549973e-05,2.341964,9.082441,3.134273,2.857439,9.023512,0.455275,0.156775
2,PM,LR,ELU1,34,0.1158333,0.9857813,0.06284303,True,1,0.0001016851,1.827182,8.792773,4.22858,3.210079,8.663876,0,0.1234167
2,PM,LR,LR,34,0.1158333,0.9864687,0.06389099,True,1,9.439389e-05,1.583226,8.566482,3.658462,3.69284,8.443468,0,0.1275333
0,RL,ELU1,ELU1,35,0.1083333,0.09766667,2.315223,True,0.1083333,2.30382,20.02224,13.13431,4.205336,3.798903,12.92728,0.6765917,0.04325833
0,RL,ELU1,LR,35,0.1083333,0.3658229,1.763049,True,0.5675,1.202324,1.526809,23.59949,4.192784,3.247243,23.49397,0.9361084,0.013475
0,RL,LR,ELU1,35,0.1083333,0.09866667,2.311728,True,0.1166667,2.288416,17.23793,15.23758,5.122583,4.445325,14.64407,0,0.0387
0,RL,LR,LR,35,0.1083333,0.478875,1.560276,True,0.7775,0.7140395,1.083808,20.36895,3.901143,5.5487,20.16862,0,0.0262
0,PM,ELU1,ELU1,35,0.1191667,0.9894479,0.05541771,True,1,7.395029e-05,2.470144,9.234462,4.180679,2.799493,9.141435,0.4701751,0.1378417
0,PM,ELU1,LR,35,0.1191667,0.9898958,0.04520385,True,1,4.869302e-05,2.145961,9.078962,3.137838,2.799172,9.012883,0.4322583,0.1640833
0,PM,LR,ELU1,35,0.1191667,0.9882917,0.05362645,True,1,8.096934e-05,1.984606,8.468625,4.34139,2.995314,8.346337,0,0.129975
0,PM,LR,LR,35,0.1191667,0.9870104,0.05727049,True,1,5.893787e-05,1.49143,8.496611,3.673365,3.725245,8.403418,0,0.1171167
1,RL,ELU1,ELU1,35,0.1125,0.09903125,2.315609,True,0.1083333,2.303554,18.0675,12.66799,4.0379,3.802705,12.485,0.6044167,0.05200833
1,RL,ELU1,LR,35,0.1125,0.3322292,1.825669,True,0.5008333,1.289983,1.547007,23.75747,4.189662,3.152746,23.66866,0.9504251,0.009808333
1,RL,LR,ELU1,35,0.1125,0.09841666,2.315323,True,0.1066667,2.302434,14.49982,16.05759,5.052706,4.49369,15.2791,0,0.03698333
1,RL,LR,LR,35,0.1125,0.5053958,1.515032,True,0.8058333,0.6538381,1.183169,19.67149,3.839101,5.659262,19.48111,0,0.03045834
1,PM,ELU1,ELU1,35,0.1141667,0.9913125,0.03937488,True,1,4.240195e-05,2.514169,9.409658,4.174191,2.737641,9.316649,0.4919,0.134375
1,PM,ELU1,LR,35,0.1141667,0.9876667,0.05422756,True,1,4.952908e-05,2.261889,9.06544,3.158231,2.841636,8.999143,0.4911584,0.1443333
1,PM,LR,ELU1,35,0.1141667,0.9894375,0.04769623,True,1,0.0001043328,1.669584,8.588353,4.22338,3.08757,8.444167,0,0.1107083
1,PM,LR,LR,35,0.1141667,0.9866562,0.05615732,True,1,9.620905e-05,1.709693,8.699966,3.684707,3.717047,8.568114,0,0.103325
2,RL,ELU1,ELU1,35,0.1158333,0.1029896,2.314699,True,0.1141667,2.294369,20.41907,13.49312,4.510435,4.088434,13.30479,0.6908917,0.043175
2,RL,ELU1,LR,35,0.1158333,0.3019271,1.879155,True,0.4625,1.371189,1.420096,24.27523,4.121592,3.049486,24.18586,0.96185,0.007741667
2,RL,LR,ELU1,35,0.1158333,0.1096146,2.296882,True,0.1241667,2.26146,6.950686,18.66257,5.489214,4.680462,17.72179,0,0.02741667
2,RL,LR,LR,35,0.1158333,0.5063958,1.498556,True,0.8066667,0.6339236,1.324425,19.54841,3.917628,5.694846,19.34261,0,0.0307
2,PM,ELU1,ELU1,35,0.1158333,0.9897916,0.04804962,True,1,5.579392e-05,2.534454,9.579578,4.255105,2.879244,9.499686,0.4552584,0.1490167
2,PM,ELU1,LR,35,0.1158333,0.9891562,0.04422932,True,1,3.376087e-05,2.308127,9.228895,3.174091,2.868327,9.170321,0.4567167,0.151175
2,PM,LR,ELU1,35,0.1158333,0.9880416,0.05213452,True,1,0.0001000293,1.833799,8.960187,4.287047,3.266082,8.83212,0,0.1066667
2,PM,LR,LR,35,0.1158333,0.9849063,0.06736118,True,1,6.166141e-05,1.765862,8.710708,3.678229,3.690653,8.584214,0,0.123625
0,RL,ELU1,ELU1,36,0.1158333,0.1019792,2.320265,True,0.1075,2.306699,20.54488,13.13544,4.202876,3.795674,12.91612,0.7120417,0.03508333
0,RL,ELU1,LR,36,0.1158333,0.3584167,1.755172,True,0.5491667,1.222031,1.547145,24.01966,4.224334,3.227272,23.90591,0.9396085,0.01245
0,RL,LR,ELU1,36,0.1158333,0.1029583,2.313685,True,0.1083333,2.297282,17.51782,15.2506,5.12457,4.443824,14.65111,0,0.03933333
0,RL,LR,LR,36,0.1158333,0.4987604,1.527387,True,0.7975,0.6682401,1.101439,20.63601,3.906595,5.498623,20.42833,0,0.02985833
0,PM,ELU1,ELU1,36,0.1191667,0.9891042,0.05096466,True,1,5.334139e-05,2.286789,9.3894,4.244459,2.831079,9.293964,0.5106167,0.1296917
0,PM,ELU1,LR,36,0.1191667,0.9903542,0.04568103,True,1,3.699382e-05,2.302132,9.210499,3.170591,2.820891,9.148532,0.4235584,0.1656833
0,PM,LR,ELU1,36,0.1191667,0.9902188,0.04246541,True,1,7.656495e-05,2.025831,8.618663,4.419369,3.048239,8.498506,0,0.1313
0,PM,LR,LR,36,0.1191667,0.987125,0.05403464,True,1,3.727516e-05,1.421867,8.640369,3.736637,3.750985,8.554105,0,0.136625
1,RL,ELU1,ELU1,36,0.1141667,0.1026667,2.32076,True,0.11,2.314745,18.75242,12.66538,4.036783,3.798182,12.46721,0.6571834,0.037325
1,RL,ELU1,LR,36,0.1141667,0.3101771,1.870251,True,0.4875,1.374697,1.417387,24.03434,4.187146,3.090955,23.95968,0.9595583,0.008541666
1,RL,LR,ELU1,36,0.1141667,0.1042188,2.312829,True,0.115,2.302208,14.62802,16.06701,5.050864,4.492723,15.29366,0,0.03898333
1,RL,LR,LR,36,0.1141667,0.4949271,1.535866,True,0.8058333,0.6577928,1.167069,19.95629,3.8452,5.647636,19.75702,0,0.0293
1,PM,ELU1,ELU1,36,0.1141667,0.9914792,0.03745317,True,1,4.724423e-05,2.434706,9.530531,4.222411,2.754671,9.442865,0.4514084,0.1502417
1,PM,ELU1,LR,36,0.1141667,0.9909375,0.03849765,True,1,3.475984e-05,2.068991,9.196027,3.177092,2.810347,9.129357,0.472825,0.150875
1,PM,LR,ELU1,36,0.1141667,0.9885729,0.05220984,True,1,9.640615e-05,1.739372,8.754272,4.289616,3.096786,8.596726,0,0.1213583
1,PM,LR,LR,36,0.1141667,0.9868021,0.05537133,True,1,7.59697e-05,1.660056,8.863772,3.745847,3.738365,8.728602,0,0.10935
2,RL,ELU1,ELU1,36,0.1108333,0.09825,2.319283,True,0.09833334,2.31604,20.59761,13.51828,4.511976,4.086448,13.32826,0.6824166,0.04470833
2,RL,ELU1,LR,36,0.1108333,0.3001667,1.885206,True,0.5025,1.307649,1.490479,24.60921,4.138428,2.981084,24.51231,0.9550583,0.008966667
2,RL,LR,ELU1,36,0.1108333,0.1075,2.295143,True,0.1166667,2.267467,7.061841,18.79263,5.505071,4.677444,17.81875,0,0.02526667
2,RL,LR,LR,36,0.1108333,0.4986041,1.537986,True,0.7733334,0.7385844,1.317156,19.8066,3.92824,5.64565,19.58568,0,0.02855
2,PM,ELU1,ELU1,36,0.1158333,0.9874583,0.05615485,True,1,7.308722e-05,2.221267,9.750774,4.317963,2.911024,9.673627,0.483675,0.1363083
2,PM,ELU1,LR,36,0.1158333,0.9867812,0.05989216,True,1,4.193624e-05,2.338054,9.375288,3.195335,2.915934,9.308208,0.5035583,0.1352167
2,PM,LR,ELU1,36,0.1158333,0.9857396,0.06815784,True,1,0.0001348909,1.913791,9.137008,4.373423,3.321674,8.994082,0,0.1004583
2,PM,LR,LR,36,0.1158333,0.984,0.06831225,True,1,9.948015e-05,1.86664,8.863504,3.734749,3.722341,8.731556,0,0.11425
0,RL,ELU1,ELU1,37,0.1125,0.1050104,2.306964,True,0.1275,2.277625,19.72497,13.21909,4.211582,3.793794,13.0239,0.6434416,0.05285
0,RL,ELU1,LR,37,0.1125,0.338875,1.820078,True,0.5241667,1.280465,1.563653,24.32307,4.227015,3.14702,24.21358,0.9413916,0.01214167
0,RL,LR,ELU1,37,0.1125,0.1043229,2.311066,True,0.1191667,2.302454,17.92732,15.30108,5.128673,4.441154,14.69741,0,0.04503334
0,RL,LR,LR,37,0.1125,0.4669687,1.627617,True,0.7708334,0.7870798,1.09861,20.9608,3.901521,5.388394,20.74172,0,0.02605
0,PM,ELU1,ELU1,37,0.1191667,0.9909896,0.04231947,True,1,5.131404e-05,2.376814,9.551204,4.287995,2.851447,9.460269,0.478175,0.1427833
0,PM,ELU1,LR,37,0.1191667,0.9909791,0.0385202,True,1,2.906839e-05,2.022897,9.337594,3.19826,2.854236,9.278742,0.4438166,0.163325
0,PM,LR,ELU1,37,0.1191667,0.9889583,0.04959601,True,1,7.165989e-05,1.913868,8.776215,4.488591,3.081224,8.651502,0,0.1234917
0,PM,LR,LR,37,0.1191667,0.9864271,0.05986263,True,1,5.611181e-05,1.796784,8.797001,3.805332,3.739423,8.705574,0,0.1248417
1,RL,ELU1,ELU1,37,0.125,0.1066771,2.315329,True,0.1258333,2.299694,18.9045,12.66955,4.039236,3.797841,12.4703,0.6534833,0.03875833
1,RL,ELU1,LR,37,0.125,0.3226875,1.842762,True,0.525,1.290549,1.490166,24.3563,4.20338,3.049123,24.27412,0.9556417,0.009158334
1,RL,LR,ELU1,37,0.125,0.10925,2.312193,True,0.1291667,2.293236,14.65895,16.13371,5.053574,4.49091,15.35203,0,0.03905834
