seed,env,act1,act2,task,floor_acc,online_acc,online_ce,finite,train_acc,train_ce,a1_rms,wnorm_l1,wnorm_l2,wnorm_l3,cnorm_l1,lowgate_l1,nearzero_l1
0,PM,LR,ELU1,8,0.1191667,0.9924583,0.03229461,True,1,3.763437e-05,1.107301,3.860229,1.974583,2.17982,3.81972,0,0.232575
0,PM,LR,LR,8,0.1191667,0.9918958,0.03257725,True,1,3.356655e-05,1.135677,4.019107,2.059402,2.781263,3.976241,0,0.2043667
1,RL,ELU1,ELU1,8,0.1091667,0.2725312,1.858175,True,0.5125,1.246634,5.129057,9.983674,3.739248,3.889141,9.93649,0.4846667,0.09851667
1,RL,ELU1,LR,8,0.1091667,0.6885208,0.9773519,True,0.9958333,0.03599879,1.42117,9.706374,3.381126,5.061197,9.669931,0.6940583,0.08785833
1,RL,LR,ELU1,8,0.1091667,0.4743958,1.413102,True,0.8733333,0.3851551,1.964129,9.752775,3.934376,4.347821,9.709232,0,0.08405834
1,RL,LR,LR,8,0.1091667,0.5257292,1.434001,True,0.8708333,0.4556376,0.8580669,9.437127,3.404763,6.762527,9.402696,0,0.04709167
1,PM,ELU1,ELU1,8,0.1141667,0.991125,0.03366028,True,1,2.490759e-05,1.598647,4.154607,2.171582,1.986652,4.114433,0.233775,0.2864167
1,PM,ELU1,LR,8,0.1141667,0.9925104,0.03050048,True,1,2.444506e-05,1.646144,4.256724,1.976842,2.25065,4.225607,0.2068,0.2963333
1,PM,LR,ELU1,8,0.1141667,0.9935,0.02708163,True,1,3.092607e-05,1.013284,3.825377,1.965034,2.215136,3.779726,0,0.2569
1,PM,LR,LR,8,0.1141667,0.9922916,0.02772642,True,1,2.159238e-05,1.1164,4.005276,2.082509,2.675503,3.967464,0,0.2660583
2,RL,ELU1,ELU1,8,0.1133333,0.4064063,1.524244,True,0.7366667,0.6809883,4.361888,10.02823,3.874434,4.108365,9.983267,0.5410333,0.0958
2,RL,ELU1,LR,8,0.1133333,0.6971354,0.9605312,True,0.9983333,0.01953248,1.539448,9.966967,3.470105,5.193663,9.92969,0.7153082,0.08133333
2,RL,LR,ELU1,8,0.1133333,0.5805521,1.171653,True,0.9833333,0.09475818,1.077548,9.912606,3.86608,4.3004,9.871152,0,0.074875
2,RL,LR,LR,8,0.1133333,0.6030937,1.229535,True,0.9508334,0.212885,0.9111689,9.0502,3.477924,6.482535,9.008617,0,0.05983334
2,PM,ELU1,ELU1,8,0.1158333,0.9920729,0.03377493,True,1,1.828671e-05,1.679836,4.355021,2.125827,1.989998,4.316541,0.2094333,0.2699417
2,PM,ELU1,LR,8,0.1158333,0.9910833,0.03291363,True,1,2.486944e-05,1.657217,4.313244,1.976125,2.34632,4.278889,0.1965833,0.3018833
2,PM,LR,ELU1,8,0.1158333,0.9925938,0.02727832,True,1,3.164291e-05,0.8678157,3.93878,1.907195,2.249212,3.895339,0,0.25295
2,PM,LR,LR,8,0.1158333,0.9928333,0.02633679,True,1,2.327561e-05,1.06686,4.072107,2.083906,2.859962,4.026896,0,0.237
0,RL,ELU1,ELU1,9,0.115,0.2234479,1.978698,True,0.4566667,1.362657,5.671121,10.23315,3.860149,3.83735,10.17112,0.5088084,0.09845001
0,RL,ELU1,LR,9,0.115,0.7005104,0.9614502,True,0.9991667,0.02370255,1.48487,10.3403,3.517504,4.930246,10.30587,0.7120333,0.08174999
0,RL,LR,ELU1,9,0.115,0.4888437,1.351716,True,0.8708333,0.3726172,2.296321,10.41535,4.238248,4.430461,10.33563,0,0.08899166
0,RL,LR,LR,9,0.115,0.5287291,1.43387,True,0.8716667,0.4576703,0.7911026,10.34566,3.453259,6.837133,10.29505,0,0.05306667
0,PM,ELU1,ELU1,9,0.1191667,0.9923333,0.03004639,True,1,2.042055e-05,1.599233,4.447055,2.294253,2.050741,4.406172,0.2245083,0.2938583
0,PM,ELU1,LR,9,0.1191667,0.9919479,0.03075008,True,1,2.546271e-05,1.748393,4.529927,2.056898,2.391049,4.498757,0.1948667,0.294025
0,PM,LR,ELU1,9,0.1191667,0.9924479,0.03055424,True,1,2.77702e-05,1.075714,4.101273,2.074074,2.186251,4.063439,0,0.2486833
0,PM,LR,LR,9,0.1191667,0.9921875,0.02968062,True,1,2.624194e-05,1.193772,4.236701,2.139044,2.84287,4.196142,0,0.226975
1,RL,ELU1,ELU1,9,0.1091667,0.1738021,2.097661,True,0.2816667,1.768269,6.063582,10.31339,3.821838,3.894386,10.25126,0.530225,0.08103333
1,RL,ELU1,LR,9,0.1091667,0.6592187,1.040165,True,0.9883333,0.05147552,1.415969,10.44039,3.498944,5.06284,10.39491,0.7363501,0.07415833
1,RL,LR,ELU1,9,0.1091667,0.3882813,1.585626,True,0.7166667,0.7363499,2.563925,10.5433,4.186993,4.448666,10.47701,0,0.07664167
1,RL,LR,LR,9,0.1091667,0.5331042,1.430258,True,0.8891667,0.4322339,0.8518217,9.98448,3.455688,6.764258,9.947933,0,0.04583333
1,PM,ELU1,ELU1,9,0.1141667,0.98975,0.04093103,True,1,4.631043e-05,1.869666,4.441875,2.291019,2.034702,4.388091,0.2498583,0.2633667
1,PM,ELU1,LR,9,0.1141667,0.9915625,0.03352769,True,1,2.922773e-05,1.877791,4.528098,2.05671,2.29546,4.497635,0.2556833,0.2458333
1,PM,LR,ELU1,9,0.1141667,0.9923229,0.0300089,True,1,3.846725e-05,0.9526617,4.034915,2.053897,2.228437,3.99684,0,0.25735
1,PM,LR,LR,9,0.1141667,0.9923854,0.02771777,True,1,2.391974e-05,1.07337,4.234768,2.172297,2.772488,4.192503,0,0.2265083
2,RL,ELU1,ELU1,9,0.11,0.2872917,1.821292,True,0.5433334,1.159821,5.260301,10.57327,4.039946,4.157502,10.52223,0.55295,0.08895001
2,RL,ELU1,LR,9,0.11,0.6408229,1.097009,True,0.9916667,0.05879524,1.476408,10.82381,3.589391,5.187932,10.78588,0.7559084,0.068025
2,RL,LR,ELU1,9,0.11,0.503625,1.356444,True,0.9025,0.3300743,1.316737,10.82716,4.173547,4.457583,10.76992,0,0.06542499
2,RL,LR,LR,9,0.11,0.5713021,1.313358,True,0.9083334,0.3372562,0.9886771,9.744539,3.558865,6.561043,9.700351,0,0.04861667
2,PM,ELU1,ELU1,9,0.1158333,0.9913646,0.03380537,True,1,1.95384e-05,1.674618,4.640342,2.267888,2.038101,4.601435,0.243125,0.2663583
2,PM,ELU1,LR,9,0.1158333,0.9902396,0.03795821,True,1,2.962907e-05,1.668117,4.59465,2.060414,2.415373,4.549366,0.2725334,0.2586333
2,PM,LR,ELU1,9,0.1158333,0.9920416,0.03339889,True,1,3.29415e-05,1.034269,4.17288,2.010492,2.269572,4.129351,0,0.2412334
2,PM,LR,LR,9,0.1158333,0.9917812,0.03211105,True,1,3.346086e-05,1.115393,4.296146,2.18172,2.984617,4.246347,0,0.2035667
0,RL,ELU1,ELU1,10,0.1108333,0.2115833,2.014888,True,0.395,1.551983,6.488509,10.66327,3.972223,3.85902,10.59105,0.530725,0.09033334
0,RL,ELU1,LR,10,0.1108333,0.6669791,1.04332,True,0.995,0.0425819,1.508155,11.13371,3.639656,4.944826,11.09413,0.7385834,0.06970833
0,RL,LR,ELU1,10,0.1108333,0.3256354,1.732315,True,0.61,0.9598023,3.221898,11.02908,4.462185,4.482514,10.9129,0,0.07062501
0,RL,LR,LR,10,0.1108333,0.5127292,1.494336,True,0.8508334,0.4906897,0.8285036,10.83123,3.458265,6.748378,10.77044,0,0.04440833
0,PM,ELU1,ELU1,10,0.1191667,0.9927812,0.03207903,True,1,3.700574e-05,1.882536,4.718083,2.382014,2.091212,4.672951,0.22025,0.2676667
0,PM,ELU1,LR,10,0.1191667,0.9923542,0.03278257,True,1,3.046831e-05,1.707856,4.766822,2.122721,2.435867,4.730447,0.2355917,0.2748167
0,PM,LR,ELU1,10,0.1191667,0.9930625,0.02897544,True,1,3.28509e-05,1.226643,4.321015,2.185492,2.231018,4.281525,0,0.222025
0,PM,LR,LR,10,0.1191667,0.9934375,0.02463009,True,1,1.951615e-05,1.348835,4.435874,2.226835,2.929439,4.388175,0,0.2179584
1,RL,ELU1,ELU1,10,0.105,0.1327083,2.220044,True,0.1825,2.058672,7.318828,10.54899,3.872362,3.88825,10.476,0.55145,0.07166667
1,RL,ELU1,LR,10,0.105,0.6280313,1.134627,True,0.9741667,0.1084127,1.38175,11.20625,3.586395,5.066878,11.16389,0.7706417,0.06407501
1,RL,LR,ELU1,10,0.105,0.2840417,1.836235,True,0.5091667,1.231975,3.288817,11.19119,4.370942,4.507366,11.09627,0,0.05980834
1,RL,LR,LR,10,0.105,0.5454687,1.389653,True,0.8916667,0.4147819,0.8494174,10.58484,3.487534,6.75807,10.53914,0,0.04885834
1,PM,ELU1,ELU1,10,0.1141667,0.991875,0.03269275,True,1,3.340801e-05,1.698034,4.717793,2.399164,2.079844,4.659612,0.2670917,0.2559667
1,PM,ELU1,LR,10,0.1141667,0.9925,0.03101989,True,1,2.810399e-05,1.744994,4.749526,2.129517,2.351387,4.72184,0.1951083,0.2911167
1,PM,LR,ELU1,10,0.1141667,0.9929375,0.02904469,True,1,3.694932e-05,1.036901,4.236957,2.143027,2.271202,4.19953,0,0.231575
1,PM,LR,LR,10,0.1141667,0.9924791,0.02989232,True,1,2.248844e-05,1.350053,4.43192,2.256633,2.839028,4.389207,0,0.21675
2,RL,ELU1,ELU1,10,0.1116667,0.20125,2.036798,True,0.3708333,1.61388,6.288888,10.91041,4.126993,4.157734,10.85604,0.575825,0.07633333
2,RL,ELU1,LR,10,0.1116667,0.6252187,1.143161,True,0.9741667,0.1207979,1.538157,11.53985,3.698454,5.169265,11.49587,0.78135,0.05636667
2,RL,LR,ELU1,10,0.1116667,0.4212188,1.532457,True,0.7783334,0.6145192,1.569996,11.63861,4.42036,4.565135,11.56921,0,0.05836666
2,RL,LR,LR,10,0.1116667,0.5471666,1.397638,True,0.8691667,0.4423062,1.01692,10.27826,3.597755,6.502405,10.22744,0,0.0449
2,PM,ELU1,ELU1,10,0.1158333,0.9918646,0.03101639,True,1,2.213796e-05,2.038883,4.906481,2.397466,2.091931,4.866017,0.261025,0.2441583
2,PM,ELU1,LR,10,0.1158333,0.9902812,0.03771991,True,1,2.658447e-05,1.657976,4.847883,2.114891,2.437503,4.806686,0.2970833,0.2420667
2,PM,LR,ELU1,10,0.1158333,0.9923646,0.03118402,True,1,4.095554e-05,1.039411,4.387913,2.130228,2.31274,4.342527,0,0.2317833
2,PM,LR,LR,10,0.1158333,0.9923646,0.02975485,True,1,2.77857e-05,1.123606,4.49403,2.27777,3.049145,4.453095,0,0.23205
0,RL,ELU1,ELU1,11,0.1158333,0.1597708,2.159364,True,0.3016667,1.854759,7.59509,10.96482,4.04459,3.859846,10.88023,0.5642333,0.077525
0,RL,ELU1,LR,11,0.1158333,0.6661562,1.037782,True,0.9933333,0.04453621,1.469217,11.83679,3.718255,4.982567,11.79271,0.7580251,0.06885833
0,RL,LR,ELU1,11,0.1158333,0.2569792,1.897679,True,0.4541667,1.381143,4.163649,11.5039,4.609485,4.525114,11.3748,0,0.059725
0,RL,LR,LR,11,0.1158333,0.5270417,1.446572,True,0.8616667,0.4911029,0.8363738,11.37405,3.480244,6.754585,11.31115,0,0.04248334
0,PM,ELU1,ELU1,11,0.1191667,0.9936042,0.02742355,True,1,2.184788e-05,1.726397,4.94274,2.498593,2.119229,4.90239,0.2201167,0.2738584
0,PM,ELU1,LR,11,0.1191667,0.9925729,0.03121723,True,1,2.904177e-05,1.747823,4.990444,2.185894,2.489606,4.949893,0.258875,0.2638333
0,PM,LR,ELU1,11,0.1191667,0.9932292,0.02824164,True,1,2.957901e-05,1.107679,4.528842,2.292488,2.24853,4.488272,0,0.2270583
0,PM,LR,LR,11,0.1191667,0.9927291,0.02699623,True,1,1.905898e-05,1.185369,4.63461,2.290674,2.988188,4.581665,0,0.198425
1,RL,ELU1,ELU1,11,0.1116667,0.1148333,2.278029,True,0.1475,2.203089,8.39897,10.65509,3.889733,3.879202,10.56237,0.6160084,0.05862501
1,RL,ELU1,LR,11,0.1116667,0.616625,1.172129,True,0.9566667,0.1782424,1.372005,11.9785,3.699562,5.077602,11.9326,0.7898834,0.05850834
1,RL,LR,ELU1,11,0.1116667,0.2133125,1.996522,True,0.3766667,1.526085,3.823806,11.6526,4.519171,4.536722,11.52229,0,0.05579166
1,RL,LR,LR,11,0.1116667,0.5268334,1.456296,True,0.8775,0.4445801,0.9018399,10.97512,3.510605,6.68009,10.92826,0,0.04748334
1,PM,ELU1,ELU1,11,0.1141667,0.9917812,0.03382346,True,1,3.490925e-05,2.045976,5.012375,2.502059,2.118163,4.953528,0.2962334,0.2066583
1,PM,ELU1,LR,11,0.1141667,0.9914479,0.03449343,True,1,4.809857e-05,1.982134,4.985162,2.232939,2.454274,4.94224,0.2829334,0.2338667
1,PM,LR,ELU1,11,0.1141667,0.9912812,0.03420594,True,1,4.240116e-05,1.039074,4.461574,2.242987,2.298171,4.416741,0,0.21575
1,PM,LR,LR,11,0.1141667,0.9913542,0.03287132,True,1,3.814499e-05,1.286273,4.659735,2.352971,2.962155,4.601759,0,0.1981083
2,RL,ELU1,ELU1,11,0.1166667,0.1736979,2.108673,True,0.2933334,1.802965,7.20082,11.17679,4.216441,4.162354,11.11454,0.5898917,0.07399167
2,RL,ELU1,LR,11,0.1166667,0.6011354,1.204397,True,0.96,0.169872,1.453813,12.32517,3.785199,5.149619,12.2839,0.7975751,0.05456667
2,RL,LR,ELU1,11,0.1166667,0.3564583,1.687423,True,0.6258333,0.9823375,1.877813,12.36321,4.636337,4.64812,12.271,0,0.05386667
2,RL,LR,LR,11,0.1166667,0.53875,1.413087,True,0.8733333,0.4736337,1.006049,10.8855,3.630488,6.529611,10.82973,0,0.03893333
2,PM,ELU1,ELU1,11,0.1158333,0.9897708,0.03789496,True,1,3.076077e-05,1.969597,5.178107,2.526288,2.154944,5.128559,0.3263667,0.21075
2,PM,ELU1,LR,11,0.1158333,0.9906354,0.03732198,True,1,2.97459e-05,1.843224,5.089329,2.193565,2.50963,5.044636,0.308125,0.2242833
2,PM,LR,ELU1,11,0.1158333,0.9923125,0.03053202,True,1,3.865798e-05,1.063036,4.600162,2.214369,2.350665,4.553282,0,0.224775
2,PM,LR,LR,11,0.1158333,0.9913229,0.03389791,True,1,2.968868e-05,1.081252,4.717021,2.359945,3.112303,4.671004,0,0.2124833
0,RL,ELU1,ELU1,12,0.1141667,0.1399479,2.198167,True,0.22,1.988909,8.735302,11.25049,4.073113,3.858373,11.15552,0.5921084,0.07090833
0,RL,ELU1,LR,12,0.1141667,0.6051041,1.201547,True,0.9758334,0.1328268,1.523853,12.49887,3.77496,4.919071,12.44597,0.7830917,0.05715834
0,RL,LR,ELU1,12,0.1141667,0.1887083,2.080643,True,0.3233334,1.717485,4.862054,11.86078,4.696363,4.533372,11.69268,0,0.05268334
0,RL,LR,LR,12,0.1141667,0.5276354,1.436409,True,0.8575,0.4970282,0.8547502,11.85024,3.544183,6.752443,11.78973,0,0.04309167
0,PM,ELU1,ELU1,12,0.1191667,0.9920833,0.03405812,True,1,4.137039e-05,1.804776,5.163462,2.593635,2.170932,5.114023,0.2914667,0.240525
0,PM,ELU1,LR,12,0.1191667,0.9907084,0.03916074,True,1,3.750006e-05,1.822737,5.251339,2.246922,2.561752,5.202909,0.2919,0.2401917
0,PM,LR,ELU1,12,0.1191667,0.9926041,0.0313412,True,1,4.004479e-05,1.158616,4.731245,2.378332,2.309248,4.690527,0,0.2093667
0,PM,LR,LR,12,0.1191667,0.9922187,0.03348617,True,1,3.874183e-05,1.268888,4.837419,2.384075,3.115647,4.771177,0,0.17805
1,RL,ELU1,ELU1,12,0.1166667,0.1083958,2.293766,True,0.1333333,2.230357,9.466781,10.7628,3.901323,3.870878,10.66099,0.6300916,0.05267501
1,RL,ELU1,LR,12,0.1166667,0.5822604,1.256304,True,0.9241667,0.3070732,1.447344,12.74322,3.783483,5.045204,12.69951,0.8185499,0.04649167
1,RL,LR,ELU1,12,0.1166667,0.1808021,2.094459,True,0.315,1.717732,4.520634,12.06002,4.608329,4.551962,11.90227,0,0.05454166
1,RL,LR,LR,12,0.1166667,0.5381458,1.411714,True,0.8833333,0.4224977,0.9067184,11.41856,3.541837,6.673458,11.36946,0,0.04463334
1,PM,ELU1,ELU1,12,0.1141667,0.9919479,0.0332554,True,1,2.468745e-05,1.916589,5.27376,2.637034,2.153674,5.210838,0.2761167,0.239625
1,PM,ELU1,LR,12,0.1141667,0.9923437,0.03082083,True,1,3.104131e-05,1.829417,5.206445,2.308206,2.497047,5.163694,0.2978,0.231175
1,PM,LR,ELU1,12,0.1141667,0.9928542,0.02953081,True,1,3.948132e-05,1.05126,4.646245,2.323968,2.302272,4.602365,0,0.2279417
1,PM,LR,LR,12,0.1141667,0.9913125,0.03141927,True,1,2.442519e-05,1.215323,4.844742,2.416509,3.000301,4.79385,0,0.21875
2,RL,ELU1,ELU1,12,0.1108333,0.1424896,2.202847,True,0.2116667,1.991643,8.447664,11.36697,4.27168,4.15844,11.29858,0.6015083,0.06929167
2,RL,ELU1,LR,12,0.1108333,0.5527396,1.319902,True,0.9166667,0.2865953,1.326478,13.00137,3.832747,5.079897,12.95896,0.83095,0.04660833
2,RL,LR,ELU1,12,0.1108333,0.2902708,1.827842,True,0.5375,1.169651,2.190212,13.00489,4.824713,4.69911,12.87776,0,0.05026666
2,RL,LR,LR,12,0.1108333,0.5298437,1.451129,True,0.8583333,0.5010693,1.004603,11.3395,3.63681,6.515535,11.28215,0,0.03795
2,PM,ELU1,ELU1,12,0.1158333,0.9905729,0.03538544,True,1,2.637227e-05,1.96795,5.443291,2.64552,2.1949,5.391722,0.2990167,0.2322333
2,PM,ELU1,LR,12,0.1158333,0.9909688,0.03503447,True,1,2.43036e-05,1.790827,5.31975,2.264115,2.552018,5.268574,0.2999417,0.244875
2,PM,LR,ELU1,12,0.1158333,0.9922292,0.03046351,True,1,3.812552e-05,1.083407,4.801378,2.320989,2.374603,4.757482,0,0.2301083
2,PM,LR,LR,12,0.1158333,0.9917708,0.03206832,True,1,2.418439e-05,1.301583,4.915454,2.435455,3.158578,4.865405,0,0.197325
0,RL,ELU1,ELU1,13,0.1125,0.1201771,2.253545,True,0.1433333,2.13179,9.823671,11.42969,4.092941,3.851501,11.32158,0.6296584,0.06321667
0,RL,ELU1,LR,13,0.1125,0.5969791,1.244627,True,0.9416667,0.2252768,1.551652,13.19015,3.851734,4.866186,13.1391,0.7982835,0.05239166
0,RL,LR,ELU1,13,0.1125,0.1693229,2.11999,True,0.2775,1.838629,5.598203,12.21903,4.772385,4.540451,12.02524,0,0.05054167
0,RL,LR,LR,13,0.1125,0.5118125,1.47389,True,0.8416667,0.5631494,0.8731319,12.42305,3.58777,6.724361,12.35389,0,0.04211667
0,PM,ELU1,ELU1,13,0.1191667,0.9929479,0.02917654,True,1,2.307177e-05,1.836072,5.371748,2.69654,2.21563,5.320905,0.2538583,0.2523583
0,PM,ELU1,LR,13,0.1191667,0.9924583,0.03225811,True,1,2.510627e-05,1.738011,5.444936,2.29436,2.603802,5.401083,0.262675,0.259025
0,PM,LR,ELU1,13,0.1191667,0.9928437,0.02800575,True,1,2.931992e-05,1.081283,4.895941,2.473289,2.33108,4.856975,0,0.216975
0,PM,LR,LR,13,0.1191667,0.9929792,0.02720863,True,1,2.255042e-05,1.063417,5.03055,2.46817,3.186753,4.971617,0,0.18915
1,RL,ELU1,ELU1,13,0.1108333,0.09883333,2.314768,True,0.1033333,2.282391,10.30073,10.81368,3.900074,3.865937,10.69359,0.674625,0.04355
1,RL,ELU1,LR,13,0.1108333,0.5415104,1.350679,True,0.895,0.3483858,1.479212,13.41686,3.839803,4.967465,13.37035,0.8281084,0.04105
1,RL,LR,ELU1,13,0.1108333,0.1608542,2.147712,True,0.2516667,1.900781,5.015188,12.36952,4.695359,4.5589,12.15828,0,0.048475
1,RL,LR,LR,13,0.1108333,0.5275729,1.455793,True,0.8508334,0.5332419,0.9379462,11.92645,3.582222,6.630565,11.87564,0,0.040325
1,PM,ELU1,ELU1,13,0.1141667,0.992625,0.03187839,True,1,2.283335e-05,1.817036,5.476195,2.744288,2.17351,5.410355,0.2811417,0.2439667
1,PM,ELU1,LR,13,0.1141667,0.9912812,0.03573736,True,1,2.371947e-05,1.630963,5.408988,2.340834,2.509171,5.366976,0.3074833,0.2346917
1,PM,LR,ELU1,13,0.1141667,0.9920312,0.03232494,True,1,3.233115e-05,1.10867,4.852845,2.443543,2.337061,4.803082,0,0.2022583
1,PM,LR,LR,13,0.1141667,0.991375,0.03093589,True,1,2.351523e-05,1.10899,5.060035,2.49735,3.052627,5.000377,0,0.2155167
2,RL,ELU1,ELU1,13,0.115,0.1409688,2.213351,True,0.18,2.078932,9.230662,11.58155,4.331719,4.155069,11.50495,0.6259916,0.06509167
2,RL,ELU1,LR,13,0.115,0.5291666,1.37263,True,0.8716667,0.4152656,1.329918,13.67915,3.889072,5.051936,13.62645,0.85555,0.03715833
2,RL,LR,ELU1,13,0.115,0.2608542,1.898886,True,0.4383333,1.424463,2.607087,13.5146,4.946157,4.739204,13.3562,0,0.04616667
2,RL,LR,LR,13,0.115,0.5007188,1.524099,True,0.83,0.58486,1.017952,11.72276,3.62863,6.436914,11.66266,0,0.0356
2,PM,ELU1,ELU1,13,0.1158333,0.9912083,0.03454841,True,1,2.848069e-05,1.978861,5.674451,2.744005,2.245295,5.625491,0.2782834,0.225925
2,PM,ELU1,LR,13,0.1158333,0.990625,0.03854825,True,1,2.77702e-05,1.723342,5.517213,2.300397,2.566801,5.456843,0.3356667,0.211175
2,PM,LR,ELU1,13,0.1158333,0.9920416,0.03340683,True,1,3.768047e-05,1.256037,4.977966,2.420381,2.393349,4.928131,0,0.19165
2,PM,LR,LR,13,0.1158333,0.9899167,0.04196732,True,1,3.782749e-05,1.21086,5.116006,2.517164,3.219711,5.060081,0,0.1946833
0,RL,ELU1,ELU1,14,0.1091667,0.1067292,2.289306,True,0.1216667,2.242234,10.59414,11.56862,4.116957,3.848776,11.45024,0.6690083,0.05458333
0,RL,ELU1,LR,14,0.1091667,0.5640104,1.309348,True,0.9391667,0.2638926,1.521899,13.83731,3.89271,4.829774,13.77658,0.8186582,0.04388333
0,RL,LR,ELU1,14,0.1091667,0.1358646,2.216244,True,0.1941667,2.079304,6.343454,12.53542,4.829888,4.535774,12.28931,0,0.04378333
0,RL,LR,LR,14,0.1091667,0.51175,1.485914,True,0.845,0.55713,0.8867623,12.92811,3.628247,6.677678,12.8555,0,0.04005
0,PM,ELU1,ELU1,14,0.1191667,0.9923021,0.03162023,True,1,2.424638e-05,1.871574,5.586681,2.786215,2.241566,5.532381,0.2789917,0.2450667
0,PM,ELU1,LR,14,0.1191667,0.99225,0.03004747,True,1,2.147993e-05,1.658257,5.646399,2.351288,2.619826,5.600827,0.3099083,0.2346333
0,PM,LR,ELU1,14,0.1191667,0.9921875,0.03248912,True,1,2.912283e-05,1.306087,5.064971,2.575662,2.328822,5.021416,0,0.221375
0,PM,LR,LR,14,0.1191667,0.9926041,0.03111553,True,1,2.837698e-05,1.15586,5.187645,2.516328,3.212536,5.131208,0,0.20425
1,RL,ELU1,ELU1,14,0.1133333,0.1036458,2.308456,True,0.1125,2.284564,10.69894,10.8995,3.906935,3.862827,10.78002,0.6462083,0.04946666
1,RL,ELU1,LR,14,0.1133333,0.4995833,1.470911,True,0.855,0.4487394,1.431832,14.04617,3.866902,4.872892,13.99385,0.847175,0.03826667
1,RL,LR,ELU1,14,0.1133333,0.1326979,2.221332,True,0.1558333,2.085191,5.662172,12.73162,4.738849,4.557432,12.4745,0,0.04520833
1,RL,LR,LR,14,0.1133333,0.4870625,1.562049,True,0.8175,0.6135308,0.9565803,12.35094,3.562495,6.493394,12.29463,0,0.03719167
1,PM,ELU1,ELU1,14,0.1141667,0.9919375,0.03486562,True,1,4.336993e-05,1.993808,5.745049,2.829048,2.224154,5.67431,0.3350334,0.2036917
1,PM,ELU1,LR,14,0.1141667,0.9916354,0.03453585,True,1,3.061215e-05,1.770975,5.650348,2.409754,2.538426,5.606662,0.310025,0.22865
1,PM,LR,ELU1,14,0.1141667,0.9916354,0.03512679,True,1,3.864606e-05,1.202877,5.062308,2.553909,2.379024,5.011987,0,0.2036917
1,PM,LR,LR,14,0.1141667,0.9910833,0.03554021,True,1,3.757755e-05,1.124907,5.266539,2.562257,3.099657,5.206757,0,0.1849667
2,RL,ELU1,ELU1,14,0.115,0.1399792,2.215775,True,0.1891667,2.091624,10.13359,11.77767,4.371312,4.153742,11.69385,0.6542667,0.05845834
2,RL,ELU1,LR,14,0.115,0.5095834,1.398432,True,0.8491667,0.4600281,1.376436,14.43887,3.957209,5.01781,14.38006,0.864475,0.03325833
2,RL,LR,ELU1,14,0.115,0.1979479,2.06689,True,0.3175,1.718042,2.83689,13.94976,5.042182,4.750331,13.76047,0,0.04158334
2,RL,LR,LR,14,0.115,0.539125,1.409376,True,0.8466667,0.5145524,1.042426,12.0631,3.672938,6.451467,11.99705,0,0.04090834
2,PM,ELU1,ELU1,14,0.1158333,0.9911562,0.03706935,True,1,3.887177e-05,1.825911,5.911985,2.838226,2.297474,5.86015,0.3130666,0.2278917
2,PM,ELU1,LR,14,0.1158333,0.9913646,0.03504851,True,1,2.634605e-05,1.717865,5.719602,2.343637,2.578387,5.654473,0.323225,0.2226333
2,PM,LR,ELU1,14,0.1158333,0.9909791,0.03486155,True,1,3.925403e-05,1.224597,5.186875,2.514729,2.435071,5.127819,0,0.1797417
2,PM,LR,LR,14,0.1158333,0.9909896,0.0363735,True,1,4.077912e-05,1.320367,5.311694,2.597975,3.275852,5.248982,0,0.1904417
0,RL,ELU1,ELU1,15,0.1283333,0.1132083,2.308988,True,0.1341667,2.288363,11.85286,11.61723,4.111756,3.843019,11.47619,0.7257583,0.038975
0,RL,ELU1,LR,15,0.1283333,0.5500104,1.360576,True,0.905,0.3195446,1.52537,14.51472,3.929811,4.745202,14.4554,0.8255667,0.0439
0,RL,LR,ELU1,15,0.1283333,0.1385417,2.23678,True,0.1716667,2.160781,7.122319,12.77028,4.86932,4.532802,12.49571,0,0.03936667
0,RL,LR,LR,15,0.1283333,0.5221979,1.463332,True,0.8558334,0.5096319,0.9199929,13.21586,3.631987,6.589394,13.13063,0,0.03858333
0,PM,ELU1,ELU1,15,0.1191667,0.9913854,0.03810905,True,1,4.666487e-05,1.98144,5.813837,2.870404,2.281165,5.744768,0.3181333,0.2152
0,PM,ELU1,LR,15,0.1191667,0.9912916,0.03974068,True,1,3.515164e-05,1.889383,5.854723,2.411496,2.624091,5.804452,0.2898333,0.2451917
0,PM,LR,ELU1,15,0.1191667,0.99125,0.03664209,True,1,3.594319e-05,1.321422,5.275504,2.689454,2.3559,5.227786,0,0.1934417
0,PM,LR,LR,15,0.1191667,0.9916146,0.03555717,True,1,3.409624e-05,1.162205,5.372206,2.575284,3.246858,5.31693,0,0.1950167
1,RL,ELU1,ELU1,15,0.1066667,0.1212292,2.246115,True,0.1558333,2.129066,11.07936,11.3052,3.933051,3.861867,11.19868,0.5797333,0.062725
1,RL,ELU1,LR,15,0.1066667,0.5155833,1.406625,True,0.845,0.4687736,1.441442,14.74504,3.918419,4.840204,14.69264,0.8645,0.0327
1,RL,LR,ELU1,15,0.1066667,0.1251875,2.231277,True,0.19,2.054327,6.30704,12.98862,4.771022,4.556601,12.70898,0,0.04368334
1,RL,LR,LR,15,0.1066667,0.5364271,1.40514,True,0.8725,0.470364,0.967566,12.80324,3.609693,6.538263,12.74007,0,0.03883333
1,PM,ELU1,ELU1,15,0.1141667,0.9909583,0.03651145,True,1,2.270381e-05,2.123386,5.966152,2.93667,2.265336,5.898202,0.2941583,0.2141333
