seed,unit,s_inf,share_b,share_wmu,nonimitable_frac,v_u,npos,arm,step,rank,ok
8,69,0.8521653805285094,0.014424804660616864,0.1334098148108737,5.692164532087807e-27,0.14470742642879486,16,LR_a0p7_q0,5000000,3,True
9,39,0.9999978613939027,2.1644878495364927e-07,1.9221573122632893e-06,8.829736401767832e-28,-0.0006465591723099351,26,LR_a0p7_q0,5000000,3,True
0,46,0.9999304100663584,6.647226429389876e-06,6.294270721221419e-05,4.22033575233113e-27,-0.004920768551528454,14,LR_a0p7_q0,5000000,4,True
1,82,0.999899583991959,9.65954525858146e-06,9.075646278245378e-05,1.229768258942193e-27,-0.004535550717264414,18,LR_a0p7_q0,5000000,4,True
2,92,0.9999968836577882,2.8807209721647065e-07,2.828270114634981e-06,3.9299979004341545e-27,0.0013138691429048777,3,LR_a0p7_q0,5000000,4,True
3,64,0.9999950863924374,4.3847324438531184e-07,4.475134318236302e-06,3.806849154478944e-28,-0.0009608601103536785,4,LR_a0p7_q0,5000000,4,True
4,62,0.9999918287964547,7.942194162076086e-07,7.376984129089151e-06,5.680834449221229e-26,0.0010052267462015152,16,LR_a0p7_q0,5000000,4,True
5,28,0.9999990884602783,1.0016327567270181e-07,8.113764460317992e-07,1.8097761941716812e-27,0.0005474942736327648,31,LR_a0p7_q0,5000000,4,True
6,16,0.9997890750591357,2.1477266339216372e-05,0.00018944767452513668,1.877019956225549e-26,-0.006117304787039757,7,LR_a0p7_q0,5000000,4,True
7,13,0.9999998038927422,1.972320880658166e-08,1.763840488750924e-07,2.307578393495478e-27,-0.00019718405383173376,24,LR_a0p7_q0,5000000,4,True
8,61,0.9999998023700182,1.833667029093796e-08,1.7929331147957815e-07,4.193321694137782e-26,-0.00032800089684315026,31,LR_a0p7_q0,5000000,4,True
9,83,0.9999220779008354,7.587349237078696e-06,7.033474992745173e-05,2.034705164654395e-26,-0.0038662157021462917,19,LR_a0p7_q0,5000000,4,True
