arm,seed,j,band,cycle_len,tasks,x_j,E,M_sq,D_sq,D_sq_diameter,E_identity_residual,center_disp,ret_odd_t,ret_odd,a_odd,resid_odd,cos_odd,ret_even_t,ret_even,a_even,resid_even,cos_even,status,ret_third_t,ret_third,a_third,resid_third,cos_third
LR_iid_stop,2,7,top,2,13+14,13.5,500.8712055,442.8765456,57.99465992,57.99465992,-1.421085472e-14,212.644326,13,303.2453031,0.7368336142,273.8562223,0.6759438107,14,352.7040862,0.6570289976,298.4728902,0.632494772,ok,,,,,
LR_iid_stop,2,7,mid1,2,13+14,13.5,3348.664762,3201.418009,147.2467526,147.2467526,-4.547473509e-13,683.2514296,13,960.1483427,0.9042520257,934.5971108,0.8421212045,14,1000.709789,0.9133341932,978.1488819,0.8480738435,ok,,,,,
LR_iid_stop,2,7,mid2,2,13+14,13.5,2830.715572,2739.467472,91.24810031,91.24810031,-2.842170943e-13,435.9609725,13,594.7573451,0.9567441822,590.429986,0.8842647695,14,637.6421222,0.9583133837,633.2507288,0.8863564945,ok,,,,,
LR_iid_stop,2,7,low,2,13+14,13.5,626.0075445,609.8130705,16.19447398,16.19447398,5.684341886e-14,83.42314955,13,114.7591754,0.9754324435,114.4509305,0.8996481909,14,117.1138906,0.982116819,116.9366031,0.9058426762,ok,,,,,
LR_iid_stop,2,7,mu,2,13+14,13.5,0.847875255,0.8441431804,0.003732074645,0.003732074645,-1.647987302e-17,0.02953394105,13,0.03563664689,1.133261299,0.02507169633,0.9839858693,14,0.03547754328,1.135048266,0.02296813202,0.9872520225,ok,,,,,
LR_iid_stop,2,7,comp,2,13+14,13.5,27.81920598,27.62741602,0.1917899566,0.1917899566,3.053113318e-15,1.057628235,13,1.374527139,0.9967640176,1.374252169,0.9746590679,14,1.469517729,0.9974225898,1.469339403,0.9735758098,ok,,,,,
LR_iid_stop,2,7,all,2,13+14,13.5,7334.926165,7022.046656,312.8795088,312.8795088,-1.250555215e-12,1416.36704,13,1974.32033,0.918979748,1934.529036,0.8519088418,14,2109.674884,0.9188162124,2066.349064,0.8536293514,ok,,,,,
LR_iid_stop,2,8,top,2,15+16,15.5,537.627129,485.271802,52.35532697,52.35532697,-8.526512829e-14,233.6562855,15,361.5433525,0.670046951,306.6465398,0.6517019173,16,347.7366593,0.6954619917,301.5971919,0.6661630071,ok,,,,,
LR_iid_stop,2,8,mid1,2,15+16,15.5,3704.451736,3553.963032,150.4887035,150.4887035,5.684341886e-14,651.9137967,15,940.7018343,0.9146126937,917.2720088,0.8634737243,16,981.0182837,0.9050810997,949.6306564,0.8662127729,ok,,,,,
LR_iid_stop,2,8,mid2,2,15+16,15.5,3260.573323,3171.406864,89.16645889,89.16645889,-3.97903932e-13,424.3860748,15,611.2838483,0.9704238139,608.9155018,0.8984535939,16,605.1073572,0.9667358006,601.8387596,0.9061003301,ok,,,,,
LR_iid_stop,2,8,low,2,15+16,15.5,718.1220015,702.2315188,15.89048278,15.89048278,0,77.4999561,15,109.9621478,0.9865558133,109.8536327,0.9174710897,16,110.32941,0.9847158513,110.1771829,0.922780404,ok,,,,,
LR_iid_stop,2,8,mu,2,15+16,15.5,1.10517992,1.10208255,0.003097369286,0.003097369286,-4.857225733e-17,0.02910465965,15,0.03503879032,1.132741676,0.02113425853,0.9897241223,16,0.03151592992,1.13156208,0.01582340226,0.9932536414,ok,,,,,
LR_iid_stop,2,8,comp,2,15+16,15.5,28.9843728,28.81309019,0.1712826148,0.1712826148,2.359223927e-15,0.9711253609,15,1.370327972,0.997713221,1.370184357,0.9758440564,16,1.302887063,0.9961441821,1.302468173,0.9774904536,ok,,,,,
LR_iid_stop,2,8,all,2,15+16,15.5,8250.863742,7942.788389,308.0753521,308.0753521,-1.136868377e-13,1388.456343,15,2024.89655,0.9250228307,1985.242769,0.867464241,16,2045.526113,0.9224795325,1999.758364,0.8741852203,ok,,,,,
LR_iid_stop,2,9,top,2,17+18,17.5,566.088982,505.1369435,60.95203846,60.95203846,1.421085472e-14,242.9114592,17,358.1812057,0.7099964228,313.3518991,0.6794429066,18,382.8245079,0.6542746943,318.0151551,0.649556117,ok,,,,,
LR_iid_stop,2,9,mid1,2,17+18,17.5,4127.993275,3975.067942,152.9253338,152.9253338,-4.547473509e-13,745.1073201,17,1064.490129,0.9103067705,1035.48479,0.8617536681,18,1058.004141,0.9173590019,1032.028276,0.8695885773,ok,,,,,
LR_iid_stop,2,9,mid2,2,17+18,17.5,3657.545957,3564.932991,92.61296589,92.61296589,-1.421085472e-13,463.1347972,17,636.8629239,0.9595059799,631.6835856,0.90638852,18,658.5079771,0.9634775427,654.0226893,0.9092687748,ok,,,,,
LR_iid_stop,2,9,low,2,17+18,17.5,814.0368424,797.6973563,16.3394861,16.3394861,7.460698725e-14,84.89354465,17,116.5781284,0.9850150127,116.4222477,0.9233761652,18,118.9851515,0.9845504889,118.808033,0.926413884,ok,,,,,
LR_iid_stop,2,9,mu,2,17+18,17.5,1.398418874,1.395380574,0.003038300302,0.003038300302,-1.335737077e-16,0.02917930568,17,0.03482483945,1.122250829,0.01937660512,0.9926400087,18,0.03098388061,1.113851339,0.01573127061,0.9946553553,ok,,,,,
LR_iid_stop,2,9,comp,2,17+18,17.5,30.15969522,29.95788617,0.2018090425,0.2018090425,1.249000903e-15,0.9839102575,17,1.30028018,0.9971562826,1.300048026,0.9779774822,18,1.42004132,0.9964730609,1.419677337,0.9764292798,ok,,,,,
LR_iid_stop,2,9,all,2,17+18,17.5,9197.223171,8874.188499,323.0346716,323.0346716,-9.663381206e-13,1537.060211,17,2177.447492,0.9231732201,2130.104738,0.8731688704,18,2219.772803,0.9250037068,2172.073399,0.8772831979,ok,,,,,
LR_iid_stop,2,10,top,2,19+20,19.5,556.6371475,500.9046468,55.73250071,55.73250071,3.552713679e-14,262.7705165,19,403.9876564,0.6271975265,323.093106,0.6440098737,20,372.4868798,0.6715321681,313.1331622,0.664864438,ok,,,,,
LR_iid_stop,2,10,mid1,2,19+20,19.5,4457.872816,4310.309244,147.5635722,147.5635722,-2.842170943e-13,767.0489397,19,1073.184331,0.9098873748,1040.51508,0.8729062057,20,1085.246465,0.9086193706,1049.900633,0.8769104378,ok,,,,,
LR_iid_stop,2,10,mid2,2,19+20,19.5,4064.592923,3979.60041,84.99251371,84.99251371,5.684341886e-14,453.2015992,19,640.0770429,0.9695651509,636.7983452,0.9161687299,20,629.6965074,0.9681862193,625.8753095,0.9218064558,ok,,,,,
LR_iid_stop,2,10,low,2,19+20,19.5,902.4096042,887.9247664,14.48483783,14.48483783,-1.172395514e-13,82.19339594,19,117.3339131,0.9850538228,117.1574442,0.9313547748,20,109.2630726,0.9843471683,109.0577266,0.9389382039,ok,,,,,
LR_iid_stop,2,10,mu,2,19+20,19.5,1.668516332,1.665478682,0.003037650271,0.003037650271,-1.908195824e-17,0.02472617388,19,0.03035412725,1.095485881,0.01830793309,0.9942762191,20,0.02907287088,1.07740914,0.02023064553,0.9941465076,ok,,,,,
LR_iid_stop,2,10,comp,2,19+20,19.5,31.37043279,31.19951367,0.1709191219,0.1709191219,-2.47024623e-15,1.025885458,19,1.460972907,0.9967534051,1.46065833,0.9762437375,20,1.337560372,0.9969930671,1.337284833,0.9786313309,ok,,,,,
LR_iid_stop,2,10,all,2,19+20,19.5,10014.55144,9711.604059,302.9473812,302.9473812,9.094947018e-13,1566.265063,19,2236.07427,0.9220348663,2181.573954,0.8817488822,20,2198.059558,0.9256819976,2145.984623,0.8888903175,ok,,,,,
LR_iid_stop,2,11,top,2,21+22,21.5,573.7072309,513.5418859,60.16534502,60.16534502,-2.131628207e-14,248.2305018,21,345.217076,0.7042736202,296.9372773,0.6926401031,22,383.6483695,0.6719543744,323.2537604,0.6628976495,ok,,,,,
LR_iid_stop,2,11,mid1,2,21+22,21.5,4784.10793,4634.403094,149.7048361,149.7048361,5.684341886e-13,735.7741412,21,1023.794048,0.917197928,993.8237949,0.8872671078,22,1057.118541,0.9224836976,1029.811822,0.8886549833,ok,,,,,
LR_iid_stop,2,11,mid2,2,21+22,21.5,4437.005294,4351.692448,85.31284626,85.31284626,5.542233339e-13,427.4770408,21,599.1348877,0.971387746,595.8895023,0.9287565816,22,606.0804443,0.9719637551,602.8066834,0.9312084195,ok,,,,,
LR_iid_stop,2,11,low,2,21+22,21.5,983.9199988,968.6577758,15.26222305,15.26222305,-7.460698725e-14,77.33507607,21,104.8899159,0.9837599967,104.6568549,0.9439110136,22,110.0841068,0.9873790711,109.9373813,0.9438917221,ok,,,,,
LR_iid_stop,2,11,mu,2,21+22,21.5,1.986746797,1.983898025,0.002848771715,0.002848771715,-2.168404345e-17,0.02646588287,21,0.03397752235,1.091753873,0.02047484723,0.9946875037,22,0.02862155174,1.080644229,0.01734998694,0.995741224,ok,,,,,
LR_iid_stop,2,11,comp,2,21+22,21.5,32.4152143,32.22968231,0.1855319935,0.1855319935,-5.107025913e-15,0.8818503236,21,1.198876523,0.9963312312,1.198457758,0.981144628,22,1.281109864,0.9974368735,1.280902076,0.9802477882,ok,,,,,
LR_iid_stop,2,11,all,2,21+22,21.5,10813.14242,10502.50878,310.6336312,310.6336312,2.557953849e-12,1489.725076,21,2074.268782,0.9333992516,2030.781603,0.8988414123,22,2158.241193,0.9349923132,2115.029888,0.8992567012,ok,,,,,
LR_iid_stop,2,12,top,2,23+24,23.5,599.6737857,541.9575322,57.71625351,57.71625351,1.421085472e-14,267.5706189,23,390.1301615,0.6544191204,321.9665951,0.6569311832,24,387.2770421,0.7130112328,339.78224,0.6805679221,ok,,,,,
LR_iid_stop,2,12,mid1,2,23+24,23.5,5110.085159,4967.975897,142.1092619,142.1092619,6.252776075e-13,696.5998382,23,1005.148955,0.9317286357,983.3767445,0.8971218151,24,985.0071618,0.9284887909,959.9643724,0.9026285864,ok,,,,,
LR_iid_stop,2,12,mid2,2,23+24,23.5,4795.526872,4715.63531,79.89156227,79.89156227,-1.98951966e-13,395.2897573,23,573.8923561,0.9765848745,571.5147684,0.9373318811,24,550.8217417,0.9774555362,548.5155605,0.9421700713,ok,,,,,
LR_iid_stop,2,12,low,2,23+24,23.5,1070.885307,1056.800182,14.08512517,14.08512517,-1.598721155e-13,72.65486083,23,106.4169076,0.9931883915,106.3723714,0.9481571877,24,99.56908247,0.9905855968,99.47974535,0.9532120596,ok,,,,,
LR_iid_stop,2,12,mu,2,23+24,23.5,2.303745991,2.299608767,0.004137224111,0.004137224111,-4.70110062e-16,0.02158569974,23,0.02634331897,1.069075679,0.01712402854,0.9961452601,24,0.03059896475,1.075961574,0.01882024653,0.9960417146,ok,,,,,
LR_iid_stop,2,12,comp,2,23+24,23.5,33.45914401,33.30303333,0.156110683,0.156110683,5.218048216e-15,0.8723983951,23,1.272153799,0.9979155707,1.272014404,0.9806684961,24,1.158419033,0.9968094694,1.158085678,0.9826660299,ok,,,,,
LR_iid_stop,2,12,all,2,23+24,23.5,11611.93401,11317.97156,293.9624507,293.9624507,-2.614797268e-12,1433.009059,23,2076.886878,0.9409627562,2040.03803,0.9061256487,24,2023.864046,0.9432399904,1988.251617,0.9120477986,ok,,,,,
LR_iid_stop,2,13,top,2,25+26,25.5,663.3381908,595.8087838,67.529407,67.529407,1.136868377e-13,265.1654204,25,362.5463102,0.7451708151,325.765319,0.7008651047,26,433.5578195,0.6997341836,376.4917626,0.6719356551,ok,,,,,
LR_iid_stop,2,13,mid1,2,25+26,25.5,5384.148376,5218.28584,165.8625361,165.8625361,-7.105427358e-13,756.8674017,25,1053.707875,0.9222979204,1023.28735,0.8984774247,26,1102.929347,0.9203435488,1070.050883,0.8966534214,ok,,,,,
LR_iid_stop,2,13,mid2,2,25+26,25.5,5158.639687,5061.578531,97.06115536,97.06115536,3.552713679e-13,445.7749276,25,587.9882933,0.9734726685,584.6757322,0.9402773707,26,665.9374792,0.9715427776,661.9825924,0.9351078846,ok,,,,,
LR_iid_stop,2,13,low,2,25+26,25.5,1160.137748,1142.697135,17.44061296,17.44061296,7.460698725e-14,78.90813959,25,104.1593857,0.9886259849,104.0231334,0.9530065161,26,117.314797,0.9912679045,117.2317951,0.9493289069,ok,,,,,
LR_iid_stop,2,13,mu,2,25+26,25.5,2.657718732,2.653488157,0.004230574347,0.004230574347,5.360295541e-16,0.02607748735,25,0.03143299097,1.067440004,0.0213112809,0.9958241306,26,0.03516208581,1.071615389,0.02294517769,0.9958321391,ok,,,,,
LR_iid_stop,2,13,comp,2,25+26,25.5,34.66800857,34.45794052,0.2100680467,0.2100680467,-5.551115123e-17,0.9957008067,25,1.25256686,0.9975708626,1.252370831,0.9815807836,26,1.482067695,0.9976925641,1.481888283,0.9786158536,ok,,,,,
LR_iid_stop,2,13,all,2,25+26,25.5,12403.58973,12055.48172,348.10801,348.10801,-1.932676241e-12,1547.737668,25,2109.685864,0.9410028753,2070.003139,0.9109580046,26,2321.256673,0.9364630515,2273.528084,0.9056258357,ok,,,,,
LR_iid_stop,2,14,top,2,27+28,27.5,697.2527604,638.4434171,58.8093433,58.8093433,-2.131628207e-14,277.84048,27,437.4035101,0.6993645308,379.5341962,0.6723799953,28,389.8255601,0.7272579284,338.7655194,0.719231483,ok,,,,,
LR_iid_stop,2,14,mid1,2,27+28,27.5,5703.064957,5551.142848,151.9221091,151.9221091,5.400124792e-13,811.4057431,27,1170.043428,0.9190948391,1135.291253,0.8933066673,28,1105.8827,0.9286503304,1078.091694,0.902037274,ok,,,,,
LR_iid_stop,2,14,mid2,2,27+28,27.5,5591.850244,5504.877492,86.97275205,86.97275205,-1.847411113e-13,493.4169933,27,691.7064331,0.9765214338,688.9250842,0.9352803931,28,665.9568659,0.9758791031,662.8897065,0.9398735936,ok,,,,,
LR_iid_stop,2,14,low,2,27+28,27.5,1271.880114,1256.601872,15.27824243,15.27824243,2.415845302e-13,89.15335038,27,126.0527616,0.9952502611,126.0271918,0.9481947486,28,118.56703,0.9956320861,118.5443863,0.9531338794,ok,,,,,
LR_iid_stop,2,14,mu,2,27+28,27.5,3.025630224,3.021538934,0.004091289677,0.004091289677,-4.727121472e-16,0.0253031295,27,0.03527600079,1.067164338,0.02374099407,0.9959484582,28,0.02991563036,1.059300245,0.02021573217,0.9967502788,ok,,,,,
LR_iid_stop,2,14,comp,2,27+28,27.5,36.22538991,36.03077904,0.1946108675,0.1946108675,-3.802513859e-15,1.241965634,27,1.680222592,0.9983042515,1.680123925,0.9763036415,28,1.618737188,0.9990316989,1.61870435,0.9776207888,ok,,,,,
LR_iid_stop,2,14,all,2,27+28,27.5,13303.2991,12990.11795,313.1811491,313.1811491,2.273736754e-13,1673.083836,27,2426.921632,0.9386976407,2381.20446,0.9045656928,28,2281.880809,0.9439221083,2242.125702,0.9132297157,ok,,,,,
LR_iid_stop,2,15,top,2,29+30,29.5,695.4771282,633.0063935,62.47073467,62.47073467,7.105427358e-15,272.6729175,29,407.6123834,0.7135001743,350.7540324,0.7080549737,30,404.1395443,0.7019214483,341.7835955,0.7091562021,ok,,,,,
LR_iid_stop,2,15,mid1,2,29+30,29.5,6015.994642,5856.153468,159.8411744,159.8411744,-1.705302566e-13,794.0794957,29,1106.298861,0.9301193657,1078.853893,0.9046572801,30,1136.183069,0.9281760967,1106.335166,0.9046357299,ok,,,,,
LR_iid_stop,2,15,mid2,2,29+30,29.5,5993.005912,5901.741433,91.26447936,91.26447936,8.100187188e-13,472.6641791,29,648.8318233,0.977203143,645.9732971,0.9436544583,30,661.6782659,0.9773533797,658.7634617,0.9443441147,ok,,,,,
LR_iid_stop,2,15,low,2,29+30,29.5,1365.682724,1350.197529,15.48519592,15.48519592,1.065814104e-13,82.2375713,29,114.5798588,0.9919874503,114.4996911,0.9564310925,30,112.8226622,0.9923606799,112.7470835,0.9585279023,ok,,,,,
LR_iid_stop,2,15,mu,2,29+30,29.5,3.407715416,3.403809692,0.003905723721,0.003905723721,1.431146868e-16,0.02507665426,29,0.03232095789,1.058509876,0.02227045928,0.9966319257,30,0.03229203443,1.057136138,0.02212155628,0.9968381544,ok,,,,,
LR_iid_stop,2,15,comp,2,29+30,29.5,37.57639834,37.37220733,0.2041910028,0.2041910028,-7.549516567e-15,1.068902206,29,1.456053671,0.9986903332,1.455992135,0.9802553893,30,1.484303132,0.9980263865,1.484160668,0.9802321734,ok,,,,,
LR_iid_stop,2,15,all,2,29+30,29.5,14111.14452,13781.87484,329.2696811,329.2696811,-2.387423592e-12,1622.748142,29,2278.811301,0.9445473799,2238.526581,0.9161128531,30,2316.340137,0.9434867494,2273.205873,0.9170530993,ok,,,,,
LR_iid_stop,2,16,top,2,31+32,31.5,672.2087795,605.6880165,66.52076301,66.52076301,7.105427358e-14,306.4913308,31,438.3664854,0.6495092716,351.9587118,0.6763398857,32,452.5963198,0.6768041409,380.7770099,0.6728213236,ok,,,,,
LR_iid_stop,2,16,mid1,2,31+32,31.5,6382.536613,6203.390879,179.1457345,179.1457345,3.410605132e-13,798.3765173,31,1110.842983,0.9379015776,1087.933283,0.9097770975,32,1197.61718,0.9312490557,1168.826863,0.9048853026,ok,,,,,
LR_iid_stop,2,16,mid2,2,31+32,31.5,6391.053705,6283.334887,107.7188184,107.7188184,3.97903932e-13,473.4855523,31,643.8827701,0.9786057539,641.1829805,0.9476612519,32,714.7825433,0.9745231557,710.8312748,0.943668223,ok,,,,,
LR_iid_stop,2,16,low,2,31+32,31.5,1460.642715,1442.119958,18.52275697,18.52275697,-3.7658765e-13,85.72904914,31,113.0513743,0.9908637592,112.9392504,0.9597496856,32,127.2676439,0.9906871823,127.1472563,0.956367177,ok,,,,,
LR_iid_stop,2,16,mu,2,31+32,31.5,3.88731609,3.882479591,0.00483649836,0.00483649836,-1.144917494e-16,0.02999793769,31,0.03224101591,1.0562339,0.02176862359,0.9970669647,32,0.04088032964,1.073296156,0.02205708278,0.9972787326,ok,,,,,
LR_iid_stop,2,16,comp,2,31+32,31.5,38.81395105,38.61265377,0.2012972816,0.2012972816,8.326672685e-16,1.04197417,31,1.449247848,0.9973514175,1.448986622,0.9809966564,32,1.461795366,0.9968523871,1.461419729,0.981152131,ok,,,,,
LR_iid_stop,2,16,all,2,31+32,31.5,14949.14308,14577.02887,372.1142066,372.1142066,-1.136868377e-12,1665.154422,31,2307.625101,0.9458708263,2266.820556,0.9198221409,32,2493.766363,0.9434191755,2448.000357,0.915776759,ok,,,,,
LR_iid_stop,2,17,top,2,33+34,33.5,713.189784,649.825471,63.36431304,63.36431304,-1.421085472e-13,289.5419064,33,419.1442119,0.7206766534,368.5320451,0.6910798492,34,432.5655495,0.7072421853,372.9371482,0.694766984,ok,,,,,
LR_iid_stop,2,17,mid1,2,33+34,33.5,6605.993359,6451.093031,154.9003271,154.9003271,-1.705302566e-13,755.3531908,33,1122.293489,0.9278742625,1089.447426,0.9127139951,34,1076.817556,0.9347865021,1049.382319,0.91818299,ok,,,,,
LR_iid_stop,2,17,mid2,2,33+34,33.5,6705.169375,6622.284164,82.88521167,82.88521167,9.094947018e-13,434.647364,33,667.3903294,0.9744261229,663.2765749,0.9487057821,34,589.0576445,0.9763946012,585.4401022,0.9558163466,ok,,,,,
LR_iid_stop,2,17,low,2,33+34,33.5,1547.443496,1533.223453,14.2200428,14.2200428,1.740829703e-13,75.76253974,33,116.3693566,0.9925340398,116.2895486,0.9611621937,34,101.7923672,0.99221858,101.7021766,0.9670283979,ok,,,,,
LR_iid_stop,2,17,mu,2,33+34,33.5,4.412526644,4.409902047,0.002624597063,0.002624597063,-1.41249859e-15,0.03174766475,33,0.04400160135,1.075082313,0.02305100762,0.9973275366,34,0.03118205781,1.051397528,0.02046137033,0.9977272581,ok,,,,,
LR_iid_stop,2,17,comp,2,33+34,33.5,40.03434844,39.86790139,0.1664470533,0.1664470533,2.331468352e-15,1.038896394,33,1.475843184,0.9978087193,1.475658365,0.9812852447,34,1.3434561,0.9973194789,1.343174888,0.9831820003,ok,,,,,
LR_iid_stop,2,17,all,2,33+34,33.5,15616.24289,15300.70392,315.5389663,315.5389663,-1.818989404e-12,1556.375645,33,2326.717232,0.9451367112,2282.390535,0.9231206971,34,2201.607755,0.9479877817,2160.564161,0.9290925375,ok,,,,,
LR_iid_stop,2,18,top,2,35+36,35.5,736.4496327,666.5542233,69.89540942,69.89540942,-5.684341886e-14,311.1313794,35,448.9940686,0.7122352059,390.5769376,0.6914783905,36,464.5113167,0.680289017,390.8211983,0.6786288005,ok,,,,,
LR_iid_stop,2,18,mid1,2,35+36,35.5,6921.115119,6738.597658,182.517462,182.517462,3.97903932e-13,839.9648405,35,1124.029484,0.9338038275,1095.435322,0.9157314627,36,1253.559319,0.9339399688,1224.379832,0.9091165461,ok,,,,,
LR_iid_stop,2,18,mid2,2,35+36,35.5,7123.199985,7015.661192,107.5387936,107.5387936,7.673861546e-13,496.3000059,35,639.5574642,0.9778857025,636.3123778,0.9533412746,36,742.0544568,0.9813965181,739.7097894,0.9477224935,ok,,,,,
LR_iid_stop,2,18,low,2,35+36,35.5,1648.22238,1630.055696,18.16668422,18.16668422,-1.634248292e-13,85.4099503,35,108.9483542,0.9945254567,108.9025961,0.9657818368,36,126.376663,0.9945633801,126.3303144,0.9616074785,ok,,,,,
LR_iid_stop,2,18,mu,2,35+36,35.5,5.047321102,5.042705521,0.004615581278,0.004615581278,2.428612866e-16,0.0332498586,35,0.03290811307,1.061105696,0.0167833905,0.998278603,36,0.04478339466,1.073684527,0.02031525198,0.998050519,ok,,,,,
LR_iid_stop,2,18,comp,2,35+36,35.5,41.31364506,41.08671603,0.226929023,0.226929023,1.1379786e-15,1.073286559,35,1.350835905,0.9971438536,1.350511254,0.9833600705,36,1.588255907,0.9980983455,1.588110274,0.9807760486,ok,,,,,
LR_iid_stop,2,18,all,2,35+36,35.5,16475.34808,16096.99819,378.3498938,378.3498938,-9.094947018e-13,1733.912712,35,2322.913116,0.9488311484,2282.494138,0.926787635,36,2588.134795,0.9489395156,2546.954256,0.9209377487,ok,,,,,
LR_iid_stop,2,19,top,2,37+38,37.5,731.5101242,666.8759074,64.63421676,64.63421676,-1.278976924e-13,305.4440548,37,472.5490809,0.6628427861,387.470651,0.6775466095,38,428.0421334,0.7199381388,371.219098,0.7091295331,ok,,,,,
LR_iid_stop,2,19,mid1,2,37+38,37.5,7243.688079,7088.048474,155.6396048,155.6396048,0,742.893546,37,1133.010954,0.9460857063,1113.286977,0.9192905512,38,1057.40791,0.9423527188,1033.95717,0.926483208,ok,,,,,
LR_iid_stop,2,19,mid2,2,37+38,37.5,7524.251234,7435.253508,88.99772572,88.99772572,4.263256415e-13,460.9969413,37,697.5158735,0.9825224327,695.3832149,0.9520889871,38,633.8085598,0.9803725172,631.0099095,0.9576628259,ok,,,,,
LR_iid_stop,2,19,low,2,37+38,37.5,1739.343281,1724.204057,15.13922441,15.13922441,-1.172395514e-13,79.29696713,37,118.1388663,0.9941266999,118.0830179,0.9650243073,38,108.3244671,0.9924874489,108.2297947,0.9687753244,ok,,,,,
LR_iid_stop,2,19,mu,2,37+38,37.5,5.542117196,5.538799903,0.003317293584,0.003317293584,-8.526165884e-16,0.02767380862,37,0.03854521638,1.052034164,0.02533470019,0.9976624624,38,0.03031507308,1.039590448,0.02214026468,0.9980418119,ok,,,,,
LR_iid_stop,2,19,comp,2,37+38,37.5,42.44040603,42.23805134,0.2023546912,0.2023546912,7.21644966e-16,0.8457803588,37,1.317300911,0.9978294515,1.317108121,0.984218184,38,1.245924797,0.9984167635,1.245820254,0.9853455325,ok,,,,,
LR_iid_stop,2,19,all,2,37+38,37.5,17286.77524,16962.1588,324.6164437,324.6164437,5.456968211e-12,1589.504963,37,2422.570621,0.9536758822,2387.848544,0.9275731998,38,2228.859311,0.9543988378,2193.986215,0.9350995379,ok,,,,,
LR_iid_stop,2,20,top,2,39+40,39.5,734.2499087,662.9430187,71.30689,71.30689,-1.705302566e-13,336.0296301,39,460.6279265,0.6818324339,388.1160606,0.679550567,40,490.5945267,0.671941329,410.2310445,0.6716441533,ok,,,,,
LR_iid_stop,2,20,mid1,2,39+40,39.5,7467.883341,7308.933239,158.9501016,158.9501016,-1.705302566e-13,786.4041848,39,1102.683079,0.9407974946,1077.493425,0.9247425749,40,1101.231802,0.9380479161,1073.212158,0.9256621979,ok,,,,,
LR_iid_stop,2,20,mid2,2,39+40,39.5,7901.652488,7815.278595,86.37389249,86.37389249,-1.847411113e-13,444.7522313,39,632.5405642,0.9814207386,629.9740355,0.9587204929,40,607.0577414,0.986305856,605.6300111,0.9614617555,ok,,,,,
LR_iid_stop,2,20,low,2,39+40,39.5,1826.277284,1811.74868,14.52860371,14.52860371,-2.255973186e-13,80.78356646,39,110.7526022,0.9928362729,110.6644301,0.9688471271,40,110.431688,0.9935532113,110.3585169,0.9696864761,ok,,,,,
LR_iid_stop,2,20,mu,2,39+40,39.5,6.19245588,6.188999703,0.003456176468,0.003456176468,-8.326672685e-16,0.0304613694,39,0.03407507749,1.05124436,0.01982795379,0.9983505849,40,0.03608154874,1.059595235,0.0159838237,0.9987444664,ok,,,,,
LR_iid_stop,2,20,comp,2,39+40,39.5,43.97500993,43.76315958,0.2118503523,0.2118503523,2.886579864e-15,1.15242094,39,1.544317181,0.9996934926,1.54431323,0.9821216714,40,1.592397851,0.9995128065,1.592387687,0.9818920075,ok,,,,,
LR_iid_stop,2,20,all,2,39+40,39.5,17980.23049,17648.85569,331.3747944,331.3747944,-4.376943252e-12,1649.152495,39,2308.182564,0.9530184754,2270.429621,0.9340683012,40,2310.944237,0.9534884324,2273.151813,0.935304843,ok,,,,,
LR_iid_stop,2,21,top,2,41+42,41.5,784.0244023,710.3651149,73.65928746,73.65928746,-2.842170943e-14,288.5718212,41,453.3051296,0.717137404,395.6072214,0.6955993682,42,457.3076367,0.7303192069,402.952578,0.7051957707,ok,,,,,
LR_iid_stop,2,21,mid1,2,41+42,41.5,7672.493259,7495.534128,176.9591314,176.9591314,2.842170943e-13,830.5907162,41,1140.885856,0.9337808405,1108.267659,0.9241573683,42,1218.080484,0.9356696488,1187.054354,0.9202414093,ok,,,,,
LR_iid_stop,2,21,mid2,2,41+42,41.5,8270.622061,8169.451461,101.1706,101.1706,-1.421085472e-14,470.9118496,41,625.8316612,0.9847536272,624.0205349,0.9610986632,42,697.6308664,0.9782859228,693.8532455,0.9576110837,ok,,,,,
LR_iid_stop,2,21,low,2,41+42,41.5,1935.285553,1917.920078,17.36547578,17.36547578,6.039613254e-14,82.97034847,41,109.020995,0.9976219525,109.0107917,0.97096206,42,121.4690381,0.9989470633,121.466989,0.9686135912,ok,,,,,
LR_iid_stop,2,21,mu,2,41+42,41.5,6.736544742,6.731463082,0.005081659575,0.005081659575,9.645062526e-16,0.02733010144,41,0.03472184993,1.044761454,0.0226691424,0.9982782432,42,0.03486661771,1.037685059,0.02582109931,0.9981228699,ok,,,,,
LR_iid_stop,2,21,comp,2,41+42,41.5,45.22723745,45.04911673,0.1781207116,0.1781207116,3.358424649e-15,0.9987368318,41,1.455328608,0.9988065215,1.455266534,0.983672022,42,1.329504441,0.9980127011,1.329329204,0.9852915433,ok,,,,,
LR_iid_stop,2,21,all,2,41+42,41.5,18714.38906,18345.05136,369.337697,369.337697,3.296918294e-12,1674.070802,41,2330.533692,0.9539779828,2292.822239,0.9359708758,42,2495.852396,0.952652678,2455.152048,0.9329083296,ok,,,,,
LR_iid_stop,2,22,top,2,43+44,43.5,785.1888915,717.8164787,67.37241284,67.37241284,2.842170943e-14,316.912721,43,473.1056259,0.6921958569,400.4876169,0.6916275773,44,468.7916185,0.7082489172,400.5623154,0.707777161,ok,,,,,
