arm,seed,t,band,steps,hit99,hit999,stop_step,tc,tc_cum_check,N,V,sigma_med,H,sigma_med_band,memo_acc,online_acc,status
LR_iid_stop,0,49,mu,2300,1600,1800,2300,119400,119400,8.047501349,0,43.21199872,1.053706756,0,1,0.7757065217,ok
LR_iid_stop,0,49,comp,2300,1600,1800,2300,119400,119400,46.03709309,0,43.21199872,1.053706756,0,1,0.7757065217,ok
LR_iid_stop,0,49,all,2300,1600,1800,2300,119400,119400,20023.3002,196756.2215,43.21199872,1.053706756,,1,0.7757065217,ok
LR_iid_stop,0,50,top,2400,1700,1900,2400,121800,121800,743.6383835,111328.477,43.88066902,1.029619792,32.4374425,1,0.7794270833,ok
LR_iid_stop,0,50,mid1,2400,1700,1900,2400,121800,121800,7864.345647,77666.40216,43.88066902,1.029619792,27.89989838,1,0.7794270833,ok
LR_iid_stop,0,50,mid2,2400,1700,1900,2400,121800,121800,9426.708402,9085.794745,43.88066902,1.029619792,9.517734462,1,0.7794270833,ok
LR_iid_stop,0,50,low,2400,1700,1900,2400,121800,121800,2201.962389,173.967203,43.88066902,1.029619792,1.31306985,1,0.7794270833,ok
LR_iid_stop,0,50,mu,2400,1700,1900,2400,121800,121800,8.395151466,0,43.88066902,1.029619792,0,1,0.7794270833,ok
LR_iid_stop,0,50,comp,2400,1700,1900,2400,121800,121800,46.55537504,0,43.88066902,1.029619792,0,1,0.7794270833,ok
LR_iid_stop,0,50,all,2400,1700,1900,2400,121800,121800,20291.60535,198254.6411,43.88066902,1.029619792,,1,0.7794270833,ok
LR_abab_stop,1,1,top,2200,1600,1700,2200,2200,2200,73.67263793,11503.62168,11.85013302,1.083059087,10.38494541,1,0.7863068182,ok
LR_abab_stop,1,1,mid1,2200,1600,1700,2200,2200,2200,286.5674964,3474.162104,11.85013302,1.083059087,5.651663066,1,0.7863068182,ok
LR_abab_stop,1,1,mid2,2200,1600,1700,2200,2200,2200,219.266382,227.5915496,11.85013302,1.083059087,1.494146531,1,0.7863068182,ok
LR_abab_stop,1,1,low,2200,1600,1700,2200,2200,2200,48.03726527,3.552579084,11.85013302,1.083059087,0.1878881955,1,0.7863068182,ok
LR_abab_stop,1,1,mu,2200,1600,1700,2200,2200,2200,0.0138882391,0,11.85013302,1.083059087,0,1,0.7863068182,ok
LR_abab_stop,1,1,comp,2200,1600,1700,2200,2200,2200,20.57733209,0,11.85013302,1.083059087,0,1,0.7863068182,ok
LR_abab_stop,1,1,all,2200,1600,1700,2200,2200,2200,648.1350019,15208.92791,11.85013302,1.083059087,,1,0.7863068182,ok
LR_abab_stop,1,2,top,2400,1700,1900,2400,4600,4600,150.2797305,24820.19525,17.31415373,1.094054852,14.68547497,1,0.7955729167,ok
LR_abab_stop,1,2,mid1,2400,1700,1900,2400,4600,4600,613.484831,7535.752582,17.31415373,1.094054852,8.61287471,1,0.7955729167,ok
LR_abab_stop,1,2,mid2,2400,1700,1900,2400,4600,4600,416.6720054,435.0689204,17.31415373,1.094054852,2.048155783,1,0.7955729167,ok
LR_abab_stop,1,2,low,2400,1700,1900,2400,4600,4600,84.33133293,6.55080212,17.31415373,1.094054852,0.2546024282,1,0.7955729167,ok
LR_abab_stop,1,2,mu,2400,1700,1900,2400,4600,4600,0.02287441988,0,17.31415373,1.094054852,0,1,0.7955729167,ok
LR_abab_stop,1,2,comp,2400,1700,1900,2400,4600,4600,20.9477268,0,17.31415373,1.094054852,0,1,0.7955729167,ok
LR_abab_stop,1,2,all,2400,1700,1900,2400,4600,4600,1285.738501,32797.56756,17.31415373,1.094054852,,1,0.7955729167,ok
LR_abab_stop,1,3,top,1400,700,900,1400,6000,6000,141.1854837,21046.9632,16.66917623,1.091684354,13.70615236,1,0.8344642857,ok
LR_abab_stop,1,3,mid1,1400,700,900,1400,6000,6000,728.914065,8693.281503,16.66917623,1.091684354,9.142330129,1,0.8344642857,ok
LR_abab_stop,1,3,mid2,1400,700,900,1400,6000,6000,565.8967578,584.297254,16.66917623,1.091684354,2.395637871,1,0.8344642857,ok
LR_abab_stop,1,3,low,1400,700,900,1400,6000,6000,116.8423115,9.156275534,16.66917623,1.091684354,0.3015796332,1,0.8344642857,ok
LR_abab_stop,1,3,mu,1400,700,900,1400,6000,6000,0.0303527989,0,16.66917623,1.091684354,0,1,0.8344642857,ok
LR_abab_stop,1,3,comp,1400,700,900,1400,6000,6000,21.17932303,0,16.66917623,1.091684354,0,1,0.8344642857,ok
LR_abab_stop,1,3,all,1400,700,900,1400,6000,6000,1574.048294,30333.69823,16.66917623,1.091684354,,1,0.8344642857,ok
LR_abab_stop,1,4,top,1200,500,700,1200,7200,7200,163.4664613,26198.02036,18.16278286,1.106833328,15.17979073,1,0.863125,ok
LR_abab_stop,1,4,mid1,1200,500,700,1200,7200,7200,823.7550803,9629.221179,18.16278286,1.106833328,9.613611,1,0.863125,ok
LR_abab_stop,1,4,mid2,1200,500,700,1200,7200,7200,658.529788,674.7910563,18.16278286,1.106833328,2.587746911,1,0.863125,ok
LR_abab_stop,1,4,low,1200,500,700,1200,7200,7200,138.4383806,10.92473917,18.16278286,1.106833328,0.3283972831,1,0.863125,ok
LR_abab_stop,1,4,mu,1200,500,700,1200,7200,7200,0.04591471081,0,18.16278286,1.106833328,0,1,0.863125,ok
LR_abab_stop,1,4,comp,1200,500,700,1200,7200,7200,21.29775803,0,18.16278286,1.106833328,0,1,0.863125,ok
LR_abab_stop,1,4,all,1200,500,700,1200,7200,7200,1805.533383,36512.95733,18.16278286,1.106833328,,1,0.863125,ok
LR_abab_stop,1,5,top,1200,600,700,1200,8400,8400,158.9341699,24204.28527,17.87663202,1.11992874,14.12723903,1,0.8947395833,ok
LR_abab_stop,1,5,mid1,1200,600,700,1200,8400,8400,922.7886728,10792.61795,17.87663202,1.11992874,10.17507296,1,0.8947395833,ok
LR_abab_stop,1,5,mid2,1200,600,700,1200,8400,8400,767.2067491,779.9954119,17.87663202,1.11992874,2.79937699,1,0.8947395833,ok
LR_abab_stop,1,5,low,1200,600,700,1200,8400,8400,165.5111881,13.10901712,17.87663202,1.11992874,0.3594575369,1,0.8947395833,ok
LR_abab_stop,1,5,mu,1200,600,700,1200,8400,8400,0.05474711197,0,17.87663202,1.11992874,0,1,0.8947395833,ok
LR_abab_stop,1,5,comp,1200,600,700,1200,8400,8400,21.43355651,0,17.87663202,1.11992874,0,1,0.8947395833,ok
LR_abab_stop,1,5,all,1200,600,700,1200,8400,8400,2035.929083,35790.00765,17.87663202,1.11992874,,1,0.8947395833,ok
LR_abab_stop,1,6,top,1100,400,600,1100,9500,9500,181.326804,29982.35018,19.60415416,1.109458303,16.03532414,1,0.8946590909,ok
LR_abab_stop,1,6,mid1,1100,400,600,1100,9500,9500,1014.598053,11769.45757,19.60415416,1.109458303,10.68140753,1,0.8946590909,ok
LR_abab_stop,1,6,mid2,1100,400,600,1100,9500,9500,857.7199927,872.3416584,19.60415416,1.109458303,2.983656298,1,0.8946590909,ok
LR_abab_stop,1,6,low,1100,400,600,1100,9500,9500,186.9893997,14.86943674,19.60415416,1.109458303,0.3847154106,1,0.8946590909,ok
LR_abab_stop,1,6,mu,1100,400,600,1100,9500,9500,0.07132769852,0,19.60415416,1.109458303,0,1,0.8946590909,ok
LR_abab_stop,1,6,comp,1100,400,600,1100,9500,9500,21.57345352,0,19.60415416,1.109458303,0,1,0.8946590909,ok
LR_abab_stop,1,6,all,1100,400,600,1100,9500,9500,2262.27903,42639.01885,19.60415416,1.109458303,,1,0.8946590909,ok
LR_abab_stop,1,7,top,1000,400,500,1000,10500,10500,175.9475604,27813.89431,18.44524005,1.216322082,15.09450503,1,0.889875,ok
LR_abab_stop,1,7,mid1,1000,400,500,1000,10500,10500,1096.14331,12581.67227,18.44524005,1.216322082,10.86030627,1,0.889875,ok
LR_abab_stop,1,7,mid2,1000,400,500,1000,10500,10500,960.4845805,970.0914923,18.44524005,1.216322082,3.128240875,1,0.889875,ok
LR_abab_stop,1,7,low,1000,400,500,1000,10500,10500,212.5899459,16.88870395,18.44524005,1.216322082,0.408340699,1,0.889875,ok
LR_abab_stop,1,7,mu,1000,400,500,1000,10500,10500,0.07943245729,0,18.44524005,1.216322082,0,1,0.889875,ok
LR_abab_stop,1,7,comp,1000,400,500,1000,10500,10500,21.70486096,0,18.44524005,1.216322082,0,1,0.889875,ok
LR_abab_stop,1,7,all,1000,400,500,1000,10500,10500,2466.94969,41382.54677,18.44524005,1.216322082,,1,0.889875,ok
LR_abab_stop,1,8,top,1000,400,500,1000,11500,11500,200.1027557,33690.82883,20.3383096,1.164457242,16.73476685,1,0.89875,ok
LR_abab_stop,1,8,mid1,1000,400,500,1000,11500,11500,1180.039174,13404.53652,20.3383096,1.164457242,11.47150945,1,0.89875,ok
LR_abab_stop,1,8,mid2,1000,400,500,1000,11500,11500,1046.13374,1053.306872,20.3383096,1.164457242,3.257456102,1,0.89875,ok
LR_abab_stop,1,8,low,1000,400,500,1000,11500,11500,234.7742803,18.73331063,20.3383096,1.164457242,0.4345728757,1,0.89875,ok
LR_abab_stop,1,8,mu,1000,400,500,1000,11500,11500,0.1004317235,0,20.3383096,1.164457242,0,1,0.89875,ok
LR_abab_stop,1,8,comp,1000,400,500,1000,11500,11500,21.80218581,0,20.3383096,1.164457242,0,1,0.89875,ok
LR_abab_stop,1,8,all,1000,400,500,1000,11500,11500,2682.952568,48167.40554,20.3383096,1.164457242,,1,0.89875,ok
LR_abab_stop,1,9,top,1100,400,600,1100,12600,12600,194.156402,32085.46384,20.50027763,1.133319298,15.91228128,1,0.9127840909,ok
LR_abab_stop,1,9,mid1,1100,400,600,1100,12600,12600,1267.45476,14367.6998,20.50027763,1.133319298,11.8175819,1,0.9127840909,ok
LR_abab_stop,1,9,mid2,1100,400,600,1100,12600,12600,1151.949148,1155.048019,20.50027763,1.133319298,3.430845678,1,0.9127840909,ok
LR_abab_stop,1,9,low,1100,400,600,1100,12600,12600,261.2140952,20.82190608,20.50027763,1.133319298,0.4564529559,1,0.9127840909,ok
LR_abab_stop,1,9,mu,1100,400,600,1100,12600,12600,0.111711187,0,20.50027763,1.133319298,0,1,0.9127840909,ok
LR_abab_stop,1,9,comp,1100,400,600,1100,12600,12600,21.90921914,0,20.50027763,1.133319298,0,1,0.9127840909,ok
LR_abab_stop,1,9,all,1100,400,600,1100,12600,12600,2896.795336,47629.03356,20.50027763,1.133319298,,1,0.9127840909,ok
LR_abab_stop,1,10,top,900,300,400,900,13500,13500,214.5911004,35439.68648,21.60274109,1.110035554,17.40461024,1,0.9006944444,ok
LR_abab_stop,1,10,mid1,900,300,400,900,13500,13500,1344.569983,15104.4442,21.60274109,1.110035554,12.21549222,1,0.9006944444,ok
LR_abab_stop,1,10,mid2,900,300,400,900,13500,13500,1233.544864,1236.351123,21.60274109,1.110035554,3.538617052,1,0.9006944444,ok
LR_abab_stop,1,10,low,900,300,400,900,13500,13500,281.4759368,22.4823412,21.60274109,1.110035554,0.4748344929,1,0.9006944444,ok
LR_abab_stop,1,10,mu,900,300,400,900,13500,13500,0.1324150624,0,21.60274109,1.110035554,0,1,0.9006944444,ok
LR_abab_stop,1,10,comp,900,300,400,900,13500,13500,22.01950234,0,21.60274109,1.110035554,0,1,0.9006944444,ok
LR_abab_stop,1,10,all,900,300,400,900,13500,13500,3096.333802,51802.96415,21.60274109,1.110035554,,1,0.9006944444,ok
LR_abab_stop,1,11,top,1000,300,500,1000,14500,14500,199.1609395,32103.84496,20.81844668,1.137992324,16.35377022,1,0.9150625,ok
LR_abab_stop,1,11,mid1,1000,300,500,1000,14500,14500,1419.849773,15871.45512,20.81844668,1.137992324,12.34800452,1,0.9150625,ok
LR_abab_stop,1,11,mid2,1000,300,500,1000,14500,14500,1324.900739,1321.816915,20.81844668,1.137992324,3.673267416,1,0.9150625,ok
LR_abab_stop,1,11,low,1000,300,500,1000,14500,14500,305.2451683,24.34909702,20.81844668,1.137992324,0.4934705354,1,0.9150625,ok
LR_abab_stop,1,11,mu,1000,300,500,1000,14500,14500,0.1444867002,0,20.81844668,1.137992324,0,1,0.9150625,ok
LR_abab_stop,1,11,comp,1000,300,500,1000,14500,14500,22.11230102,0,20.81844668,1.137992324,0,1,0.9150625,ok
LR_abab_stop,1,11,all,1000,300,500,1000,14500,14500,3271.413407,49321.46609,20.81844668,1.137992324,,1,0.9150625,ok
LR_abab_stop,1,12,top,1000,400,500,1000,15500,15500,224.4622495,37658.03403,22.25002988,1.125355772,17.56912686,1,0.9123125,ok
LR_abab_stop,1,12,mid1,1000,400,500,1000,15500,15500,1495.812192,16621.2552,22.25002988,1.125355772,12.59231007,1,0.9123125,ok
LR_abab_stop,1,12,mid2,1000,400,500,1000,15500,15500,1413.744601,1406.771728,22.25002988,1.125355772,3.767936552,1,0.9123125,ok
LR_abab_stop,1,12,low,1000,400,500,1000,15500,15500,327.9470555,26.23284711,22.25002988,1.125355772,0.5102042933,1,0.9123125,ok
LR_abab_stop,1,12,mu,1000,400,500,1000,15500,15500,0.1638368051,0,22.25002988,1.125355772,0,1,0.9123125,ok
LR_abab_stop,1,12,comp,1000,400,500,1000,15500,15500,22.227433,0,22.25002988,1.125355772,0,1,0.9123125,ok
LR_abab_stop,1,12,all,1000,400,500,1000,15500,15500,3484.357368,55712.29381,22.25002988,1.125355772,,1,0.9123125,ok
LR_abab_stop,1,13,top,900,300,400,900,16400,16400,213.0660106,34881.89101,21.81953455,1.128077093,17.30746659,1,0.9076388889,ok
LR_abab_stop,1,13,mid1,900,300,400,900,16400,16400,1565.606823,17296.64906,21.81953455,1.128077093,13.05424404,1,0.9076388889,ok
LR_abab_stop,1,13,mid2,900,300,400,900,16400,16400,1509.606345,1500.076436,21.81953455,1.128077093,3.882991844,1,0.9076388889,ok
LR_abab_stop,1,13,low,900,300,400,900,16400,16400,353.2838778,28.24134399,21.81953455,1.128077093,0.5318948938,1,0.9076388889,ok
LR_abab_stop,1,13,mu,900,300,400,900,16400,16400,0.180286581,0,21.81953455,1.128077093,0,1,0.9076388889,ok
LR_abab_stop,1,13,comp,900,300,400,900,16400,16400,22.33952865,0,21.81953455,1.128077093,0,1,0.9076388889,ok
LR_abab_stop,1,13,all,900,300,400,900,16400,16400,3664.082872,53706.85785,21.81953455,1.128077093,,1,0.9076388889,ok
LR_abab_stop,1,14,top,900,300,400,900,17300,17300,240.4873586,40394.85277,23.38972929,1.096335555,18.67625139,1,0.9206944444,ok
LR_abab_stop,1,14,mid1,900,300,400,900,17300,17300,1626.526771,17984.49169,23.38972929,1.096335555,13.29543571,1,0.9206944444,ok
LR_abab_stop,1,14,mid2,900,300,400,900,17300,17300,1584.0335,1569.116522,23.38972929,1.096335555,3.996220252,1,0.9206944444,ok
LR_abab_stop,1,14,low,900,300,400,900,17300,17300,372.5314381,29.80277362,23.38972929,1.096335555,0.5386160425,1,0.9206944444,ok
LR_abab_stop,1,14,mu,900,300,400,900,17300,17300,0.2004538651,0,23.38972929,1.096335555,0,1,0.9206944444,ok
LR_abab_stop,1,14,comp,900,300,400,900,17300,17300,22.43045304,0,23.38972929,1.096335555,0,1,0.9206944444,ok
LR_abab_stop,1,14,all,900,300,400,900,17300,17300,3846.209975,59978.26376,23.38972929,1.096335555,,1,0.9206944444,ok
LR_abab_stop,1,15,top,900,300,400,900,18200,18200,224.8169403,36329.3442,22.89721058,1.078409116,18.37094678,1,0.9209722222,ok
LR_abab_stop,1,15,mid1,900,300,400,900,18200,18200,1687.775398,18527.57765,22.89721058,1.078409116,13.44340689,1,0.9209722222,ok
LR_abab_stop,1,15,mid2,900,300,400,900,18200,18200,1668.047083,1650.583654,22.89721058,1.078409116,4.048463397,1,0.9209722222,ok
LR_abab_stop,1,15,low,900,300,400,900,18200,18200,395.4550791,31.57053038,22.89721058,1.078409116,0.5594838731,1,0.9209722222,ok
LR_abab_stop,1,15,mu,900,300,400,900,18200,18200,0.2194004936,0,22.89721058,1.078409116,0,1,0.9209722222,ok
LR_abab_stop,1,15,comp,900,300,400,900,18200,18200,22.52563424,0,22.89721058,1.078409116,0,1,0.9209722222,ok
LR_abab_stop,1,15,all,900,300,400,900,18200,18200,3998.839536,56539.07603,22.89721058,1.078409116,,1,0.9209722222,ok
LR_abab_stop,1,16,top,800,300,300,800,19000,19000,239.3662539,40376.26947,23.34811192,1.123738132,18.25943333,1,0.90796875,ok
LR_abab_stop,1,16,mid1,800,300,300,800,19000,19000,1750.38127,19128.86206,23.34811192,1.123738132,13.6478069,1,0.90796875,ok
LR_abab_stop,1,16,mid2,800,300,300,800,19000,19000,1739.256298,1720.577533,23.34811192,1.123738132,4.150563441,1,0.90796875,ok
LR_abab_stop,1,16,low,800,300,300,800,19000,19000,414.2062233,33.11430695,23.34811192,1.123738132,0.5708222326,1,0.90796875,ok
LR_abab_stop,1,16,mu,800,300,300,800,19000,19000,0.2385626239,0,23.34811192,1.123738132,0,1,0.90796875,ok
LR_abab_stop,1,16,comp,800,300,300,800,19000,19000,22.62198337,0,23.34811192,1.123738132,0,1,0.90796875,ok
LR_abab_stop,1,16,all,800,300,300,800,19000,19000,4166.070591,61258.82337,23.34811192,1.123738132,,1,0.90796875,ok
LR_abab_stop,1,17,top,1000,300,500,1000,20000,20000,229.8280883,37307.40187,22.92837944,1.120942331,17.80317893,1,0.9309375,ok
LR_abab_stop,1,17,mid1,1000,300,500,1000,20000,20000,1819.550195,19785.50159,22.92837944,1.120942331,13.84016177,1,0.9309375,ok
LR_abab_stop,1,17,mid2,1000,300,500,1000,20000,20000,1828.490636,1801.099301,22.92837944,1.120942331,4.250780207,1,0.9309375,ok
LR_abab_stop,1,17,low,1000,300,500,1000,20000,20000,439.4467388,35.12193634,22.92837944,1.120942331,0.5936489396,1,0.9309375,ok
LR_abab_stop,1,17,mu,1000,300,500,1000,20000,20000,0.2602569607,0,22.92837944,1.120942331,0,1,0.9309375,ok
LR_abab_stop,1,17,comp,1000,300,500,1000,20000,20000,22.72884996,0,22.92837944,1.120942331,0,1,0.9309375,ok
LR_abab_stop,1,17,all,1000,300,500,1000,20000,20000,4340.304766,58929.1247,22.92837944,1.120942331,,1,0.9309375,ok
LR_abab_stop,1,18,top,900,300,400,900,20900,20900,256.1119756,42814.5965,24.15329655,1.118778368,18.97019225,1,0.9163888889,ok
LR_abab_stop,1,18,mid1,900,300,400,900,20900,20900,1888.040317,20535.4618,24.15329655,1.118778368,14.32118276,1,0.9163888889,ok
LR_abab_stop,1,18,mid2,900,300,400,900,20900,20900,1911.936701,1880.364612,24.15329655,1.118778368,4.34900207,1,0.9163888889,ok
LR_abab_stop,1,18,low,900,300,400,900,20900,20900,462.8616912,37.06353443,24.15329655,1.118778368,0.6047165734,1,0.9163888889,ok
LR_abab_stop,1,18,mu,900,300,400,900,20900,20900,0.2829366511,0,24.15329655,1.118778368,0,1,0.9163888889,ok
LR_abab_stop,1,18,comp,900,300,400,900,20900,20900,22.84285675,0,24.15329655,1.118778368,0,1,0.9163888889,ok
LR_abab_stop,1,18,all,900,300,400,900,20900,20900,4542.076479,65267.48645,24.15329655,1.118778368,,1,0.9163888889,ok
LR_abab_stop,1,19,top,800,300,300,800,21700,21700,245.5241274,40099.61791,23.69154963,1.121984276,18.26187044,1,0.913671875,ok
LR_abab_stop,1,19,mid1,800,300,300,800,21700,21700,1943.53246,20873.76991,23.69154963,1.121984276,14.18046405,1,0.913671875,ok
LR_abab_stop,1,19,mid2,800,300,300,800,21700,21700,1998.788052,1963.505108,23.69154963,1.121984276,4.442027902,1,0.913671875,ok
LR_abab_stop,1,19,low,800,300,300,800,21700,21700,486.2742733,38.90905222,23.69154963,1.121984276,0.6243958288,1,0.913671875,ok
LR_abab_stop,1,19,mu,800,300,300,800,21700,21700,0.3055334993,0,23.69154963,1.121984276,0,1,0.913671875,ok
LR_abab_stop,1,19,comp,800,300,300,800,21700,21700,22.94330999,0,23.69154963,1.121984276,0,1,0.913671875,ok
LR_abab_stop,1,19,all,800,300,300,800,21700,21700,4697.367757,62975.80198,23.69154963,1.121984276,,1,0.913671875,ok
LR_abab_stop,1,20,top,800,300,300,800,22500,22500,262.1412632,44004.58199,25.04199281,1.077365452,19.2735402,1,0.9175,ok
LR_abab_stop,1,20,mid1,800,300,300,800,22500,22500,2000.955505,21487.41621,25.04199281,1.077365452,14.51038443,1,0.9175,ok
LR_abab_stop,1,20,mid2,800,300,300,800,22500,22500,2067.050832,2029.200549,25.04199281,1.077365452,4.515008414,1,0.9175,ok
LR_abab_stop,1,20,low,800,300,300,800,22500,22500,506.0177227,40.5400018,25.04199281,1.077365452,0.6338730126,1,0.9175,ok
LR_abab_stop,1,20,mu,800,300,300,800,22500,22500,0.3261437993,0,25.04199281,1.077365452,0,1,0.9175,ok
LR_abab_stop,1,20,comp,800,300,300,800,22500,22500,23.01698396,0,25.04199281,1.077365452,0,1,0.9175,ok
LR_abab_stop,1,20,all,800,300,300,800,22500,22500,4859.508451,67561.73875,25.04199281,1.077365452,,1,0.9175,ok
LR_abab_stop,1,21,top,800,300,300,800,23300,23300,249.0373754,40563.90228,24.04302177,1.120792045,18.44952022,1,0.913828125,ok
LR_abab_stop,1,21,mid1,800,300,300,800,23300,23300,2064.966125,22078.54264,24.04302177,1.120792045,14.62579758,1,0.913828125,ok
LR_abab_stop,1,21,mid2,800,300,300,800,23300,23300,2147.996904,2104.508626,24.04302177,1.120792045,4.579059397,1,0.913828125,ok
LR_abab_stop,1,21,low,800,300,300,800,23300,23300,529.3573289,42.32425582,24.04302177,1.120792045,0.649254974,1,0.913828125,ok
LR_abab_stop,1,21,mu,800,300,300,800,23300,23300,0.3440875924,0,24.04302177,1.120792045,0,1,0.913828125,ok
LR_abab_stop,1,21,comp,800,300,300,800,23300,23300,23.1231079,0,24.04302177,1.120792045,0,1,0.913828125,ok
LR_abab_stop,1,21,all,800,300,300,800,23300,23300,5014.824929,64789.2778,24.04302177,1.120792045,,1,0.913828125,ok
LR_abab_stop,1,22,top,800,300,300,800,24100,24100,260.0075419,43620.44273,25.04367411,1.091487397,19.19526663,1,0.91203125,ok
LR_abab_stop,1,22,mid1,800,300,300,800,24100,24100,2124.738903,22617.47984,25.04367411,1.091487397,14.91456708,1,0.91203125,ok
LR_abab_stop,1,22,mid2,800,300,300,800,24100,24100,2220.066788,2174.535994,25.04367411,1.091487397,4.690869391,1,0.91203125,ok
LR_abab_stop,1,22,low,800,300,300,800,24100,24100,550.2318504,44.06061587,25.04367411,1.091487397,0.659080159,1,0.91203125,ok
LR_abab_stop,1,22,mu,800,300,300,800,24100,24100,0.3724069729,0,25.04367411,1.091487397,0,1,0.91203125,ok
LR_abab_stop,1,22,comp,800,300,300,800,24100,24100,23.21183753,0,25.04367411,1.091487397,0,1,0.91203125,ok
LR_abab_stop,1,22,all,800,300,300,800,24100,24100,5178.629328,68456.51918,25.04367411,1.091487397,,1,0.91203125,ok
LR_abab_stop,1,23,top,800,300,300,800,24900,24900,256.5630688,41306.47206,24.80470539,1.08449276,18.83676509,1,0.924375,ok
LR_abab_stop,1,23,mid1,800,300,300,800,24900,24900,2180.906081,23125.74379,24.80470539,1.08449276,14.91674114,1,0.924375,ok
LR_abab_stop,1,23,mid2,800,300,300,800,24900,24900,2300.243292,2247.95204,24.80470539,1.08449276,4.743594618,1,0.924375,ok
LR_abab_stop,1,23,low,800,300,300,800,24900,24900,572.8199413,45.78792056,24.80470539,1.08449276,0.6756058701,1,0.924375,ok
LR_abab_stop,1,23,mu,800,300,300,800,24900,24900,0.394916012,0,24.80470539,1.08449276,0,1,0.924375,ok
LR_abab_stop,1,23,comp,800,300,300,800,24900,24900,23.29040521,0,24.80470539,1.08449276,0,1,0.924375,ok
LR_abab_stop,1,23,all,800,300,300,800,24900,24900,5334.217703,66725.95581,24.80470539,1.08449276,,1,0.924375,ok
LR_abab_stop,1,24,top,900,300,400,900,25800,25800,276.7520459,46624.3037,25.33346283,1.131124467,19.68615258,1,0.9277777778,ok
LR_abab_stop,1,24,mid1,900,300,400,900,25800,25800,2231.947075,23616.61189,25.33346283,1.131124467,15.25830971,1,0.9277777778,ok
LR_abab_stop,1,24,mid2,900,300,400,900,25800,25800,2366.409152,2305.427565,25.33346283,1.131124467,4.812216855,1,0.9277777778,ok
LR_abab_stop,1,24,low,900,300,400,900,25800,25800,593.0807186,47.45369759,25.33346283,1.131124467,0.6796820233,1,0.9277777778,ok
LR_abab_stop,1,24,mu,900,300,400,900,25800,25800,0.4221657108,0,25.33346283,1.131124467,0,1,0.9277777778,ok
LR_abab_stop,1,24,comp,900,300,400,900,25800,25800,23.38199776,0,25.33346283,1.131124467,0,1,0.9277777778,ok
LR_abab_stop,1,24,all,900,300,400,900,25800,25800,5491.993155,72593.79685,25.33346283,1.131124467,,1,0.9277777778,ok
LR_abab_stop,1,25,top,800,200,300,800,26600,26600,266.322211,44411.37746,25.67197991,1.076050778,19.70357901,1,0.91953125,ok
LR_abab_stop,1,25,mid1,800,200,300,800,26600,26600,2286.327162,24080.74771,25.67197991,1.076050778,15.23082773,1,0.91953125,ok
LR_abab_stop,1,25,mid2,800,200,300,800,26600,26600,2442.487505,2375.875481,25.67197991,1.076050778,4.866572144,1,0.91953125,ok
LR_abab_stop,1,25,low,800,200,300,800,26600,26600,616.2073241,49.18530743,25.67197991,1.076050778,0.6969710136,1,0.91953125,ok
LR_abab_stop,1,25,mu,800,200,300,800,26600,26600,0.4432040071,0,25.67197991,1.076050778,0,1,0.91953125,ok
LR_abab_stop,1,25,comp,800,200,300,800,26600,26600,23.49513179,0,25.67197991,1.076050778,0,1,0.91953125,ok
LR_abab_stop,1,25,all,800,200,300,800,26600,26600,5635.282538,70917.18596,25.67197991,1.076050778,,1,0.91953125,ok
LR_abab_stop,1,26,top,900,300,400,900,27500,27500,277.4941235,46965.21417,25.74493564,1.119199672,20.1185231,1,0.9275,ok
LR_abab_stop,1,26,mid1,900,300,400,900,27500,27500,2342.203938,24715.8652,25.74493564,1.119199672,15.66921114,1,0.9275,ok
LR_abab_stop,1,26,mid2,900,300,400,900,27500,27500,2520.838618,2448.727627,25.74493564,1.119199672,4.9529193,1,0.9275,ok
LR_abab_stop,1,26,low,900,300,400,900,27500,27500,637.2999733,50.93875716,25.74493564,1.119199672,0.7027006617,1,0.9275,ok
LR_abab_stop,1,26,mu,900,300,400,900,27500,27500,0.4674113502,0,25.74493564,1.119199672,0,1,0.9275,ok
LR_abab_stop,1,26,comp,900,300,400,900,27500,27500,23.57565216,0,25.74493564,1.119199672,0,1,0.9275,ok
LR_abab_stop,1,26,all,900,300,400,900,27500,27500,5801.879716,74180.74575,25.74493564,1.119199672,,1,0.9275,ok
LR_abab_stop,1,27,top,900,300,400,900,28400,28400,270.0170959,45230.55288,25.74632265,1.104218659,19.84695332,1,0.9238888889,ok
LR_abab_stop,1,27,mid1,900,300,400,900,28400,28400,2406.864148,25388.94529,25.74632265,1.104218659,15.55978094,1,0.9238888889,ok
LR_abab_stop,1,27,mid2,900,300,400,900,28400,28400,2604.526675,2523.216328,25.74632265,1.104218659,5.052023253,1,0.9238888889,ok
LR_abab_stop,1,27,low,900,300,400,900,28400,28400,663.5610565,52.97341258,25.74632265,1.104218659,0.7210790662,1,0.9238888889,ok
LR_abab_stop,1,27,mu,900,300,400,900,28400,28400,0.4867280456,0,25.74632265,1.104218659,0,1,0.9238888889,ok
LR_abab_stop,1,27,comp,900,300,400,900,28400,28400,23.68699849,0,25.74632265,1.104218659,0,1,0.9238888889,ok
LR_abab_stop,1,27,all,900,300,400,900,28400,28400,5969.142702,73195.68792,25.74632265,1.104218659,,1,0.9238888889,ok
LR_abab_stop,1,28,top,800,300,300,800,29200,29200,284.298506,49499.98488,26.76958511,1.085821644,19.6852974,1,0.91890625,ok
