k,band,band_center,n_A,n_S,n_L,n_seed,seed_ids,A_F,C_S_F,C_L_F,A_D,C_S_D,C_L_D,A_H,C_S_H,C_L_H,off_rate
10,-20,-1.95,638,638,0,6,"2,3,4,5,8,9",8.566496277611976e-06,8.566496277611976e-06,0.0,3.838972644947475e-05,3.838972644947475e-05,0.0,2.9823230171862773e-05,2.9823230171862773e-05,0.0,0.0
10,-19,-1.85,523,523,0,3,"4,5,9",0.00016236489208010837,0.00016236489208010837,0.0,0.00035659361906128015,0.00035659361906128015,0.0,0.00019422872698117175,0.00019422872698117175,0.0,0.0
10,-18,-1.75,1425,1425,0,10,"0,1,2,3,4,5,6,7,8,9",-3.009191375448753e-05,-3.009191375448753e-05,0.0,-4.562526587875093e-05,-4.562526587875093e-05,0.0,-1.553335212426339e-05,-1.553335212426339e-05,0.0,0.0
10,-17,-1.65,1986,1986,0,9,"0,1,2,4,5,6,7,8,9",-1.2392420130950097e-05,-1.2392420130950097e-05,0.0,-2.051816443469347e-05,-2.051816443469347e-05,0.0,-8.125744303743389e-06,-8.125744303743389e-06,0.0,0.0
10,-16,-1.55,3477,3477,0,10,"0,1,2,3,4,5,6,7,8,9",3.5004563817403647e-06,3.5004563817403647e-06,0.0,3.905342218007295e-05,3.905342218007295e-05,0.0,3.5552965798332586e-05,3.5552965798332586e-05,0.0,0.0
10,-15,-1.45,4620,4620,0,10,"0,1,2,3,4,5,6,7,8,9",0.0001208615452106931,0.0001208615452106931,0.0,8.565823448029454e-06,8.565823448029454e-06,0.0,-0.00011229572176266341,-0.00011229572176266341,0.0,0.0
10,-14,-1.35,6339,6339,0,10,"0,1,2,3,4,5,6,7,8,9",0.00023628739162131405,0.00023628739162131405,0.0,0.00014863926601568582,0.00014863926601568582,0.0,-8.764812560562831e-05,-8.764812560562831e-05,0.0,0.0
10,-13,-1.25,9537,9537,0,10,"0,1,2,3,4,5,6,7,8,9",-3.655281236123269e-05,-3.655281236123269e-05,0.0,-3.334047728125311e-05,-3.334047728125311e-05,0.0,3.2123350799797275e-06,3.2123350799797275e-06,0.0,0.0
10,-12,-1.15,11971,11971,0,10,"0,1,2,3,4,5,6,7,8,9",2.9767979968054995e-05,2.9767979968054995e-05,0.0,4.2260900924420175e-05,4.2260900924420175e-05,0.0,1.2492920956365183e-05,1.2492920956365183e-05,0.0,0.0
10,-11,-1.05,14924,14924,0,10,"0,1,2,3,4,5,6,7,8,9",-2.3450543284354293e-05,-2.3450543284354293e-05,0.0,-3.211689827417526e-06,-3.211689827417526e-06,0.0,2.0238853456936736e-05,2.0238853456936736e-05,0.0,0.0
10,-10,-0.95,20427,20427,0,10,"0,1,2,3,4,5,6,7,8,9",2.9979212182492197e-05,2.9979212182492197e-05,0.0,1.1753909483289745e-05,1.1753909483289745e-05,0.0,-1.8225302699202444e-05,-1.8225302699202444e-05,0.0,0.0
10,-9,-0.85,22380,22376,4,10,"0,1,2,3,4,5,6,7,8,9",4.7340543619557685e-05,4.735889236899694e-05,-1.8348749439256917e-08,6.33826424610866e-05,6.34412589817776e-05,-5.861652069098834e-08,1.604209884152898e-05,1.6082366612780708e-05,-4.026777125173142e-08,0.00011010184420588987
10,-8,-0.75,31697,31697,0,10,"0,1,2,3,4,5,6,7,8,9",3.7045270383822864e-05,3.7045270383822864e-05,0.0,4.0455423122153625e-05,4.0455423122153625e-05,0.0,3.4101527383306565e-06,3.4101527383306565e-06,0.0,0.0
10,-7,-0.65,41060,41060,0,10,"0,1,2,3,4,5,6,7,8,9",5.4295159858060235e-05,5.4295159858060235e-05,0.0,2.3564582517225093e-05,2.3564582517225093e-05,0.0,-3.0730577340835206e-05,-3.0730577340835206e-05,0.0,0.0
10,-6,-0.55,49120,49120,0,10,"0,1,2,3,4,5,6,7,8,9",6.968437163472615e-05,6.968437163472615e-05,0.0,4.931416845124771e-05,4.931416845124771e-05,0.0,-2.0370203183478533e-05,-2.0370203183478533e-05,0.0,0.0
10,-5,-0.45,67192,67192,0,10,"0,1,2,3,4,5,6,7,8,9",0.0001300782785076289,0.0001300782785076289,0.0,6.3785492472601e-05,6.3785492472601e-05,0.0,-6.629278603502778e-05,-6.629278603502778e-05,0.0,0.0
10,-4,-0.35,88814,88814,0,10,"0,1,2,3,4,5,6,7,8,9",7.027732974713845e-05,7.027732974713845e-05,0.0,4.1271779236559215e-05,4.1271779236559215e-05,0.0,-2.900555051057921e-05,-2.900555051057921e-05,0.0,0.0
10,-3,-0.25,126282,126282,0,10,"0,1,2,3,4,5,6,7,8,9",-7.0545311548030195e-06,-7.0545311548030195e-06,0.0,-6.5613305691921575e-06,-6.5613305691921575e-06,0.0,4.932005856108417e-07,4.932005856108417e-07,0.0,0.0
10,-2,-0.15,157123,157123,0,10,"0,1,2,3,4,5,6,7,8,9",-1.2597004418694163e-05,-1.2597004418694163e-05,0.0,-2.1271731026481777e-05,-2.1271731026481777e-05,0.0,-8.674726607787552e-06,-8.674726607787552e-06,0.0,0.0
10,-1,-0.05,149967,149967,0,10,"0,1,2,3,4,5,6,7,8,9",4.38502552316569e-06,4.38502552316569e-06,0.0,-4.930887593268108e-06,-4.930887593268108e-06,0.0,-9.315913116433802e-06,-9.315913116433802e-06,0.0,0.0
10,0,0.05,120306,120306,0,10,"0,1,2,3,4,5,6,7,8,9",3.746471912328134e-06,3.746471912328134e-06,0.0,1.3303571570804945e-06,1.3303571570804945e-06,0.0,-2.4161147552476833e-06,-2.4161147552476833e-06,0.0,0.0
10,1,0.15,80087,80087,0,10,"0,1,2,3,4,5,6,7,8,9",-2.0818896307722517e-05,-2.0818896307722517e-05,0.0,-3.1587818196457236e-05,-3.1587818196457236e-05,0.0,-1.076892188873473e-05,-1.076892188873473e-05,0.0,0.0
10,2,0.25,39741,39741,0,10,"0,1,2,3,4,5,6,7,8,9",-4.3897713994486205e-05,-4.3897713994486205e-05,0.0,-1.765669073666711e-05,-1.765669073666711e-05,0.0,2.62410232578191e-05,2.62410232578191e-05,0.0,0.0
10,3,0.35,18550,18550,0,10,"0,1,2,3,4,5,6,7,8,9",-0.00020847780469868273,-0.00020847780469868273,0.0,-4.7436438858322856e-05,-4.7436438858322856e-05,0.0,0.00016104136584035983,0.00016104136584035983,0.0,0.0
10,4,0.45,12311,12311,0,10,"0,1,2,3,4,5,6,7,8,9",-0.0005687404272760982,-0.0005687404272760982,0.0,-0.00020501024432798093,-0.00020501024432798093,0.0,0.00036373018294811704,0.00036373018294811704,0.0,0.0
10,5,0.55,6266,6266,0,10,"0,1,2,3,4,5,6,7,8,9",-0.0006933828605674783,-0.0006933828605674783,0.0,-0.00032949050672438906,-0.00032949050672438906,0.0,0.0003638923538430895,0.0003638923538430895,0.0,0.0
10,6,0.65,3346,3346,0,10,"0,1,2,3,4,5,6,7,8,9",0.00022506027559456723,0.00022506027559456723,0.0,-0.00029286467962387404,-0.00029286467962387404,0.0,-0.0005179249552184412,-0.0005179249552184412,0.0,0.0
10,7,0.75,1663,1663,0,10,"0,1,2,3,4,5,6,7,8,9",-0.0015119286799073458,-0.0015119286799073458,0.0,-0.0005001095073520572,-0.0005001095073520572,0.0,0.0010118191725552888,0.0010118191725552888,0.0,0.0
10,8,0.85,1108,1108,0,10,"0,1,2,3,4,5,6,7,8,9",-0.003226335732929661,-0.003226335732929661,0.0,-0.0007265573135531118,-0.0007265573135531118,0.0,0.0024997784193765494,0.0024997784193765494,0.0,0.0
10,9,0.95,754,754,0,5,"1,4,6,7,8",-0.006320425786383252,-0.006320425786383252,0.0,-0.0017674762433475186,-0.0017674762433475186,0.0,0.004552949543035732,0.004552949543035732,0.0,0.0
10,10,1.05,383,383,0,4,"0,1,7,8",-0.0009865457077454234,-0.0009865457077454234,0.0,-0.0003320835897336326,-0.0003320835897336326,0.0,0.0006544621180117911,0.0006544621180117911,0.0,0.0
10,11,1.15,180,180,0,2,"1,8",-0.0033427173630274946,-0.0033427173630274946,0.0,-0.0010108397121831674,-0.0010108397121831674,0.0,0.0023318776508443276,0.0023318776508443276,0.0,0.0
10,12,1.25,121,121,0,2,"1,8",-0.0001788868699445803,-0.0001788868699445803,0.0,-0.00010512272827839075,-0.00010512272827839075,0.0,7.376414166618953e-05,7.376414166618953e-05,0.0,0.0
20,-24,-2.35,60,60,0,1,9,0.00036682995476742993,0.00036682995476742993,0.0,-0.0001848245770823572,-0.0001848245770823572,0.0,-0.0005516545318497866,-0.0005516545318497866,0.0,0.0
20,-23,-2.25,60,60,0,1,0,-1.2608139744922179e-05,-1.2608139744922179e-05,0.0,-4.724122153945127e-05,-4.724122153945127e-05,0.0,-3.463308179452909e-05,-3.463308179452909e-05,0.0,0.0
20,-22,-2.15,60,60,0,1,8,-7.030252436379669e-06,-7.030252436379669e-06,0.0,-4.8518529354169004e-06,-4.8518529354169004e-06,0.0,2.1783995009627686e-06,2.1783995009627686e-06,0.0,0.0
20,-21,-2.05,502,502,0,3,"5,8,9",1.3900433731260628e-05,1.3900433731260628e-05,0.0,3.218415037855127e-05,3.218415037855127e-05,0.0,1.828371664729061e-05,1.828371664729061e-05,0.0,0.0
20,-20,-1.95,638,638,0,6,"2,3,4,5,8,9",8.566496277611976e-06,8.566496277611976e-06,0.0,1.5920533923898536e-05,1.5920533923898536e-05,0.0,7.354037646286576e-06,7.354037646286576e-06,0.0,0.0
20,-19,-1.85,523,523,0,3,"4,5,9",0.00016236489208010837,0.00016236489208010837,0.0,0.00013238301475914104,0.00013238301475914104,0.0,-2.9981877320967254e-05,-2.9981877320967254e-05,0.0,0.0
20,-18,-1.75,1425,1425,0,10,"0,1,2,3,4,5,6,7,8,9",-3.009191375448753e-05,-3.009191375448753e-05,0.0,-1.5044242096536178e-06,-1.5044242096536178e-06,0.0,2.858748954483392e-05,2.858748954483392e-05,0.0,0.0
20,-17,-1.65,1986,1986,0,9,"0,1,2,4,5,6,7,8,9",-1.2392420130950097e-05,-1.2392420130950097e-05,0.0,-2.2493946542339605e-05,-2.2493946542339605e-05,0.0,-1.010152641138951e-05,-1.010152641138951e-05,0.0,0.0
20,-16,-1.55,3477,3477,0,10,"0,1,2,3,4,5,6,7,8,9",3.5004563817403647e-06,3.5004563817403647e-06,0.0,1.8373075117260504e-05,1.8373075117260504e-05,0.0,1.4872618735520228e-05,1.4872618735520228e-05,0.0,0.0
20,-15,-1.45,4620,4620,0,10,"0,1,2,3,4,5,6,7,8,9",0.0001208615452106931,0.0001208615452106931,0.0,5.866394132869386e-06,5.866394132869386e-06,0.0,-0.0001149951510778238,-0.0001149951510778238,0.0,0.0
20,-14,-1.35,6339,6337,2,10,"0,1,2,3,4,5,6,7,8,9",0.00023628739162131405,0.00023630050246931274,-1.3110847998688227e-08,5.869892271011183e-05,5.879829520861649e-05,-9.93724985046665e-08,-0.0001775884689112018,-0.0001775022072606958,-8.626165050597826e-08,0.00043859649122807154
20,-13,-1.25,9537,9537,0,10,"0,1,2,3,4,5,6,7,8,9",-3.655281236123269e-05,-3.655281236123269e-05,0.0,-2.424864034912932e-05,-2.424864034912932e-05,0.0,1.2304172012103366e-05,1.2304172012103366e-05,0.0,0.0
20,-12,-1.15,11971,11971,0,10,"0,1,2,3,4,5,6,7,8,9",2.9767979968054995e-05,2.9767979968054995e-05,0.0,3.5740892975044827e-05,3.5740892975044827e-05,0.0,5.9729130069898435e-06,5.9729130069898435e-06,0.0,0.0
20,-11,-1.05,14924,14924,0,10,"0,1,2,3,4,5,6,7,8,9",-2.3450543284354293e-05,-2.3450543284354293e-05,0.0,1.6620923050133852e-05,1.6620923050133852e-05,0.0,4.007146633448831e-05,4.007146633448831e-05,0.0,0.0
20,-10,-0.95,20427,20427,0,10,"0,1,2,3,4,5,6,7,8,9",2.9979212182492197e-05,2.9979212182492197e-05,0.0,6.860518346485274e-06,6.860518346485274e-06,0.0,-2.311869383600682e-05,-2.311869383600682e-05,0.0,0.0
20,-9,-0.85,22380,22366,14,10,"0,1,2,3,4,5,6,7,8,9",4.7340543619557685e-05,4.7410484136436285e-05,-6.99405168786085e-08,4.1364307697656924e-05,4.146688660886615e-05,-1.0257891120922958e-07,-5.976235921900737e-06,-5.943597527570111e-06,-3.263839433062109e-08,0.0003853564547206201
20,-8,-0.75,31697,31697,0,10,"0,1,2,3,4,5,6,7,8,9",3.7045270383822864e-05,3.7045270383822864e-05,0.0,2.8005441850662646e-05,2.8005441850662646e-05,0.0,-9.039828533160226e-06,-9.039828533160226e-06,0.0,0.0
20,-7,-0.65,41060,41060,0,10,"0,1,2,3,4,5,6,7,8,9",5.4295159858060235e-05,5.4295159858060235e-05,0.0,1.3917610943852993e-05,1.3917610943852993e-05,0.0,-4.037754891420745e-05,-4.037754891420745e-05,0.0,0.0
20,-6,-0.55,49120,49120,0,10,"0,1,2,3,4,5,6,7,8,9",6.968437163472615e-05,6.968437163472615e-05,0.0,3.8138575903764394e-05,3.8138575903764394e-05,0.0,-3.1545795730961724e-05,-3.1545795730961724e-05,0.0,0.0
20,-5,-0.45,67192,67192,0,10,"0,1,2,3,4,5,6,7,8,9",0.0001300782785076289,0.0001300782785076289,0.0,4.516994747339091e-05,4.516994747339091e-05,0.0,-8.490833103423767e-05,-8.490833103423767e-05,0.0,0.0
20,-4,-0.35,88814,88814,0,10,"0,1,2,3,4,5,6,7,8,9",7.027732974713845e-05,7.027732974713845e-05,0.0,2.412567804346719e-05,2.412567804346719e-05,0.0,-4.6151651703671076e-05,-4.6151651703671076e-05,0.0,0.0
20,-3,-0.25,126282,126282,0,10,"0,1,2,3,4,5,6,7,8,9",-7.0545311548030195e-06,-7.0545311548030195e-06,0.0,-5.519275149208208e-06,-5.519275149208208e-06,0.0,1.535256005594897e-06,1.535256005594897e-06,0.0,0.0
20,-2,-0.15,157123,157123,0,10,"0,1,2,3,4,5,6,7,8,9",-1.2597004418694163e-05,-1.2597004418694163e-05,0.0,-1.5922351149766987e-05,-1.5922351149766987e-05,0.0,-3.3253467310728782e-06,-3.3253467310728782e-06,0.0,0.0
20,-1,-0.05,149967,149967,0,10,"0,1,2,3,4,5,6,7,8,9",4.38502552316569e-06,4.38502552316569e-06,0.0,-5.670046050441638e-06,-5.670046050441638e-06,0.0,-1.0055071573607312e-05,-1.0055071573607312e-05,0.0,0.0
20,0,0.05,120306,120306,0,10,"0,1,2,3,4,5,6,7,8,9",3.746471912328134e-06,3.746471912328134e-06,0.0,1.8545437203290579e-06,1.8545437203290579e-06,0.0,-1.891928191999117e-06,-1.891928191999117e-06,0.0,0.0
20,1,0.15,80087,80087,0,10,"0,1,2,3,4,5,6,7,8,9",-2.0818896307722517e-05,-2.0818896307722517e-05,0.0,-2.5818035480134953e-05,-2.5818035480134953e-05,0.0,-4.9991391724123716e-06,-4.9991391724123716e-06,0.0,0.0
20,2,0.25,39741,39741,0,10,"0,1,2,3,4,5,6,7,8,9",-4.3897713994486205e-05,-4.3897713994486205e-05,0.0,-9.090866312608675e-06,-9.090866312608675e-06,0.0,3.4806847681877523e-05,3.4806847681877523e-05,0.0,0.0
20,3,0.35,18550,18550,0,10,"0,1,2,3,4,5,6,7,8,9",-0.00020847780469868273,-0.00020847780469868273,0.0,-2.9462382555840986e-05,-2.9462382555840986e-05,0.0,0.0001790154221428417,0.0001790154221428417,0.0,0.0
20,4,0.45,12311,12311,0,10,"0,1,2,3,4,5,6,7,8,9",-0.0005687404272760982,-0.0005687404272760982,0.0,-0.00013635005442302789,-0.00013635005442302789,0.0,0.00043239037285307,0.00043239037285307,0.0,0.0
20,5,0.55,6266,6266,0,10,"0,1,2,3,4,5,6,7,8,9",-0.0006933828605674783,-0.0006933828605674783,0.0,-0.0001917204601218495,-0.0001917204601218495,0.0,0.0005016624004456286,0.0005016624004456286,0.0,0.0
20,6,0.65,3346,3346,0,10,"0,1,2,3,4,5,6,7,8,9",0.00022506027559456723,0.00022506027559456723,0.0,-0.00018124257310051238,-0.00018124257310051238,0.0,-0.0004063028486950795,-0.0004063028486950795,0.0,0.0
20,7,0.75,1663,1663,0,10,"0,1,2,3,4,5,6,7,8,9",-0.0015119286799073458,-0.0015119286799073458,0.0,-0.00020673219568749006,-0.00020673219568749006,0.0,0.0013051964842198558,0.0013051964842198558,0.0,0.0
20,8,0.85,1108,1108,0,10,"0,1,2,3,4,5,6,7,8,9",-0.003226335732929661,-0.003226335732929661,0.0,-0.0005663811009308072,-0.0005663811009308072,0.0,0.002659954631998854,0.002659954631998854,0.0,0.0
20,9,0.95,754,754,0,5,"1,4,6,7,8",-0.006320425786383252,-0.006320425786383252,0.0,-0.0011397631256640842,-0.0011397631256640842,0.0,0.005180662660719168,0.005180662660719168,0.0,0.0
20,10,1.05,383,383,0,4,"0,1,7,8",-0.0009865457077454234,-0.0009865457077454234,0.0,-0.0001850117656110636,-0.0001850117656110636,0.0,0.0008015339421343595,0.0008015339421343595,0.0,0.0
20,11,1.15,180,180,0,2,"1,8",-0.0033427173630274946,-0.0033427173630274946,0.0,-0.0004975786197722447,-0.0004975786197722447,0.0,0.0028451387432552495,0.0028451387432552495,0.0,0.0
20,12,1.25,121,121,0,2,"1,8",-0.0001788868699445803,-0.0001788868699445803,0.0,-8.294642467163418e-05,-8.294642467163418e-05,0.0,9.594044527294629e-05,9.594044527294629e-05,0.0,0.0
40,-24,-2.35,60,60,0,1,9,0.00036682995476742993,0.00036682995476742993,0.0,-0.00024494510547491195,-0.00024494510547491195,0.0,-0.0006117750602423414,-0.0006117750602423414,0.0,0.0
40,-23,-2.25,60,60,0,1,0,-1.2608139744922179e-05,-1.2608139744922179e-05,0.0,-3.646809366823453e-05,-3.646809366823453e-05,0.0,-2.385995392331235e-05,-2.385995392331235e-05,0.0,0.0
40,-22,-2.15,60,60,0,1,8,-7.030252436379669e-06,-7.030252436379669e-06,0.0,-4.8518529354169004e-06,-4.8518529354169004e-06,0.0,2.1783995009627686e-06,2.1783995009627686e-06,0.0,0.0
40,-21,-2.05,502,502,0,3,"5,8,9",1.3900433731260628e-05,1.3900433731260628e-05,0.0,4.62107352498451e-05,4.62107352498451e-05,0.0,3.231030151858451e-05,3.231030151858451e-05,0.0,0.0
40,-20,-1.95,638,638,0,6,"2,3,4,5,8,9",8.566496277611976e-06,8.566496277611976e-06,0.0,6.902771098620123e-06,6.902771098620123e-06,0.0,-1.6637251789918261e-06,-1.6637251789918261e-06,0.0,0.0
40,-19,-1.85,523,523,0,3,"4,5,9",0.00016236489208010837,0.00016236489208010837,0.0,3.309454869786803e-05,3.309454869786803e-05,0.0,-0.00012927034338224022,-0.00012927034338224022,0.0,0.0
40,-18,-1.75,1425,1425,0,10,"0,1,2,3,4,5,6,7,8,9",-3.009191375448753e-05,-3.009191375448753e-05,0.0,1.5417395381054284e-05,1.5417395381054284e-05,0.0,4.5509309135541805e-05,4.5509309135541805e-05,0.0,0.0
40,-17,-1.65,1986,1986,0,9,"0,1,2,4,5,6,7,8,9",-1.2392420130950097e-05,-1.2392420130950097e-05,0.0,-1.7414970290914465e-05,-1.7414970290914465e-05,0.0,-5.02255015996437e-06,-5.02255015996437e-06,0.0,0.0
40,-16,-1.55,3477,3477,0,10,"0,1,2,3,4,5,6,7,8,9",3.5004563817403647e-06,3.5004563817403647e-06,0.0,1.1326035018212777e-05,1.1326035018212777e-05,0.0,7.825578636472386e-06,7.825578636472386e-06,0.0,0.0
40,-15,-1.45,4620,4620,0,10,"0,1,2,3,4,5,6,7,8,9",0.0001208615452106931,0.0001208615452106931,0.0,2.4236926861069855e-05,2.4236926861069855e-05,0.0,-9.662461834962362e-05,-9.662461834962362e-05,0.0,0.0
40,-14,-1.35,6339,6317,22,10,"0,1,2,3,4,5,6,7,8,9",0.00023628739162131405,0.0002360202784005525,2.671132207616099e-07,-2.985770611917122e-06,-2.4392218701414602e-06,-5.465487417756655e-07,-0.0002392731622332314,-0.00023845950027069412,-8.136619625372756e-07,0.004824561403508776
40,-13,-1.25,9537,9537,0,10,"0,1,2,3,4,5,6,7,8,9",-3.655281236123269e-05,-3.655281236123269e-05,0.0,-1.1223187730125677e-05,-1.1223187730125677e-05,0.0,2.5329624631107106e-05,2.5329624631107106e-05,0.0,0.0
40,-12,-1.15,11971,11971,0,10,"0,1,2,3,4,5,6,7,8,9",2.9767979968054995e-05,2.9767979968054995e-05,0.0,1.737707970898701e-05,1.737707970898701e-05,0.0,-1.2390900259067961e-05,-1.2390900259067961e-05,0.0,0.0
40,-11,-1.05,14924,14924,0,10,"0,1,2,3,4,5,6,7,8,9",-2.3450543284354293e-05,-2.3450543284354293e-05,0.0,3.10356345346992e-05,3.10356345346992e-05,0.0,5.4486177819053264e-05,5.4486177819053264e-05,0.0,0.0
40,-10,-0.95,20427,20427,0,10,"0,1,2,3,4,5,6,7,8,9",2.9979212182492197e-05,2.9979212182492197e-05,0.0,7.555392098843497e-06,7.555392098843497e-06,0.0,-2.2423820083648686e-05,-2.2423820083648686e-05,0.0,0.0
40,-9,-0.85,22380,22346,34,10,"0,1,2,3,4,5,6,7,8,9",4.7340543619557685e-05,4.7480598347351314e-05,-1.4005472779363486e-07,3.134449890660275e-05,3.1469059013071095e-05,-1.2456010646835023e-07,-1.599604471295494e-05,-1.601153933428022e-05,1.549462132528463e-08,0.0009358656757500694
40,-8,-0.75,31697,31697,0,10,"0,1,2,3,4,5,6,7,8,9",3.7045270383822864e-05,3.7045270383822864e-05,0.0,1.5474007375714353e-05,1.5474007375714353e-05,0.0,-2.1571263008108704e-05,-2.1571263008108704e-05,0.0,0.0
40,-7,-0.65,41060,41060,0,10,"0,1,2,3,4,5,6,7,8,9",5.4295159858060235e-05,5.4295159858060235e-05,0.0,6.0295768575123525e-06,6.0295768575123525e-06,0.0,-4.826558300054784e-05,-4.826558300054784e-05,0.0,0.0
40,-6,-0.55,49120,49113,7,10,"0,1,2,3,4,5,6,7,8,9",6.968437163472615e-05,6.972267011629543e-05,-3.8298481569282844e-08,2.5680626320469126e-05,2.5751352607089344e-05,-7.072628662022182e-08,-4.400374531425745e-05,-4.397131750920651e-05,-3.242780505093897e-08,0.00013941445927105888
40,-5,-0.45,67192,67192,0,10,"0,1,2,3,4,5,6,7,8,9",0.0001300782785076289,0.0001300782785076289,0.0,3.327769004057488e-05,3.327769004057488e-05,0.0,-9.680058846705386e-05,-9.680058846705386e-05,0.0,0.0
40,-4,-0.35,88814,88814,0,10,"0,1,2,3,4,5,6,7,8,9",7.027732974713845e-05,7.027732974713845e-05,0.0,1.0121678064885805e-05,1.0121678064885805e-05,0.0,-6.015565168225266e-05,-6.015565168225266e-05,0.0,0.0
40,-3,-0.25,126282,126282,0,10,"0,1,2,3,4,5,6,7,8,9",-7.0545311548030195e-06,-7.0545311548030195e-06,0.0,-2.457323502307349e-06,-2.457323502307349e-06,0.0,4.597207652495614e-06,4.597207652495614e-06,0.0,0.0
40,-2,-0.15,157123,157123,0,10,"0,1,2,3,4,5,6,7,8,9",-1.2597004418694163e-05,-1.2597004418694163e-05,0.0,-7.986988998540176e-06,-7.986988998540176e-06,0.0,4.6100154201539766e-06,4.6100154201539766e-06,0.0,0.0
40,-1,-0.05,149967,149967,0,10,"0,1,2,3,4,5,6,7,8,9",4.38502552316569e-06,4.38502552316569e-06,0.0,-4.551297614633056e-06,-4.551297614633056e-06,0.0,-8.936323137798707e-06,-8.936323137798707e-06,0.0,0.0
40,0,0.05,120306,120306,0,10,"0,1,2,3,4,5,6,7,8,9",3.746471912328134e-06,3.746471912328134e-06,0.0,-3.0150979292155595e-06,-3.0150979292155595e-06,0.0,-6.7615698415436875e-06,-6.7615698415436875e-06,0.0,0.0
40,1,0.15,80087,80087,0,10,"0,1,2,3,4,5,6,7,8,9",-2.0818896307722517e-05,-2.0818896307722517e-05,0.0,-9.276164806568929e-06,-9.276164806568929e-06,0.0,1.1542731501153611e-05,1.1542731501153611e-05,0.0,0.0
40,2,0.25,39741,39741,0,10,"0,1,2,3,4,5,6,7,8,9",-4.3897713994486205e-05,-4.3897713994486205e-05,0.0,-1.8771828029591017e-05,-1.8771828029591017e-05,0.0,2.512588596489515e-05,2.512588596489515e-05,0.0,0.0
40,3,0.35,18550,18550,0,10,"0,1,2,3,4,5,6,7,8,9",-0.00020847780469868273,-0.00020847780469868273,0.0,-4.262985547903152e-05,-4.262985547903152e-05,0.0,0.00016584794921965137,0.00016584794921965137,0.0,0.0
40,4,0.45,12311,12311,0,10,"0,1,2,3,4,5,6,7,8,9",-0.0005687404272760982,-0.0005687404272760982,0.0,-6.0181100428352956e-05,-6.0181100428352956e-05,0.0,0.0005085593268477453,0.0005085593268477453,0.0,0.0
40,5,0.55,6266,6266,0,10,"0,1,2,3,4,5,6,7,8,9",-0.0006933828605674783,-0.0006933828605674783,0.0,-0.0001204806304346179,-0.0001204806304346179,0.0,0.0005729022301328606,0.0005729022301328606,0.0,0.0
40,6,0.65,3346,3346,0,10,"0,1,2,3,4,5,6,7,8,9",0.00022506027559456723,0.00022506027559456723,0.0,-4.556366489567241e-05,-4.556366489567241e-05,0.0,-0.0002706239404902396,-0.0002706239404902396,0.0,0.0
40,7,0.75,1663,1663,0,10,"0,1,2,3,4,5,6,7,8,9",-0.0015119286799073458,-0.0015119286799073458,0.0,-0.0001267750897624826,-0.0001267750897624826,0.0,0.0013851535901448632,0.0013851535901448632,0.0,0.0
40,8,0.85,1108,1108,0,10,"0,1,2,3,4,5,6,7,8,9",-0.003226335732929661,-0.003226335732929661,0.0,-0.00015545645183390858,-0.00015545645183390858,0.0,0.003070879281095752,0.003070879281095752,0.0,0.0
40,9,0.95,754,754,0,5,"1,4,6,7,8",-0.006320425786383252,-0.006320425786383252,0.0,-0.00047029772178831477,-0.00047029772178831477,0.0,0.0058501280645949375,0.0058501280645949375,0.0,0.0
40,10,1.05,383,383,0,4,"0,1,7,8",-0.0009865457077454234,-0.0009865457077454234,0.0,-9.672563032671699e-05,-9.672563032671699e-05,0.0,0.0008898200774187067,0.0008898200774187067,0.0,0.0
40,11,1.15,180,180,0,2,"1,8",-0.0033427173630274946,-0.0033427173630274946,0.0,-0.000800552887850971,-0.000800552887850971,0.0,0.002542164475176525,0.002542164475176525,0.0,0.0
40,12,1.25,121,121,0,2,"1,8",-0.0001788868699445803,-0.0001788868699445803,0.0,-6.650999752576197e-05,-6.650999752576197e-05,0.0,0.00011237687241881842,0.00011237687241881842,0.0,0.0
