n_records,n_units,u,log10_u,onset,sub_frac,band_frac,surf_frac,surf_among_alive,band_among_alive,near_off_frac,near_on_frac,shallow_sub_frac,non_affine_frac,arm,family,dial,is_control,seed,window,role
10,100,0.2112370973143293,-0.675229808940742,1,0.907,0.093,0.0,0.0,1.0,0.006,0.0,0.038,0.131,S_b0p3_1216,silu,0.3,0,8,5M,
10,100,0.13288314813644742,-0.8765300915583787,1,0.22,0.778,0.002,0.002564102564102564,0.9974358974358974,0.007,0.003,0.044,0.8220000000000001,S_b0p3_1216,silu,0.3,0,9,1M,
10,100,0.20085868405048193,-0.6971093869660394,1,0.845,0.155,0.0,0.0,1.0,0.003,0.0,0.008,0.163,S_b0p3_1216,silu,0.3,0,9,5M,
10,100,0.15629543445599803,-0.8060537079662661,1,0.961,0.039,0.0,0.0,1.0,0.028,0.0,0.088,0.127,S_b3_1216,silu,3.0,0,0,1M,
10,100,0.9999850624402861,-6.487348209558336e-06,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,S_b3_1216,silu,3.0,0,0,5M,
10,100,0.556287710061098,-0.25470053472321513,1,0.995,0.005,0.0,0.0,1.0,0.005,0.0,0.023,0.028,S_b3_1216,silu,3.0,0,1,1M,
10,100,1.0000030923119148,1.3429719244584218e-06,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,S_b3_1216,silu,3.0,0,1,5M,
10,100,0.046769400435165635,-1.3300381975357578,0,0.872,0.127,0.001,0.0078125,0.9921875,0.069,0.001,0.065,0.192,S_b3_1216,silu,3.0,0,2,1M,
10,100,0.9998815997904685,-5.1423601998407834e-05,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,S_b3_1216,silu,3.0,0,2,5M,
10,100,0.0736924318503363,-1.132577111522325,1,0.92,0.08,0.0,0.0,1.0,0.06,0.0,0.11,0.19,S_b3_1216,silu,3.0,0,3,1M,
10,100,1.0000001071672553,4.654214512019649e-08,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,S_b3_1216,silu,3.0,0,3,5M,
10,100,0.20905407716728525,-0.6797413580155668,1,0.954,0.046,0.0,0.0,1.0,0.03,0.0,0.078,0.124,S_b3_1216,silu,3.0,0,4,1M,
10,100,0.9999923003992001,-3.3439070136617887e-06,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,S_b3_1216,silu,3.0,0,4,5M,
10,100,0.00183247905735687,-2.7369609800299837,0,0.776,0.224,0.0,0.0,1.0,0.092,0.001,0.102,0.326,S_b3_1216,silu,3.0,0,5,1M,
10,100,0.9867047587889953,-0.005812777229103353,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.001,0.001,S_b3_1216,silu,3.0,0,5,5M,
10,100,0.010275936169659123,-1.9881786020751073,0,0.842,0.158,0.0,0.0,1.0,0.072,0.0,0.135,0.29300000000000004,S_b3_1216,silu,3.0,0,6,1M,
10,100,0.9999749328658438,-1.0886654490340098e-05,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,S_b3_1216,silu,3.0,0,6,5M,
10,100,0.026447974423628322,-1.5776075837545718,0,0.876,0.124,0.0,0.0,1.0,0.057,0.003,0.08,0.20400000000000001,S_b3_1216,silu,3.0,0,7,1M,
10,100,0.9999835213538454,-7.156644060250587e-06,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,S_b3_1216,silu,3.0,0,7,5M,
10,100,0.1469223551123407,-0.8329121186871024,1,0.886,0.114,0.0,0.0,1.0,0.085,0.0,0.116,0.23,S_b3_1216,silu,3.0,0,8,1M,
10,100,0.9983270752435583,-0.0007271503940401501,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,S_b3_1216,silu,3.0,0,8,5M,
10,100,0.09245847300595282,-1.0340532834110756,1,0.89,0.11,0.0,0.0,1.0,0.056,0.001,0.073,0.183,S_b3_1216,silu,3.0,0,9,1M,
10,100,0.9922513817879448,-0.0033782876312179817,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.001,0.001,S_b3_1216,silu,3.0,0,9,5M,
10,100,0.03981415339635104,-1.3999625146282244,0,0.453,0.541,0.006,0.010968921389396709,0.9890310786106032,0.022,0.003,0.108,0.649,G_b0p3_1216,gelu,0.3,0,0,1M,
10,100,0.07554338819619263,-1.1218035405316469,1,0.999,0.001,0.0,0.0,1.0,0.001,0.0,0.034,0.035,G_b0p3_1216,gelu,0.3,0,0,5M,
10,100,0.021188998983512806,-1.6738895598633194,0,0.5,0.497,0.003,0.006,0.994,0.028,0.002,0.108,0.605,G_b0p3_1216,gelu,0.3,0,1,1M,
10,100,0.023997487611882036,-1.6198342238471686,0,0.995,0.005,0.0,0.0,1.0,0.005,0.0,0.047,0.052,G_b0p3_1216,gelu,0.3,0,1,5M,
10,100,0.12301337707868051,-0.9100476586779864,1,0.402,0.593,0.005,0.008361204013377926,0.9916387959866221,0.01,0.001,0.05,0.643,G_b0p3_1216,gelu,0.3,0,2,1M,
10,100,0.05283952049406697,-1.2770411321575417,1,0.982,0.018,0.0,0.0,1.0,0.005,0.0,0.046,0.064,G_b0p3_1216,gelu,0.3,0,2,5M,
10,100,0.05936060111662485,-1.2265017098127335,1,0.443,0.557,0.0,0.0,1.0,0.015,0.0,0.064,0.621,G_b0p3_1216,gelu,0.3,0,3,1M,
10,100,0.08602071929130173,-1.065396930266731,1,0.998,0.002,0.0,0.0,1.0,0.002,0.0,0.045,0.047,G_b0p3_1216,gelu,0.3,0,3,5M,
10,100,0.06871155052363075,-1.1629702511933493,1,0.55,0.448,0.002,0.0044444444444444444,0.9955555555555555,0.023,0.0,0.043,0.491,G_b0p3_1216,gelu,0.3,0,4,1M,
10,100,0.0695831792102518,-1.157495732502389,1,0.993,0.007,0.0,0.0,1.0,0.003,0.0,0.039,0.046,G_b0p3_1216,gelu,0.3,0,4,5M,
10,100,0.042310515581808386,-1.3735516824689873,0,0.345,0.652,0.003,0.004580152671755725,0.9954198473282443,0.036,0.0,0.078,0.73,G_b0p3_1216,gelu,0.3,0,5,1M,
10,100,0.04939392454164917,-1.306326466062191,0,0.99,0.01,0.0,0.0,1.0,0.005,0.0,0.051,0.061,G_b0p3_1216,gelu,0.3,0,5,5M,
10,100,0.05289973605178554,-1.276546494912622,1,0.425,0.57,0.005,0.008695652173913044,0.991304347826087,0.021,0.001,0.077,0.6469999999999999,G_b0p3_1216,gelu,0.3,0,6,1M,
10,100,0.03546881231890441,-1.4501533537322262,0,0.994,0.006,0.0,0.0,1.0,0.004,0.0,0.031,0.037,G_b0p3_1216,gelu,0.3,0,6,5M,
10,100,0.04456349799923699,-1.3510207266731589,0,0.439,0.56,0.001,0.0017825311942959,0.9982174688057041,0.019,0.003,0.068,0.6280000000000001,G_b0p3_1216,gelu,0.3,0,7,1M,
10,100,0.16010763270489595,-0.7955879637546295,1,0.997,0.003,0.0,0.0,1.0,0.003,0.0,0.024,0.027,G_b0p3_1216,gelu,0.3,0,7,5M,
10,100,0.15026604489396198,-0.8231391443709705,1,0.48,0.519,0.001,0.0019230769230769232,0.9980769230769231,0.014,0.002,0.063,0.5820000000000001,G_b0p3_1216,gelu,0.3,0,8,1M,
10,100,0.08391320223884495,-1.0761697053404156,1,0.978,0.022,0.0,0.0,1.0,0.004,0.0,0.029,0.051000000000000004,G_b0p3_1216,gelu,0.3,0,8,5M,
10,100,0.052596306530708604,-1.2790447522274722,1,0.43,0.57,0.0,0.0,1.0,0.014,0.0,0.037,0.607,G_b0p3_1216,gelu,0.3,0,9,1M,
10,100,0.02353133115717462,-1.6283535042790005,0,0.982,0.018,0.0,0.0,1.0,0.007,0.0,0.052,0.06999999999999999,G_b0p3_1216,gelu,0.3,0,9,5M,
10,100,0.6002937671025979,-0.22163616593448268,1,0.985,0.014,0.001,0.06666666666666667,0.9333333333333333,0.009,0.0,0.033,0.047,G_b3_1216,gelu,3.0,0,0,1M,
10,100,1.000002145036739,9.315766200507513e-07,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,G_b3_1216,gelu,3.0,0,0,5M,
10,100,0.43651768902852545,-0.3599981526644305,1,0.953,0.045,0.002,0.0425531914893617,0.9574468085106383,0.022,0.0,0.048,0.093,G_b3_1216,gelu,3.0,0,1,1M,
10,100,0.9948921808864004,-0.0022239823530450183,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.001,0.001,G_b3_1216,gelu,3.0,0,1,5M,
10,100,0.4866775862046109,-0.3127586546026106,1,0.952,0.048,0.0,0.0,1.0,0.031,0.0,0.08,0.128,G_b3_1216,gelu,3.0,0,2,1M,
10,100,1.0000022524114478,9.782087610916398e-07,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,G_b3_1216,gelu,3.0,0,2,5M,
10,100,0.465787809015832,-0.33181188236732834,1,0.97,0.029,0.001,0.03333333333333333,0.9666666666666667,0.012,0.0,0.029,0.058,G_b3_1216,gelu,3.0,0,3,1M,
10,100,0.9999971212911513,-1.2502091675094207e-06,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,G_b3_1216,gelu,3.0,0,3,5M,
10,100,0.854751211945769,-0.06816027474782088,1,0.993,0.007,0.0,0.0,1.0,0.004,0.0,0.015,0.022,G_b3_1216,gelu,3.0,0,4,1M,
10,100,0.9999995335439108,-2.025793528363599e-07,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,G_b3_1216,gelu,3.0,0,4,5M,
10,100,0.0014449066368515992,-2.840160214090906,0,0.826,0.173,0.001,0.005747126436781609,0.9942528735632183,0.038,0.0,0.053,0.22599999999999998,G_b3_1216,gelu,3.0,0,5,1M,
10,100,0.9731777096737748,-0.011807847004416547,1,0.999,0.001,0.0,0.0,1.0,0.001,0.0,0.004,0.005,G_b3_1216,gelu,3.0,0,5,5M,
10,100,0.08325234814883775,-1.0796035082876951,1,0.878,0.122,0.0,0.0,1.0,0.046,0.002,0.067,0.189,G_b3_1216,gelu,3.0,0,6,1M,
10,100,0.9999998219573623,-7.732294199911523e-08,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,G_b3_1216,gelu,3.0,0,6,5M,
10,100,0.6588774489259578,-0.18119535658149608,1,0.985,0.015,0.0,0.0,1.0,0.011,0.001,0.04,0.055,G_b3_1216,gelu,3.0,0,7,1M,
10,100,0.998556814733724,-0.0006272201038563014,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.002,0.002,G_b3_1216,gelu,3.0,0,7,5M,
10,100,0.507526579417261,-0.29454120860296745,1,0.959,0.041,0.0,0.0,1.0,0.024,0.0,0.086,0.127,G_b3_1216,gelu,3.0,0,8,1M,
10,100,0.9999908592002376,-3.969817040689885e-06,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,G_b3_1216,gelu,3.0,0,8,5M,
10,100,0.26385290317944476,-0.5786381229085884,1,0.958,0.042,0.0,0.0,1.0,0.016,0.0,0.028,0.07,G_b3_1216,gelu,3.0,0,9,1M,
10,100,0.9924345490242636,-0.0032981253052906372,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.002,0.002,G_b3_1216,gelu,3.0,0,9,5M,
10,100,0.28182296303317284,-0.5500236233193047,1,0.97,0.03,0.0,0.0,1.0,0.007,0.0,nan,nan,LR_a0p00001_1216,leaky,1e-05,0,0,1M,
10,100,0.44887639252852746,-0.34787323457204194,1,0.987,0.012,0.001,0.07692307692307693,0.9230769230769231,0.003,0.001,nan,nan,LR_a0p00001_1216,leaky,1e-05,0,0,5M,
10,100,0.15497728660365886,-0.8097319471556095,1,0.89,0.109,0.001,0.00909090909090909,0.990909090909091,0.042,0.0,nan,nan,LR_a0p00001_1216,leaky,1e-05,0,1,1M,
10,100,0.584292862114049,-0.2333694191208737,1,0.993,0.007,0.0,0.0,1.0,0.0,0.001,nan,nan,LR_a0p00001_1216,leaky,1e-05,0,1,5M,
10,100,0.37164434568141247,-0.429872470309012,1,0.952,0.048,0.0,0.0,1.0,0.023,0.0,nan,nan,LR_a0p00001_1216,leaky,1e-05,0,2,1M,
10,100,0.583430126470813,-0.23401114905346046,1,0.985,0.015,0.0,0.0,1.0,0.004,0.0,nan,nan,LR_a0p00001_1216,leaky,1e-05,0,2,5M,
10,100,0.2548325097400663,-0.5937451685655257,1,0.95,0.05,0.0,0.0,1.0,0.017,0.0,nan,nan,LR_a0p00001_1216,leaky,1e-05,0,3,1M,
10,100,0.5952550318953842,-0.22529692466703513,1,0.987,0.012,0.001,0.07692307692307693,0.9230769230769231,0.002,0.001,nan,nan,LR_a0p00001_1216,leaky,1e-05,0,3,5M,
10,100,0.34236920294294143,-0.46550530822817915,1,0.964,0.036,0.0,0.0,1.0,0.006,0.0,nan,nan,LR_a0p00001_1216,leaky,1e-05,0,4,1M,
10,100,0.5970635763918993,-0.22397942195923826,1,0.986,0.014,0.0,0.0,1.0,0.003,0.0,nan,nan,LR_a0p00001_1216,leaky,1e-05,0,4,5M,
10,100,0.19561079568662165,-0.7086071803370304,1,0.946,0.054,0.0,0.0,1.0,0.014,0.0,nan,nan,LR_a0p00001_1216,leaky,1e-05,0,5,1M,
10,100,0.7124798557302114,-0.14722741015297608,1,0.977,0.023,0.0,0.0,1.0,0.014,0.0,nan,nan,LR_a0p00001_1216,leaky,1e-05,0,5,5M,
10,100,0.4133314969295835,-0.38370149909400836,1,0.975,0.025,0.0,0.0,1.0,0.005,0.0,nan,nan,LR_a0p00001_1216,leaky,1e-05,0,6,1M,
10,100,0.4754964451954418,-0.32285272549370647,1,0.99,0.01,0.0,0.0,1.0,0.0,0.0,nan,nan,LR_a0p00001_1216,leaky,1e-05,0,6,5M,
10,100,0.20701866472803476,-0.6839904969442212,1,0.955,0.045,0.0,0.0,1.0,0.013,0.001,nan,nan,LR_a0p00001_1216,leaky,1e-05,0,7,1M,
10,100,0.8380910032399935,-0.07670882139460646,1,0.989,0.011,0.0,0.0,1.0,0.007,0.0,nan,nan,LR_a0p00001_1216,leaky,1e-05,0,7,5M,
10,100,0.3436438560240388,-0.46389141639542714,1,0.928,0.071,0.001,0.013888888888888888,0.9861111111111112,0.033,0.0,nan,nan,LR_a0p00001_1216,leaky,1e-05,0,8,1M,
10,100,0.4224496059888768,-0.37422509061081144,1,0.968,0.031,0.001,0.03125,0.96875,0.007,0.001,nan,nan,LR_a0p00001_1216,leaky,1e-05,0,8,5M,
10,100,0.2514411878569408,-0.599563580294262,1,0.961,0.039,0.0,0.0,1.0,0.007,0.0,nan,nan,LR_a0p00001_1216,leaky,1e-05,0,9,1M,
10,100,0.34391467697391964,-0.4635492897413172,1,0.977,0.023,0.0,0.0,1.0,0.006,0.001,nan,nan,LR_a0p00001_1216,leaky,1e-05,0,9,5M,
10,100,0.30045684418492136,-0.52221789863064,1,0.957,0.043,0.0,0.0,1.0,0.023,0.0,0.957,1.0,E_a0p001_1216,elu,0.001,0,0,1M,
10,100,0.412667250461212,-0.38439999564484373,1,0.985,0.015,0.0,0.0,1.0,0.003,0.002,0.984,0.999,E_a0p001_1216,elu,0.001,0,0,5M,
10,100,0.17363918374813278,-0.7603522643820303,1,0.908,0.092,0.0,0.0,1.0,0.032,0.0,0.908,1.0,E_a0p001_1216,elu,0.001,0,1,1M,
10,100,0.30908500474544015,-0.5099220642161546,1,0.968,0.032,0.0,0.0,1.0,0.014,0.0,0.963,0.995,E_a0p001_1216,elu,0.001,0,1,5M,
10,100,0.2753577710934951,-0.5601026624352887,1,0.95,0.05,0.0,0.0,1.0,0.012,0.001,0.95,1.0,E_a0p001_1216,elu,0.001,0,2,1M,
10,100,0.6804309442686317,-0.16721594400196624,1,0.984,0.016,0.0,0.0,1.0,0.001,0.0,0.984,1.0,E_a0p001_1216,elu,0.001,0,2,5M,
10,100,0.1917765021881052,-0.717204606733706,1,0.951,0.049,0.0,0.0,1.0,0.017,0.0,0.951,1.0,E_a0p001_1216,elu,0.001,0,3,1M,
10,100,0.49295994291142514,-0.30718836932179233,1,0.978,0.021,0.001,0.045454545454545456,0.9545454545454546,0.006,0.0,0.978,0.999,E_a0p001_1216,elu,0.001,0,3,5M,
10,100,0.37681114577833535,-0.4238762595988072,1,0.946,0.054,0.0,0.0,1.0,0.028,0.0,0.946,1.0,E_a0p001_1216,elu,0.001,0,4,1M,
10,100,0.6446186570117299,-0.19069712898194394,1,0.96,0.04,0.0,0.0,1.0,0.021,0.0,0.96,1.0,E_a0p001_1216,elu,0.001,0,4,5M,
10,100,0.04593019782308584,-1.3379016840554152,0,0.909,0.09,0.001,0.01098901098901099,0.989010989010989,0.016,0.001,0.909,0.999,E_a0p001_1216,elu,0.001,0,5,1M,
10,100,0.6255235506295226,-0.2037563347061217,1,0.955,0.045,0.0,0.0,1.0,0.033,0.0,0.955,1.0,E_a0p001_1216,elu,0.001,0,5,5M,
10,100,0.15940235868865663,-0.7975052566043402,1,0.924,0.076,0.0,0.0,1.0,0.02,0.0,0.924,1.0,E_a0p001_1216,elu,0.001,0,6,1M,
10,100,0.28873548520489034,-0.5394998386283308,1,0.961,0.039,0.0,0.0,1.0,0.012,0.0,0.961,1.0,E_a0p001_1216,elu,0.001,0,6,5M,
10,100,0.2957300040658938,-0.5291046107488129,1,0.97,0.029,0.001,0.03333333333333333,0.9666666666666667,0.009,0.001,0.97,0.999,E_a0p001_1216,elu,0.001,0,7,1M,
10,100,0.7442553832409003,-0.1282780153935485,1,0.981,0.019,0.0,0.0,1.0,0.009,0.0,0.981,1.0,E_a0p001_1216,elu,0.001,0,7,5M,
10,100,0.3457295984651217,-0.4612634382191946,1,0.932,0.067,0.001,0.014705882352941176,0.9852941176470589,0.031,0.001,0.932,0.9990000000000001,E_a0p001_1216,elu,0.001,0,8,1M,
10,100,0.41492893189588453,-0.3820262819108132,1,0.967,0.033,0.0,0.0,1.0,0.014,0.001,0.967,1.0,E_a0p001_1216,elu,0.001,0,8,5M,
10,100,0.2344379728143174,-0.6299720426195525,1,0.96,0.04,0.0,0.0,1.0,0.015,0.0,0.96,1.0,E_a0p001_1216,elu,0.001,0,9,1M,
10,100,0.27724634764866174,-0.5571341663924367,1,0.963,0.035,0.002,0.05405405405405406,0.9459459459459459,0.012,0.0,0.963,0.998,E_a0p001_1216,elu,0.001,0,9,5M,
10,100,0.31464580665398095,-0.5021780518051723,1,0.978,0.022,0.0,0.0,1.0,0.005,0.0,0.02,0.041999999999999996,S_b10_1216,silu,10.0,0,0,1M,
10,100,0.9988105848954019,-0.0005168638604312225,1,0.999,0.001,0.0,0.0,1.0,0.001,0.0,0.002,0.003,S_b10_1216,silu,10.0,0,0,5M,
10,100,0.18442766127108165,-0.7341739410022562,1,0.915,0.085,0.0,0.0,1.0,0.036,0.0,0.037,0.122,S_b10_1216,silu,10.0,0,1,1M,
10,100,0.9988185889430126,-0.0005133836211998772,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.001,0.001,S_b10_1216,silu,10.0,0,1,5M,
10,100,0.37304093422629003,-0.4282435099253889,1,0.927,0.072,0.001,0.0136986301369863,0.9863013698630136,0.038,0.0,0.061,0.133,S_b10_1216,silu,10.0,0,2,1M,
10,100,0.99856013618944,-0.0006257755315806114,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.001,0.001,S_b10_1216,silu,10.0,0,2,5M,
10,100,0.2880419842949239,-0.5405442059258079,1,0.945,0.055,0.0,0.0,1.0,0.025,0.001,0.044,0.099,S_b10_1216,silu,10.0,0,3,1M,
10,100,0.999659525479679,-0.0001478913834569166,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.001,0.001,S_b10_1216,silu,10.0,0,3,5M,
10,100,0.5389914669311457,-0.2684181103124296,1,0.983,0.016,0.001,0.058823529411764705,0.9411764705882353,0.006,0.001,0.031,0.047,S_b10_1216,silu,10.0,0,4,1M,
10,100,0.9977387885860945,-0.0009831436066299137,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.001,0.001,S_b10_1216,silu,10.0,0,4,5M,
10,100,0.11998085294633812,-0.9208880549792331,1,0.904,0.096,0.0,0.0,1.0,0.039,0.0,0.049,0.14500000000000002,S_b10_1216,silu,10.0,0,5,1M,
10,100,0.9827914715027664,-0.007538620909252454,1,0.999,0.001,0.0,0.0,1.0,0.001,0.0,0.008,0.009000000000000001,S_b10_1216,silu,10.0,0,5,5M,
10,100,0.20954158406377682,-0.6787297772928407,1,0.911,0.089,0.0,0.0,1.0,0.044,0.0,0.057,0.146,S_b10_1216,silu,10.0,0,6,1M,
10,100,0.9971085519149584,-0.0012575589086101905,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.003,0.003,S_b10_1216,silu,10.0,0,6,5M,
10,100,0.18902877342687446,-0.7234720837135012,1,0.942,0.058,0.0,0.0,1.0,0.02,0.002,0.033,0.091,S_b10_1216,silu,10.0,0,7,1M,
10,100,0.9995374540386648,-0.00020092763134989963,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.001,0.001,S_b10_1216,silu,10.0,0,7,5M,
10,100,0.6603446795263279,-0.18022931697009906,1,0.963,0.036,0.001,0.02702702702702703,0.972972972972973,0.021,0.0,0.062,0.098,S_b10_1216,silu,10.0,0,8,1M,
10,100,0.9987957825884815,-0.0005233001236708005,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.001,0.001,S_b10_1216,silu,10.0,0,8,5M,
10,100,0.2699190498678997,-0.5687664634962604,1,0.963,0.037,0.0,0.0,1.0,0.009,0.001,0.01,0.047,S_b10_1216,silu,10.0,0,9,1M,
10,100,0.9932313753118132,-0.0029495699173449387,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.002,0.002,S_b10_1216,silu,10.0,0,9,5M,
10,100,0.22008817205469788,-0.6574032966079667,1,0.959,0.041,0.0,0.0,1.0,0.008,0.0,nan,nan,R_1216,relu,0.0,1,0,1M,
10,100,0.49785829368919127,-0.30289425367893336,1,0.985,0.014,0.001,0.06666666666666667,0.9333333333333333,0.004,0.002,nan,nan,R_1216,relu,0.0,1,0,5M,
10,100,0.1553162042192267,-0.8087832317416732,1,0.893,0.107,0.0,0.0,1.0,0.033,0.0,nan,nan,R_1216,relu,0.0,1,1,1M,
10,100,0.5669833542872723,-0.24642969110233484,1,0.989,0.011,0.0,0.0,1.0,0.001,0.001,nan,nan,R_1216,relu,0.0,1,1,5M,
10,100,0.16558869134419346,-0.7809693260928993,1,0.948,0.052,0.0,0.0,1.0,0.004,0.001,nan,nan,R_1216,relu,0.0,1,2,1M,
10,100,0.9638110689756123,-0.016008090311813553,1,0.997,0.003,0.0,0.0,1.0,0.002,0.0,nan,nan,R_1216,relu,0.0,1,2,5M,
10,100,0.326407317592699,-0.48624011353794766,1,0.959,0.041,0.0,0.0,1.0,0.013,0.0,nan,nan,R_1216,relu,0.0,1,3,1M,
10,100,0.999884664334106,-5.009253204767963e-05,1,0.999,0.001,0.0,0.0,1.0,0.001,0.0,nan,nan,R_1216,relu,0.0,1,3,5M,
10,100,0.39869229983813426,-0.39936215202283615,1,0.961,0.037,0.002,0.05128205128205128,0.9487179487179487,0.015,0.0,nan,nan,R_1216,relu,0.0,1,4,1M,
10,100,0.4006331885271227,-0.3972530765173228,1,0.974,0.026,0.0,0.0,1.0,0.004,0.0,nan,nan,R_1216,relu,0.0,1,4,5M,
10,100,0.26189356381916473,-0.5818751744734612,1,0.946,0.054,0.0,0.0,1.0,0.019,0.0,nan,nan,R_1216,relu,0.0,1,5,1M,
10,100,0.6785477511014105,-0.16841958454052058,1,0.983,0.017,0.0,0.0,1.0,0.008,0.0,nan,nan,R_1216,relu,0.0,1,5,5M,
10,100,0.15000567019365296,-0.823892324362502,1,0.933,0.067,0.0,0.0,1.0,0.015,0.0,nan,nan,R_1216,relu,0.0,1,6,1M,
10,100,0.36832435436972844,-0.4337695637443538,1,0.982,0.018,0.0,0.0,1.0,0.002,0.0,nan,nan,R_1216,relu,0.0,1,6,5M,
10,100,0.2079232060873296,-0.6820970368193722,1,0.952,0.048,0.0,0.0,1.0,0.008,0.0,nan,nan,R_1216,relu,0.0,1,7,1M,
10,100,0.6728659568821506,-0.17207144392538812,1,0.988,0.012,0.0,0.0,1.0,0.004,0.0,nan,nan,R_1216,relu,0.0,1,7,5M,
10,100,0.2635425968032131,-0.5791491790797252,1,0.923,0.077,0.0,0.0,1.0,0.023,0.0,nan,nan,R_1216,relu,0.0,1,8,1M,
10,100,0.3976373340838279,-0.4005128465448307,1,0.975,0.024,0.001,0.04,0.96,0.004,0.0,nan,nan,R_1216,relu,0.0,1,8,5M,
10,100,0.22852036903437875,-0.6410750832747788,1,0.96,0.04,0.0,0.0,1.0,0.01,0.0,nan,nan,R_1216,relu,0.0,1,9,1M,
10,100,0.3909596477422529,-0.4078680652824851,1,0.986,0.013,0.001,0.07142857142857142,0.9285714285714286,0.002,0.001,nan,nan,R_1216,relu,0.0,1,9,5M,
10,100,0.012032930536320178,-1.9196285903858605,0,0.744,0.256,0.0,0.0,1.0,0.106,0.0,nan,nan,LR_1216,leaky,0.1,1,0,1M,
10,100,0.0006292188849146179,-3.201198251256745,0,0.533,0.467,0.0,0.0,1.0,0.207,0.0,nan,nan,LR_1216,leaky,0.1,1,0,5M,
10,100,0.004290790058555907,-2.3674627342767463,0,0.672,0.328,0.0,0.0,1.0,0.142,0.0,nan,nan,LR_1216,leaky,0.1,1,1,1M,
10,100,0.002437076807687687,-2.6131307832365818,0,0.643,0.357,0.0,0.0,1.0,0.15,0.0,nan,nan,LR_1216,leaky,0.1,1,1,5M,
10,100,0.010682835518073402,-1.9713134583179643,0,0.76,0.24,0.0,0.0,1.0,0.088,0.0,nan,nan,LR_1216,leaky,0.1,1,2,1M,
10,100,0.0037971040163324943,-2.420547505809771,0,0.698,0.302,0.0,0.0,1.0,0.129,0.0,nan,nan,LR_1216,leaky,0.1,1,2,5M,
10,100,0.0005018424923207941,-3.2994325686110053,0,0.634,0.366,0.0,0.0,1.0,0.134,0.001,nan,nan,LR_1216,leaky,0.1,1,3,1M,
10,100,0.010710332972067875,-1.9701970272368805,0,0.658,0.342,0.0,0.0,1.0,0.167,0.0,nan,nan,LR_1216,leaky,0.1,1,3,5M,
10,100,0.007906691614363026,-2.102005199711699,0,0.646,0.354,0.0,0.0,1.0,0.168,0.0,nan,nan,LR_1216,leaky,0.1,1,4,1M,
10,100,0.002034373848895862,-2.691569235487292,0,0.642,0.358,0.0,0.0,1.0,0.178,0.0,nan,nan,LR_1216,leaky,0.1,1,4,5M,
10,100,0.007027791045677846,-2.153181159677902,0,0.799,0.201,0.0,0.0,1.0,0.061,0.001,nan,nan,LR_1216,leaky,0.1,1,5,1M,
10,100,0.000727015920609707,-3.1384560786083107,0,0.641,0.359,0.0,0.0,1.0,0.174,0.0,nan,nan,LR_1216,leaky,0.1,1,5,5M,
10,100,0.005460915806337776,-2.262734519147442,0,0.765,0.235,0.0,0.0,1.0,0.059,0.0,nan,nan,LR_1216,leaky,0.1,1,6,1M,
10,100,0.00025551801508030234,-3.5925784748867913,0,0.605,0.395,0.0,0.0,1.0,0.164,0.0,nan,nan,LR_1216,leaky,0.1,1,6,5M,
10,100,0.0005676650513143088,-3.2459078425872674,0,0.72,0.28,0.0,0.0,1.0,0.097,0.0,nan,nan,LR_1216,leaky,0.1,1,7,1M,
10,100,0.011259625245095254,-1.94847606389814,0,0.6,0.4,0.0,0.0,1.0,0.194,0.0,nan,nan,LR_1216,leaky,0.1,1,7,5M,
10,100,0.004534270783074649,-2.3434925477111412,0,0.654,0.346,0.0,0.0,1.0,0.124,0.0,nan,nan,LR_1216,leaky,0.1,1,8,1M,
10,100,0.000860378424169195,-3.065310489011853,0,0.622,0.378,0.0,0.0,1.0,0.184,0.0,nan,nan,LR_1216,leaky,0.1,1,8,5M,
