arm,iv,seed,task,bin,window,mean,star,star_W,bias
LR,l2,2,12,12-20,0-625,-0.11160936794942856,-0.016971768031719417,-0.019024809685427038,0.0020530416537076247
LR,l2,2,13,12-20,0-20,-0.26564510640584227,-0.08345456157915869,-0.08162764100928435,-0.0018269205698743483
LR,l2,2,13,12-20,20-100,0.19809750833179443,0.08050151923867874,0.07751139847292565,0.0029901207657530883
LR,l2,2,13,12-20,0-100,-0.06754759807404781,-0.0029530423404799527,-0.0041162425363587,0.00116320019587874
LR,l2,2,13,12-20,100-625,0.017819589237738825,0.009154433175204063,0.007621778764510284,0.0015326544106937928
LR,l2,2,13,12-20,0-625,-0.049728008836308984,0.00620139083472411,0.0035055362281515845,0.002695854606572533
LR,l2,2,14,12-20,0-20,-0.3452072463700838,-0.11190818529269395,-0.10956381578186497,-0.002344369510828982
LR,l2,2,14,12-20,20-100,0.14380453915418356,0.050823425735755934,0.048736713948195454,0.002086711787560494
LR,l2,2,14,12-20,0-100,-0.20140270721590023,-0.06108475955693801,-0.06082710183366952,-0.0002576577232684882
LR,l2,2,14,12-20,100-625,0.08578739877870248,0.06313505237648427,0.06259597518294979,0.0005390771935344651
LR,l2,2,14,12-20,0-625,-0.11561530843719775,0.0020502928195462594,0.0017688733492802755,0.00028141947026597697
LR,l2,2,15,12-20,0-20,-0.3454873658789626,-0.1345720954988866,-0.13245991117627284,-0.002112184322613758
LR,l2,2,15,12-20,20-100,0.15596282849882565,0.08910195244654809,0.08699207462956457,0.002109877816983498
LR,l2,2,15,12-20,0-100,-0.18952453738013697,-0.04547014305233853,-0.04546783654670827,-2.3065056302604137e-06
LR,l2,2,15,12-20,100-625,0.023366404181989403,0.018477307478397792,0.01879185306789699,-0.0003145455894991711
LR,l2,2,15,12-20,0-625,-0.1661581331981476,-0.026992835573940735,-0.026675983478811283,-0.0003168520951294315
LR,l2,2,16,12-20,0-20,-0.2404114592008674,-0.08374314621110046,-0.08228462973934314,-0.0014585164717573207
LR,l2,2,16,12-20,20-100,0.10351774330270497,0.0396230400273708,0.03756408689777166,0.0020589531295990976
LR,l2,2,16,12-20,0-100,-0.13689371589816243,-0.04412010618372966,-0.04472054284157148,0.0006004366578417769
LR,l2,2,16,12-20,100-625,0.09979820426996724,0.0634595006352997,0.06232453309749919,0.0011349675378005547
LR,l2,2,16,12-20,0-625,-0.03709551162819519,0.01933939445157004,0.01760399025592771,0.0017354041956423316
LR,l2,2,17,12-20,0-20,-0.19462777530171094,-0.06430601390539673,-0.06319780995817278,-0.001108203947223961
LR,l2,2,17,12-20,20-100,0.06288411900928531,0.036047317731586856,0.03351561079981885,0.0025317069317679908
LR,l2,2,17,12-20,0-100,-0.13174365629242563,-0.02825869617380987,-0.029682199158353934,0.0014235029845440297
LR,l2,2,17,12-20,100-625,0.08931073657112065,0.06904600446515284,0.0690031810212069,4.2823443945960715e-05
LR,l2,2,17,12-20,0-625,-0.042432919721304974,0.04078730829134297,0.03932098186285296,0.0014663264284899905
LR,l2,2,18,12-20,0-20,-0.23836575961731743,-0.09173665338363785,-0.09005900187614896,-0.0016776515074889212
LR,l2,2,18,12-20,20-100,0.015827808197395044,0.011554361987801659,0.00866641492248249,0.0028879470653191686
LR,l2,2,18,12-20,0-100,-0.2225379514199224,-0.08018229139583619,-0.08139258695366647,0.0012102955578302474
LR,l2,2,18,12-20,100-625,0.07423181268223586,0.05652804250646909,0.05587725981713336,0.0006507826893357577
LR,l2,2,18,12-20,0-625,-0.1483061387376865,-0.023654248889367097,-0.02551532713653311,0.001861078247166005
LR,l2,2,19,12-20,0-20,-0.20247588770823666,-0.08199339302625974,-0.08082679247081624,-0.001166600555443438
LR,l2,2,19,12-20,20-100,0.09633980590303043,0.04147049699088691,0.04000729589833074,0.0014632010925561198
LR,l2,2,19,12-20,0-100,-0.10613608180520621,-0.04052289603537283,-0.0408194965724855,0.00029660053711268175
LR,l2,2,19,12-20,100-625,0.06526531102795569,0.03801730800285792,0.03855018666345479,-0.000532878660596911
LR,l2,2,19,12-20,0-625,-0.04087077077725053,-0.0025055880325149105,-0.002269309909030709,-0.00023627812348422927
LR,l2,2,20,12-20,0-20,-0.2687955917558847,-0.09357870166684087,-0.0928747382518421,-0.0007039634149987248
LR,l2,2,20,12-20,20-100,0.12765547484518547,0.06454634432041315,0.062383346446447496,0.0021629978739656566
LR,l2,2,20,12-20,0-100,-0.14114011691069922,-0.02903235734642773,-0.030491391805394605,0.0014590344589669318
LR,l2,2,20,12-20,100-625,-0.012069611108692535,0.012727533652614531,0.015268086953547033,-0.002540553300932516
LR,l2,2,20,12-20,0-625,-0.15320972801939176,-0.016304823693813197,-0.015223304851847572,-0.0010815188419655841
LR,none,0,2,2-6,0-20,-0.36329865703207,-0.1540090748612281,-0.152202437781584,-0.0018066370796441349
LR,none,0,2,2-6,20-100,0.3916340549880095,0.13875795900961557,0.1348441746724874,0.003913784337128166
LR,none,0,2,2-6,0-100,0.028335397955939562,-0.015251115851612554,-0.017358263109096564,0.002107147257484031
LR,none,0,2,2-6,100-625,-0.30287496166311634,-0.1987157353771674,-0.1992094427130125,0.0004937073358451012
LR,none,0,2,2-6,0-625,-0.27453956370717675,-0.21396685122877995,-0.21656770582210907,0.002600854593329132
LR,none,0,3,2-6,0-20,-0.6360410150075326,-0.2386738655168239,-0.23347447639054114,-0.005199389126282768
LR,none,0,3,2-6,20-100,0.4778692727692862,0.18606337576009543,0.18077804497825134,0.005285330781844094
LR,none,0,3,2-6,0-100,-0.1581717422382464,-0.052610489756728454,-0.0526964314122898,8.594165556132655e-05
LR,none,0,3,2-6,100-625,-0.22044682292116818,-0.16845696783043326,-0.16961190423346933,0.0011549364030361171
LR,none,0,3,2-6,0-625,-0.3786185651594146,-0.22106745758716173,-0.22230833564575914,0.0012408780585974437
LR,none,0,4,2-6,0-20,-0.9786190877613796,-0.38737229845737486,-0.3791176799360608,-0.008254618521314115
LR,none,0,4,2-6,20-100,0.4242861760945338,0.15179361068471398,0.14716451272836484,0.004629097956349144
LR,none,0,4,2-6,0-100,-0.5543329116668458,-0.2355786877726609,-0.231953167207696,-0.0036255205649649708
LR,none,0,4,2-6,100-625,-0.036463606005218474,-0.05526483665770365,-0.057657290057073984,0.002392453399370425
LR,none,0,4,2-6,0-625,-0.5907965176720643,-0.29084352443036454,-0.28961045726476997,-0.001233067165594546
LR,none,0,5,2-6,0-20,-0.5990566164792088,-0.2263961836957783,-0.2219377514728872,-0.004458432222891134
LR,none,0,5,2-6,20-100,0.15678482564655383,0.06444993927212372,0.061653919708730354,0.0027960195633932004
LR,none,0,5,2-6,0-100,-0.442271790832655,-0.16194624442365457,-0.16028383176415684,-0.001662412659497934
LR,none,0,5,2-6,100-625,0.017307649187164542,-0.03460623960181253,-0.03762272417046464,0.0030164845686522328
LR,none,0,5,2-6,0-625,-0.42496414164549046,-0.1965524840254671,-0.19790655593462148,0.0013540719091542988
LR,none,0,6,2-6,0-20,-0.30519296294974396,-0.0957958421235996,-0.09314318034271463,-0.0026526617808849545
LR,none,0,6,2-6,20-100,0.05579729897906793,0.025078476307752284,0.02234293355147976,0.002735542756272479
LR,none,0,6,2-6,0-100,-0.24939566397067603,-0.07071736581584731,-0.07080024679123487,8.288097538752467e-05
LR,none,0,6,2-6,100-625,-0.09371875268442309,-0.0846430676962352,-0.08686104980901443,0.0022179821127792827
LR,none,0,6,2-6,0-625,-0.3431144166550991,-0.1553604335120825,-0.1576612966002493,0.0023008630881668074
LR,none,0,7,7-11,0-20,-0.3500505912585158,-0.11546638333472814,-0.11204416430149156,-0.0034222190332366155
LR,none,0,7,7-11,20-100,0.11292456616126101,0.06135419698029054,0.05896310498738666,0.0023910919929039653
LR,none,0,7,7-11,0-100,-0.23712602509725478,-0.0541121863544376,-0.053081059314104895,-0.0010311270403326502
LR,none,0,7,7-11,100-625,-0.027429230098109825,-0.048255269901594455,-0.050576445008220894,0.0023211751066264698
LR,none,0,7,7-11,0-625,-0.2645552551953646,-0.10236745625603205,-0.10365750432232579,0.0012900480662938196
LR,none,0,8,7-11,0-20,-0.2205998354628591,-0.06857960135052754,-0.06701065752032065,-0.0015689438302069897
LR,none,0,8,7-11,20-100,0.05926675066035769,0.03579716166515712,0.03316813700342891,0.00262902466172818
LR,none,0,8,7-11,0-100,-0.16133308480250141,-0.032782439685370424,-0.03384252051689174,0.0010600808315211901
LR,none,0,8,7-11,100-625,-0.10296715816727398,-0.0780680549212347,-0.07811735078786342,4.9295866629110036e-05
LR,none,0,8,7-11,0-625,-0.2643002429697754,-0.11085049460660512,-0.11195987130475515,0.0011093766981503002
LR,none,0,9,7-11,0-20,-0.18168751587779797,-0.05042400302596928,-0.04972297404309378,-0.0007010289828758703
LR,none,0,9,7-11,20-100,0.0576175259163767,0.02681885625875502,0.024144608552446156,0.0026742477063089604
LR,none,0,9,7-11,0-100,-0.12406998996142127,-0.023605146767214258,-0.025578365490647625,0.00197321872343309
LR,none,0,9,7-11,100-625,-0.10679599469736645,-0.07482464200376149,-0.07528099288868573,0.0004563508849241768
LR,none,0,9,7-11,0-625,-0.23086598465878772,-0.09842978877097575,-0.10085935837933335,0.002429569608357267
LR,none,0,10,7-11,0-20,-0.029529849750649984,0.007999059141172049,0.007557383633999715,0.0004416755071724801
LR,none,0,10,7-11,20-100,-0.04762816830154781,-0.026045021359164755,-0.02777245449629495,0.0017274331371299884
LR,none,0,10,7-11,0-100,-0.0771580180521978,-0.018045962217992706,-0.020215070862295237,0.0021691086443024685
LR,none,0,10,7-11,100-625,-0.01832191531797256,-0.0388032937140288,-0.04076940235654747,0.0019661086425185256
LR,none,0,10,7-11,0-625,-0.09547993337017036,-0.0568492559320215,-0.060984473218842705,0.004135217286820994
LR,none,0,11,7-11,0-20,-0.21917633294765126,-0.06305685703306652,-0.061677831708934816,-0.0013790253241313666
LR,none,0,11,7-11,20-100,0.0964480669900114,0.055532077196621676,0.05247583290001767,0.0030562442966038383
LR,none,0,11,7-11,0-100,-0.12272826595763986,-0.007524779836444839,-0.009201998808917145,0.0016772189724724718
LR,none,0,11,7-11,100-625,-0.07047318613521858,-0.07887325506698506,-0.07804245073738669,-0.0008308043295983253
LR,none,0,11,7-11,0-625,-0.19320145209285844,-0.0863980349034299,-0.08724444954630384,0.0008464146428741465
LR,none,0,12,12-20,0-20,0.043350223799000664,0.03829224417179855,0.03761032144092513,0.0006819227308733425
LR,none,0,12,12-20,20-100,-0.19837286086346362,-0.07307779548944748,-0.07387326572520037,0.0007954702357528681
LR,none,0,12,12-20,0-100,-0.15502263706446295,-0.03478555131764893,-0.036262944284275234,0.0014773929666262106
LR,none,0,12,12-20,100-625,0.04342627139141442,-0.02588275381249816,-0.026181154822720876,0.0002984010102227361
LR,none,0,12,12-20,0-625,-0.11159636567304854,-0.06066830513014709,-0.06244409910699611,0.0017757939768489467
LR,none,0,13,12-20,0-20,0.1732529693564886,0.07890216443938525,0.07776999990124578,0.0011321645381394754
LR,none,0,13,12-20,20-100,-0.08694298780106746,-0.011127577824486812,-0.011667889838541168,0.0005403120140545087
LR,none,0,13,12-20,0-100,0.08630998155542113,0.06777458661489844,0.06610211006270461,0.0016724765521939841
LR,none,0,13,12-20,100-625,-0.0951904389943492,-0.05419413313863175,-0.05598439292644475,0.0017902597878128312
LR,none,0,13,12-20,0-625,-0.008880457438928069,0.013580453476266685,0.010117717136259863,0.0034627363400068153
LR,none,0,14,12-20,0-20,-0.11348974506148068,0.00042985291894970246,0.0013338019091122533,-0.0009039489901624606
LR,none,0,14,12-20,20-100,-0.0418783597346466,0.002831094434357695,0.00148277750208603,0.0013483169322716995
LR,none,0,14,12-20,0-100,-0.15536810479612728,0.0032609473533073974,0.0028165794111982834,0.0004443679421092389
LR,none,0,14,12-20,100-625,-0.07862198389071295,-0.07171168260035699,-0.07210346858387706,0.0003917859835200904
LR,none,0,14,12-20,0-625,-0.23399008868684024,-0.06845073524704959,-0.06928688917267878,0.0008361539256293293
LR,none,0,15,12-20,0-20,-0.0045410254383662085,0.01721165262498081,0.017192657366256414,1.8995258724320563e-05
LR,none,0,15,12-20,20-100,-0.02989583506138671,0.0026567153928533926,0.0013848418741453372,0.0012718735187081595
LR,none,0,15,12-20,0-100,-0.03443686049975292,0.019868368017834204,0.01857749924040175,0.00129086877743248
LR,none,0,15,12-20,100-625,-0.11817635989435415,-0.065983011532873,-0.0646797626029656,-0.0013032489299075675
LR,none,0,15,12-20,0-625,-0.15261322039410707,-0.0461146435150388,-0.046102263362563844,-1.2380152475087447e-05
LR,none,0,16,12-20,0-20,-0.07301102222364886,-0.011472732639783878,-0.011292713532136567,-0.00018001910764724183
LR,none,0,16,12-20,20-100,-0.1355775568192774,-0.04139023811859177,-0.042335722977994816,0.0009454848594032256
LR,none,0,16,12-20,0-100,-0.20858857904292627,-0.05286297075837565,-0.05362843651013138,0.0007654657517559837
LR,none,0,16,12-20,100-625,0.09832668994155713,0.03279193587782192,0.031636185491870084,0.0011557503859512472
LR,none,0,16,12-20,0-625,-0.11026188910136914,-0.02007103488055373,-0.0219922510182613,0.001921216137707231
LR,none,0,17,12-20,0-20,0.04804980169559059,0.029538433653445884,0.029017161743044362,0.0005212719104019936
LR,none,0,17,12-20,20-100,-0.287668509766136,-0.05710641778158876,-0.05566904687523766,-0.0014373709063511333
LR,none,0,17,12-20,0-100,-0.23961870807054542,-0.027567984128142875,-0.026651885132193298,-0.0009160989959491397
LR,none,0,17,12-20,100-625,-0.09135763951639952,-0.05829937258296458,-0.054833744291950204,-0.003465628291014579
LR,none,0,17,12-20,0-625,-0.33097634758694494,-0.08586735671110746,-0.0814856294241435,-0.004381727286963719
LR,none,0,18,12-20,0-20,-0.025185790863309743,0.00693624643843993,0.007263914796662663,-0.0003276683582225867
LR,none,0,18,12-20,20-100,-0.018596347183456485,0.00833560958617885,0.006051227056418362,0.00228438252976048
LR,none,0,18,12-20,0-100,-0.04378213804676623,0.01527185602461878,0.013315141853081025,0.0019567141715378933
LR,none,0,18,12-20,100-625,0.0036315038361072194,-0.00521212734183174,-0.0035504163880550887,-0.001661710953776492
LR,none,0,18,12-20,0-625,-0.04015063421065901,0.01005972868278704,0.009764725465025936,0.0002950032177614012
LR,none,0,19,12-20,0-20,0.15993089850515352,0.06656291476331555,0.06632006108932553,0.00024285367398988594
LR,none,0,19,12-20,20-100,-0.19200391515965065,-0.05244805652579543,-0.052316901560302664,-0.00013115496549289535
LR,none,0,19,12-20,0-100,-0.03207301665449713,0.014114858237520123,0.014003159529022868,0.0001116987084969906
LR,none,0,19,12-20,100-625,-0.2013226647829407,-0.09886516772742637,-0.09784160721997037,-0.001023560507455841
LR,none,0,19,12-20,0-625,-0.23339568143743783,-0.08475030948990625,-0.0838384476909475,-0.0009118617989588504
LR,none,0,20,12-20,0-20,-0.02868497024806116,-0.026013472124363446,-0.026290637130045535,0.00027716500568203406
LR,none,0,20,12-20,20-100,-0.13900659355888045,-0.028474459429911336,-0.02781854847539167,-0.0006559109545196395
LR,none,0,20,12-20,0-100,-0.1676915638069416,-0.05448793155427478,-0.054109185605437204,-0.0003787459488376055
LR,none,0,20,12-20,100-625,0.02701140146913983,0.02358036401160324,0.021683243865580515,0.0018971201460226406
LR,none,0,20,12-20,0-625,-0.14068016233780178,-0.030907567542671543,-0.03242594173985669,0.001518374197185035
LR,none,1,2,2-6,0-20,-0.502549893899993,-0.20244006652866492,-0.19806385781195254,-0.004376208716712427
LR,none,1,2,2-6,20-100,0.3901889024499814,0.13859557404110173,0.13545968983133289,0.0031358842097688466
LR,none,1,2,2-6,0-100,-0.11236099145001163,-0.06384449248756319,-0.06260416798061966,-0.0012403245069435801
LR,none,1,2,2-6,100-625,-0.20076791151405388,-0.13843352194730318,-0.1383072385613959,-0.0001262833859073005
LR,none,1,2,2-6,0-625,-0.3131289029640655,-0.20227801443486637,-0.20091140654201556,-0.0013666078928508806
LR,none,1,3,2-6,0-20,-0.6282099947970129,-0.2667234848207163,-0.2620135497217716,-0.004709935098944698
LR,none,1,3,2-6,20-100,0.3859456133835445,0.12668309909501263,0.12419677640608429,0.0024863226889283406
LR,none,1,3,2-6,0-100,-0.24226438141346834,-0.1400403857257037,-0.1378167733156873,-0.0022236124100163575
LR,none,1,3,2-6,100-625,-0.187816258435226,-0.15795586031550457,-0.15759951212597928,-0.0003563481895253063
LR,none,1,3,2-6,0-625,-0.4300806398486943,-0.2979962460412082,-0.2954162854416666,-0.0025799605995416638
LR,none,1,4,2-6,0-20,-0.6952173239898266,-0.27366934886265015,-0.26836267676383657,-0.005306672098813579
LR,none,1,4,2-6,20-100,0.3263092100549405,0.12001105540065338,0.11714374651300041,0.0028673088876530525
LR,none,1,4,2-6,0-100,-0.3689081139348861,-0.15365829346199678,-0.15121893025083616,-0.0024393632111605265
LR,none,1,4,2-6,100-625,-0.16105734196648602,-0.12909329749907428,-0.12918780987065348,9.451237157918554e-05
LR,none,1,4,2-6,0-625,-0.5299654559013721,-0.28275159096107105,-0.28040674012148964,-0.002344850839581341
LR,none,1,5,2-6,0-20,-0.36506370641949304,-0.1422293498510866,-0.13952291805367212,-0.0027064317974145524
LR,none,1,5,2-6,20-100,0.22245990029304852,0.07935990473702026,0.07614046368466876,0.0032194410523516135
LR,none,1,5,2-6,0-100,-0.14260380612644452,-0.06286944511406634,-0.06338245436900336,0.0005130092549370611
LR,none,1,5,2-6,100-625,-0.07422831996640677,-0.09064377061621542,-0.09237436536764054,0.0017305947514250873
LR,none,1,5,2-6,0-625,-0.2168321260928513,-0.15351321573028176,-0.1557568197366439,0.0022436040063621484
LR,none,1,6,2-6,0-20,-0.4118484157576088,-0.15783257963756447,-0.15438215206124706,-0.003450427576317453
LR,none,1,6,2-6,20-100,0.19228388791683648,0.06635070849850022,0.06289573447138253,0.003454974027117714
LR,none,1,6,2-6,0-100,-0.2195645278407723,-0.09148187113906425,-0.09148641758986453,4.546450800261073e-06
LR,none,1,6,2-6,100-625,-0.13301957045405266,-0.10876609821549765,-0.1084366592751086,-0.00032943894038908045
LR,none,1,6,2-6,0-625,-0.35258409829482495,-0.2002479693545619,-0.19992307686497313,-0.0003248924895888194
LR,none,1,7,7-11,0-20,-0.2954119620425304,-0.1158301245149439,-0.11358362987830573,-0.002246494636638091
LR,none,1,7,7-11,20-100,0.014382767907841876,0.009370532327098946,0.008103303161857145,0.0012672291652415877
LR,none,1,7,7-11,0-100,-0.2810291941346885,-0.10645959218784495,-0.10548032671644858,-0.0009792654713965034
LR,none,1,7,7-11,100-625,-0.01827510508311292,-0.0523320555036515,-0.05355900532318958,0.0012269498195382773
LR,none,1,7,7-11,0-625,-0.29930429921780144,-0.15879164769149645,-0.15903933203963816,0.00024768434814177384
LR,none,1,8,7-11,0-20,-0.20821792481892487,-0.07757276212292408,-0.076956271743017,-0.0006164903799071898
LR,none,1,8,7-11,20-100,0.05249392104409023,0.015798235324590904,0.013924650466914823,0.0018735848576761777
LR,none,1,8,7-11,0-100,-0.15572400377483464,-0.061774526798333174,-0.06303162127610218,0.0012570944777689878
LR,none,1,8,7-11,100-625,-0.04606019123214078,-0.07821373740180348,-0.07791376710140097,-0.0002999703004024929
LR,none,1,8,7-11,0-625,-0.20178419500697542,-0.13998826420013666,-0.14094538837750314,0.0009571241773664949
LR,none,1,9,7-11,0-20,-0.11166044143251841,-0.03971634351260822,-0.038818467756117414,-0.0008978757564909751
LR,none,1,9,7-11,20-100,-0.07961356485199289,-0.010327670177077364,-0.011958160512887783,0.0016304903358104646
LR,none,1,9,7-11,0-100,-0.1912740062845113,-0.050044013689685585,-0.0507766282690052,0.0007326145793194894
LR,none,1,9,7-11,100-625,-0.05566569680724753,-0.06788839261979684,-0.06943162660377222,0.001543233983975368
LR,none,1,9,7-11,0-625,-0.24693970309175883,-0.11793240630948243,-0.12020825487277742,0.0022758485632948574
LR,none,1,10,7-11,0-20,-0.1629731764369644,-0.04638371910343553,-0.04484301649059774,-0.001540702612837775
LR,none,1,10,7-11,20-100,0.09673264788344826,0.03649555136644045,0.033755920552846375,0.0027396308135939768
LR,none,1,10,7-11,0-100,-0.06624052855351614,-0.00988816773699508,-0.011087095937751368,0.0011989282007562017
LR,none,1,10,7-11,100-625,-0.06121243252701558,-0.07020266607644854,-0.07051722412646155,0.0003145580500131459
LR,none,1,10,7-11,0-625,-0.12745296108053172,-0.08009083381344362,-0.08160432006421292,0.0015134862507693476
LR,none,1,11,7-11,0-20,-0.17071051344163446,-0.06349931651294982,-0.061296056108891994,-0.0022032604040578014
LR,none,1,11,7-11,20-100,0.07642370737387894,0.033431912803596475,0.031698034844400924,0.001733877959195525
LR,none,1,11,7-11,0-100,-0.09428680606775552,-0.030067403709353346,-0.02959802126449107,-0.0004693824448622763
LR,none,1,11,7-11,100-625,-0.027086170399613474,-0.023945218270401636,-0.025495118102863534,0.0015498998324619609
LR,none,1,11,7-11,0-625,-0.121372976467369,-0.05401262197975498,-0.055093139367354604,0.0010805173875996846
LR,none,1,12,12-20,0-20,-0.10775680277802646,-0.02959644006465245,-0.028591526386609,-0.0010049136780435237
LR,none,1,12,12-20,20-100,0.05726244051370144,0.038366218731521684,0.03635564536160518,0.0020105733699165296
LR,none,1,12,12-20,0-100,-0.05049436226432502,0.008769778666869232,0.007764118974996181,0.0010056596918730058
LR,none,1,12,12-20,100-625,-0.09949107876826502,-0.06211651215834357,-0.06281827883833824,0.0007017666799947614
LR,none,1,12,12-20,0-625,-0.14998544103259004,-0.05334673349147434,-0.055054159863342056,0.0017074263718677672
LR,none,1,13,12-20,0-20,-0.0020149829379041417,0.006167117608402828,0.005420178626355465,0.0007469389820471406
LR,none,1,13,12-20,20-100,-0.053000444977827854,0.0034049763415842094,0.0023707067875093912,0.0010342695540748563
LR,none,1,13,12-20,0-100,-0.055015427915731996,0.009572093949987037,0.0077908854138648564,0.001781208536121997
LR,none,1,13,12-20,100-625,-0.13368012018394904,-0.09475646956601791,-0.0919927857211944,-0.0027636838448233912
LR,none,1,13,12-20,0-625,-0.18869554809968103,-0.08518437561603087,-0.08420190030732955,-0.0009824753087013943
LR,none,1,14,12-20,0-20,0.07384758612957243,0.050028379069210205,0.04882467812795044,0.0012037009412597388
LR,none,1,14,12-20,20-100,-0.015856991021977906,0.025918170472758684,0.025149148389062903,0.0007690220836957459
LR,none,1,14,12-20,0-100,0.05799059510759452,0.07594654954196889,0.07397382651701334,0.0019727230249554847
LR,none,1,14,12-20,100-625,-0.1882354894870053,-0.12130929062934004,-0.12078317705896313,-0.0005261135703767648
LR,none,1,14,12-20,0-625,-0.13024489437941078,-0.04536274108737115,-0.04680935054194979,0.00144660945457872
LR,none,1,15,12-20,0-20,0.15465118012450696,0.06254222469746096,0.06216467955898897,0.00037754513847175833
LR,none,1,15,12-20,20-100,-0.18137391464035946,-0.03431198218032416,-0.034964437874831944,0.0006524556945078086
LR,none,1,15,12-20,0-100,-0.026722734515852498,0.028230242517136794,0.027200241684157023,0.001030000832979567
LR,none,1,15,12-20,100-625,-0.07414896799247073,-0.05533916931360783,-0.055296671845659784,-4.2497467948123674e-05
LR,none,1,15,12-20,0-625,-0.10087170250832322,-0.027108926796471033,-0.02809643016150276,0.0009875033650314433
LR,none,1,16,12-20,0-20,0.04500799815717782,0.03413360011667055,0.032866402140549145,0.0012671979761216777
LR,none,1,16,12-20,20-100,-0.05359284525561625,0.004642661703884388,0.002883578641531992,0.0017590830623521493
LR,none,1,16,12-20,0-100,-0.00858484709843843,0.038776261820554936,0.03574998078208114,0.003026281038473827
LR,none,1,16,12-20,100-625,-0.03409460082889493,-0.03860777768588175,-0.03839454687976973,-0.00021323080611182488
LR,none,1,16,12-20,0-625,-0.04267944792733336,0.0001684841346731858,-0.0026445660976885943,0.002813050232362002
LR,none,1,17,12-20,0-20,0.008756437166326014,0.011694596494833842,0.012131380479602827,-0.0004367839847691374
LR,none,1,17,12-20,20-100,-0.31826937447648596,-0.09620955046312996,-0.09508226898312677,-0.0011272814800031457
LR,none,1,17,12-20,0-100,-0.30951293731015994,-0.08451495396829611,-0.08295088850352395,-0.001564065464772283
LR,none,1,17,12-20,100-625,0.1789930137225062,0.059266899593044764,0.05885734387031816,0.00040955572272650606
LR,none,1,17,12-20,0-625,-0.13051992358765374,-0.02524805437525135,-0.024093544633205788,-0.001154509742045777
LR,none,1,18,12-20,0-20,0.1971942188540048,0.08816840479637666,0.08690382323715085,0.0012645815592259198
LR,none,1,18,12-20,20-100,-0.3146747394820195,-0.07739562773118891,-0.07654163203408171,-0.0008539956971071669
LR,none,1,18,12-20,0-100,-0.11748052062801473,0.010772777065187755,0.010362191203069138,0.0004105858621187529
LR,none,1,18,12-20,100-625,-0.019341297722744732,-0.005092214046575894,-0.0052236902036879584,0.0001314761571120475
LR,none,1,18,12-20,0-625,-0.13682181835075946,0.005680563018611862,0.005138500999381179,0.0005420620192308004
LR,none,1,19,12-20,0-20,0.008586086227540868,0.01592060534687656,0.01605648719178454,-0.00013588184490799862
LR,none,1,19,12-20,20-100,-0.12101015511126079,-0.028897361147829814,-0.02897793703261531,8.05758847855012e-05
LR,none,1,19,12-20,0-100,-0.11242406888371992,-0.012976755800953255,-0.012921449840830768,-5.5305960122497416e-05
LR,none,1,19,12-20,100-625,-0.0824051563984014,-0.029263851221123627,-0.028116512226344925,-0.0011473389947786912
LR,none,1,19,12-20,0-625,-0.19482922528212132,-0.04224060702207688,-0.04103796206717569,-0.0012026449549011886
LR,none,1,20,12-20,0-20,0.11060958721463754,0.04569084433650916,0.04509116138201996,0.0005996829544892522
LR,none,1,20,12-20,20-100,-0.19243283341511108,-0.055060027321010674,-0.05340527124833505,-0.00165475607267581
LR,none,1,20,12-20,0-100,-0.08182324620047354,-0.009369182984501512,-0.00831410986631509,-0.0010550731181865579
LR,none,1,20,12-20,100-625,-0.12760011930158943,-0.09172254661278245,-0.09039532276690831,-0.0013272238458739566
LR,none,1,20,12-20,0-625,-0.20942336550206297,-0.10109172959728396,-0.0987094326332234,-0.0023822969640605145
LR,none,2,2,2-6,0-20,-0.523900429177889,-0.21489575223933333,-0.21119175353241862,-0.003703998706914716
LR,none,2,2,2-6,20-100,0.387550380598155,0.15396712178982103,0.15041816705902578,0.00354895473079523
LR,none,2,2,2-6,0-100,-0.13635004857973398,-0.060928630449512314,-0.06077358647339284,-0.00015504397611948613
LR,none,2,2,2-6,100-625,-0.16760058674379033,-0.10132243100012886,-0.10175295348058455,0.0004305224804556935
LR,none,2,2,2-6,0-625,-0.3039506353235243,-0.1622510614496412,-0.1625265399539774,0.00027547850433620735
LR,none,2,3,2-6,0-20,-0.7822297110423945,-0.32851245195418727,-0.3217276308538871,-0.006784821100300178
LR,none,2,3,2-6,20-100,0.43691429596180753,0.15923866863523833,0.1553110005978797,0.0039276680373586705
LR,none,2,3,2-6,0-100,-0.34531541508058694,-0.16927378331894893,-0.16641663025600742,-0.0028571530629415073
LR,none,2,3,2-6,100-625,-0.11973009953470537,-0.10636030268624774,-0.10743441954646585,0.0010741168602180565
LR,none,2,3,2-6,0-625,-0.4650455146152923,-0.2756340860051967,-0.27385104980247327,-0.0017830362027234509
LR,none,2,4,2-6,0-20,-0.4511181544021482,-0.1912806211064043,-0.18807724397777464,-0.003203377128629655
LR,none,2,4,2-6,20-100,0.38991185479431145,0.1371858228801891,0.13336882072361433,0.0038170021565747453
LR,none,2,4,2-6,0-100,-0.061206299607836745,-0.05409479822621521,-0.05470842325416031,0.0006136250279450903
LR,none,2,4,2-6,100-625,-0.2620271711014259,-0.17035873435512544,-0.1689868099779625,-0.0013719243771629416
LR,none,2,4,2-6,0-625,-0.32323347070926267,-0.22445353258134065,-0.22369523323212281,-0.0007582993492178513
LR,none,2,5,2-6,0-20,-0.5848093840702545,-0.2255479377277511,-0.22129160320233454,-0.004256334525416605
