arm,seed,window,term,total,error,per_task,unit_median,delta,delta_error,signed_share,share_error
cap1,7,1-10,cross,-23.49941717606802,2.472442570194177e-10,-2.6110463528964467,-24.164651306595267,-203.7431371908824,7.045429223544366e-11,0.11533844771444714,1.2534064126091787e-12
cap1,7,1-10,bias,-0.20951000026194377,4.246219702113197e-15,-0.02327888891799375,-0.2085436643101275,-203.7431371908824,7.045429223544366e-11,0.0010283045758034957,3.7654250412167664e-16
cap1,7,1-10,upstream_growth,-93.69206169151863,7.432651295325422e-10,-10.410229076835403,-92.61171339745874,-203.7431371908824,7.045429223544366e-11,0.4598538286162769,3.807118208558011e-12
cap1,7,1-10,upstream_rotation,10.724297922828521,1.3970688955279672e-09,1.1915886580920578,8.505132247976746,-203.7431371908824,7.045429223544366e-11,-0.052636363956549685,6.875218293221567e-12
cap1,7,1-10,self_growth,-56.33638671883305,5.419441641294457e-11,-6.259598524314783,-57.5293935500992,-203.7431371908824,7.045429223544366e-11,0.27650691697189655,3.6164050067004113e-13
cap1,7,1-10,self_rotation,-40.73005952702924,1.5128619355798716e-10,-4.525562169669915,-42.05420318079613,-203.7431371908824,7.045429223544366e-11,0.19990886607812539,8.116845330560543e-13
cap1,8,1-10,self,-97.35162420518144,1.275099213932938e-10,-10.816847133909048,-99.00196241821752,-203.787723895104,6.96915035252633e-11,0.477710935401052,7.891207569311264e-13
cap1,8,1-10,upstream,-82.16930457070539,6.77284954107154e-10,-9.129922730078377,-82.20027930260132,-203.787723895104,6.96915035252633e-11,0.40321027685161515,3.46141756569447e-12
cap1,8,1-10,cross,-24.034268026178797,2.476077729872001e-10,-2.6704742251309774,-26.395128855153217,-203.787723895104,6.96915035252633e-11,0.11793776173951477,1.2553734659540961e-12
cap1,8,1-10,bias,-0.23252709303837038,3.950016014148619e-15,-0.025836343670930042,-0.22840234637260437,-203.787723895104,6.96915035252633e-11,0.001141026007818113,4.0971874143254203e-16
cap1,8,1-10,upstream_growth,-87.91934962920503,7.698024046164906e-10,-9.768816625467226,-85.57924687088081,-203.787723895104,6.96915035252633e-11,0.43142613278540715,3.9250593028411245e-12
cap1,8,1-10,upstream_rotation,5.750045058499616,1.456246867842657e-09,0.6388938953888462,5.700830789306239,-203.787723895104,6.96915035252633e-11,-0.028215855933791903,7.155553257959079e-12
cap1,8,1-10,self_growth,-57.26029625154924,5.6405334085263493e-11,-6.362255139061027,-56.970749220867646,-203.787723895104,6.96915035252633e-11,0.2809801059509499,3.7290576609386384e-13
cap1,8,1-10,self_rotation,-40.091327953632174,1.5311239530648745e-10,-4.45459199484802,-43.05241527065663,-203.787723895104,6.96915035252633e-11,0.19673082945010198,8.186327932005555e-13
cap1,9,1-10,self,-92.71514427471207,1.311761338741382e-10,-10.30168269719023,-90.0514747568788,-202.50147006494845,6.928305231421299e-11,0.45784924052637976,8.044762349337361e-13
cap1,9,1-10,upstream,-81.94038832659596,6.681453277302371e-10,-9.104487591843997,-81.85696036510306,-202.50147006494845,6.928305231421299e-11,0.40464095544746004,3.437946328006916e-12
cap1,9,1-10,cross,-27.644407702320432,2.557582771764065e-10,-3.071600855813381,-30.345597574810974,-202.50147006494845,6.928305231421299e-11,0.13651460255302847,1.3097163916269953e-12
cap1,9,1-10,bias,-0.20152976131998002,3.921484568096491e-15,-0.02239219570222,-0.1905081458389759,-202.50147006494845,6.928305231421299e-11,0.000995201473131742,3.5997000204011737e-16
cap1,9,1-10,upstream_growth,-86.765317798158,7.480706547440128e-10,-9.640590866461999,-84.82585799220163,-202.50147006494845,6.928305231421299e-11,0.4284675946813111,3.840791033059822e-12
cap1,9,1-10,upstream_rotation,4.824929471562014,1.4431063894962746e-09,0.5361032746180016,5.708406322773475,-202.50147006494845,6.928305231421299e-11,-0.02382663923385105,7.134554168918782e-12
cap1,9,1-10,self_growth,-60.64876418436179,5.626991644751967e-11,-6.738751576040198,-59.722080599703496,-202.50147006494845,6.928305231421299e-11,0.29949789581729885,3.8037639021676787e-13
cap1,9,1-10,self_rotation,-32.06638009035031,1.567132118412973e-10,-3.5629311211500343,-33.18631599689898,-202.50147006494845,6.928305231421299e-11,0.15835134470908105,8.280820695791821e-13
cap1,0,1-50,self,-198.64109938806752,6.566188913839126e-10,-4.053899987511582,-202.84462262417577,-423.15065004462156,1.1685894319489734e-10,0.4694335205845026,1.6814305969211305e-12
cap1,0,1-50,upstream,-183.13932312599655,6.922676189268529e-09,-3.737537206652991,-183.09912178665382,-423.15065004462156,1.1685894319489734e-10,0.4327993425194653,1.647940986234269e-11
cap1,0,1-50,cross,-40.23676354349311,1.2240529419256028e-09,-0.8211584396631247,-34.38193787121962,-423.15065004462156,1.1685894319489734e-10,0.09508850698740534,2.918982521733941e-12
cap1,0,1-50,bias,-1.133463987064315,3.54022297722595e-14,-0.02313191810335337,-1.1675730049610138,-423.15065004462156,1.1685894319489734e-10,0.0026786299086266094,8.237017474735142e-16
cap1,0,1-50,upstream_growth,-179.6989128701076,7.31027082561948e-09,-3.6673247524511754,-177.05534148843154,-423.15065004462156,1.1685894319489734e-10,0.4246688805775395,1.7393136775341166e-11
cap1,0,1-50,upstream_rotation,-3.4404102558889478,1.4882534593109617e-08,-0.07021245420181527,-5.334336776010662,-423.15065004462156,1.1685894319489734e-10,0.008130461941925776,3.517301720013133e-11
cap1,0,1-50,self_growth,-155.40464423361172,3.7989061185850826e-10,-3.1715233517063615,-150.47683603884,-423.15065004462156,1.1685894319489734e-10,0.36725606877178185,9.992304662040276e-13
cap1,0,1-50,self_rotation,-43.23645515445583,9.479296236901299e-10,-0.8823766358052211,-40.40109388944334,-423.15065004462156,1.1685894319489734e-10,0.10217745181272088,2.268399618048938e-12
cap1,1,1-50,self,-215.44156831408756,7.130062644603886e-10,-4.396766700287501,-212.82368645396855,-410.01730451322555,1.1559702818038264e-10,0.525445062787925,1.8871644257271773e-12
cap1,1,1-50,upstream,-142.0327074670699,7.276385768879271e-09,-2.8986266830014267,-143.126565623488,-410.01730451322555,1.1559702818038264e-10,0.34640661724190347,1.7844234944817384e-11
cap1,1,1-50,cross,-51.34445633245027,1.3262859466492457e-09,-1.0478460476010258,-52.81012862919117,-410.01730451322555,1.1559702818038264e-10,0.12522509603199955,3.270026121400053e-12
cap1,1,1-50,bias,-1.1985723996177695,3.615470290827721e-14,-0.024460661216689175,-1.2436992293223739,-410.01730451322555,1.1559702818038264e-10,0.0029232239381718783,9.12653605141219e-16
cap1,1,1-50,upstream_growth,-151.1559031152679,7.844515861623741e-09,-3.084814349291182,-147.86354256524396,-410.01730451322555,1.1559702818038264e-10,0.36865737482646227,1.9236135288516036e-11
cap1,1,1-50,upstream_rotation,9.12319564819801,1.5600889627905467e-08,0.1861876662897553,5.129542969333779,-410.01730451322555,1.1559702818038264e-10,-0.022250757584558804,3.8055620068923933e-11
cap1,1,1-50,self_growth,-173.41712645767817,4.020019429616547e-10,-3.539125029748534,-177.4355080431302,-410.01730451322555,1.1559702818038264e-10,0.4229507500020268,1.0997415009902382e-12
cap1,1,1-50,self_rotation,-42.02444185640943,1.022926881929289e-09,-0.857641670538968,-42.63107767026079,-410.01730451322555,1.1559702818038264e-10,0.10249431278589825,2.5237461301098293e-12
cap1,2,1-50,self,-229.505116684958,7.368847981492296e-10,-4.683777891529755,-243.3552817176884,-464.3965358016933,1.3044900115454674e-10,0.49420075084918663,1.7256336145372209e-12
cap1,2,1-50,upstream,-174.63620479054597,7.267473668407204e-09,-3.5640041793988972,-173.31261380178796,-464.3965358016933,1.3044900115454674e-10,0.37604975775512495,1.5754958980423346e-11
cap1,2,1-50,cross,-59.34094819959527,1.3743148141497196e-09,-1.2110397591754136,-54.59142252993331,-464.3965358016933,1.3044900115454674e-10,0.12778077273370328,2.995264109986082e-12
cap1,2,1-50,bias,-0.914266126594157,3.4642341064645327e-14,-0.01865849237947259,-0.9018628299236298,-464.3965358016933,1.3044900115454674e-10,0.0019687186619853836,6.278281716769243e-16
cap1,2,1-50,upstream_growth,-205.15313127620027,7.75711575257825e-09,-4.186798597473475,-203.00365419357806,-464.3965358016933,1.3044900115454674e-10,0.44176283727448995,1.682778713353745e-11
cap1,2,1-50,upstream_rotation,30.51692648565428,1.566071635536245e-08,0.6227944180745771,30.645454303176145,-464.3965358016933,1.3044900115454674e-10,-0.06571307951936495,3.3741190428912896e-11
cap1,2,1-50,self_growth,-176.31056415960245,4.021080638310428e-10,-3.598174778767397,-171.5198274603244,-464.3965358016933,1.3044900115454674e-10,0.37965520964801214,9.725595397432504e-13
cap1,2,1-50,self_rotation,-53.194552525355554,1.0434872963849267e-09,-1.0856031127623582,-71.3685164732307,-464.3965358016933,1.3044900115454674e-10,0.11454554120117447,2.2791633270393262e-12
cap1,3,1-50,self,-200.02952047223474,5.949485361548284e-10,-4.08223511167826,-197.563680774369,-402.2322257472995,1.1154815147149696e-10,0.4972985943644962,1.617084463123807e-12
cap1,3,1-50,upstream,-145.74539579502417,7.062365497925126e-09,-2.9743958325515134,-149.48646987424286,-402.2322257472995,1.1154815147149696e-10,0.3623414198706894,1.7658456334045572e-11
cap1,3,1-50,cross,-55.57106578725521,1.1070644774196121e-09,-1.1341033834133716,-50.10330842452662,-402.2322257472995,1.1154815147149696e-10,0.13815667226565648,2.7906311245123347e-12
cap1,3,1-50,bias,-0.8862436927855015,3.051105035115854e-14,-0.018086605975214318,-0.8775432165712118,-402.2322257472995,1.1154815147149696e-10,0.00220331349915827,6.871279162090049e-16
cap1,3,1-50,upstream_growth,-164.769830982114,7.639573688316247e-09,-3.3626496118798777,-165.26645641099788,-402.2322257472995,1.1154815147149696e-10,0.4096385630862652,1.9106590456917673e-11
cap1,3,1-50,upstream_rotation,19.02443518708987,1.5223159242722666e-08,0.3882537793283647,15.681014649569022,-402.2322257472995,1.1154815147149696e-10,-0.047297143215575876,3.785981403023205e-11
cap1,3,1-50,self_growth,-137.25318430459237,3.8227934275456423e-10,-2.801085393971273,-133.95622338579636,-402.2322257472995,1.1154815147149696e-10,0.3412287119700375,1.045062991130324e-12
cap1,3,1-50,self_rotation,-62.77633616764233,8.906654067910717e-10,-1.2811497177069864,-59.85337021176413,-402.2322257472995,1.1154815147149696e-10,0.15606988239445854,2.257605495330649e-12
cap1,4,1-50,self,-206.10569001305095,6.959661630030848e-10,-4.206238571694917,-201.13765115842773,-454.95639134423755,1.2314311043235976e-10,0.45302295765992096,1.6524126613845766e-12
cap1,4,1-50,upstream,-185.79682911128558,7.211189798042651e-09,-3.7917720226792975,-178.98848758884355,-454.95639134423755,1.2314311043235976e-10,0.4083838201774036,1.596087057497549e-11
cap1,4,1-50,cross,-62.2103305055254,1.2972183299399777e-09,-1.2695985817454163,-62.12727191914564,-454.95639134423755,1.2314311043235976e-10,0.13673910662451746,2.888328948845732e-12
cap1,4,1-50,bias,-0.8435417143756058,3.349006498178874e-14,-0.017215137028073587,-0.9122749138623476,-454.95639134423755,1.2314311043235976e-10,0.001854115538157919,5.756711552531637e-16
cap1,4,1-50,upstream_growth,-200.17390502282237,7.758781411683696e-09,-4.08518173515964,-193.8571550924671,-454.95639134423755,1.2314311043235976e-10,0.43998481795448185,1.717304094002269e-11
cap1,4,1-50,upstream_rotation,14.377075911536753,1.546146109724326e-08,0.2934097124803419,18.464139839686748,-454.95639134423755,1.2314311043235976e-10,-0.031600997777078164,3.3993047317981034e-11
cap1,4,1-50,self_growth,-156.79027673978217,3.958793612082715e-10,-3.1998015661180035,-152.89818220489582,-454.95639134423755,1.2314311043235976e-10,0.34462704497132474,9.634664399101455e-13
cap1,4,1-50,self_rotation,-49.31541327326873,9.984319835104507e-10,-1.006437005576913,-48.896377698406454,-454.95639134423755,1.2314311043235976e-10,0.1083959126885961,2.2239179132721005e-12
cap1,5,1-50,self,-203.9004105612509,6.327404834896109e-10,-4.161232868596957,-197.4954407360725,-440.2467638564451,1.2238615622696332e-10,0.46315027684732374,1.566045135873998e-12
cap1,5,1-50,upstream,-178.6004948520893,7.387311227111472e-09,-3.644908058205904,-177.96521146444104,-440.2467638564451,1.2238615622696332e-10,0.4056826977842977,1.689275563694171e-11
cap1,5,1-50,cross,-56.74381556556587,1.1792127017590318e-09,-1.158037052358487,-56.86753133717839,-440.2467638564451,1.2238615622696332e-10,0.12889093168682278,2.7143719509082938e-12
cap1,5,1-50,bias,-1.002042877539061,3.234625332244977e-14,-0.020449854643654307,-1.0619395896792412,-440.2467638564451,1.2238615622696332e-10,0.0022760936815558407,7.064671108621278e-16
cap1,5,1-50,upstream_growth,-204.06401031011347,7.980568167075093e-09,-4.164571638981908,-203.3621392938901,-440.2467638564451,1.2238615622696332e-10,0.4635218860499206,1.8256396513377043e-11
cap1,5,1-50,upstream_rotation,25.46351545802421,1.5951807713202037e-08,0.5196635807760043,28.827346956955182,-440.2467638564451,1.2238615622696332e-10,-0.05783918826562302,3.624987294934339e-11
cap1,5,1-50,self_growth,-142.75391523034546,3.976027773274324e-10,-2.91334520878256,-143.93633782740284,-440.2467638564451,1.2238615622696332e-10,0.3242588633244205,9.933143364190723e-13
cap1,5,1-50,self_rotation,-61.146495330905466,9.43348527150009e-10,-1.2478876598143973,-64.20595083254804,-440.2467638564451,1.2238615622696332e-10,0.13889141352290327,2.1813986628692723e-12
cap1,6,1-50,self,-206.19001035607147,6.908067596463616e-10,-4.2079593950218666,-207.29446383561856,-461.4465410535909,1.2782816848675044e-10,0.4468340143698796,1.6208760028908389e-12
cap1,6,1-50,upstream,-195.0313897161855,7.223833582183068e-09,-3.9802324431874587,-191.109226816812,-461.4465410535909,1.2782816848675044e-10,0.4226521869052978,1.577188567360574e-11
cap1,6,1-50,cross,-59.071621533128436,1.2875193301365475e-09,-1.205543296594458,-59.36087847156604,-461.4465410535909,1.2782816848675044e-10,0.1280140087262417,2.825657077639759e-12
cap1,6,1-50,bias,-1.1535194482054794,3.7331451566057096e-14,-0.02354121322868325,-1.1185126111085992,-461.4465410535909,1.2782816848675044e-10,0.002499789998580818,7.736607890833719e-16
cap1,6,1-50,upstream_growth,-210.9072714303967,7.783820205029802e-09,-4.3042300291917694,-208.57234742603862,-461.4465410535909,1.2782816848675044e-10,0.4570567826748594,1.699496616435978e-11
cap1,6,1-50,upstream_rotation,15.875881714211216,1.549851645932833e-08,0.32399758600431056,16.004685693666488,-461.4465410535909,1.2782816848675044e-10,-0.03440459576956162,3.3596342629370516e-11
cap1,6,1-50,self_growth,-151.15335796910077,3.9343832642717206e-10,-3.0847624075326685,-144.54928100645492,-461.4465410535909,1.2782816848675044e-10,0.3275641802926556,9.433964681062287e-13
cap1,6,1-50,self_rotation,-55.03665238697076,9.948431821409514e-10,-1.1231969874891992,-67.18239057677143,-461.4465410535909,1.2782816848675044e-10,0.11926983407722408,2.188975855310617e-12
cap1,7,1-50,self,-193.28108659759198,5.720531922824938e-10,-3.9445119713794283,-196.45843207885713,-401.7956759938154,1.1196786197617727e-10,0.48104322207929145,1.5578466103201906e-12
cap1,7,1-50,upstream,-156.45859324214314,6.786923582992111e-09,-3.193032515145778,-155.537292043279,-401.7956759938154,1.1196786197617727e-10,0.38939839970938717,1.7000036256649077e-11
cap1,7,1-50,cross,-51.03736455516582,1.0649034213743881e-09,-1.0415788684727718,-48.735824597590415,-401.7956759938154,1.1196786197617727e-10,0.12702318019955847,2.6857720628765156e-12
cap1,7,1-50,bias,-1.0186315989145078,3.252823037082839e-14,-0.020788399977847098,-1.098322056233883,-401.7956759938154,1.1196786197617727e-10,0.002535198011763041,7.877188361395514e-16
cap1,7,1-50,upstream_growth,-170.6502228335907,7.280564153826158e-09,-3.4826576088487897,-169.81409702115712,-401.7956759938154,1.1196786197617727e-10,0.42471891319262833,1.8238468968921113e-11
cap1,7,1-50,upstream_rotation,14.19162959144757,1.4539240681035686e-08,0.28962509370301165,15.70016319883922,-401.7956759938154,1.1196786197617727e-10,-0.0353205134832412,3.619550405323331e-11
cap1,7,1-50,self_growth,-129.34656478162583,3.643204653662592e-10,-2.6397258118699147,-130.5777329187814,-401.7956759938154,1.1196786197617727e-10,0.32192124631927793,9.964757793985008e-13
cap1,7,1-50,self_rotation,-63.93452181596611,8.565537574719278e-10,-1.3047861595095125,-74.38894160683034,-401.7956759938154,1.1196786197617727e-10,0.15912197576001344,2.1761742479844998e-12
cap1,8,1-50,self,-205.6177704689712,6.573756834135113e-10,-4.196281029979004,-202.15426477032153,-414.93096230268844,1.1800215869951265e-10,0.4955469443106414,1.7252848926116029e-12
cap1,8,1-50,upstream,-156.69964660303702,7.086290791019874e-09,-3.1979519714905513,-160.07518487156923,-414.93096230268844,1.1800215869951265e-10,0.37765233457976083,1.7185682985242936e-11
cap1,8,1-50,cross,-51.581737763936374,1.2238308599986163e-09,-1.05268852579462,-51.146124240377446,-414.93096230268844,1.1800215869951265e-10,0.12431402438053768,2.9848481373446155e-12
cap1,8,1-50,bias,-1.0318074667439214,3.332456886960079e-14,-0.021057295239671866,-1.0137408580631018,-414.93096230268844,1.1800215869951265e-10,0.00248669672906026,7.877809425367141e-16
cap1,8,1-50,upstream_growth,-168.10313313623374,7.644280210111984e-09,-3.43067618645375,-167.5009851231113,-414.93096230268844,1.1800215869951265e-10,0.4051351873172675,1.853827840971847e-11
cap1,8,1-50,upstream_rotation,11.403486533196679,1.5197960583929832e-08,0.23272421496319753,17.50727742836338,-414.93096230268844,1.1800215869951265e-10,-0.027482852737506575,3.663550389579412e-11
cap1,8,1-50,self_growth,-143.54287790098016,3.8725787850670845e-10,-2.929446487775105,-147.4885944878861,-414.93096230268844,1.1800215869951265e-10,0.34594400259835734,1.0317281498773788e-12
cap1,8,1-50,self_rotation,-62.074892567991085,9.567280098473063e-10,-1.2668345422038998,-57.56754184481099,-414.93096230268844,1.1800215869951265e-10,0.1496029417122842,2.3483144429798456e-12
cap1,9,1-50,self,-212.31754248122215,6.735885619507418e-10,-4.33301107104535,-206.2220099831607,-436.42233444024254,1.2230732188195195e-10,0.4864955932045542,1.6798271976292956e-12
cap1,9,1-50,upstream,-172.69085856492163,7.345909711540728e-09,-3.5243032360188087,-174.45126509469713,-436.42233444024254,1.2230732188195195e-10,0.3956966565114404,1.6943050111995516e-11
cap1,9,1-50,cross,-50.36334244698209,1.255212754028783e-09,-1.0278233152445324,-47.94948695441632,-436.42233444024254,1.2230732188195195e-10,0.11540046984895574,2.908496123422682e-12
cap1,9,1-50,bias,-1.0505909471167252,3.3987597576833736e-14,-0.02144063157381072,-1.0215000957250595,-436.42233444024254,1.2230732188195195e-10,0.0024072804350497284,7.527851663548585e-16
cap1,9,1-50,upstream_growth,-184.7316974344816,7.83013932363076e-09,-3.7700346415200325,-181.53360067164874,-436.42233444024254,1.2230732188195195e-10,0.4232865342957743,1.8060328845175108e-11
cap1,9,1-50,upstream_rotation,12.040838869559941,1.5789626693018966e-08,0.2457314055012233,10.767689673630757,-436.42233444024254,1.2230732188195195e-10,-0.027589877784333795,3.6187429532322385e-11
cap1,9,1-50,self_growth,-159.8001289211616,4.012572993688686e-10,-3.2612271208400325,-159.79855952179526,-436.42233444024254,1.2230732188195195e-10,0.36615937432744367,1.02208108522979e-12
cap1,9,1-50,self_rotation,-52.517413560060604,9.837985490463846e-10,-1.0717839502053184,-53.26789426528777,-436.42233444024254,1.2230732188195195e-10,0.12033621887711063,2.287972684963082e-12
cap1,0,30-50,self,-31.783525969556468,2.0484455787660005e-10,-1.5891762984778235,-25.30109499744071,-95.44034975650338,1.920097176930846e-10,0.3330197977128716,2.816325847382129e-12
cap1,0,30-50,upstream,-58.274472473826144,3.6106921349399324e-09,-2.913723623691307,-56.65216548145197,-95.44034975650338,1.920097176930846e-10,0.6105852778463364,3.90603861055774e-11
cap1,0,30-50,cross,-5.046970853981669,3.7897207689407313e-10,-0.25234854269908347,-2.0925464598847823,-95.44034975650338,1.920097176930846e-10,0.052880892273110776,4.0771673973395515e-12
cap1,0,30-50,bias,-0.33538045913912357,1.0028711900173009e-14,-0.01676902295695618,-0.2812480926513672,-95.44034975650338,1.920097176930846e-10,0.0035140321676814736,7.175102279490559e-15
cap1,0,30-50,upstream_growth,-56.68991097828345,3.740198196133011e-09,-2.8344955489141723,-56.139060172756274,-95.44034975650338,1.920097176930846e-10,0.5939826407061187,4.038391454950796e-11
cap1,0,30-50,upstream_rotation,-1.5845614955426885,7.744316681764727e-09,-0.07922807477713442,0.5162908834412061,-95.44034975650338,1.920097176930846e-10,0.01660263714021768,8.117640751672031e-11
cap1,0,30-50,self_growth,-24.42914058603702,1.7244671281542268e-10,-1.221457029301851,-20.367459780312455,-95.44034975650338,1.920097176930846e-10,0.2559623958667691,2.321834453992325e-12
cap1,0,30-50,self_rotation,-7.354385383519444,3.5754097407733006e-10,-0.3677192691759722,-7.285884851078071,-95.44034975650338,1.920097176930846e-10,0.07705740184610242,3.901259388753856e-12
cap1,1,30-50,self,-31.23851484976236,2.2076827618340018e-10,-1.561925742488118,-29.691890739838314,-69.57592684774355,1.9629329867556973e-10,0.44898453049893466,4.439817231296748e-12
cap1,1,30-50,upstream,-29.495738342214935,3.742663047214542e-09,-1.4747869171107468,-29.79849136300919,-69.57592684774355,1.9629329867556973e-10,0.4239359743889855,5.498858996334387e-11
cap1,1,30-50,cross,-8.445396256558803,4.064757733646506e-10,-0.4222698128279402,-5.541169892182237,-69.57592684774355,1.9629329867556973e-10,0.12138388432884671,6.18466147056611e-12
cap1,1,30-50,bias,-0.39627739920746535,1.0954477833855406e-14,-0.01981386996037327,-0.4019756019115448,-69.57592684774355,1.9629329867556973e-10,0.0056956107832333855,1.6227001970811078e-14
cap1,1,30-50,upstream_growth,-28.4158385405562,4.013888469421557e-09,-1.42079192702781,-27.958281954215302,-69.57592684774355,1.9629329867556973e-10,0.4084148042000215,5.884306395699949e-11
cap1,1,30-50,upstream_rotation,-1.0798998016587285,8.005389037009968e-09,-0.05399499008293642,0.20417135169990797,-69.57592684774355,1.9629329867556973e-10,0.015521170188963875,1.1510354545684293e-10
cap1,1,30-50,self_growth,-22.786055876035306,1.78225722792492e-10,-1.1393027938017652,-20.671595538308978,-69.57592684774355,1.9629329867556973e-10,0.3274991352382436,3.485604132210568e-12
cap1,1,30-50,self_rotation,-8.452458973727056,3.802652566592387e-10,-0.4226229486863528,-13.068329719050212,-69.57592684774355,1.9629329867556973e-10,0.12148539526069113,5.808229690318073e-12
cap1,2,30-50,self,-47.59285151007814,2.263132077829525e-10,-2.3796425755039072,-48.89740395243108,-170.8314039791938,2.0875144729119293e-10,0.27859544791819807,1.6652423851036495e-12
cap1,2,30-50,upstream,-113.48218311083521,3.8994135629884985e-09,-5.67410915554176,-124.52042044286273,-170.8314039791938,2.0875144729119293e-10,0.6642934523014085,2.363791602469351e-11
cap1,2,30-50,cross,-9.296088494806183,4.20686986425716e-10,-0.46480442474030914,-7.094734802335934,-170.8314039791938,2.0875144729119293e-10,0.05441674234520948,2.5290876393748306e-12
cap1,2,30-50,bias,-0.4602808634741814,1.1126807903899729e-14,-0.02301404317370907,-0.4195224903523922,-170.8314039791938,2.0875144729119293e-10,0.002694357435183526,3.3578657676433737e-15
cap1,2,30-50,upstream_growth,-119.62082219853879,4.110833992335875e-09,-5.98104110992694,-117.43086241339347,-170.8314039791938,2.0875144729119293e-10,0.7002273552297671,2.491942726921427e-11
cap1,2,30-50,upstream_rotation,6.138639087703581,8.409767320827097e-09,0.30693195438517906,0.007483455600539202,-170.8314039791938,2.0875144729119293e-10,-0.035933902928358706,4.9272376510067906e-11
cap1,2,30-50,self_growth,-9.603938854644564,1.8430999549643768e-10,-0.48019694273222824,-3.9675480100252756,-170.8314039791938,2.0875144729119293e-10,0.05621881358426501,1.147604104879148e-12
cap1,2,30-50,self_rotation,-37.98891265543358,3.904553952701053e-10,-1.899445632771679,-47.140869885269,-170.8314039791938,2.0875144729119293e-10,0.2223766343339331,2.5573814121515556e-12
cap1,3,30-50,self,-33.155188763334635,1.4217045238853137e-10,-1.6577594381667318,-29.308485488512204,-72.38179605801717,1.9023136788867277e-10,0.4580597687401858,3.1680820624144328e-12
cap1,3,30-50,upstream,-33.12962793849085,3.642078164594289e-09,-1.6564813969245424,-34.841573867444744,-72.38179605801717,1.9023136788867277e-10,0.4577066298815797,5.1520578434343826e-11
cap1,3,30-50,cross,-5.865550075981402,2.595001283096129e-10,-0.29327750379907014,-7.338027326118308,-72.38179605801717,1.9023136788867277e-10,0.08103626043321593,3.798143085143205e-12
cap1,3,30-50,bias,-0.2314292802102864,7.627768908405393e-15,-0.011571464010514319,-0.2216537557542324,-72.38179605801717,1.9023136788867277e-10,0.00319734094501863,8.508879826707603e-15
cap1,3,30-50,upstream_growth,-32.51095384468141,3.8694019781663135e-09,-1.6255476922340706,-32.76023358485862,-72.38179605801717,1.9023136788867277e-10,0.4491592584774003,5.463873491875904e-11
cap1,3,30-50,upstream_rotation,-0.6186740938094418,7.822437668421609e-09,-0.030933704690472092,-2.5735502399999666,-72.38179605801717,1.9023136788867277e-10,0.008547371404179408,1.0809435716421763e-10
cap1,3,30-50,self_growth,-9.82344375233325,1.6944969284415542e-10,-0.4911721876166625,-5.361385974397605,-72.38179605801717,1.9023136788867277e-10,0.13571704886211072,2.697755982185759e-12
cap1,3,30-50,self_rotation,-23.331745011001384,2.943670362500536e-10,-1.1665872505500692,-21.117066031591484,-72.38179605801717,1.9023136788867277e-10,0.322342719878075,4.9140715276158815e-12
cap1,4,30-50,self,-43.129778016994706,2.0832732016012965e-10,-2.156488900849735,-41.66200592725088,-165.77298525573994,1.9666396207430147e-10,0.26017374272688576,1.5653871901970943e-12
cap1,4,30-50,upstream,-104.3712381176417,3.778568510225708e-09,-5.218561905882085,-105.39712405073786,-165.77298525573994,1.9666396207430147e-10,0.6296034179310155,2.3540629339883475e-11
cap1,4,30-50,cross,-17.86240179252149,3.8515865261179184e-10,-0.8931200896260745,-15.754187534221991,-165.77298525573994,1.9666396207430147e-10,0.10775218751695248,2.4512534851780718e-12
cap1,4,30-50,bias,-0.40956732858207945,1.0106995204228801e-14,-0.020478366429103972,-0.41326843202114105,-165.77298525573994,1.9666396207430147e-10,0.0024706518251465105,2.9922887760440544e-15
cap1,4,30-50,upstream_growth,-108.23017610098823,4.011350664069015e-09,-5.411508805049412,-107.45176805977637,-165.77298525573994,1.9666396207430147e-10,0.6528818669339896,2.497247068554941e-11
cap1,4,30-50,upstream_rotation,3.858937983346515,8.08716214122744e-09,0.19294689916732574,5.906936276626023,-165.77298525573994,1.9666396207430147e-10,-0.023278449002974072,4.881217883115195e-11
cap1,4,30-50,self_growth,-10.238967622307367,1.7753242811744562e-10,-0.5119483811153683,-9.026940255568856,-165.77298525573994,1.9666396207430147e-10,0.061764995101654174,1.1442184818774893e-12
cap1,4,30-50,self_rotation,-32.890810394687335,3.670117102165817e-10,-1.6445405197343668,-28.003470611065236,-165.77298525573994,1.9666396207430147e-10,0.19840874762523153,2.449344877407778e-12
cap1,5,30-50,self,-43.188161108775304,1.5723237126567699e-10,-2.159408055438765,-36.06038881940194,-101.25430232830507,2.0709750933389419e-10,0.42653161510849,2.4252875740545034e-12
cap1,5,30-50,upstream,-52.27098477805491,3.901225710674733e-09,-2.6135492389027455,-52.8870369065119,-101.25430232830507,2.0709750933389419e-10,0.5162347038703841,3.9584909906695776e-11
cap1,5,30-50,cross,-5.501401781146047,2.8839767111173686e-10,-0.27507008905730235,-3.3267231493671447,-101.25430232830507,2.0709750933389419e-10,0.05433252370164385,2.959384493643507e-12
cap1,5,30-50,bias,-0.29375466032885017,8.515485108073991e-15,-0.014687733016442509,-0.2572605013847351,-101.25430232830507,2.0709750933389419e-10,0.00290115731948244,6.018218875311271e-15
