arm,iv,seed,group,window,side,gate_mean,upstream_mean_abs,delta_mean_abs,delta_signed_mean,samples_mean
LR,none,1,D_only,6-20,negative,0.10000000114274359,0.16022346034273102,0.016022346104654573,-0.0006075906462207994,4675.789473684211
LR,none,1,D_only,21-50,positive,1.0,0.10360230729000375,0.10360230729000375,0.0003508063602624531,439.3157894736842
LR,none,1,D_only,21-50,negative,0.10000000025456106,0.10758566670354347,0.010758567193359886,-6.419597346912648e-06,9312.263157894737
LR,none,1,N_only,1-5,positive,1.0,0.19913666625235957,0.19913666625235957,0.034224376693460304,595.0
LR,none,1,N_only,1-5,negative,0.10000000118420424,0.18946289060681396,0.018946289334245497,-0.0015103043012388668,1030.2631578947369
LR,none,1,N_only,6-20,positive,1.0,0.15363561030014264,0.15363561030014264,0.009086973332328751,1610.2631578947369
LR,none,1,N_only,6-20,negative,0.10000000062676256,0.14999387773390419,0.014999388118682514,-0.0013734802782529674,3265.5263157894738
LR,none,1,N_only,21-50,positive,1.0,0.10171565831090279,0.10171565831090279,-0.00032930752395105543,2934.9473684210525
LR,none,1,N_only,21-50,negative,0.09999999939567061,0.1012225084579526,0.01012225087639554,0.00022638107977647126,6816.631578947368
LR,none,1,both,1-5,positive,1.0,0.1822047858407173,0.1822047858407173,0.01070953883726256,136.73684210526315
LR,none,1,both,1-5,negative,0.10000000139668404,0.19475410740199708,0.019475410732723047,-0.002636941573156563,238.0
LR,none,1,both,6-20,positive,1.0,0.14320452303615702,0.14320452303615702,0.0137333597688355,391.89473684210526
LR,none,1,both,6-20,negative,0.10000000247279385,0.15184689469022206,0.015184689462083801,-0.001610915069945256,732.3157894736842
LR,none,1,both,21-50,positive,1.0,0.09420505217861849,0.09420505217861849,0.0017263299053672436,699.7368421052631
LR,none,1,both,21-50,negative,0.10000000101629229,0.10137260294582572,0.010137260390544403,0.00015898044235701506,1548.6842105263158
LR,none,1,rest,1-5,positive,1.0,0.18443743963259268,0.18443743963259268,0.03368071512359305,287.2105263157895
LR,none,1,rest,1-5,negative,0.10000000926439694,0.20275073851255765,0.020275073877730625,-0.0013117388272057722,4087.5263157894738
LR,none,1,rest,6-20,positive,1.0,0.14195111693256965,0.14195111693256965,-0.0007278508766825678,898.6842105263158
LR,none,1,rest,6-20,negative,0.10000000471150398,0.15862226951467653,0.015862227337584845,-0.0009547461451070091,12225.526315789473
LR,none,1,rest,21-50,positive,1.0,0.09420595680435943,0.09420595680435943,0.001495531127435092,2036.2105263157894
LR,none,1,rest,21-50,negative,0.1000000025418798,0.10661492111292492,0.010661492246313036,0.00014332538056310103,24212.21052631579
LR,none,2,ALL,1-5,positive,1.0,0.21759273657407138,0.21759273657407138,0.0365327929685107,867.4736842105264
LR,none,2,ALL,1-5,negative,0.10000001434321033,0.20584439248196323,0.020584439301475698,-0.0024475569232903587,7132.526315789473
LR,none,2,ALL,6-20,positive,1.0,0.16778593917718473,0.16778593917718473,0.010101654054816177,2389.4210526315787
LR,none,2,ALL,6-20,negative,0.10000001451160916,0.16703477789889232,0.016703477876936088,-0.001063023919961305,21610.57894736842
LR,none,2,ALL,21-50,positive,1.0,0.11216532468196387,0.11216532468196387,0.0018469355320831146,4699.631578947368
LR,none,2,ALL,21-50,negative,0.1000000103284257,0.11473694099732318,0.01147369439777996,0.00012040236224647482,43300.36842105263
LR,none,2,D_only,1-5,positive,1.0,0.23164635348677637,0.23164635348677637,0.019716381215786807,38.73684210526316
LR,none,2,D_only,1-5,negative,0.10000000163769507,0.20634317813179215,0.0206343188858407,-0.003615993831054076,1649.6842105263158
LR,none,2,D_only,6-20,positive,1.0,0.17635342586088126,0.17635342586088126,0.017855346687074686,134.0
LR,none,2,D_only,6-20,negative,0.10000000125505588,0.16925800079523726,0.01692580019848312,-0.0007497040342775102,4931.263157894737
LR,none,2,D_only,21-50,positive,1.0,0.12124094723720075,0.12124094723720075,0.00443535317031942,324.1578947368421
LR,none,2,D_only,21-50,negative,0.10000000138701105,0.11579399191965582,0.011579399462060469,4.362147743173732e-05,9806.368421052632
LR,none,2,N_only,1-5,positive,1.0,0.2183749282284728,0.2183749282284728,0.047890016512288185,542.1578947368421
LR,none,2,N_only,1-5,negative,0.10000000216151386,0.202259729812818,0.020225973312930884,-0.0009078881198663147,1146.2631578947369
LR,none,2,N_only,6-20,positive,1.0,0.1674750875024824,0.1674750875024824,0.009482186730765414,1363.842105263158
LR,none,2,N_only,6-20,negative,0.10000000136946105,0.16317227088696748,0.016317227442460346,-0.001677358730567501,3701.4210526315787
LR,none,2,N_only,21-50,positive,1.0,0.11280627699434803,0.11280627699434803,0.0016650618292739202,2407.1052631578946
LR,none,2,N_only,21-50,negative,0.10000000015112388,0.11042704270466147,0.011042704424699791,0.0002235604390764039,7723.421052631579
LR,none,2,both,1-5,positive,1.0,0.198186387330069,0.198186387330069,0.00042324911920086023,94.57894736842105
LR,none,2,both,1-5,negative,0.10000000159096785,0.2159558681824263,0.0215955868981568,-0.004049169915606346,217.0
LR,none,2,both,6-20,positive,1.0,0.16724650559894982,0.16724650559894982,0.02022628126708167,284.5263157894737
LR,none,2,both,6-20,negative,0.10000000080498504,0.17556887376403654,0.017556887765923943,-0.001364531682071513,650.2105263157895
LR,none,2,both,21-50,positive,1.0,0.10971483217384403,0.10971483217384403,0.002734182911437014,505.7368421052632
LR,none,2,both,21-50,negative,0.100000001471639,0.11657788024074026,0.011657788241197963,-1.0888653523609042e-05,1363.7368421052631
LR,none,2,rest,1-5,positive,1.0,0.21749369227172263,0.21749369227172263,0.017938360876317515,192.0
LR,none,2,rest,1-5,negative,0.10000000871621989,0.20619714370741601,0.020619714806757998,-0.002339019666920187,4119.578947368421
LR,none,2,rest,6-20,positive,1.0,0.16636656810039313,0.16636656810039313,0.0018950015357176847,607.0526315789474
LR,none,2,rest,6-20,negative,0.10000000451983256,0.1669846632336689,0.016698466430838287,-0.000986453291494059,12327.684210526315
LR,none,2,rest,21-50,positive,1.0,0.11079837664031099,0.11079837664031099,0.0024297982513123897,1462.6315789473683
LR,none,2,rest,21-50,negative,0.1000000063406891,0.11553284452991137,0.011553284456497195,0.00012666946982101907,24406.842105263157
LR,l2,0,ALL,1-5,positive,1.0,0.18097486623387427,0.18097486623387427,0.021895936864709788,2920.684210526316
LR,l2,0,ALL,1-5,negative,0.1000000127664386,0.11672162864278697,0.011672162985624367,-0.0005647561537745092,5079.315789473684
LR,l2,0,ALL,6-20,positive,1.0,0.13547762040649558,0.13547762040649558,-8.571205015396497e-05,7532.0526315789475
LR,l2,0,ALL,6-20,negative,0.10000000890269607,0.09120384258757465,0.009120384240853856,6.097814136965729e-05,16467.947368421053
LR,l2,0,ALL,21-50,positive,1.0,0.08709683285500905,0.08709683285500905,-0.003122471731194655,15918.0
LR,l2,0,ALL,21-50,negative,0.10000000928125131,0.06305540253710519,0.006305540320843986,5.327876700886304e-05,32082.0
LR,l2,0,D_only,1-5,positive,1.0,0.20078040605014702,0.20078040605014702,0.03295762833449946,759.6842105263158
LR,l2,0,D_only,1-5,negative,0.10000000284822841,0.15066222470429264,0.015066222568855522,-0.0017725535463152815,794.0
LR,l2,0,D_only,6-20,positive,1.0,0.1515781631017978,0.1515781631017978,-0.004138323827067243,1927.3157894736842
LR,l2,0,D_only,6-20,negative,0.10000000350401782,0.11730610946611664,0.011730611141404973,-0.00016715314541996716,2733.7368421052633
LR,l2,0,D_only,21-50,positive,1.0,0.09742285202248797,0.09742285202248797,-0.002283418401581246,4291.421052631579
LR,l2,0,D_only,21-50,negative,0.10000000209151372,0.08075602643996091,0.00807560267148787,6.714447810322764e-05,5030.684210526316
LR,l2,0,N_only,1-5,positive,1.0,0.14210120050465155,0.14210120050465155,0.020856570978276496,509.63157894736844
LR,l2,0,N_only,1-5,negative,0.10000000274954406,0.09933339571597284,0.00993333964747268,7.865084067024067e-05,1044.0526315789473
LR,l2,0,N_only,6-20,positive,1.0,0.0981436171853088,0.0981436171853088,-0.001274418156959392,1189.0526315789473
LR,l2,0,N_only,6-20,negative,0.10000000152890523,0.07756054274261451,0.0077560544006229845,0.00010496266306099228,3472.0
LR,l2,0,N_only,21-50,positive,1.0,0.06882495924467395,0.06882495924467395,-0.0025600238408722193,2539.0526315789475
LR,l2,0,N_only,21-50,negative,0.10000000091610228,0.05410514199058882,0.005410514405480495,2.4239547918350237e-05,6783.0526315789475
LR,l2,0,both,1-5,positive,1.0,0.18099949042717384,0.18099949042717384,0.0032982376887341035,202.05263157894737
LR,l2,0,both,1-5,negative,0.1000000015829864,0.14898652221165107,0.014898652763356487,-0.0018224025660391586,244.26315789473685
LR,l2,0,both,6-20,positive,1.0,0.14786688387439473,0.14786688387439473,0.004769024871737883,518.1578947368421
LR,l2,0,both,6-20,negative,0.10000000243140082,0.10399936597417687,0.010399936618361557,0.00026926948973606777,820.7894736842105
LR,l2,0,both,21-50,positive,1.0,0.09274168612258922,0.09274168612258922,-0.004903544441960651,1088.1052631578948
LR,l2,0,both,21-50,negative,0.10000000145594896,0.07217843496094338,0.007217843402187896,0.0002687394814344699,1589.7894736842106
LR,l2,0,rest,1-5,positive,1.0,0.18466644830871662,0.18466644830871662,0.01899785480157557,1449.3157894736842
LR,l2,0,rest,1-5,negative,0.10000000502882582,0.11196882299096696,0.011196882447777981,-0.00044054162029164717,2997.0
LR,l2,0,rest,6-20,positive,1.0,0.13731724067855616,0.13731724067855616,0.0011407984051239842,3897.5263157894738
LR,l2,0,rest,6-20,negative,0.10000000238373367,0.08768954764204687,0.008768954948611194,0.00010657308714175847,9441.421052631578
LR,l2,0,rest,21-50,positive,1.0,0.08715535950409965,0.08715535950409965,-0.003470126573891082,7999.421052631579
LR,l2,0,rest,21-50,negative,0.10000000132324985,0.06075553123633375,0.006075553059778682,5.350482239899058e-05,18678.473684210527
LR,l2,1,ALL,1-5,positive,1.0,0.16593926861599662,0.16593926861599662,0.018941948735040123,3228.5789473684213
LR,l2,1,ALL,1-5,negative,0.1000000102125529,0.1150178777058509,0.011501787652250248,-0.0006602264940195756,4771.421052631579
LR,l2,1,ALL,6-20,positive,1.0,0.12886232755524724,0.12886232755524724,-0.002001789325636791,8338.631578947368
LR,l2,1,ALL,6-20,negative,0.1000000076899138,0.08912714310292968,0.008912714670979387,0.0001248501605181804,15661.368421052632
LR,l2,1,ALL,21-50,positive,1.0,0.08029975270184446,0.08029975270184446,-0.002012495717630803,18069.526315789473
LR,l2,1,ALL,21-50,negative,0.10000000877133638,0.05960885349024913,0.0059608854170235,8.75149454754e-05,29930.473684210527
LR,l2,1,D_only,1-5,positive,1.0,0.18216259168541904,0.18216259168541904,0.02546871141204161,797.4736842105264
LR,l2,1,D_only,1-5,negative,0.10000000235350578,0.14666432641793672,0.014666432827150773,-0.0012759648035812609,764.6315789473684
LR,l2,1,D_only,6-20,positive,1.0,0.14351530514862365,0.14351530514862365,-0.004019696994066525,2180.315789473684
LR,l2,1,D_only,6-20,negative,0.1000000026791161,0.11435986754953249,0.01143598671807666,-5.1720360128700637e-05,2506.0
LR,l2,1,D_only,21-50,positive,1.0,0.09019720152188125,0.09019720152188125,-0.002227132243281481,4576.9473684210525
LR,l2,1,D_only,21-50,negative,0.10000000201053678,0.07510203340758106,0.007510203587231259,-1.0118233461241503e-05,4795.684210526316
LR,l2,1,N_only,1-5,positive,1.0,0.13661066797648258,0.13661066797648258,0.018781660209256236,535.0
LR,l2,1,N_only,1-5,negative,0.10000000062127319,0.09832114550413025,0.00983211474133112,-0.00016270841337090455,1027.1052631578948
LR,l2,1,N_only,6-20,positive,1.0,0.09570354115165161,0.09570354115165161,-0.0020433605284691917,1169.421052631579
LR,l2,1,N_only,6-20,negative,0.10000000292728055,0.0748573291944477,0.007485732945219946,7.449183071168049e-05,3516.8947368421054
LR,l2,1,N_only,21-50,positive,1.0,0.06144910601342679,0.06144910601342679,-0.0011545300666429073,2663.842105263158
LR,l2,1,N_only,21-50,negative,0.1000000025630069,0.051888490241969364,0.005188849176886794,6.766657416918778e-05,6708.789473684211
LR,l2,1,both,1-5,positive,1.0,0.1622932647337997,0.1622932647337997,0.01859524108598386,202.57894736842104
LR,l2,1,both,1-5,negative,0.10000000206092251,0.14351319034081167,0.014351319365283235,-0.002101418589066587,235.31578947368422
LR,l2,1,both,6-20,positive,1.0,0.12667435165196833,0.12667435165196833,0.0009903568551593025,490.5263157894737
LR,l2,1,both,6-20,negative,0.10000000067151286,0.10987130776043069,0.010987131026016728,0.0002336815138470385,823.1578947368421
LR,l2,1,both,21-50,positive,1.0,0.07966581070213362,0.07966581070213362,-0.002949448981020523,1002.578947368421
LR,l2,1,both,21-50,negative,0.09999999956209597,0.06807709949659001,0.006807710080078353,0.00012977239155516406,1624.7894736842106
LR,l2,1,rest,1-5,positive,1.0,0.16812833504303082,0.16812833504303082,0.01629676242903199,1693.5263157894738
LR,l2,1,rest,1-5,negative,0.1000000030059245,0.11053048394688396,0.0110530485122863,-0.0005797777818900137,2744.3684210526317
LR,l2,1,rest,6-20,positive,1.0,0.1303889833853354,0.1303889833853354,-0.0012141877643010405,4498.368421052632
LR,l2,1,rest,6-20,negative,0.10000000205529853,0.08601674996509072,0.00860167523475939,0.0002048950627953733,8815.315789473685
LR,l2,1,rest,21-50,positive,1.0,0.0807590039094038,0.0807590039094038,-0.0019389225504805533,9826.157894736842
LR,l2,1,rest,21-50,negative,0.1000000020773878,0.05762290224611827,0.005762290377508299,0.00013271756286587405,16801.21052631579
LR,l2,2,ALL,1-5,positive,1.0,0.18437936619718848,0.18437936619718848,0.023926275456865254,2719.6315789473683
LR,l2,2,ALL,1-5,negative,0.10000001285073051,0.12694995250674207,0.012694995176274091,-0.0008191429669082453,5280.368421052632
LR,l2,2,ALL,6-20,positive,1.0,0.13705282611661004,0.13705282611661004,-0.0004880763960137507,7082.368421052632
LR,l2,2,ALL,6-20,negative,0.1000000091185765,0.09430713049397092,0.009430713459762012,3.516089800566519e-05,16917.63157894737
LR,l2,2,ALL,21-50,positive,1.0,0.08960311206383353,0.08960311206383353,-0.0031491471404479056,14894.21052631579
LR,l2,2,ALL,21-50,negative,0.1000000104531142,0.06756008880534442,0.006756008984880313,6.949493947852057e-05,33105.78947368421
LR,l2,2,D_only,1-5,positive,1.0,0.20513216978159574,0.20513216978159574,0.037543763080004754,660.7894736842105
LR,l2,2,D_only,1-5,negative,0.10000000225897157,0.15659725660347734,0.015659725738546636,-0.0018496468985187452,901.3157894736842
LR,l2,2,D_only,6-20,positive,1.0,0.1581724277119224,0.1581724277119224,-0.003264512966086319,1771.8947368421052
LR,l2,2,D_only,6-20,negative,0.10000000080263571,0.11575651370023088,0.011575651862826155,5.744578527563195e-05,2914.4210526315787
LR,l2,2,D_only,21-50,positive,1.0,0.10294616026312368,0.10294616026312368,-0.0029418644219653014,3743.157894736842
LR,l2,2,D_only,21-50,negative,0.09999999850147472,0.08256929110254596,0.008256929169971007,-4.049861130486713e-05,5629.473684210527
LR,l2,2,N_only,1-5,positive,1.0,0.15284100441436188,0.15284100441436188,0.021863927525108556,538.578947368421
LR,l2,2,N_only,1-5,negative,0.0999999997825416,0.11178382636978179,0.011178382804927008,-0.0005459688527209286,1023.5263157894736
LR,l2,2,N_only,6-20,positive,1.0,0.10452758531589994,0.10452758531589994,-0.00041068228006974484,1249.7894736842106
LR,l2,2,N_only,6-20,negative,0.10000000184650545,0.08394633170752142,0.008394633181614087,7.17934052321412e-05,3436.5263157894738
LR,l2,2,N_only,21-50,positive,1.0,0.07268358507894056,0.07268358507894056,-0.0031825005415594804,2576.2631578947367
LR,l2,2,N_only,21-50,negative,0.10000000276258904,0.06075651544338865,0.006075651562177,0.0001269655240394675,6796.368421052632
LR,l2,2,both,1-5,positive,1.0,0.18203624178209166,0.18203624178209166,0.022883556918322046,197.05263157894737
LR,l2,2,both,1-5,negative,0.10000000173730354,0.16096179642009267,0.01609618016781635,-0.0018667188708392038,240.8421052631579
LR,l2,2,both,6-20,positive,1.0,0.13596346150944036,0.13596346150944036,-0.0016130615372832596,426.3157894736842
LR,l2,2,both,6-20,negative,0.10000000122154504,0.11186642753665742,0.011186642808757386,0.00016917532305018947,887.3684210526316
LR,l2,2,both,21-50,positive,1.0,0.09067360294511193,0.09067360294511193,-0.003737017675437145,840.8947368421053
LR,l2,2,both,21-50,negative,0.10000000134006104,0.07732369724076378,0.007732369821221684,0.00015571040689676082,1786.4736842105262
LR,l2,2,rest,1-5,positive,1.0,0.1873338447533131,0.1873338447533131,0.020850767248073044,1323.2105263157894
LR,l2,2,rest,1-5,negative,0.10000000611976333,0.12120007388362511,0.012120007829841965,-0.0005658080062754167,3114.684210526316
LR,l2,2,rest,6-20,positive,1.0,0.13767857611875126,0.13767857611875126,-8.203924527229171e-05,3634.3684210526317
LR,l2,2,rest,6-20,negative,0.1000000013236934,0.09021059660760518,0.00902106005765387,1.8718390172208767e-05,9679.315789473685
LR,l2,2,rest,21-50,positive,1.0,0.08809683059086684,0.08809683059086684,-0.0032844731962444304,7733.894736842105
LR,l2,2,rest,21-50,negative,0.10000000294585928,0.06473146667527178,0.006473146791975864,8.769285268805565e-05,18893.473684210527
