hit999,status,rest,quiet,burst,n_bursts,first_burst_step,min_correct_rest,pre_start,pre_end,pre_len,pre_growth,pre_rate,radWh,newD,fitF,oldW0,fit_sq,share_new,decomp_check,pre_band_top,pre_band_mid1,pre_band_mid2,pre_band_low,pre_band_mu,pre_band_comp,quiet_band_top,quiet_band_mid1,quiet_band_mid2,quiet_band_low,quiet_band_mu,quiet_band_comp,n_1k,sqrt_kappa,kappa,rms_u,wnorm,cos_1k,keff_med,log_keff_med,ce32_med,log_ce32_med,ce32_zero_frac,log_resid_mean_med,keff32_med,nact2_med,margin_med_start,margin_min_start,margin_q10_start,sqrtv_med,frac_sqrtv_lt_eps,frac_sqrtv_lt_10eps,ratio_mean,kappa100,kappa_g100,n2_rest,n3_rest,n1_start,n1_h,n1_end,bundle,seed
400,ok,689.4028,149.14355,540.25926,1,23300,1016,900,23200,22300,147.55807,0.006616954,99.035642,48.522433,26.452096,72.583545,461.50483,0.32883618,5.1159077e-12,-16.210703,60.188942,77.907095,25.837764,-0.24503699,0.080014421,-18.039827,60.919203,79.778107,26.654065,-0.24923771,0.081236697,22,0.42385381,0.17965411,0.00057981341,207.43651,0.053440235,234.22281,5.4562698,1.705878e-06,-13.281777,0,-13.279323,227.03921,460,12.564404,3.3307152,6.1868367,6.6514231e-06,0,0,0.00079679495,0.21820692,0.011033336,12.986018,1.3674844,42970.325,42972.246,43661.649,A_own,2
300,ok,687.4349,175.03989,512.39502,1,23600,1105,800,23500,22700,171.5898,0.0075590222,120.31395,51.275856,36.770319,83.54363,472.3534,0.2988281,-3.4106051e-13,-8.9235803,71.3509,83.568498,25.673621,-0.18658499,0.10695118,-10.889734,72.97902,86.525361,26.499101,-0.18794994,0.11408906,22,0.43851422,0.19229536,0.00054702216,208.43211,0.053971808,233.95778,5.4551407,1.7210275e-06,-13.272946,0,-13.270359,221.97105,463,12.460905,2.2769108,6.0205755,6.9705452e-06,0,0,0.00076726712,0.22900001,0.011922125,11.806617,1.7927095,43359.515,43386.201,44073.636,A_own,3
400,ok,729.45692,151.40765,578.04927,1,23000,1090,900,22900,22000,141.97639,0.0064534723,103.46336,38.513028,16.323644,87.139719,458.62,0.27126361,4.1779913e-12,-4.9365019,46.73016,73.199119,27.085366,-0.19122104,0.089469034,-14.308973,52.522546,82.925596,30.356023,-0.19413276,0.10658557,21,0.42797633,0.18316374,0.00054948078,204.83308,0.061069604,208.436,5.339632,1.8547878e-06,-13.19774,0,-13.195045,195.33449,451,12.41109,3.7152815,6.4770246,7.2020866e-06,0,0,0.00078093223,0.22379988,0.012046483,9.4832418,1.1829761,41882.299,41900.626,42630.083,A_own,4
400,ok,726.15741,133.80919,592.34822,1,23100,1065,900,23000,22100,131.57596,0.0059536632,90.641125,40.934832,21.308308,69.332818,457.19609,0.31111179,-5.1159077e-13,-11.09402,40.158212,77.015041,25.49974,-0.12118324,0.11816756,-13.161522,40.640001,79.623989,26.711216,-0.12433182,0.11983677,22,0.42083261,0.17710008,0.00062926559,207.87509,0.054909167,238.39969,5.4739483,1.8977041e-06,-13.175221,0,-13.172683,226.51024,480,12.018557,2.6533585,6.0254369,7.1417071e-06,0,0,0.00083707773,0.22209838,0.011632491,17.030336,1.643263,43129.16,43147.066,43873.223,A_own,5
300,ok,754.56603,156.41895,598.14708,1,23000,970,800,22900,22100,153.69093,0.0069543406,114.17105,39.519874,17.287188,96.883864,456.53425,0.25713863,1.2505552e-12,5.0034714,42.762923,80.236266,25.74066,-0.1500404,0.097645818,2.6430002,44.444362,82.387394,26.997037,-0.15223817,0.099397395,21,0.40964983,0.16781298,0.00059954678,209.16403,0.055739166,210.65617,5.3502272,2.1392473e-06,-13.05542,0,-13.053855,194.89567,439,13.131005,3.9146519,6.1440072,8.235429e-06,0,0,0.00081663667,0.21594183,0.010860263,14.189175,1.2519688,43704.282,43696.624,44451.19,A_own,6
400,ok,799.86257,149.29125,650.57132,1,23800,1031,900,23700,22800,148.13344,0.0064970808,103.86931,44.264137,15.285558,88.583747,490.78462,0.29881259,3.7232439e-12,-39.915249,66.710185,90.784244,30.613328,-0.18193715,0.12287203,-40.604575,66.234866,92.521312,31.197568,-0.18349593,0.12557982,22,0.41965594,0.17611234,0.00060813971,211.5154,0.057780122,199.35848,5.2951046,1.8291578e-06,-13.211655,0,-13.209064,188.06415,435,12.800686,3.8969421,6.3882394,6.1299183e-06,0,0,0.0008441988,0.22056872,0.011295063,13.051182,1.9731259,44684.552,44677.287,45477.149,A_own,7
400,ok,744.95693,148.99505,595.96188,1,23100,1090,900,23000,22100,147.67164,0.0066819748,104.39919,43.272453,18.361382,86.037809,466.99009,0.29303156,-6.4233063e-12,-21.824281,57.931867,83.546454,28.119158,-0.16234043,0.060786064,-23.361566,58.108869,85.43631,28.911604,-0.16270245,0.06253254,22,0.41731149,0.17415453,0.00064871792,211.19543,0.054637853,210.5583,5.3497624,2.1982063e-06,-13.028274,0,-13.026476,205.58756,474,11.558225,3.5755997,6.0073824,7.1920824e-06,0,0,0.00092341589,0.21226337,0.010977847,15.668202,2.0172673,44560.492,44537.38,45282.337,A_own,8
300,ok,743.38966,141.03781,602.35185,1,23400,1001,800,23300,22500,138.72923,0.0061657435,105.04241,33.686822,23.228168,81.814238,461.08874,0.24282426,2.6147973e-12,17.200877,51.119264,52.814331,17.695938,-0.15292236,0.051739345,12.799282,51.921995,57.94029,18.47257,-0.15568645,0.059361101,22,0.44547881,0.19845356,0.00044426265,208.83286,0.04684414,168.92779,5.1294713,1.4179379e-06,-13.466621,0,-13.464196,157.09976,366.5,15.264827,4.2068634,7.1950841,7.4220873e-06,0,0,0.00061953049,0.23609611,0.012532911,10.298216,1.3182921,43563.964,43574.196,44317.585,A_own,9
2500,ok,2045.6433,1578.2668,467.37652,1,23500,985,3000,23400,20400,1555.3471,0.076242504,1297.5575,257.78958,496.46196,801.09554,1186.042,0.16574409,0,186.62077,868.1585,432.49994,67.662803,-0.38151123,0.78658627,185.40227,881.99812,440.9572,69.510204,-0.38955482,0.7885369,20,0.23381513,0.054670483,0.0033450103,208.49099,0.21745792,495.40115,6.2053678,1.2481222e-05,-11.291285,0,-11.290895,488.39218,1011,5.6274605,1.7126923,4.2149763,4.6577575e-06,0,0,0.004717026,0.098036733,0.0051441532,80.787808,3.8026644,42740.223,42631.534,44677.177,A_C,0
2600,ok,2031.0453,1582.4244,448.62088,1,24100,785,3100,24000,20900,1554.5092,0.074378432,1293.8315,260.67767,497.32604,796.50551,1252.7242,0.1676913,-9.094947e-13,197.12088,851.00562,433.87706,72.278902,-0.37746323,0.60422973,190.47566,867.4372,449.29664,74.978178,-0.37927608,0.61599485,20,0.23268854,0.054143987,0.0033588364,211.62047,0.21200358,497.3632,6.2093203,1.1900841e-05,-11.339188,0,-11.33895,495.63315,1049,5.7310953,1.6684017,4.064672,4.3907355e-06,0,0,0.0048286535,0.098932143,0.0053298959,81.36486,3.9307695,43932.068,43903.546,45934.591,A_C,1
2500,ok,1952.6079,1512.373,440.23481,1,23000,710,3000,22900,19900,1478.8678,0.074314964,1222.6792,256.18859,518.99783,703.68136,1253.4144,0.17323292,-4.0927262e-12,181.18861,797.39946,436.3005,63.731841,-0.55668727,0.80405311,175.78579,818.75953,450.88643,66.713023,-0.57639086,0.80465686,19,0.22951553,0.052677378,0.0033843952,209.27177,0.21514241,518.82901,6.2515744,1.3856918e-05,-11.187079,0,-11.186787,507.8195,1035.5,5.6326284,0.4643383,4.1685891,5.0834506e-06,0,0,0.0049799129,0.094092586,0.0050033574,77.444394,3.3708219,42970.325,42980.653,44933.261,A_C,2
2300,ok,2036.05,1562.6131,473.43689,1,23500,850,2800,23400,20600,1541.54,0.07483204,1271.4757,270.06434,497.55236,773.92333,1123.3332,0.17519126,-1.3642421e-12,200.6932,828.2745,435.03939,77.148235,-0.38364224,0.76834669,197.18158,840.79928,444.89845,79.35107,-0.38992119,0.77263866,20,0.22013482,0.048460052,0.0035545557,210.02664,0.21148894,436.89588,6.0796949,1.3430571e-05,-11.217977,0,-11.217791,436.7025,976,5.405066,1.2825317,3.8499761,4.9992427e-06,0,0,0.0049722462,0.090571442,0.0048448187,87.059683,3.8538815,43359.515,43233.154,45269.204,A_C,3
2400,ok,2017.4594,1561.7658,455.69362,1,23600,739,2900,23500,20600,1535.5238,0.074539993,1273.3237,262.20016,540.02312,733.30057,1253.7494,0.17075616,1.3642421e-12,211.59156,815.14033,436.54213,72.092129,-0.48006609,0.63776894,209.7273,829.24224,448.16286,74.485064,-0.4923689,0.64070052,20,0.21837924,0.047689492,0.0034990114,206.69251,0.22011028,456.45924,6.1234994,1.1901567e-05,-11.338841,0,-11.338562,453.59886,1052,5.7065129,2.181469,4.1965127,4.4553913e-06,0,0,0.0050774789,0.089924571,0.0047612362,79.933465,3.4707118,41882.299,41850.68,43868.139,A_C,4
2300,ok,1906.9774,1525.2514,381.72601,1,23000,944,2800,22900,20100,1498.3781,0.074546176,1241.8165,256.56165,521.75415,720.06233,1234.5936,0.17122624,1.8189894e-12,202.15877,814.53412,409.36837,71.989249,-0.38630948,0.71392329,200.18917,830.35429,420.175,74.207497,-0.39187827,0.71727586,19,0.21227052,0.045058772,0.0036359111,209.49442,0.2190542,459.85887,6.1309194,1.5882721e-05,-11.050737,0,-11.050403,457.78808,1028,5.4666967,1.4744797,3.9555326,5.6426845e-06,0,0,0.0053121862,0.087888268,0.0047648447,76.826734,3.676503,43129.16,43053.106,44960.084,A_C,5
2400,ok,1922.0048,1500.9035,421.10136,1,22900,848,2900,22800,19900,1468.5557,0.073796769,1221.2518,247.30392,527.93831,693.31347,1252.962,0.16839942,1.8189894e-12,201.24245,789.6627,416.56484,60.793344,-0.38319972,0.67558325,197.43487,809.17546,430.94779,63.06,-0.39909869,0.68443486,19,0.23936855,0.057297302,0.0031968118,210.66096,0.21022753,517.35599,6.2487312,1.5926516e-05,-11.047977,0,-11.047675,515.7983,1062,5.4477282,1.7034416,3.9177561,5.9357699e-06,0,0,0.0046131247,0.09920378,0.0052009771,74.078826,3.2711494,43704.282,43573.48,45495.484,A_C,6
3300,ok,1629.2612,1171.1347,458.12647,1,24500,735,3800,24400,20600,1152.6695,0.055954829,988.13296,164.53651,441.57802,546.55495,1631.2078,0.14274388,4.5474735e-13,145.71695,606.47161,337.92775,62.481669,-0.34484214,0.4163371,144.40575,615.90419,346.55982,64.194643,-0.35181115,0.42212626,20,0.24376677,0.059422794,0.0027722708,213.33398,0.19556053,444.17615,6.0962212,1.394216e-05,-11.180593,0,-11.180338,441.19284,971,6.5942459,2.2621765,4.6746802,5.8270853e-06,0,0,0.0039946395,0.10540432,0.0053651279,59.954818,3.571153,44684.552,44941.969,46571.23,A_C,7
2500,ok,2054.421,1568.6665,485.75456,1,23700,642,3000,23600,20600,1546.1991,0.07505821,1278.5618,267.63733,524.48536,754.07643,1179.4139,0.1730937,4.3200998e-12,188.85982,871.99565,419.28827,65.698772,-0.44133622,0.79794528,186.91598,884.50843,429.55262,67.339819,-0.45072302,0.80034889,20,0.22529598,0.050758279,0.0034081244,213.11877,0.21071457,520.76348,6.255296,1.2265472e-05,-11.308722,0,-11.30836,515.70606,1045,5.4727287,2.2340889,3.9667645,4.5534903e-06,0,0,0.0050003299,0.092120234,0.0048586914,79.67574,3.8817112,44560.492,44540.893,46595.314,A_C,8
2400,ok,2105.8525,1628.3318,477.5207,1,23500,1003,2900,23400,20500,1608.6997,0.078473157,1330.5391,278.16065,546.7901,783.74896,1244.0015,0.17291024,4.7748472e-12,240.76567,856.06612,442.04439,69.349859,-0.30578767,0.7794656,237.06143,867.84207,451.4531,71.512042,-0.31640475,0.77953938,20,0.22746782,0.051741611,0.0035707586,210.41418,0.21590053,521.63533,6.2569687,1.353278e-05,-11.21088,0,-11.21063,513.92334,1065.5,5.4427347,1.232563,3.9849057,4.9054015e-06,0,0,0.0049987605,0.09578284,0.005031208,82.747142,3.9793643,43563.964,43386.721,45492.573,A_C,9
100,ok,715.52092,107.71355,607.80736,1,18700,1130,600,18600,18000,105.44139,0.0058578548,79.684058,25.757329,0.1066207,79.577437,0.0012450376,0.24428102,-4.4479975e-12,48.005873,30.934077,21.563551,5.0995198,-0.17509971,0.013465205,45.836073,31.75421,24.265435,6.0199347,-0.17651463,0.014415936,17,0.49699548,0.2470045,0.00021121914,206.7513,0.029575899,114.4221,4.7398942,6.3677604e-08,-16.569433,0,-16.526251,100.1886,229,26.432652,9.3376045,12.915273,1.4905784e-06,0,0,0.00028716652,0.28567202,0.016015436,13.904305,0.9196389,42740.223,42740.416,43455.937,A_same,0
100,ok,679.01386,28.883874,650.12999,1,16400,1017,600,16300,15700,24.44927,0.0015572783,15.763396,8.6858739,0.098789041,15.664607,0.0013192681,0.35526108,-5.2580162e-13,-0.47415195,7.3856532,13.356183,4.2239211,-0.044662305,0.0023263846,-2.5392985,9.37724,16.658752,5.42589,-0.046177426,0.007468037,15,0.4842998,0.2345463,0.00019873955,209.61308,0.020348863,125.02615,4.8285229,4.4008086e-08,-16.939056,0,-16.887652,106.46574,237,27.772371,10.292142,13.44784,1.0698215e-06,0,0,0.00028256729,0.28242201,0.015766295,8.5396717,0.94583352,43932.068,43932.282,44611.296,A_same,1
100,ok,725.19862,84.834953,640.36367,1,17700,1088,600,17600,17000,80.722743,0.0047483967,46.594835,34.127908,0.27232548,46.322509,0.0028868487,0.42277934,-4.5190518e-12,9.4240678,35.035476,29.880168,6.5560906,-0.20762853,0.034569842,7.3543782,36.781318,33.067123,7.8043418,-0.21073743,0.038529928,16,0.47487987,0.22551089,0.00027700716,207.32243,0.030760439,139.29261,4.9365769,8.5731322e-08,-16.272048,0,-16.230465,125.27713,284,23.994303,9.3664322,11.812682,1.1329905e-06,0,0,0.00038267757,0.26797284,0.014534397,14.944737,0.74528179,42970.325,42970.872,43696.071,A_same,2
100,ok,763.08646,119.02395,644.06251,1,18800,1078,600,18700,18100,118.58405,0.0065516051,89.116454,29.467597,0.11207008,89.004384,0.0012308045,0.24849545,7.1906925e-12,50.252971,39.785108,23.242295,5.4552502,-0.15842233,0.0068503497,48.452919,40.31951,24.459619,5.9438537,-0.15853183,0.0065773605,17,0.48290605,0.23319825,0.00020598099,208.24324,0.026788294,84.956008,4.4421332,6.0995397e-08,-16.612692,0,-16.582356,77.855598,199,28.12825,8.8821983,13.132163,1.5225812e-06,0,0,0.00027415743,0.27884673,0.015361433,13.779962,1.2206561,43359.515,43359.701,44122.788,A_same,3
100,ok,697.16408,76.303574,620.8605,1,17800,921,600,17700,17100,74.056783,0.004330806,49.221888,24.834895,0.16696881,49.054919,0.0020522677,0.33534937,-8.2280849e-12,21.994079,30.351829,16.476899,5.423827,-0.19965646,0.0098054752,20.054832,30.9583,18.826948,6.6507522,-0.19961807,0.012360281,16,0.4918281,0.2418956,0.00023731717,204.67135,0.02412267,123.94877,4.8198683,6.8495648e-08,-16.496748,0,-16.453155,104.4054,263,23.795696,8.8580017,12.365067,1.1088552e-06,0,0,0.00032818581,0.28234209,0.016028369,13.717278,1.0529066,41882.299,41882.622,42579.786,A_same,4
100,ok,792.69942,71.316903,721.38252,1,17700,1047,600,17600,17000,67.170701,0.0039512177,36.773438,30.397263,0.18467936,36.588759,0.0026098365,0.45253752,1.6342483e-12,16.149199,22.183051,22.187191,6.7679782,-0.13289806,0.016179953,15.338074,23.14114,24.916987,8.039208,-0.13566563,0.017160455,16,0.48508995,0.23532047,0.00026625234,207.69833,0.025603202,114.96097,4.7445927,6.6558499e-08,-16.525185,0,-16.48201,100.63964,253,24.829334,9.3145561,12.361937,1.0357046e-06,0,0,0.0003589249,0.27154393,0.015126487,12.497439,1.3133456,43129.16,43129.518,43922.217,A_same,5
100,ok,741.6597,105.43252,636.22719,1,17300,996,600,17200,16600,103.38223,0.0062278451,81.725934,21.656294,0.067405889,81.658528,0.00091977742,0.20947792,2.6005864e-12,50.070532,33.487388,16.126774,3.8414389,-0.14097399,-0.0029298485,50.140855,32.908216,18.052469,4.4753803,-0.14127087,-0.0031337038,16,0.48870181,0.23883414,0.00018949889,209.06752,0.027392508,90.069265,4.500579,4.341204e-08,-16.952529,0,-16.91976,74.959273,191,29.219692,9.6483612,14.631118,1.3189057e-06,0,0,0.00026024254,0.28117135,0.016064967,16.289017,1.2080919,43704.282,43704.467,44446.127,A_same,6
100,ok,641.47152,51.868352,589.60316,1,16700,977,600,16600,16000,34.44089,0.0021525556,22.067123,12.373766,0.1202058,21.946918,0.0016854368,0.35927545,-1.2718715e-12,-3.7207839,13.788009,19.959118,4.4902975,-0.10171638,0.025965118,-8.882131,22.575187,30.438742,7.7862994,-0.10658851,0.056843549,15,0.45308708,0.2052879,0.00023838886,211.4017,0.01961145,107.98103,4.6819555,7.2618306e-08,-16.438049,0,-16.415618,94.706161,232,26.899975,9.2095299,13.038855,1.3170016e-06,0,0,0.000316123,0.25066316,0.013654391,4.8861184,0.53771769,44684.552,44684.79,45326.262,A_same,7
100,ok,659.02411,49.757266,609.26685,1,17400,1144,600,17300,16700,47.645518,0.002853025,32.707219,14.938298,0.14108318,32.566136,0.001831025,0.31352998,6.5227823e-12,8.8550453,14.869396,18.320807,5.7181456,-0.12175731,0.0038814694,7.3688322,15.174506,20.640038,6.6911964,-0.12197338,0.0046664618,16,0.48955608,0.2396701,0.00024599623,211.10945,0.021228906,117.67267,4.7679031,7.1177855e-08,-16.458349,0,-16.416715,95.395336,241,25.92975,9.1733341,12.852752,1.2764078e-06,0,0,0.00034871435,0.27414194,0.014614017,9.6386438,1.1166238,44560.492,44560.736,45219.76,A_same,8
100,ok,790.12174,148.33481,641.78692,1,18100,1134,600,18000,17400,146.55938,0.0084229527,107.44097,39.118405,0.14867601,107.2923,0.0015774276,0.26691165,4.6043169e-12,65.615297,53.848482,21.631102,5.6792386,-0.21489042,0.00014721124,63.942129,54.826055,23.377135,6.4001268,-0.21382866,0.0031943174,17,0.4815571,0.23189724,0.00023419216,208.73825,0.029769911,93.523744,4.5382154,5.4240211e-08,-16.729843,0,-16.682417,78.824095,206,26.796051,9.211482,13.248944,1.1230236e-06,0,0,0.00030796242,0.27815058,0.015329815,18.799451,1.5057879,43563.964,43564.226,44354.348,A_same,9
