arm,task,hit999_med,n1_start_med,n1_end_med,n1_sw_med,efolds_med,dn1_post_med,min_correct_after_sw_min,n_dead,n_noswitch
S_mid,47,1850.0,12002.196611995292,12148.57583908839,12140.560157897587,1.3063470597927356,7.889168212238474,1200,0,0
S_mid,48,1900.0,12148.57583908839,12322.89569427773,12315.142066120294,1.3541480634451668,8.263067523392237,1199,0,0
S_mid,49,1900.0,12322.89569427773,12555.902058604417,12548.348073033161,1.3348481120845406,7.965595936950194,1200,0,0
S_mid,50,1900.0,12555.902058604417,12699.86574598269,12691.494583724185,1.3125462678758195,7.990005575356008,1200,0,0
S_hi,1,1800.0,33.348007800773225,714.3558213815926,709.0913473252365,3.2837733471794675,5.26447405635605,1200,0,0
S_hi,2,2150.0,714.3558213815926,1475.6073318766375,1469.155472479551,3.3321431813971114,6.947593615268715,1192,0,0
S_hi,3,2050.0,1475.6073318766375,1962.9838992090051,1954.9253139698912,3.5486051925941045,8.781320650994303,1200,0,0
S_hi,4,1950.0,1962.9838992090051,2509.663549581128,2499.7316659517746,3.741684177661641,11.450993821909378,1200,0,0
S_hi,5,1850.0,2509.663549581128,2846.434907810635,2831.7844092912273,4.094101024270255,14.922085134656072,1199,0,0
S_hi,6,1800.0,2846.434907810635,3120.1935239118625,3099.556836559369,3.8379174423727376,20.49706257882076,1200,0,0
S_hi,7,1650.0,3120.1935239118625,3307.9118675633517,3283.3573056285863,3.7997433494257717,23.680014465657678,1176,0,0
S_hi,8,1600.0,3307.9118675633517,3455.891416055298,3429.5901448549516,3.8298607434442404,26.300357559304075,1200,0,0
S_hi,9,1550.0,3455.891416055298,3576.7632649303746,3548.7933220691543,3.6373705365441644,27.36338294944312,1200,0,0
S_hi,10,1500.0,3576.7632649303746,3680.7947810105334,3653.177992698136,3.651719332257322,29.168430216379647,1199,0,0
S_hi,11,1500.0,3680.7947810105334,3763.5985938678823,3733.6906578300636,3.6442007353297257,29.174618431513636,1200,0,0
S_hi,12,1550.0,3763.5985938678823,3901.9788679721964,3871.3118136960056,3.6317094978878455,28.088665850246343,1191,0,0
S_hi,13,1500.0,3901.9788679721964,3993.0192633407873,3964.9990983347675,3.5544989889359613,28.02016500601985,1200,0,0
S_hi,14,1550.0,3993.0192633407873,4091.0011093807866,4064.4219555137265,3.5119708152175653,28.596493126088717,1200,0,0
S_hi,15,1500.0,4091.0011093807866,4180.661804519554,4152.2523991860335,3.6096274475215493,28.09653834237315,1200,0,0
S_hi,16,1500.0,4180.661804519554,4271.097046283639,4242.715655744032,3.511312773743727,27.56641062840731,1199,0,0
S_hi,17,1500.0,4271.097046283639,4362.21334031725,4335.446735570648,3.559675838559956,26.766604746602297,1200,0,0
S_hi,18,1450.0,4362.21334031725,4466.816265758316,4442.325492579619,3.57299311159926,27.642227779223504,1200,0,0
S_hi,19,1450.0,4466.816265758316,4559.743129811983,4531.189704066526,3.59464461651645,28.55342574545648,1200,0,0
S_hi,20,1500.0,4559.743129811983,4647.552903941369,4621.647868997976,3.55276220431346,28.179093262786864,1199,0,0
S_hi,21,1500.0,4647.552903941369,4738.826722975479,4711.732687678043,3.5282710628072533,26.641004657118174,1200,0,0
S_hi,22,1600.0,4738.826722975479,4819.566163243018,4790.5254876757535,3.4125758297508466,26.368575396463257,1200,0,0
S_hi,23,1500.0,4819.566163243018,4905.790749557476,4878.88399931167,3.5672155184700682,27.637224291168422,1199,0,0
S_hi,24,1600.0,4905.790749557476,5002.017838476477,4976.445732794682,3.438081210036118,26.35796682453838,1200,0,0
S_hi,25,1600.0,5002.017838476477,5094.87365055833,5067.901588613595,3.5141666722976694,26.634998440872096,1199,0,0
S_hi,26,1500.0,5094.87365055833,5178.149170433666,5151.343831573766,3.6002931473157602,27.82138804891065,1200,0,0
S_hi,27,1550.0,5178.149170433666,5249.6178283769605,5221.45492645412,3.6104168416898643,27.28394429906166,826,0,0
S_hi,28,1550.0,5249.6178283769605,5310.330928040954,5281.868180817521,3.504226531062915,27.141591097956734,1199,0,0
S_hi,29,1700.0,5310.330928040954,5450.044357764401,5425.852255420032,3.578507921271249,27.110582754008192,1171,0,0
S_hi,30,1600.0,5450.044357764401,5541.369730188531,5514.137411396015,3.484642920664867,27.131478935425548,1200,0,0
S_hi,31,1650.0,5541.369730188531,5631.314250612973,5603.0641727005695,3.453059580418601,26.095523230093022,1189,0,0
S_hi,32,1550.0,5631.314250612973,5712.793441470902,5683.71178628167,3.5424762690852445,27.78473507446097,1023,0,0
S_hi,33,1700.0,5712.793441470902,5830.81347266133,5802.371051775244,3.5296752396014393,27.155818971531517,1065,0,0
S_hi,34,1900.0,5830.81347266133,5916.192867471878,5887.830096442127,3.4063278241151007,27.064182634704594,1198,0,0
S_hi,35,1750.0,5916.192867471878,6046.005531973879,6017.87721735214,3.420473594344914,27.05825383595902,1200,0,0
S_hi,36,1900.0,6046.005531973879,6134.938983269555,6108.933016341324,3.3832846418167417,26.956209831643264,1198,0,0
S_hi,37,1700.0,6134.938983269555,6223.887633997093,6204.015319759028,3.463725390779347,26.753005690616646,700,0,0
S_hi,38,2000.0,6223.887633997093,6311.981282666546,6285.819397464697,3.279316487340068,26.522888705177593,1198,0,0
S_hi,39,1750.0,6311.981282666546,6397.082759526123,6368.8168920045555,3.350347249403714,27.20866565317874,1199,0,0
S_hi,40,1850.0,6397.082759526123,6477.405346190702,6459.879685758222,3.4044780124610696,26.461320593883556,785,0,0
S_hi,41,1750.0,6477.405346190702,6554.426087841627,6524.0490709807145,3.419602503294354,26.29579603273578,1080,0,0
S_hi,42,1800.0,6554.426087841627,6618.1280223765625,6591.844490285302,3.438373819525423,27.451614120625436,649,0,0
S_hi,43,1850.0,6618.1280223765625,6702.133642894294,6681.341001286825,3.3913009684196167,25.214253407237265,875,0,0
S_hi,44,2050.0,6702.133642894294,6775.8184641949065,6762.019553676977,3.399780787606555,26.89631891195222,843,0,0
S_hi,45,1900.0,6775.8184641949065,6848.8234001013625,6830.856370681592,3.386424633984012,24.48149652144002,670,0,0
S_hi,46,1900.0,6848.8234001013625,6931.094712990804,6914.869074508311,3.49410443119961,25.65353528904143,613,0,0
S_hi,47,2000.0,6931.094712990804,7014.978032194471,6988.186533895434,3.307322420333512,26.158229185375603,776,0,0
S_hi,48,1900.0,7014.978032194471,7098.054551686935,7077.963466355182,3.770068644532243,11.887498781325576,471,0,0
S_hi,49,2000.0,7098.054551686935,7184.26711517926,7171.51841312385,3.3354327259281478,28.38446297950577,670,0,0
S_hi,50,2200.0,7184.26711517926,7292.719875044359,7268.847107539967,3.1571018353957543,17.486809721301142,541,0,0
