arm,seed,t,band,N
S_hi,5,25,all,5385.638247496249
S_hi,5,50,top,197.2306669982535
S_hi,5,50,mid1,2525.2721043822694
S_hi,5,50,mid2,4089.4323725784297
S_hi,5,50,low,1318.2342618438106
S_hi,5,50,mu,19.34831532801067
S_hi,5,50,comp,35.76838781056085
S_hi,5,50,all,8185.2861089413345
A,6,1,top,146.55843909113707
A,6,1,mid1,551.9832669464449
A,6,1,mid2,413.3283467015999
A,6,1,low,91.44532207765434
A,6,1,mu,0.026091210290644606
A,6,1,comp,21.92255951267748
A,6,1,all,1225.2640255398044
A,6,25,top,1790.9560717791433
A,6,25,mid1,17476.707500592172
A,6,25,mid2,16866.986106161694
A,6,25,low,3778.5116153689223
A,6,25,mu,4.01945168573214
A,6,25,comp,123.12429761785461
A,6,25,all,40040.30504320552
A,6,50,top,2696.102109005409
A,6,50,mid1,30484.58407974641
A,6,50,mid2,34050.431882754
A,6,50,low,8287.882112032714
A,6,50,mu,15.94484693002289
A,6,50,comp,225.8442213759845
A,6,50,all,75760.78925184454
AR,6,1,top,146.55843909113707
AR,6,1,mid1,551.9832669464449
AR,6,1,mid2,413.3283467015999
AR,6,1,low,91.44532207765434
AR,6,1,mu,0.026091210290644606
AR,6,1,comp,21.92255951267748
AR,6,1,all,1225.2640255398044
AR,6,25,top,1777.7139932346006
AR,6,25,mid1,15625.732347983401
AR,6,25,mid2,15776.232945728712
AR,6,25,low,3853.352900162935
AR,6,25,mu,3.85801537452051
AR,6,25,comp,94.91897514645098
AR,6,25,all,37131.809177630625
AR,6,50,top,2925.5484734074253
AR,6,50,mid1,29479.650648239898
AR,6,50,mid2,34964.1676365268
AR,6,50,low,9102.292041191215
AR,6,50,mu,15.636568855948974
AR,6,50,comp,189.4757235661673
AR,6,50,all,76676.77109178745
F,6,1,top,72.54195668219953
F,6,1,mid1,252.22605828517703
F,6,1,mid2,183.11194732824094
F,6,1,low,40.913721188652104
F,6,1,mu,0.017605142099510144
F,6,1,comp,20.659497933301623
F,6,1,all,569.4707865596706
F,6,25,top,569.2899694667889
F,6,25,mid1,4950.307820182474
F,6,25,mid2,4859.5387508162175
F,6,25,low,1055.7463463840368
F,6,25,mu,2.020099886782971
F,6,25,comp,32.78432888757561
F,6,25,all,11469.687315623873
F,6,50,top,717.3155578022653
F,6,50,mid1,7788.260092151442
F,6,50,mid2,9298.009431999748
F,6,50,low,2108.065669996682
F,6,50,mu,7.420860984612531
F,6,50,comp,46.94351937540705
F,6,50,all,19966.015132310156
S_lo,6,1,top,72.76254351820421
S_lo,6,1,mid1,252.66910244676052
S_lo,6,1,mid2,183.47547540858176
S_lo,6,1,low,41.00123376266912
S_lo,6,1,mu,0.01761566962673066
S_lo,6,1,comp,20.659497464852848
S_lo,6,1,all,570.5854682706952
S_lo,6,25,top,378.92207950368584
S_lo,6,25,mid1,3670.8242572348263
S_lo,6,25,mid2,4126.682668186088
S_lo,6,25,low,1022.4042009306564
S_lo,6,25,mu,2.4293674100614
S_lo,6,25,comp,32.865570037041834
S_lo,6,25,all,9234.12814330236
S_lo,6,50,top,415.6250489933303
S_lo,6,50,mid1,5313.109393187377
S_lo,6,50,mid2,7386.812732896304
S_lo,6,50,low,2036.5625796008048
S_lo,6,50,mu,10.997985903613213
S_lo,6,50,comp,44.55344298727141
S_lo,6,50,all,15207.6611835687
S_mid,6,1,top,73.002537452213
S_mid,6,1,mid1,253.16176076768545
S_mid,6,1,mid2,183.88802009668316
S_mid,6,1,low,41.101909230665456
S_mid,6,1,mu,0.017622342917795335
S_mid,6,1,comp,20.659499702221638
S_mid,6,1,all,571.8313495923865
S_mid,6,25,top,247.81052498932806
S_mid,6,25,mid1,2727.5365094815274
S_mid,6,25,mid2,3417.7453986581213
S_mid,6,25,low,875.2614009431833
S_mid,6,25,mu,3.0866832617494695
S_mid,6,25,comp,30.914646802066272
S_mid,6,25,all,7302.355164135976
S_mid,6,50,top,270.45227634980233
S_mid,6,50,mid1,3529.8234648018547
S_mid,6,50,mid2,5554.594503041496
S_mid,6,50,low,1638.5537104050868
S_mid,6,50,mu,14.353929712620188
S_mid,6,50,comp,39.0704884703664
S_mid,6,50,all,11046.848372781227
S_hi,6,1,top,73.77981128130034
S_hi,6,1,mid1,254.81598194370116
S_hi,6,1,mid2,185.28556284427452
S_hi,6,1,low,41.4489091323551
S_hi,6,1,mu,0.017638595060866732
S_hi,6,1,comp,20.659498431618317
S_hi,6,1,all,576.0074022283103
S_hi,6,25,top,118.36699103207084
S_hi,6,25,mid1,1548.024220073356
S_hi,6,25,mid2,2115.0403185533523
S_hi,6,25,low,606.2049466378469
S_hi,6,25,mu,3.289019473301282
S_hi,6,25,comp,27.373239864092284
S_hi,6,25,all,4418.298735634019
S_hi,6,50,top,145.17313495170623
S_hi,6,50,mid1,1906.0938657558295
S_hi,6,50,mid2,3029.6937548599885
S_hi,6,50,low,1001.9627337736265
S_hi,6,50,mu,13.940116857067274
S_hi,6,50,comp,32.08322395848063
S_hi,6,50,all,6128.946830156699
A,7,1,top,162.50911948942687
A,7,1,mid1,648.1345963415262
A,7,1,mid2,455.3674693072746
A,7,1,low,111.42171102588941
A,7,1,mu,0.029424710273914013
A,7,1,comp,22.363057451786517
A,7,1,all,1399.8253783261773
A,7,25,top,1817.1554942838543
A,7,25,mid1,16822.783093512993
A,7,25,mid2,17023.739362555065
A,7,25,low,4011.316310027103
A,7,25,mu,5.165477857307535
A,7,25,comp,125.20241948959301
A,7,25,all,39805.36215772592
A,7,50,top,2297.758125581515
A,7,50,mid1,26970.183322432873
A,7,50,mid2,33601.90247470267
A,7,50,low,8422.19275454916
A,7,50,mu,25.490389987802907
A,7,50,comp,232.5382194925478
A,7,50,all,71550.06528674657
AR,7,1,top,162.50911948942687
AR,7,1,mid1,648.1345963415262
AR,7,1,mid2,455.3674693072746
AR,7,1,low,111.42171102588941
AR,7,1,mu,0.029424710273914013
AR,7,1,comp,22.363057451786517
AR,7,1,all,1399.8253783261773
AR,7,25,top,1699.825263877533
AR,7,25,mid1,16345.88601208714
AR,7,25,mid2,16062.022156240671
AR,7,25,low,3987.1611851613548
AR,7,25,mu,4.644673857397368
AR,7,25,comp,104.98919529037084
AR,7,25,all,38204.528486514464
AR,7,50,top,2485.775270663058
AR,7,50,mid1,27804.111421257483
AR,7,50,mid2,33851.18991170987
AR,7,50,low,9035.327462261614
AR,7,50,mu,21.986616308766095
AR,7,50,comp,201.24580715312914
AR,7,50,all,73399.63648935393
F,7,1,top,92.48292382216285
F,7,1,mid1,346.4513280044014
F,7,1,mid2,236.22759330737512
F,7,1,low,57.99249897140094
F,7,1,mu,0.017788388581195105
F,7,1,comp,20.738020080263027
F,7,1,all,753.9101525741844
F,7,25,top,623.2035925819472
F,7,25,mid1,5589.387926376043
F,7,25,mid2,5442.6942356777145
F,7,25,low,1248.491902909887
F,7,25,mu,2.543686366839041
F,7,25,comp,35.03557897460814
F,7,25,all,12941.356922887038
F,7,50,top,781.0829267931299
F,7,50,mid1,8501.078864218518
F,7,50,mid2,9914.413504887223
F,7,50,low,2335.072339903706
F,7,50,mu,8.538132902077745
F,7,50,comp,50.13138120860822
F,7,50,all,21590.317149913262
S_lo,7,1,top,92.60862055842578
S_lo,7,1,mid1,346.7058417540202
S_lo,7,1,mid2,236.45208867846685
S_lo,7,1,low,58.05596810891967
S_lo,7,1,mu,0.017791207004648507
S_lo,7,1,comp,20.73801378738483
S_lo,7,1,all,754.578324094222
S_lo,7,25,top,417.76315292787
S_lo,7,25,mid1,3984.4400611966803
S_lo,7,25,mid2,4453.239454176625
S_lo,7,25,low,1143.5396065489615
S_lo,7,25,mu,3.2010158071140777
S_lo,7,25,comp,33.660871451020284
S_lo,7,25,all,10035.844162108271
S_lo,7,50,top,520.5831107695549
S_lo,7,50,mid1,5862.060333238283
S_lo,7,50,mid2,8040.338715158107
S_lo,7,50,low,2257.485077350307
S_lo,7,50,mu,12.982449922748877
S_lo,7,50,comp,47.580856610693445
S_lo,7,50,all,16741.030543049696
S_mid,7,1,top,92.76541097499808
S_mid,7,1,mid1,347.0230045892176
S_mid,7,1,mid2,236.73763083399004
S_mid,7,1,low,58.137045799866215
S_mid,7,1,mu,0.01779091512694662
S_mid,7,1,comp,20.738020460903044
S_mid,7,1,all,755.4189035741019
S_mid,7,25,top,267.0391414720695
S_mid,7,25,mid1,3171.8475517294123
S_mid,7,25,mid2,3833.931373348996
S_mid,7,25,low,1031.0162372211535
S_mid,7,25,mu,3.61892320413019
S_mid,7,25,comp,31.93698745247093
S_mid,7,25,all,8339.390214428233
S_mid,7,50,top,327.6229944037931
S_mid,7,50,mid1,4253.734804407424
S_mid,7,50,mid2,6435.419153861232
S_mid,7,50,low,1915.5802039639093
S_mid,7,50,mu,16.167052282266052
S_mid,7,50,comp,42.27834000788607
S_mid,7,50,all,12990.802548926511
S_hi,7,1,top,93.37689823745166
S_hi,7,1,mid1,348.2375346026956
S_hi,7,1,mid2,237.84978106832537
S_hi,7,1,low,58.45812872610131
S_hi,7,1,mu,0.01778165686300597
S_hi,7,1,comp,20.738019314870826
S_hi,7,1,all,758.6781436063078
S_hi,7,25,top,142.43058856906205
S_hi,7,25,mid1,1771.6007006901555
S_hi,7,25,mid2,2392.78074960692
S_hi,7,25,low,687.750892088676
S_hi,7,25,mu,3.839682283104149
S_hi,7,25,comp,28.85316138718099
S_hi,7,25,all,5027.255774625099
S_hi,7,50,top,205.0314393265353
S_hi,7,50,mid1,2609.5876189351566
S_hi,7,50,mid2,4145.848984027287
S_hi,7,50,low,1308.8715120652737
S_hi,7,50,mu,19.547370307429816
S_hi,7,50,comp,36.86006445017301
S_hi,7,50,all,8325.746989111854
A,8,1,top,150.7936181947549
A,8,1,mid1,678.9614425986658
A,8,1,mid2,500.05717541920467
A,8,1,low,110.37421718069092
A,8,1,mu,0.03180492714074534
A,8,1,comp,22.10859769704507
A,8,1,all,1462.3268560175022
A,8,25,top,1929.965346234124
A,8,25,mid1,16763.74808316111
A,8,25,mid2,16909.504930616167
A,8,25,low,3853.638988681326
A,8,25,mu,5.716537326657074
A,8,25,comp,122.71980351291859
A,8,25,all,39585.2936895323
A,8,50,top,2906.0857534657534
A,8,50,mid1,30128.721180280438
A,8,50,mid2,34482.816700225216
A,8,50,low,8452.13036442739
A,8,50,mu,19.724516500007475
A,8,50,comp,214.45465996602434
A,8,50,all,76203.93317486483
AR,8,1,top,150.7936181947549
AR,8,1,mid1,678.9614425986658
AR,8,1,mid2,500.05717541920467
AR,8,1,low,110.37421718069092
AR,8,1,mu,0.03180492714074534
AR,8,1,comp,22.10859769704507
AR,8,1,all,1462.3268560175022
AR,8,25,top,1969.8485812338008
AR,8,25,mid1,15578.115501972808
AR,8,25,mid2,15732.188954998634
AR,8,25,low,3788.560702344748
AR,8,25,mu,5.220229798122641
AR,8,25,comp,99.57403318368597
AR,8,25,all,37173.508003531795
AR,8,50,top,2720.4377280945946
AR,8,50,mid1,27841.86438960422
AR,8,50,mid2,33913.754864015296
AR,8,50,low,8800.616530633564
AR,8,50,mu,21.517226155323137
AR,8,50,comp,196.12780625124287
AR,8,50,all,73494.31854475423
F,8,1,top,91.14865646060093
F,8,1,mid1,384.0639546698567
F,8,1,mid2,275.7223629503246
F,8,1,low,61.41049088267988
F,8,1,mu,0.02116439696632063
F,8,1,comp,20.76172442619793
F,8,1,all,833.1283537866263
F,8,25,top,603.9896329514219
F,8,25,mid1,5173.411751497076
F,8,25,mid2,5186.424959359876
F,8,25,low,1130.8704660118742
F,8,25,mu,2.4374078493571414
F,8,25,comp,33.426105133836245
F,8,25,all,12130.560322803442
F,8,50,top,834.7842310511172
F,8,50,mid1,8299.307539034413
F,8,50,mid2,9477.463719707575
F,8,50,low,2194.1480246400206
F,8,50,mu,8.972154914201813
F,8,50,comp,47.02437222757726
F,8,50,all,20861.700041574906
S_lo,8,1,top,91.28993697852393
S_lo,8,1,mid1,384.3316504588445
S_lo,8,1,mid2,275.9520452795793
S_lo,8,1,low,61.47110044890393
S_lo,8,1,mu,0.021151856004483043
S_lo,8,1,comp,20.76172198739198
S_lo,8,1,all,833.8276070092481
S_lo,8,25,top,429.12118328361106
S_lo,8,25,mid1,4011.9269490190927
S_lo,8,25,mid2,4705.325187772672
S_lo,8,25,low,1154.747902192546
S_lo,8,25,mu,3.180587947761954
S_lo,8,25,comp,33.46344240174585
S_lo,8,25,all,10337.765252617428
S_lo,8,50,top,542.7689441589126
S_lo,8,50,mid1,5838.363925381846
S_lo,8,50,mid2,8047.265332623599
S_lo,8,50,low,2176.174252833664
S_lo,8,50,mu,13.166723136304526
S_lo,8,50,comp,46.56601904217314
S_lo,8,50,all,16664.3051971765
S_mid,8,1,top,91.45857529059307
S_mid,8,1,mid1,384.64672681600587
S_mid,8,1,mid2,276.22468278444524
S_mid,8,1,low,61.544152108131634
S_mid,8,1,mu,0.021133144196203126
S_mid,8,1,comp,20.7617225743154
S_mid,8,1,all,834.6569927176874
S_mid,8,25,top,287.0459591218609
S_mid,8,25,mid1,3074.8271891107365
S_mid,8,25,mid2,3807.8000991577865
S_mid,8,25,low,979.5511980666588
S_mid,8,25,mu,3.7136212544431397
S_mid,8,25,comp,30.6706283702797
S_mid,8,25,all,8183.608695081765
S_mid,8,50,top,333.3396552529508
S_mid,8,50,mid1,4212.536958303952
S_mid,8,50,mid2,6398.4096761713
S_mid,8,50,low,1840.186933755991
S_mid,8,50,mu,17.167214021869942
S_mid,8,50,comp,39.732336141740234
S_mid,8,50,all,12841.372773647805
S_hi,8,1,top,92.10104568544196
S_hi,8,1,mid1,385.7905946369307
S_hi,8,1,mid2,277.2414286114133
S_hi,8,1,low,61.822940164745155
S_hi,8,1,mu,0.02105014386466453
S_hi,8,1,comp,20.761722826333767
S_hi,8,1,all,837.7387820687295
S_hi,8,25,top,143.48342699159065
S_hi,8,25,mid1,1807.9132049445802
S_hi,8,25,mid2,2491.880226775794
S_hi,8,25,low,703.3067340065294
S_hi,8,25,mu,4.1000101943166625
S_hi,8,25,comp,28.223446283134763
S_hi,8,25,all,5178.907049195946
S_hi,8,50,top,205.77212394481631
S_hi,8,50,mid1,2197.1201382132613
S_hi,8,50,mid2,3603.136859147177
S_hi,8,50,low,1194.9819615413985
S_hi,8,50,mu,19.299506459140545
S_hi,8,50,comp,34.601583634701456
S_hi,8,50,all,7254.912172940495
A,9,1,top,165.7697945862202
A,9,1,mid1,733.9199320769471
A,9,1,mid2,538.7721463464621
A,9,1,low,114.65317049328797
A,9,1,mu,0.033534599168545544
A,9,1,comp,21.86154932916793
A,9,1,all,1575.0101274312537
A,9,25,top,1824.659702955059
A,9,25,mid1,16732.065311727045
A,9,25,mid2,16974.011995915236
A,9,25,low,3785.7815508222056
A,9,25,mu,4.818161430697243
A,9,25,comp,118.38029067949537
A,9,25,all,39439.717013529735
A,9,50,top,2403.733505028563
A,9,50,mid1,27158.767570398304
A,9,50,mid2,33118.5353917675
A,9,50,low,8047.186926299815
A,9,50,mu,19.980548482904098
A,9,50,comp,213.85992744854593
A,9,50,all,70962.06386942562
AR,9,1,top,165.7697945862202
AR,9,1,mid1,733.9199320769471
AR,9,1,mid2,538.7721463464621
AR,9,1,low,114.65317049328797
AR,9,1,mu,0.033534599168545544
AR,9,1,comp,21.86154932916793
AR,9,1,all,1575.0101274312537
AR,9,25,top,1658.3462557384667
AR,9,25,mid1,15945.822598307406
AR,9,25,mid2,16129.691247501198
AR,9,25,low,3912.4612266887225
AR,9,25,mu,4.385635212999613
AR,9,25,comp,99.30813892474544
AR,9,25,all,37750.01510237354
AR,9,50,top,2455.57665245187
AR,9,50,mid1,28518.867244884495
AR,9,50,mid2,34769.5424358064
AR,9,50,low,8894.133595642033
AR,9,50,mu,18.627835491461056
AR,9,50,comp,191.67205990487128
AR,9,50,all,74848.41982418112
F,9,1,top,105.26193175582677
F,9,1,mid1,448.35888652753573
F,9,1,mid2,333.83409854476264
F,9,1,low,71.3174690581075
F,9,1,mu,0.020129734548272604
F,9,1,comp,20.720735554017665
F,9,1,all,979.5132511747985
F,9,25,top,599.3639667155905
F,9,25,mid1,5362.762044173683
F,9,25,mid2,5177.946403360752
F,9,25,low,1128.4126188517605
F,9,25,mu,2.2603252843468074
F,9,25,comp,32.67405070431232
F,9,25,all,12303.419409090446
F,9,50,top,797.9117310902161
F,9,50,mid1,8149.343048452969
F,9,50,mid2,9518.287241464112
F,9,50,low,2204.2871870956687
F,9,50,mu,7.734872889284383
F,9,50,comp,46.14011335084433
F,9,50,all,20723.704194343096
S_lo,9,1,top,105.33518225878473
S_lo,9,1,mid1,448.5451791656444
S_lo,9,1,mid2,333.97825603636085
S_lo,9,1,low,71.35884305869659
S_lo,9,1,mu,0.020124091051378266
S_lo,9,1,comp,20.720716831151094
S_lo,9,1,all,979.958301441689
S_lo,9,25,top,399.5279825367096
S_lo,9,25,mid1,4023.7113108015506
S_lo,9,25,mid2,4533.098529458677
S_lo,9,25,low,1127.3540256473161
S_lo,9,25,mu,2.8902114479752496
S_lo,9,25,comp,32.556076382237734
S_lo,9,25,all,10119.138136274467
S_lo,9,50,top,531.6444574934874
S_lo,9,50,mid1,6247.633733781284
S_lo,9,50,mid2,8383.200130762176
S_lo,9,50,low,2231.5696761565555
S_lo,9,50,mu,12.065015828749702
S_lo,9,50,comp,46.2954411377068
S_lo,9,50,all,17452.40845515996
S_mid,9,1,top,105.43445153898071
S_mid,9,1,mid1,448.78560122415115
S_mid,9,1,mid2,334.16487526171215
S_mid,9,1,low,71.4125948062233
S_mid,9,1,mu,0.020114818178271772
S_mid,9,1,comp,20.720731617568276
S_mid,9,1,all,980.5383692668139
S_mid,9,25,top,261.1997577725198
S_mid,9,25,mid1,2979.4757803688703
S_mid,9,25,mid2,3790.7589345660444
S_mid,9,25,low,989.3557625049984
S_mid,9,25,mu,3.3051948736855756
S_mid,9,25,comp,30.058728698964842
S_mid,9,25,all,8054.154158785083
S_mid,9,50,top,324.97204351846733
S_mid,9,50,mid1,4142.791903944129
S_mid,9,50,mid2,6359.423342491166
S_mid,9,50,low,1844.0139297402757
S_mid,9,50,mu,14.997404037972121
S_mid,9,50,comp,38.82262355061357
S_mid,9,50,all,12725.021247282624
S_hi,9,1,top,105.86651741194925
S_hi,9,1,mid1,449.7413410762312
S_hi,9,1,mid2,334.92949688385454
S_hi,9,1,low,71.63257208562146
S_hi,9,1,mu,0.020064957748526187
S_hi,9,1,comp,20.720739404189203
S_hi,9,1,all,982.9107318195943
S_hi,9,25,top,146.34916350871794
S_hi,9,25,mid1,1806.80782912355
S_hi,9,25,mid2,2483.382797866147
S_hi,9,25,low,694.5266047672089
S_hi,9,25,mu,3.472508945724284
S_hi,9,25,comp,27.95262228021511
S_hi,9,25,all,5162.491526491563
S_hi,9,50,top,148.33655853085338
S_hi,9,50,mid1,2213.373458592203
S_hi,9,50,mid2,3580.7943654240244
S_hi,9,50,low,1139.8052398346879
S_hi,9,50,mu,14.653525576223526
S_hi,9,50,comp,34.627581202656074
S_hi,9,50,all,7131.590729160648
