seed,A1,A2_6,A31_50,A11_20,A41_50,G,D,P,slope,wn1_t1,wn1_t50,mob1_t1,mob1_t50,dead1_t1,dead1_t50,arm
6,0.9482854167,0.936205,0.9408931250050001,0.94081208334,0.9421958333399999,0.007392291694999886,-0.004688125005000154,-0.0013837499999999059,0.0004035432321763346,1.388874054,1.028391242,0.3433333337,0.2049999982,0.3400000036,0.349999994,R_l2 (0906 CUDA)
7,0.948825,0.9445049999799998,0.9413506249949999,0.9411843750000001,0.9420022916499999,0.0074743750050001445,0.0031543749849999303,-0.0008179166499998614,0.00041198209615379947,1.299550414,1.207698941,0.3149999976,0.2758333385,0.3899999857,0.2999999821,R_l2 (0906 CUDA)
8,0.9524083333,0.94625083334,0.9411566666750002,0.9404468749899999,0.9396279166700001,0.011251666624999768,0.005094166664999844,0.0008189583199997852,-0.00021218143705441456,1.216340542,1.107450604,0.415833354,0.2400000095,0.2299999893,0.2999999821,R_l2 (0906 CUDA)
9,0.9489791667,0.94612125,0.94027989584,0.93852770835,0.9399143750100001,0.008699270859999997,0.0058413541599999785,-0.001386666660000091,0.000678287208349043,1.2210989,1.16512382,0.426666677,0.285833329,0.25,0.3100000024,R_l2 (0906 CUDA)
0,0.95395,0.9585975000000001,0.95879854166,0.95982645833,0.95910583333,-0.004848541660000039,-0.00020104165999990098,0.0007206250000000303,-8.551438527199009e-05,1.315567255,1.268300533,0.3758333325,0.3041666746,0.02999999933,0.03999999911,R_l2init (0906 CUDA)
1,0.9517354167,0.95677375,0.95752333334,0.9600654166600002,0.95696125001,-0.0057879166400000015,-0.0007495833399999707,0.0031041666500002396,-0.0009992514786116573,1.311212897,1.39226675,0.4308333397,0.2900000215,0.009999999776,0.03999999911,R_l2init (0906 CUDA)
2,0.95315,0.9578624999799998,0.9583169791800001,0.95928375,0.95823541668,-0.005166979180000086,-0.00045447920000030173,0.0010483333199999834,-0.00033626289324585054,1.318372607,1.326180816,0.442500025,0.2199999988,0.01999999955,0.1400000006,R_l2init (0906 CUDA)
3,0.9532416667,0.95902166664,0.9576307291650001,0.95978562501,0.9570106249999999,-0.004389062465000149,0.0013909374749998538,0.002775000010000084,-0.000749937461819947,1.314171195,1.453475118,0.3916666806,0.2175000012,0.0,0.1899999976,R_l2init (0906 CUDA)
4,0.9542604167,0.95868375,0.9580898958399999,0.9586062500000001,0.9576552083500001,-0.0038294791399999806,0.000593854160000018,0.0009510416500000396,-6.257816904319156e-05,1.298681259,1.286813617,0.4308333397,0.3275000155,0.0,0.02999999933,R_l2init (0906 CUDA)
5,0.9539375,0.95831458334,0.9594352083300001,0.9587445833299999,0.96005520833,-0.005497708330000073,-0.0011206249900000964,-0.0013106250000001207,0.000386489603189408,1.325389028,1.463479519,0.4233333468,0.2608333528,0.02999999933,0.0700000003,R_l2init (0906 CUDA)
6,0.95205,0.9569275000000002,0.9587001041650002,0.95825187501,0.9592956249999999,-0.006650104165000226,-0.0017726041650000246,-0.001043749989999898,0.00037170496782358304,1.447074771,1.454759359,0.3449999988,0.2524999976,0.1099999994,0.1700000018,R_l2init (0906 CUDA)
7,0.9552208333,0.95616291664,0.957658749995,0.9582983333299999,0.95763041667,-0.002437916695000042,-0.0014958333550000313,0.0006679166599998787,-0.00018830128086307242,1.291107178,1.389106512,0.4033333361,0.3250000179,0.0,0.05999999866,R_l2init (0906 CUDA)
8,0.9553645833,0.9597354166599998,0.9576100000100001,0.9597083333499998,0.9576622916799999,-0.0022454167100001143,0.0021254166499997673,0.0020460416699998873,-0.0006557457754221219,1.329829812,1.429192424,0.3125,0.2741666734,0.08999999613,0.09999999404,R_l2init (0906 CUDA)
9,0.95283125,0.95690333334,0.957384270835,0.9577516666799999,0.9568264583300001,-0.004553020834999977,-0.00048093749500000005,0.0009252083499997621,-0.0002440939687616952,1.508410811,1.43807745,0.3425000012,0.2941666842,0.1299999952,0.07999999821,R_l2init (0906 CUDA)
0,0.9730979167,0.9812358333200001,0.985823333345,0.98528895833,0.9859602083399999,-0.012725416645000043,-0.004587500024999969,-0.0006712500099999019,0.0002177317903377027,3.116743803,16.65375137,0.8154637814,0.5622963309,0.0,0.0,SNA (0906 CUDA)
1,0.9717708333,0.98061833332,0.9857366666599999,0.98554708334,0.9857437499999999,-0.013965833359999902,-0.005118333339999892,-0.00019666665999995558,5.918542504689423e-05,3.131091118,16.42299271,0.8778658509,0.5636395216,0.0,0.0,SNA (0906 CUDA)
2,0.9700458333,0.9806375,0.9860632291699998,0.9857027083200001,0.98615541667,-0.01601739586999973,-0.005425729169999727,-0.0004527083499998863,0.00017433357223259625,3.794743538,17.73702049,0.9208689332,0.5542201996,0.0,0.0,SNA (0906 CUDA)
3,0.9719208333,0.98099833334,0.9861347916599998,0.9859031250000001,0.9861645833200001,-0.014213958359999834,-0.00513645831999987,-0.0002614583200000187,8.045457804869436e-05,3.265253305,17.46665955,0.8409089446,0.5572289228,0.0,0.0,SNA (0906 CUDA)
4,0.97396875,0.9808316667,0.9858404166650001,0.98549770834,0.9859595833300002,-0.011871666665000058,-0.005008749965000114,-0.0004618749900002772,0.00016501328761722907,2.924391508,17.67506218,0.8436548114,0.5635569096,0.0,0.0,SNA (0906 CUDA)
5,0.9757604167,0.9818512499999998,0.9858762500000001,0.9860539583300001,0.98609291667,-0.010115833300000099,-0.004025000000000278,-3.895833999989495e-05,-5.048075891127317e-06,2.673492432,16.79850006,0.8600097895,0.5547186732,0.0,0.0,SNA (0906 CUDA)
6,0.9700791667,0.9801333333399999,0.9859117708150003,0.9855499999999999,0.98596916664,-0.015832604115000204,-0.0057784374750003975,-0.0004191666400000793,0.00016137819615385187,3.586075306,17.48026848,0.9321032763,0.5566077828,0.0,0.0,SNA (0906 CUDA)
7,0.9733604167,0.9800737500000001,0.9860474999999997,0.98576541666,0.9859393750000001,-0.01268708329999979,-0.005973749999999667,-0.00017395834000011323,4.529002936211195e-05,3.142838478,17.62055397,0.9573200941,0.5524676442,0.0,0.0,SNA (0906 CUDA)
8,0.9745541667,0.98108416664,0.9861204166650002,0.9866341666500003,0.98614166666,-0.01156624996500022,-0.0050362500250001885,0.000492499990000228,-0.0001819457431520204,3.076179266,16.8092308,0.8142564893,0.5601858497,0.0,0.0,SNA (0906 CUDA)
9,0.9727729167,0.98067125002,0.9858312500050002,0.9858024999999999,0.9858545833399999,-0.01305833330500017,-0.005159999985000163,-5.208333999995318e-05,4.406465384604518e-05,3.194431782,17.64867592,0.8807682395,0.5569320917,0.0,0.0,SNA (0906 CUDA)
