arm,seed,step,L1_strict_dead_frac,L1_submerged_frac,L1_M_median_alive,L1_B_median_alive,L1_sigma_median_alive,mu_norm_visible,bypass_value,task_boundary,side
iM_nowd,6,3840000,1.0,1.0,,,,2.8722813232690143,0.0,384,post
iM_nowd,6,3840000,1.0,1.0,,,,2.8722813232690143,0.0,384,pre
iM_nowd,6,3850000,1.0,1.0,,,,2.8722813232690143,0.0,385,post
iM_nowd,6,3850000,1.0,1.0,,,,2.8722813232690143,0.0,385,pre
iM_nowd,6,3860000,1.0,1.0,,,,2.8722813232690143,0.0,386,post
iM_nowd,6,3860000,1.0,1.0,,,,2.8722813232690143,0.0,386,pre
iM_nowd,6,3870000,1.0,1.0,,,,2.8722813232690143,0.0,387,post
iM_nowd,6,3870000,1.0,1.0,,,,2.8722813232690143,0.0,387,pre
iM_nowd,6,3880000,1.0,1.0,,,,2.8722813232690143,0.0,388,post
iM_nowd,6,3880000,1.0,1.0,,,,2.8722813232690143,0.0,388,pre
iM_nowd,6,3890000,1.0,1.0,,,,2.8722813232690143,0.0,389,post
iM_nowd,6,3890000,1.0,1.0,,,,2.8722813232690143,0.0,389,pre
iM_nowd,6,3900000,1.0,1.0,,,,2.8722813232690143,0.0,390,post
iM_nowd,6,3900000,1.0,1.0,,,,2.8722813232690143,0.0,390,pre
iM_nowd,6,3910000,1.0,1.0,,,,2.8722813232690143,0.0,391,post
iM_nowd,6,3910000,1.0,1.0,,,,2.8722813232690143,0.0,391,pre
iM_nowd,6,3920000,1.0,1.0,,,,2.8722813232690143,0.0,392,post
iM_nowd,6,3920000,1.0,1.0,,,,2.8722813232690143,0.0,392,pre
iM_nowd,6,3930000,1.0,1.0,,,,2.8722813232690143,0.0,393,post
iM_nowd,6,3930000,1.0,1.0,,,,2.8722813232690143,0.0,393,pre
iM_nowd,6,3940000,1.0,1.0,,,,2.8722813232690143,0.0,394,post
iM_nowd,6,3940000,1.0,1.0,,,,2.8722813232690143,0.0,394,pre
iM_nowd,6,3950000,1.0,1.0,,,,2.8722813232690143,0.0,395,post
iM_nowd,6,3950000,1.0,1.0,,,,2.8722813232690143,0.0,395,pre
iM_nowd,6,3960000,1.0,1.0,,,,2.8722813232690143,0.0,396,post
iM_nowd,6,3960000,1.0,1.0,,,,2.8722813232690143,0.0,396,pre
iM_nowd,6,3970000,1.0,1.0,,,,2.8722813232690143,0.0,397,post
iM_nowd,6,3970000,1.0,1.0,,,,2.8722813232690143,0.0,397,pre
iM_nowd,6,3980000,1.0,1.0,,,,2.8722813232690143,0.0,398,post
iM_nowd,6,3980000,1.0,1.0,,,,2.8722813232690143,0.0,398,pre
iM_nowd,6,3990000,1.0,1.0,,,,2.8722813232690143,0.0,399,post
iM_nowd,6,3990000,1.0,1.0,,,,2.8722813232690143,0.0,399,pre
iM_nowd,6,4000000,1.0,1.0,,,,2.8722813232690143,0.0,400,post
iM_nowd,6,4000000,1.0,1.0,,,,2.8722813232690143,0.0,400,pre
iM_nowd,6,4010000,1.0,1.0,,,,2.8722813232690143,0.0,401,post
iM_nowd,6,4010000,1.0,1.0,,,,2.8722813232690143,0.0,401,pre
iM_nowd,6,4020000,1.0,1.0,,,,2.8722813232690143,0.0,402,post
iM_nowd,6,4020000,1.0,1.0,,,,2.8722813232690143,0.0,402,pre
iM_nowd,6,4030000,1.0,1.0,,,,2.8722813232690143,0.0,403,post
iM_nowd,6,4030000,1.0,1.0,,,,2.8722813232690143,0.0,403,pre
iM_nowd,6,4040000,1.0,1.0,,,,2.8722813232690143,0.0,404,post
iM_nowd,6,4040000,1.0,1.0,,,,2.8722813232690143,0.0,404,pre
iM_nowd,6,4050000,1.0,1.0,,,,2.8722813232690143,0.0,405,post
iM_nowd,6,4050000,1.0,1.0,,,,2.8722813232690143,0.0,405,pre
iM_nowd,6,4060000,1.0,1.0,,,,2.8722813232690143,0.0,406,post
iM_nowd,6,4060000,1.0,1.0,,,,2.8722813232690143,0.0,406,pre
iM_nowd,6,4070000,1.0,1.0,,,,2.8722813232690143,0.0,407,post
iM_nowd,6,4070000,1.0,1.0,,,,2.8722813232690143,0.0,407,pre
iM_nowd,6,4080000,1.0,1.0,,,,2.8722813232690143,0.0,408,post
iM_nowd,6,4080000,1.0,1.0,,,,2.8722813232690143,0.0,408,pre
iM_nowd,6,4090000,1.0,1.0,,,,2.8722813232690143,0.0,409,post
iM_nowd,6,4090000,1.0,1.0,,,,2.8722813232690143,0.0,409,pre
iM_nowd,6,4100000,1.0,1.0,,,,2.8722813232690143,0.0,410,post
iM_nowd,6,4100000,1.0,1.0,,,,2.8722813232690143,0.0,410,pre
iM_nowd,6,4110000,1.0,1.0,,,,2.8722813232690143,0.0,411,post
iM_nowd,6,4110000,1.0,1.0,,,,2.8722813232690143,0.0,411,pre
iM_nowd,6,4120000,1.0,1.0,,,,2.8722813232690143,0.0,412,post
iM_nowd,6,4120000,1.0,1.0,,,,2.8722813232690143,0.0,412,pre
iM_nowd,6,4130000,1.0,1.0,,,,2.8722813232690143,0.0,413,post
iM_nowd,6,4130000,1.0,1.0,,,,2.8722813232690143,0.0,413,pre
iM_nowd,6,4140000,1.0,1.0,,,,2.8722813232690143,0.0,414,post
iM_nowd,6,4140000,1.0,1.0,,,,2.8722813232690143,0.0,414,pre
iM_nowd,6,4150000,1.0,1.0,,,,2.8722813232690143,0.0,415,post
iM_nowd,6,4150000,1.0,1.0,,,,2.8722813232690143,0.0,415,pre
iM_nowd,6,4160000,1.0,1.0,,,,2.8722813232690143,0.0,416,post
iM_nowd,6,4160000,1.0,1.0,,,,2.8722813232690143,0.0,416,pre
iM_nowd,6,4170000,1.0,1.0,,,,2.8722813232690143,0.0,417,post
iM_nowd,6,4170000,1.0,1.0,,,,2.8722813232690143,0.0,417,pre
iM_nowd,6,4180000,1.0,1.0,,,,2.8722813232690143,0.0,418,post
iM_nowd,6,4180000,1.0,1.0,,,,2.8722813232690143,0.0,418,pre
iM_nowd,6,4190000,1.0,1.0,,,,2.8722813232690143,0.0,419,post
iM_nowd,6,4190000,1.0,1.0,,,,2.8722813232690143,0.0,419,pre
iM_nowd,6,4200000,1.0,1.0,,,,2.8722813232690143,0.0,420,post
iM_nowd,6,4200000,1.0,1.0,,,,2.8722813232690143,0.0,420,pre
iM_nowd,6,4210000,1.0,1.0,,,,2.8722813232690143,0.0,421,post
iM_nowd,6,4210000,1.0,1.0,,,,2.8722813232690143,0.0,421,pre
iM_nowd,6,4220000,1.0,1.0,,,,2.8722813232690143,0.0,422,post
iM_nowd,6,4220000,1.0,1.0,,,,2.8722813232690143,0.0,422,pre
iM_nowd,6,4230000,1.0,1.0,,,,2.8722813232690143,0.0,423,post
iM_nowd,6,4230000,1.0,1.0,,,,2.8722813232690143,0.0,423,pre
iM_nowd,6,4240000,1.0,1.0,,,,2.8722813232690143,0.0,424,post
iM_nowd,6,4240000,1.0,1.0,,,,2.8722813232690143,0.0,424,pre
iM_nowd,6,4250000,1.0,1.0,,,,2.8722813232690143,0.0,425,post
iM_nowd,6,4250000,1.0,1.0,,,,2.8722813232690143,0.0,425,pre
iM_nowd,6,4260000,1.0,1.0,,,,2.8722813232690143,0.0,426,post
iM_nowd,6,4260000,1.0,1.0,,,,2.8722813232690143,0.0,426,pre
iM_nowd,6,4270000,1.0,1.0,,,,2.8722813232690143,0.0,427,post
iM_nowd,6,4270000,1.0,1.0,,,,2.8722813232690143,0.0,427,pre
iM_nowd,6,4280000,1.0,1.0,,,,2.8722813232690143,0.0,428,post
iM_nowd,6,4280000,1.0,1.0,,,,2.8722813232690143,0.0,428,pre
iM_nowd,6,4290000,1.0,1.0,,,,2.8722813232690143,0.0,429,post
iM_nowd,6,4290000,1.0,1.0,,,,2.8722813232690143,0.0,429,pre
iM_nowd,6,4300000,1.0,1.0,,,,2.8722813232690143,0.0,430,post
iM_nowd,6,4300000,1.0,1.0,,,,2.8722813232690143,0.0,430,pre
iM_nowd,6,4310000,1.0,1.0,,,,2.8722813232690143,0.0,431,post
iM_nowd,6,4310000,1.0,1.0,,,,2.8722813232690143,0.0,431,pre
iM_nowd,6,4320000,1.0,1.0,,,,2.8722813232690143,0.0,432,post
iM_nowd,6,4320000,1.0,1.0,,,,2.8722813232690143,0.0,432,pre
iM_nowd,6,4330000,1.0,1.0,,,,2.8722813232690143,0.0,433,post
iM_nowd,6,4330000,1.0,1.0,,,,2.8722813232690143,0.0,433,pre
iM_nowd,6,4340000,1.0,1.0,,,,2.8722813232690143,0.0,434,post
iM_nowd,6,4340000,1.0,1.0,,,,2.8722813232690143,0.0,434,pre
iM_nowd,6,4350000,1.0,1.0,,,,2.8722813232690143,0.0,435,post
iM_nowd,6,4350000,1.0,1.0,,,,2.8722813232690143,0.0,435,pre
iM_nowd,6,4360000,1.0,1.0,,,,2.8722813232690143,0.0,436,post
iM_nowd,6,4360000,1.0,1.0,,,,2.8722813232690143,0.0,436,pre
iM_nowd,6,4370000,1.0,1.0,,,,2.8722813232690143,0.0,437,post
iM_nowd,6,4370000,1.0,1.0,,,,2.8722813232690143,0.0,437,pre
iM_nowd,6,4380000,1.0,1.0,,,,2.8722813232690143,0.0,438,post
iM_nowd,6,4380000,1.0,1.0,,,,2.8722813232690143,0.0,438,pre
iM_nowd,6,4390000,1.0,1.0,,,,2.8722813232690143,0.0,439,post
iM_nowd,6,4390000,1.0,1.0,,,,2.8722813232690143,0.0,439,pre
iM_nowd,6,4400000,1.0,1.0,,,,2.8722813232690143,0.0,440,post
iM_nowd,6,4400000,1.0,1.0,,,,2.8722813232690143,0.0,440,pre
iM_nowd,6,4410000,1.0,1.0,,,,2.8722813232690143,0.0,441,post
iM_nowd,6,4410000,1.0,1.0,,,,2.8722813232690143,0.0,441,pre
iM_nowd,6,4420000,1.0,1.0,,,,2.8722813232690143,0.0,442,post
iM_nowd,6,4420000,1.0,1.0,,,,2.8722813232690143,0.0,442,pre
iM_nowd,6,4430000,1.0,1.0,,,,2.8722813232690143,0.0,443,post
iM_nowd,6,4430000,1.0,1.0,,,,2.8722813232690143,0.0,443,pre
iM_nowd,6,4440000,1.0,1.0,,,,2.8722813232690143,0.0,444,post
iM_nowd,6,4440000,1.0,1.0,,,,2.8722813232690143,0.0,444,pre
iM_nowd,6,4450000,1.0,1.0,,,,2.8722813232690143,0.0,445,post
iM_nowd,6,4450000,1.0,1.0,,,,2.8722813232690143,0.0,445,pre
iM_nowd,6,4460000,1.0,1.0,,,,2.8722813232690143,0.0,446,post
iM_nowd,6,4460000,1.0,1.0,,,,2.8722813232690143,0.0,446,pre
iM_nowd,6,4470000,1.0,1.0,,,,2.8722813232690143,0.0,447,post
iM_nowd,6,4470000,1.0,1.0,,,,2.8722813232690143,0.0,447,pre
iM_nowd,6,4480000,1.0,1.0,,,,2.8722813232690143,0.0,448,post
iM_nowd,6,4480000,1.0,1.0,,,,2.8722813232690143,0.0,448,pre
iM_nowd,6,4490000,1.0,1.0,,,,2.8722813232690143,0.0,449,post
iM_nowd,6,4490000,1.0,1.0,,,,2.8722813232690143,0.0,449,pre
iM_nowd,6,4500000,1.0,1.0,,,,2.8722813232690143,0.0,450,post
iM_nowd,6,4500000,1.0,1.0,,,,2.8722813232690143,0.0,450,pre
iM_nowd,6,4510000,1.0,1.0,,,,2.8722813232690143,0.0,451,post
iM_nowd,6,4510000,1.0,1.0,,,,2.8722813232690143,0.0,451,pre
iM_nowd,6,4520000,1.0,1.0,,,,2.8722813232690143,0.0,452,post
iM_nowd,6,4520000,1.0,1.0,,,,2.8722813232690143,0.0,452,pre
iM_nowd,6,4530000,1.0,1.0,,,,2.8722813232690143,0.0,453,post
iM_nowd,6,4530000,1.0,1.0,,,,2.8722813232690143,0.0,453,pre
iM_nowd,6,4540000,1.0,1.0,,,,2.8722813232690143,0.0,454,post
iM_nowd,6,4540000,1.0,1.0,,,,2.8722813232690143,0.0,454,pre
iM_nowd,6,4550000,1.0,1.0,,,,2.8722813232690143,0.0,455,post
iM_nowd,6,4550000,1.0,1.0,,,,2.8722813232690143,0.0,455,pre
iM_nowd,6,4560000,1.0,1.0,,,,2.8722813232690143,0.0,456,post
iM_nowd,6,4560000,1.0,1.0,,,,2.8722813232690143,0.0,456,pre
iM_nowd,6,4570000,1.0,1.0,,,,2.8722813232690143,0.0,457,post
iM_nowd,6,4570000,1.0,1.0,,,,2.8722813232690143,0.0,457,pre
iM_nowd,6,4580000,1.0,1.0,,,,2.8722813232690143,0.0,458,post
iM_nowd,6,4580000,1.0,1.0,,,,2.8722813232690143,0.0,458,pre
iM_nowd,6,4590000,1.0,1.0,,,,2.8722813232690143,0.0,459,post
iM_nowd,6,4590000,1.0,1.0,,,,2.8722813232690143,0.0,459,pre
iM_nowd,6,4600000,1.0,1.0,,,,2.8722813232690143,0.0,460,post
iM_nowd,6,4600000,1.0,1.0,,,,2.8722813232690143,0.0,460,pre
iM_nowd,6,4610000,1.0,1.0,,,,2.8722813232690143,0.0,461,post
iM_nowd,6,4610000,1.0,1.0,,,,2.8722813232690143,0.0,461,pre
iM_nowd,6,4620000,1.0,1.0,,,,2.8722813232690143,0.0,462,post
iM_nowd,6,4620000,1.0,1.0,,,,2.8722813232690143,0.0,462,pre
iM_nowd,6,4630000,1.0,1.0,,,,2.8722813232690143,0.0,463,post
iM_nowd,6,4630000,1.0,1.0,,,,2.8722813232690143,0.0,463,pre
iM_nowd,6,4640000,1.0,1.0,,,,2.8722813232690143,0.0,464,post
iM_nowd,6,4640000,1.0,1.0,,,,2.8722813232690143,0.0,464,pre
iM_nowd,6,4650000,1.0,1.0,,,,2.8722813232690143,0.0,465,post
iM_nowd,6,4650000,1.0,1.0,,,,2.8722813232690143,0.0,465,pre
iM_nowd,6,4660000,1.0,1.0,,,,2.8722813232690143,0.0,466,post
iM_nowd,6,4660000,1.0,1.0,,,,2.8722813232690143,0.0,466,pre
iM_nowd,6,4670000,1.0,1.0,,,,2.8722813232690143,0.0,467,post
iM_nowd,6,4670000,1.0,1.0,,,,2.8722813232690143,0.0,467,pre
iM_nowd,6,4680000,1.0,1.0,,,,2.8722813232690143,0.0,468,post
iM_nowd,6,4680000,1.0,1.0,,,,2.8722813232690143,0.0,468,pre
iM_nowd,6,4690000,1.0,1.0,,,,2.8722813232690143,0.0,469,post
iM_nowd,6,4690000,1.0,1.0,,,,2.8722813232690143,0.0,469,pre
iM_nowd,6,4700000,1.0,1.0,,,,2.8722813232690143,0.0,470,post
iM_nowd,6,4700000,1.0,1.0,,,,2.8722813232690143,0.0,470,pre
iM_nowd,6,4710000,1.0,1.0,,,,2.8722813232690143,0.0,471,post
iM_nowd,6,4710000,1.0,1.0,,,,2.8722813232690143,0.0,471,pre
iM_nowd,6,4720000,1.0,1.0,,,,2.8722813232690143,0.0,472,post
iM_nowd,6,4720000,1.0,1.0,,,,2.8722813232690143,0.0,472,pre
iM_nowd,6,4730000,1.0,1.0,,,,2.8722813232690143,0.0,473,post
iM_nowd,6,4730000,1.0,1.0,,,,2.8722813232690143,0.0,473,pre
iM_nowd,6,4740000,1.0,1.0,,,,2.8722813232690143,0.0,474,post
iM_nowd,6,4740000,1.0,1.0,,,,2.8722813232690143,0.0,474,pre
iM_nowd,6,4750000,1.0,1.0,,,,2.8722813232690143,0.0,475,post
iM_nowd,6,4750000,1.0,1.0,,,,2.8722813232690143,0.0,475,pre
iM_nowd,6,4760000,1.0,1.0,,,,2.8722813232690143,0.0,476,post
iM_nowd,6,4760000,1.0,1.0,,,,2.8722813232690143,0.0,476,pre
iM_nowd,6,4770000,1.0,1.0,,,,2.8722813232690143,0.0,477,post
iM_nowd,6,4770000,1.0,1.0,,,,2.8722813232690143,0.0,477,pre
iM_nowd,6,4780000,1.0,1.0,,,,2.8722813232690143,0.0,478,post
iM_nowd,6,4780000,1.0,1.0,,,,2.8722813232690143,0.0,478,pre
iM_nowd,6,4790000,1.0,1.0,,,,2.8722813232690143,0.0,479,post
iM_nowd,6,4790000,1.0,1.0,,,,2.8722813232690143,0.0,479,pre
iM_nowd,6,4800000,1.0,1.0,,,,2.8722813232690143,0.0,480,post
iM_nowd,6,4800000,1.0,1.0,,,,2.8722813232690143,0.0,480,pre
iM_nowd,6,4810000,1.0,1.0,,,,2.8722813232690143,0.0,481,post
iM_nowd,6,4810000,1.0,1.0,,,,2.8722813232690143,0.0,481,pre
iM_nowd,6,4820000,1.0,1.0,,,,2.8722813232690143,0.0,482,post
iM_nowd,6,4820000,1.0,1.0,,,,2.8722813232690143,0.0,482,pre
iM_nowd,6,4830000,1.0,1.0,,,,2.8722813232690143,0.0,483,post
iM_nowd,6,4830000,1.0,1.0,,,,2.8722813232690143,0.0,483,pre
iM_nowd,6,4840000,1.0,1.0,,,,2.8722813232690143,0.0,484,post
iM_nowd,6,4840000,1.0,1.0,,,,2.8722813232690143,0.0,484,pre
iM_nowd,6,4850000,1.0,1.0,,,,2.8722813232690143,0.0,485,post
iM_nowd,6,4850000,1.0,1.0,,,,2.8722813232690143,0.0,485,pre
iM_nowd,6,4860000,1.0,1.0,,,,2.8722813232690143,0.0,486,post
iM_nowd,6,4860000,1.0,1.0,,,,2.8722813232690143,0.0,486,pre
iM_nowd,6,4870000,1.0,1.0,,,,2.8722813232690143,0.0,487,post
iM_nowd,6,4870000,1.0,1.0,,,,2.8722813232690143,0.0,487,pre
iM_nowd,6,4880000,1.0,1.0,,,,2.8722813232690143,0.0,488,post
iM_nowd,6,4880000,1.0,1.0,,,,2.8722813232690143,0.0,488,pre
iM_nowd,6,4890000,1.0,1.0,,,,2.8722813232690143,0.0,489,post
iM_nowd,6,4890000,1.0,1.0,,,,2.8722813232690143,0.0,489,pre
iM_nowd,6,4900000,1.0,1.0,,,,2.8722813232690143,0.0,490,post
iM_nowd,6,4900000,1.0,1.0,,,,2.8722813232690143,0.0,490,pre
iM_nowd,6,4910000,1.0,1.0,,,,2.8722813232690143,0.0,491,post
iM_nowd,6,4910000,1.0,1.0,,,,2.8722813232690143,0.0,491,pre
iM_nowd,6,4920000,1.0,1.0,,,,2.8722813232690143,0.0,492,post
iM_nowd,6,4920000,1.0,1.0,,,,2.8722813232690143,0.0,492,pre
iM_nowd,6,4930000,1.0,1.0,,,,2.8722813232690143,0.0,493,post
iM_nowd,6,4930000,1.0,1.0,,,,2.8722813232690143,0.0,493,pre
iM_nowd,6,4940000,1.0,1.0,,,,2.8722813232690143,0.0,494,post
iM_nowd,6,4940000,1.0,1.0,,,,2.8722813232690143,0.0,494,pre
iM_nowd,6,4950000,1.0,1.0,,,,2.8722813232690143,0.0,495,post
iM_nowd,6,4950000,1.0,1.0,,,,2.8722813232690143,0.0,495,pre
iM_nowd,6,4960000,1.0,1.0,,,,2.8722813232690143,0.0,496,post
iM_nowd,6,4960000,1.0,1.0,,,,2.8722813232690143,0.0,496,pre
iM_nowd,6,4970000,1.0,1.0,,,,2.8722813232690143,0.0,497,post
iM_nowd,6,4970000,1.0,1.0,,,,2.8722813232690143,0.0,497,pre
iM_nowd,6,4980000,1.0,1.0,,,,2.8722813232690143,0.0,498,post
iM_nowd,6,4980000,1.0,1.0,,,,2.8722813232690143,0.0,498,pre
iM_nowd,6,4990000,1.0,1.0,,,,2.8722813232690143,0.0,499,post
iM_nowd,6,4990000,1.0,1.0,,,,2.8722813232690143,0.0,499,pre
iM_nowd,7,10000,0.36,0.36,-0.0142411150800799,-0.1421241949930122,0.38842940052142,3.3541019662496847,0.0,1,post
iM_nowd,7,10000,0.36,0.36,-0.0142411150800799,-0.1421241949930122,0.38842940052142,3.3541019662496847,0.0,1,pre
iM_nowd,7,20000,0.47,0.47,-0.1634558337894733,-0.1658888450965117,0.4289916350662202,3.3541019662496847,0.0,2,post
iM_nowd,7,20000,0.47,0.47,-0.1634558337894733,-0.1658888450965117,0.4289916350662202,3.3541019662496847,0.0,2,pre
iM_nowd,7,30000,0.62,0.62,-0.5002453533129352,-0.1499819406315807,0.6223943484492477,3.3541019662496847,0.0,3,post
iM_nowd,7,30000,0.62,0.62,-0.5002453533129352,-0.1499819406315807,0.6223943484492477,3.3541019662496847,0.0,3,pre
iM_nowd,7,40000,0.77,0.77,-0.8894085120828987,-0.1511852753407812,0.7749091868997956,3.3541019662496847,0.0,4,post
iM_nowd,7,40000,0.77,0.77,-0.8894085120828987,-0.1511852753407812,0.7749091868997956,3.3541019662496847,0.0,4,pre
iM_nowd,7,50000,0.8,0.8,-0.2403663602742883,-0.097345566167167,0.8387564059684514,3.3541019662496847,0.0,5,post
iM_nowd,7,50000,0.8,0.8,-0.2403663602742883,-0.097345566167167,0.8387564059684514,3.3541019662496847,0.0,5,pre
iM_nowd,7,60000,0.88,0.88,-0.1520218291556805,-0.0920355870393678,1.113833347813972,3.3541019662496847,0.0,6,post
iM_nowd,7,60000,0.88,0.88,-0.1520218291556805,-0.0920355870393678,1.113833347813972,3.3541019662496847,0.0,6,pre
iM_nowd,7,70000,0.89,0.89,-0.1641149685863667,-0.115331152741383,1.2749595622065613,3.3541019662496847,0.0,7,post
iM_nowd,7,70000,0.89,0.89,-0.1641149685863667,-0.115331152741383,1.2749595622065613,3.3541019662496847,0.0,7,pre
iM_nowd,7,80000,0.9,0.9,-0.2140731388773977,-0.1356574573591076,1.3390512244587298,3.3541019662496847,0.0,8,post
iM_nowd,7,80000,0.9,0.9,-0.2140731388773979,-0.1356574573591076,1.3390512244587298,3.3541019662496847,0.0,8,pre
iM_nowd,7,90000,0.92,0.92,-0.0817553154106323,-0.0810700983354345,1.4706819575472865,3.3541019662496847,0.0,9,post
iM_nowd,7,90000,0.92,0.92,-0.0817553154106323,-0.0810700983354345,1.4706819575472865,3.3541019662496847,0.0,9,pre
iM_nowd,7,100000,0.92,0.92,-0.1695358776065921,-0.1317465415539231,1.5000198571302952,3.3541019662496847,0.0,10,post
iM_nowd,7,100000,0.92,0.92,-0.1695358776065921,-0.1317465415539231,1.5000198571302952,3.3541019662496847,0.0,10,pre
iM_nowd,7,110000,0.92,0.92,-0.3879559958247736,-0.107349841476603,1.5890013846855258,3.3541019662496847,0.0,11,post
iM_nowd,7,110000,0.92,0.92,-0.3879559958247736,-0.107349841476603,1.5890013846855258,3.3541019662496847,0.0,11,pre
iM_nowd,7,120000,0.92,0.92,-0.5836448770834973,-0.1163867332524037,1.7230199976974112,3.3541019662496847,0.0,12,post
iM_nowd,7,120000,0.92,0.92,-0.5836448770834973,-0.1163867332524037,1.7230199976974112,3.3541019662496847,0.0,12,pre
iM_nowd,7,130000,0.93,0.93,-0.4269739913765702,-0.0707469776280755,1.712775014135575,3.3541019662496847,0.0,13,post
iM_nowd,7,130000,0.93,0.93,-0.4269739913765701,-0.0707469776280755,1.712775014135575,3.3541019662496847,0.0,13,pre
iM_nowd,7,140000,0.93,0.93,-0.2107236654166392,-0.0994311750112024,1.7112496360516911,3.3541019662496847,0.0,14,post
iM_nowd,7,140000,0.93,0.93,-0.2107236654166392,-0.0994311750112024,1.7112496360516911,3.3541019662496847,0.0,14,pre
iM_nowd,7,150000,0.94,0.94,-1.266387090552974,-0.0913038499496841,1.9470613258701963,3.3541019662496847,0.0,15,post
iM_nowd,7,150000,0.94,0.94,-1.2663870905529742,-0.0913038499496841,1.9470613258701963,3.3541019662496847,0.0,15,pre
iM_nowd,7,160000,0.98,0.98,-0.5129463518132615,-0.1462167902309037,1.9789139982176052,3.3541019662496847,0.0,16,post
iM_nowd,7,160000,0.98,0.98,-0.5129463518132612,-0.1462167902309037,1.9789139982176052,3.3541019662496847,0.0,16,pre
iM_nowd,7,170000,0.98,0.98,0.0684561487968996,-0.1082857693800931,2.014193927352332,3.3541019662496847,0.0,17,post
iM_nowd,7,170000,0.98,0.98,0.0684561487968997,-0.1082857693800931,2.014193927352332,3.3541019662496847,0.0,17,pre
iM_nowd,7,180000,0.98,0.98,0.2728519098368965,-0.0994971986888011,1.7692616441778426,3.3541019662496847,0.0,18,post
iM_nowd,7,180000,0.98,0.98,0.2728519098368966,-0.0994971986888011,1.7692616441778426,3.3541019662496847,0.0,18,pre
iM_nowd,7,190000,0.98,0.98,0.1833505283567409,-0.0912441919722818,2.013956278029572,3.3541019662496847,0.0,19,post
iM_nowd,7,190000,0.98,0.98,0.1833505283567411,-0.0912441919722818,2.013956278029572,3.3541019662496847,0.0,19,pre
iM_nowd,7,200000,0.98,0.98,0.3488293553795022,-0.0564255644080498,2.156142592066372,3.3541019662496847,0.0,20,post
iM_nowd,7,200000,0.98,0.98,0.3488293553795023,-0.0564255644080498,2.156142592066372,3.3541019662496847,0.0,20,pre
iM_nowd,7,210000,0.98,0.98,-0.3188348030004246,-0.096980979150858,1.8974615028935735,3.3541019662496847,0.0,21,post
iM_nowd,7,210000,0.98,0.98,-0.3188348030004247,-0.096980979150858,1.8974615028935735,3.3541019662496847,0.0,21,pre
iM_nowd,7,220000,0.98,0.98,-0.4972681873464593,-0.0839745224911129,2.077590053828731,3.3541019662496847,0.0,22,post
iM_nowd,7,220000,0.98,0.98,-0.4972681873464593,-0.0839745224911129,2.077590053828731,3.3541019662496847,0.0,22,pre
iM_nowd,7,230000,0.98,0.98,0.0050135714053804,0.0033673752354669,2.0432996416682068,3.3541019662496847,0.0,23,post
iM_nowd,7,230000,0.98,0.98,0.0050135714053804,0.0033673752354669,2.0432996416682068,3.3541019662496847,0.0,23,pre
iM_nowd,7,240000,0.98,0.98,-0.8968928034240575,-0.1010318188236372,2.12677221399403,3.3541019662496847,0.0,24,post
iM_nowd,7,240000,0.98,0.98,-0.8968928034240575,-0.1010318188236372,2.12677221399403,3.3541019662496847,0.0,24,pre
iM_nowd,7,250000,0.99,0.99,-1.1986970582057654,-0.0446437006663636,1.9029146413770155,3.3541019662496847,0.0,25,post
iM_nowd,7,250000,0.99,0.99,-1.1986970582057652,-0.0446437006663636,1.9029146413770155,3.3541019662496847,0.0,25,pre
iM_nowd,7,260000,0.99,0.99,-0.4710119474429357,0.0760658779273839,2.073474656462841,3.3541019662496847,0.0,26,post
iM_nowd,7,260000,0.99,0.99,-0.4710119474429358,0.0760658779273839,2.073474656462841,3.3541019662496847,0.0,26,pre
iM_nowd,7,270000,0.99,0.99,-0.8917132016209073,0.0983152419891918,2.1883908321971344,3.3541019662496847,0.0,27,post
iM_nowd,7,270000,0.99,0.99,-0.8917132016209074,0.0983152419891918,2.1883908321971344,3.3541019662496847,0.0,27,pre
iM_nowd,7,280000,0.99,0.99,-1.080815621856709,0.0065229962695854,2.297011142625304,3.3541019662496847,0.0,28,post
iM_nowd,7,280000,0.99,0.99,-1.080815621856709,0.0065229962695854,2.297011142625304,3.3541019662496847,0.0,28,pre
iM_nowd,7,290000,1.0,1.0,,,,3.3541019662496847,0.0,29,post
iM_nowd,7,290000,1.0,1.0,,,,3.3541019662496847,0.0,29,pre
iM_nowd,7,300000,1.0,1.0,,,,3.3541019662496847,0.0,30,post
iM_nowd,7,300000,1.0,1.0,,,,3.3541019662496847,0.0,30,pre
iM_nowd,7,310000,1.0,1.0,,,,3.3541019662496847,0.0,31,post
iM_nowd,7,310000,1.0,1.0,,,,3.3541019662496847,0.0,31,pre
iM_nowd,7,320000,1.0,1.0,,,,3.3541019662496847,0.0,32,post
iM_nowd,7,320000,1.0,1.0,,,,3.3541019662496847,0.0,32,pre
iM_nowd,7,330000,1.0,1.0,,,,3.3541019662496847,0.0,33,post
iM_nowd,7,330000,1.0,1.0,,,,3.3541019662496847,0.0,33,pre
iM_nowd,7,340000,1.0,1.0,,,,3.3541019662496847,0.0,34,post
iM_nowd,7,340000,1.0,1.0,,,,3.3541019662496847,0.0,34,pre
iM_nowd,7,350000,1.0,1.0,,,,3.3541019662496847,0.0,35,post
iM_nowd,7,350000,1.0,1.0,,,,3.3541019662496847,0.0,35,pre
iM_nowd,7,360000,1.0,1.0,,,,3.3541019662496847,0.0,36,post
