registered,arm,seed,pred_kind,target_mu_norm,n_units,med_d_wmu,med_d_b,share_of_medians,med_share_unit,share_of_medians_ff,med_share_unit_ff,med_frac_db_ff,med_frac_dwmu_ff,frac_share_ff_outside01,share_of_medians_incl_nodesc,med_pred,med_pred_meanrecip,med_pred_ff,med_t_sub,med_win_len,frac_routes_same_sign,frac_share_outside01,n_units_ff,n_ok,n_never_submerged,n_submerged_at_start,n_degenerate_denom,n_no_descent
0,R_933,8,oracle,2.333,86,-1.2272607300048382,-0.17123938152014162,0.12244502528742414,0.1274256225815783,0.13678857928969887,0.1505700884257069,0.3483224105038013,0.27882862685711907,0.06976744186046512,0.12244502528742414,0.15520987556979482,0.15520987556979482,0.15520987556979482,76000.0,76.0,0.9767441860465116,0.023255813953488372,86,86,0,14,0,0
0,R_933,9,oracle,2.333,80,-1.3572038450623136,-0.2736084303067745,0.16777432598417927,0.15213106425923673,0.14152161406390756,0.147342016890584,0.17980429832696312,0.19791841458460518,0.1625,0.16777432598417927,0.15520987556979482,0.15520987556979482,0.15520987556979482,61000.0,61.0,0.975,0.025,80,80,0,20,0,0
0,R_off,0,raw,nan,69,-1.4005768978871802,-0.17055129195137209,0.1085533905218121,0.09918480572424675,0.1313779177895258,0.09695114522500053,0.3547395888964539,0.2842914200110553,0.13043478260869565,0.1085533905218121,0.1023142509135201,0.10258341965659037,0.10228802153432032,51000.0,51.0,1.0,0.0,69,69,0,31,0,0
0,R_off,1,raw,nan,85,-1.4488496443369954,-0.1804707082371344,0.11076441041935825,0.1167774759853917,0.1018306103503393,0.11763553322669583,0.21771899780552204,0.2408698616798987,0.17647058823529413,0.11076441041935825,0.13732004429678848,0.1391760279712201,0.13725490196078433,91000.0,91.0,0.9411764705882353,0.058823529411764705,85,85,0,15,0,0
0,R_off,2,raw,nan,80,-1.2684616170826253,-0.12107991948341068,0.08713659599023907,0.09844723742974493,0.1788016807214272,0.11475694879100504,0.28077240555316074,0.13143867333940673,0.1625,0.08713659599023907,0.11298471185197355,0.11495602295225649,0.11299947983165462,56000.0,56.0,0.9125,0.0875,80,80,0,20,0,0
0,R_off,3,raw,nan,80,-1.4481992661998797,-0.17683468875744346,0.10881907311412918,0.10629352772625304,0.1156658952376091,0.11908784452218327,0.3638315858881993,0.3044076691332504,0.075,0.10881907311412918,0.11441904685255361,0.11479372215077932,0.11443353325780362,56500.0,56.5,1.0,0.0,80,80,0,20,0,0
0,R_off,4,raw,nan,74,-1.6520184000311957,-0.16653850290507233,0.09157728451398847,0.08959290111259569,0.08359866059701387,0.09756408836510151,0.44925248929039263,0.4533440904445116,0.08108108108108109,0.09157728451398847,0.0932297447280799,0.09343141050458122,0.09325153374233129,31000.0,31.0,0.972972972972973,0.02702702702702703,74,74,0,26,0,0
0,R_off,5,raw,nan,83,-1.078742030613185,-0.1844547486645709,0.14602218093845565,0.13956840286977693,0.18506671466353158,0.17325247555854517,0.33563177763352536,0.17684180011091324,0.13253012048192772,0.14602218093845565,0.16,0.1616484754821469,0.16,61000.0,61.0,0.9518072289156626,0.04819277108433735,83,83,0,17,0,0
0,R_off,6,raw,nan,78,-1.9221783168088145,-0.19147252959189398,0.09058853306729847,0.09708898470939499,0.11382044917768423,0.10511031450464363,0.36717662018567865,0.2980952054206768,0.11538461538461539,0.09058853306729847,0.0975609756097561,0.09801830384816702,0.0975609756097561,31000.0,31.0,1.0,0.0,78,78,0,22,0,0
0,R_off,7,raw,nan,70,-1.4391005310607343,-0.1552360205257104,0.09736715900494333,0.0983780351285837,0.1262862792843959,0.1120729954740457,0.3807776339340118,0.31957448599466753,0.14285714285714285,0.09736715900494333,0.10810810810810811,0.10810810810810811,0.10810810810810811,31000.0,31.0,0.9857142857142858,0.014285714285714285,70,70,0,30,0,0
0,R_off,8,raw,nan,79,-1.4258450721980722,-0.14868994739562247,0.09443419520385872,0.0868055063300184,0.078353325238538,0.08960825645043784,0.4075617301262175,0.3834640407708412,0.1518987341772152,0.09443419520385872,0.08888888888888889,0.08888888888888889,0.08888888888888889,31000.0,31.0,0.9746835443037974,0.02531645569620253,79,79,0,21,0,0
0,R_off,9,raw,nan,80,-1.4802139363753914,-0.19497341024432835,0.11638901800312415,0.11738295847262198,0.1139039615873035,0.12444519841551427,0.3294187652453926,0.3160402101408151,0.1125,0.11638901800312415,0.11665098777046096,0.11698502021082663,0.11666666666666667,31000.0,31.0,0.9875,0.0125,80,80,0,20,0,0
