seed,unit,n_exposure,n_strict_dead,n_dead_0_05,first_t0,last_t0
10,11,10,4,5,380001,800001
10,12,1,0,1,230001,230001
10,13,7,2,2,400001,540001
10,14,17,2,3,200001,440001
10,15,1,0,0,200001,200001
10,16,7,3,5,220001,770001
10,17,25,2,8,220001,800001
10,18,2,1,2,430001,450001
10,19,16,0,5,200001,780001
10,20,6,1,4,310001,730001
10,22,13,4,4,200001,800001
10,23,19,7,8,410001,790001
10,24,2,0,1,200001,210001
10,25,3,0,2,330001,480001
10,26,20,7,7,200001,800001
10,27,1,1,1,390001,390001
10,28,6,2,2,210001,440001
10,29,2,0,1,320001,330001
10,30,2,2,2,340001,480001
10,31,14,5,7,210001,630001
10,32,4,1,2,220001,450001
10,33,4,2,3,220001,450001
10,34,1,0,0,330001,330001
10,35,7,2,4,200001,650001
10,36,9,1,4,230001,520001
10,37,13,3,4,200001,800001
10,38,1,1,1,450001,450001
10,39,1,1,1,200001,200001
10,40,13,2,2,200001,800001
10,41,1,1,1,240001,240001
10,42,11,2,6,260001,760001
10,43,1,1,1,340001,340001
10,44,8,2,4,440001,800001
10,45,8,0,1,720001,790001
10,46,2,2,2,220001,300001
10,47,4,2,2,200001,300001
10,48,2,1,1,230001,250001
10,49,4,2,2,420001,700001
10,50,5,2,3,220001,400001
10,51,32,3,5,200001,750001
10,52,3,1,3,220001,240001
10,53,12,6,7,290001,800001
10,54,29,2,4,200001,800001
10,55,14,1,2,420001,800001
10,56,2,2,2,490001,750001
10,57,3,2,2,460001,690001
10,58,9,0,2,480001,590001
10,59,5,3,3,300001,470001
10,60,8,3,5,280001,740001
10,61,2,1,2,200001,450001
10,62,4,0,1,700001,740001
10,63,6,2,3,200001,760001
10,64,4,3,3,200001,760001
10,65,3,1,3,240001,430001
10,66,58,5,8,200001,800001
10,67,5,3,5,220001,530001
10,69,5,4,4,340001,690001
10,71,5,2,3,210001,440001
10,72,12,6,6,200001,510001
10,73,10,3,4,200001,800001
10,74,5,2,2,200001,760001
10,75,9,4,5,390001,520001
10,76,1,0,0,450001,450001
10,77,11,3,4,330001,740001
10,78,10,5,8,230001,740001
10,79,5,3,3,290001,330001
10,80,9,2,3,380001,760001
10,81,4,1,2,460001,800001
10,82,1,1,1,240001,240001
10,83,2,1,2,490001,720001
10,84,7,3,3,200001,350001
10,85,6,2,4,720001,790001
10,86,9,6,6,200001,790001
10,87,17,7,8,460001,790001
10,88,5,3,3,200001,690001
10,89,9,4,5,420001,690001
10,90,1,0,0,310001,310001
10,91,7,3,3,310001,690001
10,92,5,1,3,200001,250001
10,93,1,1,1,680001,680001
10,94,4,2,3,200001,490001
10,95,10,6,6,250001,760001
10,96,8,3,3,200001,440001
10,97,20,5,8,200001,800001
10,98,9,4,6,200001,760001
10,99,2,1,1,450001,480001
11,1,3,3,3,280001,540001
11,2,8,1,2,230001,790001
11,3,6,4,4,260001,540001
11,4,13,6,6,200001,640001
11,5,5,0,0,680001,750001
11,6,8,2,3,330001,690001
11,7,8,6,6,350001,630001
11,8,8,2,2,580001,690001
11,9,1,0,0,710001,710001
11,10,2,1,1,620001,690001
11,11,29,7,7,230001,800001
11,12,13,1,4,350001,680001
11,13,2,2,2,340001,780001
11,14,10,1,4,320001,620001
11,15,3,0,1,610001,640001
11,16,3,1,1,240001,260001
11,17,9,8,8,210001,800001
11,18,9,2,2,360001,800001
11,19,13,5,7,200001,800001
11,20,1,1,1,790001,790001
11,21,3,3,3,240001,670001
11,22,1,0,0,200001,200001
11,23,12,6,7,240001,800001
11,24,13,6,6,200001,750001
11,25,2,1,1,340001,620001
11,26,23,6,7,200001,800001
11,27,1,0,1,620001,620001
11,28,20,5,9,260001,700001
11,29,16,5,7,220001,690001
11,30,7,3,5,270001,690001
11,31,20,4,8,270001,710001
11,32,12,5,6,590001,790001
11,33,16,6,7,200001,790001
11,34,18,5,7,210001,700001
11,35,1,1,1,200001,200001
11,36,10,3,3,230001,690001
11,37,10,4,4,460001,700001
11,38,5,2,2,750001,790001
11,39,3,0,0,770001,800001
11,41,2,1,1,260001,350001
11,42,15,9,9,200001,700001
11,43,28,3,6,200001,690001
11,44,5,3,3,340001,600001
11,45,10,3,4,200001,800001
11,46,24,4,5,270001,770001
11,47,15,4,5,200001,760001
11,48,15,1,4,200001,780001
11,50,1,0,0,800001,800001
11,51,5,3,3,340001,630001
11,52,17,4,4,600001,800001
11,53,8,3,3,230001,670001
11,54,5,2,2,450001,500001
11,55,19,2,4,320001,780001
11,57,5,2,2,250001,640001
11,58,11,5,7,320001,640001
11,59,35,7,8,320001,800001
11,60,14,4,4,320001,800001
11,61,5,3,5,550001,790001
11,63,13,4,4,250001,800001
11,65,21,7,9,200001,750001
11,66,9,6,6,200001,630001
11,67,6,2,4,200001,590001
11,68,2,2,2,340001,370001
11,69,5,4,4,590001,640001
11,70,13,3,5,520001,750001
11,71,1,0,1,210001,210001
11,73,7,2,4,540001,800001
11,74,5,2,3,600001,640001
11,75,3,2,3,630001,750001
11,76,6,3,4,460001,590001
11,77,13,5,8,200001,720001
11,78,5,4,5,320001,690001
11,79,2,1,1,210001,220001
11,80,1,1,1,270001,270001
11,81,3,0,0,610001,630001
11,82,10,5,5,200001,560001
11,83,3,1,1,210001,800001
11,85,6,1,2,200001,750001
11,87,2,2,2,730001,740001
11,88,11,4,6,210001,800001
11,89,8,2,3,340001,420001
11,90,7,3,3,420001,800001
11,91,20,7,8,200001,630001
11,92,4,2,2,220001,590001
11,93,18,7,8,200001,800001
11,94,3,3,3,400001,580001
11,95,7,3,4,200001,310001
11,96,3,3,3,560001,800001
11,97,8,5,5,210001,690001
11,98,20,4,6,200001,800001
11,99,4,1,1,740001,770001
12,2,9,3,4,230001,580001
12,3,15,6,7,200001,720001
12,5,7,2,2,200001,610001
12,7,7,2,5,200001,330001
12,8,1,1,1,480001,480001
12,9,2,0,1,330001,340001
12,10,11,4,5,390001,550001
12,11,43,2,5,200001,750001
12,12,3,0,2,220001,240001
12,17,9,4,5,210001,780001
12,19,27,0,4,300001,770001
12,20,8,1,4,290001,680001
12,22,21,0,3,320001,670001
12,23,8,3,4,320001,390001
12,24,13,2,7,210001,800001
12,25,24,3,5,200001,770001
12,26,4,3,4,210001,620001
12,27,4,4,4,240001,620001
12,28,1,0,1,300001,300001
12,29,1,0,0,770001,770001
12,31,3,2,3,320001,780001
12,32,3,1,2,200001,620001
12,33,1,0,1,320001,320001
12,34,14,8,8,200001,660001
12,35,5,2,2,250001,320001
12,37,4,2,2,210001,280001
12,39,6,1,4,200001,600001
12,40,3,1,2,320001,400001
12,41,4,4,4,210001,690001
12,42,1,0,1,500001,500001
12,43,9,1,4,210001,660001
12,45,1,1,1,200001,200001
12,46,30,5,10,200001,780001
12,48,2,2,2,380001,660001
12,49,23,3,3,200001,800001
12,50,16,4,4,260001,770001
12,51,11,2,3,590001,750001
12,52,15,5,9,260001,780001
12,53,22,3,4,480001,750001
12,54,16,2,3,230001,750001
12,55,4,2,2,460001,750001
12,56,1,1,1,730001,730001
12,57,15,1,1,620001,800001
12,59,6,3,4,570001,620001
12,60,8,1,1,200001,280001
12,62,3,1,1,320001,340001
12,63,12,1,2,200001,670001
12,64,3,3,3,210001,690001
12,65,2,2,2,300001,330001
12,66,5,3,4,290001,720001
12,67,14,3,4,200001,660001
12,68,5,2,2,610001,650001
12,69,4,3,3,210001,760001
12,70,21,4,7,300001,800001
12,71,1,1,1,330001,330001
12,72,15,5,6,210001,660001
12,73,7,7,7,200001,660001
12,74,11,2,3,640001,790001
12,75,20,2,9,320001,590001
12,76,12,2,6,200001,420001
12,77,26,2,4,200001,790001
12,78,2,1,2,490001,550001
12,79,5,3,3,200001,750001
12,80,6,2,2,210001,800001
12,81,12,8,8,330001,620001
12,82,4,2,2,230001,620001
12,83,27,1,1,310001,800001
12,85,5,2,2,280001,620001
12,86,14,5,6,230001,730001
12,87,10,0,0,200001,620001
12,88,3,0,2,640001,660001
12,89,3,2,2,200001,230001
12,90,1,1,1,260001,260001
12,91,4,1,2,280001,520001
12,93,6,2,3,300001,410001
12,94,25,2,6,200001,620001
12,95,9,1,1,620001,730001
12,96,13,1,1,230001,740001
12,97,1,0,0,240001,240001
12,99,12,4,6,210001,770001
13,0,5,3,4,260001,750001
13,1,34,1,1,280001,720001
13,2,26,7,9,260001,690001
13,7,3,2,3,220001,320001
13,9,1,1,1,440001,440001
13,10,8,1,2,220001,660001
13,11,3,0,3,260001,650001
13,12,8,1,1,280001,350001
13,13,12,3,3,220001,370001
13,14,3,0,1,250001,270001
13,15,4,3,3,400001,430001
13,17,13,1,3,280001,680001
13,21,4,1,2,240001,270001
13,22,2,1,2,270001,400001
13,24,4,3,3,350001,410001
13,25,46,3,4,200001,800001
13,26,2,0,1,320001,330001
13,27,12,0,3,280001,800001
13,28,6,4,4,220001,440001
13,29,5,3,4,220001,650001
13,30,3,0,1,320001,420001
13,32,2,1,2,370001,570001
13,33,7,5,5,300001,640001
13,34,2,1,2,250001,370001
13,35,3,2,2,210001,380001
13,36,1,1,1,260001,260001
13,38,10,1,3,220001,670001
13,39,6,3,4,620001,790001
13,40,16,1,5,210001,460001
13,42,2,1,2,250001,650001
13,44,8,0,3,420001,680001
13,45,2,1,2,440001,460001
13,46,8,4,6,440001,760001
13,49,7,4,5,430001,630001
13,50,5,4,4,300001,750001
13,51,1,0,1,410001,410001
13,52,15,0,3,220001,410001
13,53,26,4,6,300001,790001
13,54,12,3,7,230001,670001
13,55,2,1,2,250001,270001
13,57,30,0,5,310001,710001
13,58,3,1,2,300001,320001
13,59,16,3,5,200001,670001
13,60,13,3,4,300001,690001
13,61,17,4,6,250001,650001
13,62,1,0,1,650001,650001
13,63,5,1,4,220001,280001
13,64,1,1,1,260001,260001
13,65,22,2,3,210001,650001
13,66,10,2,3,220001,640001
13,67,14,8,8,220001,650001
13,68,13,1,2,230001,660001
13,69,5,3,3,220001,650001
13,70,3,2,3,250001,630001
13,71,1,0,1,330001,330001
13,72,7,2,2,430001,500001
13,76,4,1,3,330001,640001
13,77,1,1,1,430001,430001
13,78,9,2,5,240001,350001
13,80,20,0,2,210001,460001
13,81,11,3,5,200001,300001
13,82,3,3,3,450001,610001
13,84,7,5,5,210001,300001
13,85,1,0,1,380001,380001
13,86,2,2,2,300001,440001
13,87,14,0,0,250001,660001
13,88,16,1,2,210001,360001
13,89,17,2,2,210001,800001
13,90,6,2,3,200001,800001
13,91,2,1,2,200001,650001
13,92,3,2,3,370001,660001
13,93,3,1,1,650001,770001
13,94,19,4,4,230001,640001
13,95,6,4,5,230001,370001
13,96,16,1,2,200001,410001
13,97,21,8,8,220001,770001
13,99,9,1,1,680001,760001
14,0,14,4,4,260001,450001
14,1,1,1,1,480001,480001
14,2,3,3,3,280001,450001
14,3,4,1,1,200001,230001
14,4,1,1,1,310001,310001
14,5,5,1,1,260001,300001
14,6,4,1,2,200001,360001
14,7,1,1,1,360001,360001
14,8,2,2,2,570001,580001
14,9,7,3,3,420001,490001
14,10,22,3,3,260001,750001
14,11,2,1,1,200001,210001
14,12,8,3,3,220001,360001
14,13,2,1,1,400001,410001
14,14,1,1,1,230001,230001
14,15,2,2,2,200001,220001
14,17,8,1,1,210001,790001
14,18,4,2,3,210001,270001
14,19,4,4,4,200001,330001
14,20,5,3,3,360001,750001
14,21,5,2,2,200001,350001
14,22,10,2,2,200001,330001
14,24,7,2,2,230001,800001
14,26,1,0,0,800001,800001
14,27,1,0,0,800001,800001
14,28,14,1,1,200001,800001
14,29,5,2,2,200001,490001
14,30,17,4,5,200001,450001
14,31,2,2,2,200001,230001
14,32,2,2,2,430001,450001
14,33,4,2,2,330001,410001
14,34,1,1,1,300001,300001
14,36,4,3,3,200001,800001
14,37,8,3,4,300001,790001
14,38,2,1,1,590001,600001
14,40,11,3,4,300001,700001
14,41,9,4,4,200001,750001
14,42,14,4,5,310001,770001
14,45,7,5,5,280001,700001
14,46,4,2,2,380001,410001
14,47,4,2,3,400001,510001
14,48,12,3,3,200001,450001
14,49,3,0,2,200001,220001
14,50,3,0,0,200001,240001
14,51,13,1,2,200001,800001
14,52,20,4,6,320001,800001
14,54,4,0,2,200001,230001
14,55,1,1,1,750001,750001
14,56,5,1,1,320001,510001
14,57,9,1,1,200001,280001
14,58,3,1,1,450001,490001
14,61,5,0,0,200001,240001
14,62,8,1,2,200001,330001
14,63,2,1,1,440001,450001
14,64,10,1,3,200001,400001
14,65,5,1,1,330001,370001
14,66,2,1,2,210001,330001
14,67,5,0,2,210001,260001
14,68,1,1,1,790001,790001
14,70,5,0,1,200001,240001
14,71,7,3,4,640001,800001
14,72,1,1,1,380001,380001
14,73,19,2,8,520001,780001
14,74,4,1,1,410001,800001
14,75,8,0,2,200001,720001
14,76,4,2,2,360001,450001
14,77,19,3,3,330001,790001
14,78,2,1,1,230001,240001
14,80,10,1,1,200001,290001
14,81,9,3,5,200001,340001
14,82,15,2,2,200001,360001
14,83,12,3,5,200001,490001
14,84,29,4,4,410001,760001
14,85,2,0,0,220001,230001
14,86,11,5,6,220001,450001
14,87,1,1,1,330001,330001
14,89,1,1,1,450001,450001
14,90,1,1,1,210001,210001
14,92,2,1,2,210001,400001
14,93,10,1,1,710001,800001
14,95,1,1,1,200001,200001
14,96,2,1,2,330001,360001
14,97,1,1,1,340001,340001
14,98,3,2,2,400001,800001
14,99,5,1,3,200001,440001
15,0,16,2,3,210001,600001
15,2,15,5,6,220001,690001
15,3,9,5,6,200001,420001
15,4,11,5,5,210001,610001
15,5,1,0,0,500001,500001
15,6,4,0,2,230001,330001
15,7,12,3,3,200001,520001
15,8,24,2,2,200001,450001
15,9,11,1,2,420001,520001
15,10,7,2,3,200001,550001
15,11,2,0,0,600001,610001
15,12,8,3,3,230001,740001
15,13,15,4,5,200001,700001
15,14,2,1,2,660001,700001
15,15,7,3,5,300001,610001
15,16,12,3,5,200001,700001
15,17,3,3,3,230001,440001
15,18,9,1,3,210001,370001
15,19,5,0,0,360001,400001
15,20,27,1,3,200001,510001
15,21,4,1,2,220001,300001
15,22,2,0,2,240001,260001
15,23,12,5,6,200001,800001
15,24,12,4,4,200001,440001
15,25,3,1,2,200001,300001
15,26,5,1,1,660001,780001
15,27,5,0,2,200001,260001
15,28,13,3,4,210001,470001
15,29,20,3,9,200001,440001
15,32,2,2,2,460001,530001
15,33,2,1,1,530001,540001
15,34,5,3,4,300001,520001
15,35,37,4,9,270001,800001
15,36,8,1,5,300001,440001
15,37,10,4,5,290001,450001
15,38,14,5,8,210001,620001
15,39,11,2,4,200001,500001
15,40,15,3,4,410001,590001
15,41,5,0,1,220001,260001
15,42,8,2,3,240001,330001
15,43,13,7,7,200001,690001
15,44,5,0,1,420001,700001
15,45,19,3,6,230001,800001
15,46,28,6,8,200001,710001
15,47,13,1,2,390001,660001
15,48,19,2,8,200001,680001
15,50,6,2,5,200001,740001
15,51,15,1,5,530001,740001
15,52,9,1,2,420001,600001
15,53,2,0,1,300001,470001
15,54,17,1,3,200001,470001
15,55,11,1,2,410001,600001
15,56,31,2,3,220001,610001
15,57,4,3,3,660001,740001
15,58,49,2,3,280001,770001
15,59,10,0,1,210001,800001
15,60,10,5,6,210001,470001
15,61,6,2,4,200001,590001
15,62,20,1,1,400001,800001
15,63,14,5,7,200001,510001
15,64,7,0,0,430001,800001
15,66,6,1,2,220001,280001
15,67,7,4,4,270001,530001
15,68,3,1,1,750001,780001
15,69,18,2,2,200001,800001
15,70,8,2,2,280001,680001
15,71,4,3,4,200001,290001
15,72,9,1,2,680001,760001
15,73,16,5,5,210001,740001
15,74,9,6,6,330001,470001
15,75,33,0,5,200001,750001
15,76,18,4,7,290001,690001
15,77,6,2,3,220001,300001
15,78,4,2,2,220001,260001
15,79,4,1,1,480001,540001
15,80,3,3,3,200001,660001
15,81,12,1,4,200001,800001
15,82,20,2,5,220001,470001
15,83,7,5,6,290001,680001
15,84,30,4,5,200001,800001
15,85,6,4,5,210001,390001
15,86,2,1,2,300001,690001
15,87,10,5,7,220001,690001
15,88,5,2,2,200001,440001
15,89,42,4,7,230001,710001
15,90,23,3,8,290001,730001
15,91,15,6,8,200001,750001
15,92,7,3,3,240001,420001
15,93,1,0,1,800001,800001
15,94,22,7,7,210001,490001
15,95,8,3,3,200001,710001
15,96,7,1,1,500001,570001
15,97,1,1,1,230001,230001
15,98,13,2,3,440001,730001
15,99,17,6,7,200001,710001
16,0,3,3,3,200001,430001
16,1,3,0,1,770001,790001
16,2,9,1,2,400001,490001
16,3,11,2,2,380001,790001
16,4,5,3,3,270001,650001
16,5,2,1,2,700001,770001
16,6,3,1,2,270001,630001
16,7,4,3,3,200001,630001
16,8,2,2,2,340001,370001
16,9,9,5,5,220001,430001
16,10,3,2,2,240001,790001
16,11,3,2,2,210001,240001
16,12,15,3,3,430001,600001
16,13,2,2,2,320001,360001
16,14,1,1,1,280001,280001
16,15,5,3,3,200001,290001
16,16,14,4,6,200001,790001
16,17,3,2,3,200001,240001
16,19,4,0,1,210001,240001
16,20,3,3,3,220001,270001
16,22,6,0,1,570001,620001
16,25,2,2,2,400001,570001
16,26,1,0,0,210001,210001
16,27,8,2,3,200001,280001
16,28,25,2,4,240001,680001
16,29,4,1,1,300001,400001
16,30,4,1,2,760001,800001
16,31,5,0,1,200001,240001
16,32,24,2,2,210001,620001
16,33,2,1,1,230001,240001
16,34,2,1,2,200001,550001
16,35,7,1,4,200001,760001
16,36,7,5,5,210001,660001
16,37,4,4,4,200001,250001
16,39,6,5,5,370001,590001
16,40,16,3,4,250001,800001
16,41,2,1,2,780001,800001
16,42,19,1,2,380001,560001
16,43,7,4,4,200001,430001
16,44,8,1,1,360001,780001
16,45,11,7,8,200001,800001
16,46,2,2,2,660001,680001
16,47,37,5,9,200001,680001
16,49,1,0,0,380001,380001
16,50,12,4,6,380001,800001
16,51,3,2,2,360001,770001
16,52,30,2,4,200001,630001
16,55,1,1,1,240001,240001
16,56,1,1,1,540001,540001
16,57,14,4,5,200001,670001
16,58,1,1,1,270001,270001
16,59,1,0,1,660001,660001
16,60,2,2,2,200001,240001
16,62,14,6,6,200001,800001
16,63,3,1,1,250001,790001
16,64,4,2,2,420001,590001
16,66,10,5,5,200001,800001
16,68,17,5,6,200001,800001
16,69,2,2,2,200001,210001
16,70,6,0,1,210001,260001
16,71,12,3,4,210001,400001
16,72,1,1,1,660001,660001
16,73,6,0,2,290001,340001
16,76,4,0,1,200001,230001
16,77,2,2,2,200001,660001
16,78,13,0,2,420001,770001
16,80,13,4,6,210001,780001
16,81,5,3,3,200001,800001
16,82,14,1,2,280001,600001
16,83,9,3,4,210001,400001
16,84,22,2,5,210001,630001
16,85,7,3,4,270001,620001
16,87,1,0,1,700001,700001
16,88,26,4,5,280001,800001
16,90,1,0,1,660001,660001
16,91,4,2,2,320001,360001
16,92,6,4,4,220001,440001
16,95,2,2,2,620001,630001
16,97,1,0,1,200001,200001
16,98,6,5,5,200001,770001
17,1,8,2,4,200001,480001
17,2,2,1,2,490001,670001
17,3,7,3,4,290001,600001
17,4,20,1,1,540001,730001
17,6,5,4,4,210001,480001
17,7,1,1,1,230001,230001
17,8,3,0,0,200001,220001
17,9,16,4,6,550001,800001
17,11,12,3,3,220001,670001
17,12,9,4,5,220001,800001
17,14,10,4,4,600001,750001
17,15,2,1,1,220001,800001
17,16,7,3,3,550001,730001
17,17,6,1,1,210001,270001
17,18,24,1,2,200001,470001
17,19,3,1,1,280001,550001
17,20,6,5,5,280001,800001
17,21,5,2,3,260001,570001
17,22,5,5,5,370001,530001
17,23,2,1,1,720001,730001
17,24,2,2,2,280001,800001
17,25,16,6,7,200001,730001
17,26,6,2,2,380001,520001
17,27,1,1,1,280001,280001
17,28,2,1,1,350001,360001
17,29,8,3,4,200001,720001
17,30,3,3,3,220001,710001
17,31,5,0,0,210001,260001
17,32,1,0,0,350001,350001
17,33,17,6,7,220001,530001
17,34,14,5,7,200001,510001
17,35,9,6,6,200001,540001
17,36,6,1,3,270001,530001
17,37,9,4,4,200001,520001
17,38,7,4,5,200001,480001
17,39,11,6,6,220001,470001
17,40,21,4,4,200001,570001
17,41,4,1,2,210001,530001
17,43,5,2,3,200001,800001
17,44,5,3,3,200001,720001
17,45,2,2,2,530001,540001
17,46,2,2,2,200001,440001
17,47,9,2,2,200001,470001
17,48,3,1,1,480001,800001
17,49,10,2,3,200001,540001
17,50,4,1,1,740001,770001
17,51,2,2,2,310001,520001
17,52,9,4,5,200001,540001
17,53,1,1,1,540001,540001
17,54,19,5,7,210001,570001
17,55,13,1,3,240001,800001
17,56,14,3,3,200001,350001
17,57,4,4,4,360001,610001
17,58,2,2,2,220001,240001
17,59,7,2,2,370001,670001
17,60,5,2,3,250001,490001
17,61,5,0,3,360001,530001
17,62,4,2,2,480001,520001
17,64,8,2,7,200001,680001
17,65,3,1,2,260001,280001
17,66,29,2,8,200001,600001
17,67,4,3,3,200001,360001
17,69,13,4,4,520001,750001
17,70,9,0,0,230001,800001
17,71,4,1,2,210001,250001
17,72,6,0,1,200001,260001
17,73,15,4,5,200001,800001
17,75,12,1,3,200001,800001
17,76,5,1,1,650001,700001
17,77,1,0,1,530001,530001
17,78,4,3,3,370001,720001
17,79,2,1,1,360001,370001
17,80,7,1,1,200001,280001
17,82,32,1,4,200001,670001
17,83,1,1,1,200001,200001
17,84,3,0,0,200001,220001
17,86,7,0,5,470001,590001
17,87,3,3,3,280001,490001
17,88,4,2,2,260001,370001
17,89,6,1,1,230001,550001
17,90,6,2,2,370001,570001
17,91,3,1,2,200001,620001
17,93,18,2,3,230001,570001
17,94,4,1,1,200001,230001
17,95,30,1,2,500001,790001
17,96,19,0,3,370001,550001
17,97,12,5,5,200001,350001
17,98,15,3,4,200001,700001
17,99,4,1,3,280001,610001
18,0,8,4,5,420001,590001
18,1,6,0,2,240001,350001
18,2,1,1,1,200001,200001
18,3,13,4,5,200001,490001
18,4,2,2,2,350001,520001
18,5,3,1,1,360001,420001
18,6,3,0,2,200001,480001
18,7,30,2,2,200001,800001
18,8,5,3,3,220001,270001
18,9,9,1,4,450001,530001
18,10,11,1,5,410001,630001
18,11,11,6,7,200001,530001
18,12,3,3,3,530001,710001
18,13,4,3,3,360001,450001
18,14,38,2,2,200001,620001
18,15,5,3,4,270001,670001
18,17,19,2,4,200001,700001
18,18,52,0,2,200001,760001
18,19,5,0,0,400001,640001
18,20,11,1,2,430001,800001
18,22,15,3,4,290001,650001
18,23,24,5,6,220001,770001
18,24,1,1,1,590001,590001
18,25,2,1,1,470001,480001
18,26,36,3,3,200001,610001
18,28,1,1,1,220001,220001
18,29,14,1,5,200001,430001
18,30,1,0,0,400001,400001
18,31,35,2,4,200001,620001
18,32,12,3,4,200001,570001
18,33,1,0,1,490001,490001
18,34,4,3,3,220001,350001
18,35,28,0,4,360001,730001
18,36,8,2,4,210001,580001
18,37,7,6,6,220001,530001
18,38,9,4,6,220001,630001
18,39,11,3,6,200001,360001
18,40,8,2,2,200001,380001
18,41,17,4,5,240001,700001
18,42,13,2,7,200001,470001
18,43,8,2,2,590001,760001
18,44,2,2,2,200001,220001
18,46,7,5,5,220001,750001
18,47,4,2,2,200001,240001
18,48,17,6,6,200001,610001
18,49,9,3,5,210001,520001
18,50,25,6,9,200001,590001
18,51,4,3,3,390001,630001
18,52,22,1,6,200001,660001
18,53,2,0,2,200001,220001
18,54,9,2,2,450001,620001
18,55,2,0,1,340001,470001
18,56,8,2,3,220001,430001
18,57,2,2,2,220001,240001
18,58,34,7,9,200001,740001
18,59,3,3,3,320001,360001
18,60,5,2,3,220001,400001
18,61,11,2,4,310001,630001
18,62,9,2,3,590001,670001
18,63,4,2,2,200001,760001
18,64,1,0,1,340001,340001
18,65,20,4,5,200001,510001
18,67,2,1,1,350001,360001
18,68,16,2,2,200001,510001
18,69,8,2,4,200001,430001
18,70,14,2,4,310001,530001
18,71,7,0,2,280001,620001
18,73,6,5,5,200001,400001
18,74,1,1,1,220001,220001
18,75,15,4,4,220001,510001
18,77,9,3,4,200001,630001
18,78,41,0,0,200001,790001
18,79,27,3,5,200001,550001
18,80,11,3,5,200001,570001
18,81,7,1,4,350001,790001
18,82,1,1,1,350001,350001
18,84,21,3,4,220001,730001
18,85,2,1,2,420001,430001
18,86,23,2,9,220001,530001
18,88,7,2,3,360001,540001
18,89,9,3,5,250001,600001
18,90,28,2,2,320001,760001
18,91,43,2,4,200001,630001
18,92,12,2,4,390001,610001
18,93,6,5,5,220001,620001
18,94,10,5,6,200001,370001
18,95,3,2,2,200001,400001
18,97,13,8,8,300001,610001
18,98,13,3,6,200001,620001
18,99,10,5,7,200001,440001
19,0,5,4,4,510001,730001
19,1,16,3,3,230001,790001
19,2,4,0,0,200001,230001
19,3,11,1,2,200001,380001
19,4,2,1,2,410001,460001
19,5,1,0,1,430001,430001
19,6,9,5,5,220001,700001
19,7,2,2,2,270001,280001
19,9,13,2,2,260001,430001
19,11,2,2,2,200001,230001
19,12,7,1,2,220001,470001
19,13,5,2,2,210001,280001
19,14,17,2,2,300001,800001
19,15,39,2,4,200001,740001
19,17,10,1,5,230001,730001
19,18,4,2,2,340001,430001
19,19,2,1,1,280001,320001
19,20,21,5,7,230001,720001
19,22,20,3,5,200001,730001
19,23,2,2,2,350001,370001
19,24,16,2,4,220001,690001
19,26,4,2,2,200001,460001
19,27,33,1,3,200001,600001
19,28,15,1,3,220001,430001
19,29,20,3,3,200001,530001
19,30,12,2,3,200001,360001
19,31,17,1,3,270001,660001
19,32,6,0,1,210001,280001
19,33,8,4,5,200001,680001
19,34,10,1,2,220001,350001
19,35,12,3,6,430001,700001
19,36,2,1,1,270001,280001
19,37,8,0,4,200001,270001
19,38,10,2,4,220001,390001
19,39,1,1,1,660001,660001
19,40,5,2,3,200001,370001
19,41,13,1,2,270001,470001
19,42,7,0,3,200001,410001
19,43,11,2,3,230001,750001
19,44,2,0,1,270001,430001
19,45,14,2,2,200001,660001
19,47,19,5,7,200001,720001
19,48,4,3,3,200001,280001
19,49,5,3,3,200001,660001
19,50,2,1,2,200001,210001
19,51,18,3,5,400001,750001
19,52,13,2,4,330001,460001
19,53,5,4,4,380001,700001
19,54,6,0,2,200001,380001
19,55,4,1,1,230001,450001
19,56,20,7,7,250001,690001
19,57,2,1,2,440001,450001
19,58,27,7,10,200001,680001
19,59,3,2,2,200001,220001
19,60,2,0,0,210001,220001
19,61,3,0,1,200001,350001
19,62,25,2,5,200001,700001
19,63,2,2,2,340001,430001
19,64,8,3,4,200001,440001
19,65,22,2,5,260001,550001
19,66,3,3,3,440001,520001
19,67,18,1,3,220001,760001
19,68,1,1,1,540001,540001
19,69,4,2,3,240001,460001
19,70,7,1,5,200001,760001
19,72,3,2,2,540001,660001
19,73,2,0,1,230001,280001
19,75,2,0,1,200001,210001
19,76,1,1,1,240001,240001
19,77,1,1,1,300001,300001
19,79,13,1,2,380001,540001
19,80,12,2,5,220001,700001
19,82,2,1,2,200001,230001
19,83,1,1,1,200001,200001
19,84,6,3,5,300001,700001
19,85,5,1,4,220001,310001
19,86,43,0,4,230001,760001
19,87,14,0,4,250001,390001
19,88,11,5,5,220001,700001
19,89,31,3,5,200001,690001
19,90,1,1,1,210001,210001
19,91,8,1,4,220001,340001
19,92,5,0,3,290001,750001
19,93,7,3,3,200001,410001
19,94,23,4,5,200001,720001
19,96,1,1,1,200001,200001
19,97,11,2,2,280001,660001
19,98,14,1,2,200001,350001
19,99,23,3,3,540001,770001
